Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data
359-U1471C-7H-2-A,0,65,56.76,57.41,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera, otoliths",,,
359-U1471C-7H-2-A,65,150,57.41,58.26,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera, Otoliths",,,
359-U1471C-7H-3-A,0,35,58.26,58.61,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera,",,,
359-U1471C-7H-3-A,35,150,58.61,59.76,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera,",,,
359-U1471C-7H-4-A,0,66,59.76,60.42,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera. PACKSTONE to WACKESTONE.",,,
359-U1471C-7H-4-A,66,80,60.42,60.56,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 5/1 (gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera,",,,
359-U1471C-7H-4-A,80,150,60.56,61.26,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera,",,,
359-U1471C-7H-5-A,0,56,61.26,61.82,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera,",,,
359-U1471C-7H-5-A,56,150,61.82,62.76,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera, otoliths",,,
359-U1471C-7H-6-A,0,104,62.76,63.8,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera, otoliths",,,
359-U1471C-7H-6-A,104,150,63.8,64.26,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 5/2 (grayish brown),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera. Mottling",,,
359-U1471C-7H-7-A,0,58,64.26,64.84,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera.",,,
359-U1471C-7H-CC-A,0,14,64.84,64.98,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera.",,,
359-U1471C-8H-1-A,0,150,64.8,66.3,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera.",,,
359-U1471C-8H-2-A,0,150,66.3,67.8,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera. Echiniderm spines",,,
359-U1471C-8H-3-A,0,46,67.8,68.26,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera. Black grains",,,
359-U1471C-8H-3-A,46,150,68.26,69.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera,",,,
359-U1471C-8H-4-A,0,150,69.3,70.8,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera. WACKESTONE to PACKSTONE",,,
359-U1471C-8H-5-A,0,150,70.8,72.3,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera.",,,
359-U1471C-8H-6-A,0,40,72.3,72.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera.",,,
359-U1471C-8H-6-A,40,120,72.7,73.5,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera,",,,
359-U1471C-8H-7-A,0,69,73.5,74.19,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera.",,,
359-U1471C-8H-CC-A,0,15,74.19,74.34,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera.",,,
359-U1471C-9H-1-A,0,150,74.3,75.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera,",,,
359-U1471C-9H-2-A,0,150,75.8,77.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera,",,,
359-U1471C-9H-3-A,0,150,77.3,78.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera,",,,
359-U1471C-9H-4-A,0,150,78.8,80.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera. Otoliths,,,
359-U1471C-9H-5-A,0,36,80.3,80.66,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,Thalassinoides,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera is abundant. Bioclasts, benthic foraminifera.",,,
359-U1471C-9H-5-A,36,150,80.66,81.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera. Thalassinoides and Planolites,,,
359-U1471C-9H-6-A,0,30,81.8,82.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-9H-6-A,30,80,82.1,82.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-9H-6-A,80,130,82.6,83.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-9H-6-A,130,150,83.1,83.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-9H-7-A,0,61,83.3,83.91,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-9H-CC-A,0,17,83.91,84.08,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-1-A,0,70,83.8,84.5,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-1-A,70,150,84.5,85.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-2-A,0,13,85.3,85.43,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-2-A,13,26,85.43,85.56,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-2-A,26,33,85.56,85.63,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-2-A,33,35,85.63,85.65,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-2-A,35,47,85.65,85.77,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-2-A,47,52,85.77,85.82,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-2-A,52,111,85.82,86.41,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-2-A,111,113,86.41,86.43,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-2-A,113,126,86.43,86.56,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-2-A,126,142,86.56,86.72,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-2-A,142,150,86.72,86.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-3-A,0,90,86.8,87.7,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-3-A,90,150,87.7,88.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. mottling,,,
359-U1471C-10H-4-A,0,40,88.3,88.7,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-4-A,40,52,88.7,88.82,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-4-A,52,64,88.82,88.94,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-4-A,64,72,88.94,89.02,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-4-A,72,92,89.02,89.22,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-4-A,92,150,89.22,89.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-10H-5-A,0,150,89.8,91.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated,,,
359-U1471C-10H-6-A,0,110,91.3,92.4,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated,,,
359-U1471C-10H-7-A,0,69,92.4,93.09,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated,,,
359-U1471C-11H-1-A,0,16,93.3,93.46,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-11H-1-A,16,138,93.46,94.68,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-11H-1-A,138,150,94.68,94.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-11H-2-A,0,150,94.8,96.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated. Mottling,,,
359-U1471C-11H-3-A,0,50,96.3,96.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-11H-3-A,50,86,96.8,97.16,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-11H-3-A,86,150,97.16,97.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-11H-4-A,0,59,97.8,98.39,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-11H-4-A,59,76,98.39,98.56,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-11H-4-A,76,150,98.56,99.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-11H-5-A,0,150,99.3,100.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.Mottling,,,
359-U1471C-11H-6-A,0,100,100.8,101.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated. Mottling,,,
