Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,
320-U1334A-8H-5-A,320,U1334,A,8,8-5,H,5,A,0,150,71.2,72.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black streaks are particularly common.,,
320-U1334A-8H-6-A,320,U1334,A,8,8-6,H,6,A,0,150,72.7,74.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,Black streaks are common.,,
320-U1334A-8H-6-A,320,U1334,A,8,8-6,H,6,A,0,150,72.7,74.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black streaks are particularly common.,,
320-U1334A-8H-7-A,320,U1334,A,8,8-7,H,7,A,0,64,74.2,74.84,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,Black streaks are common.,,
320-U1334A-8H-7-A,320,U1334,A,8,8-7,H,7,A,0,64,74.2,74.84,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black streaks are particularly common.,,
320-U1334A-8H-CC-A,320,U1334,A,8,8-CC,H,CC,A,0,24,74.84,75.08,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,Black streaks are common.,,
320-U1334A-8H-CC-A,320,U1334,A,8,8-CC,H,CC,A,0,24,74.84,75.08,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black streaks are particularly common.,,
320-U1334A-9H-1-A,320,U1334,A,9,9-1,H,1,A,0,150,74.7,76.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/3,,,
320-U1334A-9H-1-A,320,U1334,A,9,9-1,H,1,A,0,150,74.7,76.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1334A-9H-2-A,320,U1334,A,9,9-2,H,2,A,0,150,76.2,77.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/3,,,
320-U1334A-9H-2-A,320,U1334,A,9,9-2,H,2,A,0,150,76.2,77.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1334A-9H-3-A,320,U1334,A,9,9-3,H,3,A,0,150,77.7,79.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/3,,,
320-U1334A-9H-3-A,320,U1334,A,9,9-3,H,3,A,0,150,77.7,79.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1334A-9H-4-A,320,U1334,A,9,9-4,H,4,A,0,50,79.2,79.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/4,,,
320-U1334A-9H-4-A,320,U1334,A,9,9-4,H,4,A,50,150,79.7,80.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-9H-5-A,320,U1334,A,9,9-5,H,5,A,0,150,80.7,82.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-9H-6-A,320,U1334,A,9,9-6,H,6,A,0,150,82.2,83.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-9H-7-A,320,U1334,A,9,9-7,H,7,A,0,80,83.7,84.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-9H-CC-A,320,U1334,A,9,9-CC,H,CC,A,0,25,84.5,84.75,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-10H-1-A,320,U1334,A,10,10-1,H,1,A,0,150,84.2,85.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/3,,,
320-U1334A-10H-1-A,320,U1334,A,10,10-1,H,1,A,0,150,84.2,85.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1334A-10H-2-A,320,U1334,A,10,10-2,H,2,A,0,150,85.7,87.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/3,,,
320-U1334A-10H-2-A,320,U1334,A,10,10-2,H,2,A,0,150,85.7,87.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1334A-10H-3-A,320,U1334,A,10,10-3,H,3,A,0,150,87.2,88.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/4,,,
320-U1334A-10H-3-A,320,U1334,A,10,10-3,H,3,A,0,150,87.2,88.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/3,,,
320-U1334A-10H-4-A,320,U1334,A,10,10-4,H,4,A,0,150,88.7,90.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/4,,,
320-U1334A-10H-4-A,320,U1334,A,10,10-4,H,4,A,0,150,88.7,90.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/3,,,
320-U1334A-10H-5-A,320,U1334,A,10,10-5,H,5,A,0,10,90.2,90.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/4,,,
320-U1334A-10H-5-A,320,U1334,A,10,10-5,H,5,A,0,10,90.2,90.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/3,,,
320-U1334A-10H-5-A,320,U1334,A,10,10-5,H,5,A,10,150,90.3,91.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-10H-6-A,320,U1334,A,10,10-6,H,6,A,0,150,91.7,93.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-10H-7-A,320,U1334,A,10,10-7,H,7,A,0,55,93.2,93.75,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-10H-CC-A,320,U1334,A,10,10-CC,H,CC,A,0,21,93.75,93.96,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-11H-1-A,320,U1334,A,11,11-1,H,1,A,0,150,93.7,95.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/3,,,
320-U1334A-11H-1-A,320,U1334,A,11,11-1,H,1,A,0,150,93.7,95.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/3,,,
320-U1334A-11H-2-A,320,U1334,A,11,11-2,H,2,A,0,150,95.2,96.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/3,,,
320-U1334A-11H-2-A,320,U1334,A,11,11-2,H,2,A,0,150,95.2,96.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/3,,,
320-U1334A-11H-3-A,320,U1334,A,11,11-3,H,3,A,0,150,96.7,98.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/3,,,
320-U1334A-11H-3-A,320,U1334,A,11,11-3,H,3,A,0,150,96.7,98.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/3,,,
320-U1334A-11H-4-A,320,U1334,A,11,11-4,H,4,A,0,150,98.2,99.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/3,,,
320-U1334A-11H-4-A,320,U1334,A,11,11-4,H,4,A,0,150,98.2,99.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/3,,,
320-U1334A-11H-5-A,320,U1334,A,11,11-5,H,5,A,0,150,99.7,101.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/3,,,
320-U1334A-11H-5-A,320,U1334,A,11,11-5,H,5,A,0,150,99.7,101.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/3,,,
320-U1334A-11H-6-A,320,U1334,A,11,11-6,H,6,A,0,136,101.2,102.56,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/3,,,
320-U1334A-11H-6-A,320,U1334,A,11,11-6,H,6,A,0,136,101.2,102.56,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/3,,,
320-U1334A-11H-6-A,320,U1334,A,11,11-6,H,6,A,136,150,102.56,102.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/4,,,
320-U1334A-11H-6-A,320,U1334,A,11,11-6,H,6,A,136,150,102.56,102.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/3,,,
320-U1334A-11H-7-A,320,U1334,A,11,11-7,H,7,A,0,80,102.7,103.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/4,,,
320-U1334A-11H-7-A,320,U1334,A,11,11-7,H,7,A,0,80,102.7,103.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/3,,,
320-U1334A-11H-CC-A,320,U1334,A,11,11-CC,H,CC,A,0,26,103.5,103.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/4,,,
320-U1334A-11H-CC-A,320,U1334,A,11,11-CC,H,CC,A,0,26,103.5,103.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/3,,,
320-U1334A-12H-1-A,320,U1334,A,12,12-1,H,1,A,0,150,103.2,104.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/3,,,
320-U1334A-12H-1-A,320,U1334,A,12,12-1,H,1,A,0,150,103.2,104.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/3,,,
320-U1334A-12H-2-A,320,U1334,A,12,12-2,H,2,A,0,150,104.7,106.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/3,,,
320-U1334A-12H-2-A,320,U1334,A,12,12-2,H,2,A,0,150,104.7,106.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/3,,,
320-U1334A-12H-3-A,320,U1334,A,12,12-3,H,3,A,0,150,106.2,107.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/3,,,
320-U1334A-12H-3-A,320,U1334,A,12,12-3,H,3,A,0,150,106.2,107.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/3,,,
320-U1334A-12H-4-A,320,U1334,A,12,12-4,H,4,A,0,150,107.7,109.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/3,,,
320-U1334A-12H-4-A,320,U1334,A,12,12-4,H,4,A,0,150,107.7,109.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/3,,,
320-U1334A-12H-5-A,320,U1334,A,12,12-5,H,5,A,0,150,109.2,110.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/3,,,
320-U1334A-12H-5-A,320,U1334,A,12,12-5,H,5,A,0,150,109.2,110.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/3,,,
320-U1334A-12H-6-A,320,U1334,A,12,12-6,H,6,A,0,127,110.7,111.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/3,,,
320-U1334A-12H-6-A,320,U1334,A,12,12-6,H,6,A,0,127,110.7,111.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/3,,,
320-U1334A-12H-7-A,320,U1334,A,12,12-7,H,7,A,0,69,111.97,112.66,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/3,,,
320-U1334A-12H-7-A,320,U1334,A,12,12-7,H,7,A,0,69,111.97,112.66,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/3,,,
320-U1334A-12H-CC-A,320,U1334,A,12,12-CC,H,CC,A,0,14,112.66,112.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/3,,,
320-U1334A-12H-CC-A,320,U1334,A,12,12-CC,H,CC,A,0,14,112.66,112.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/3,,,
320-U1334A-13H-1-A,320,U1334,A,13,13-1,H,1,A,0,50,112.7,113.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 7/3,,,
320-U1334A-13H-1-A,320,U1334,A,13,13-1,H,1,A,0,50,112.7,113.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/3,,,
320-U1334A-13H-2-A,320,U1334,A,13,13-2,H,2,A,0,150,113.2,114.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 7/3,,,
320-U1334A-13H-2-A,320,U1334,A,13,13-2,H,2,A,0,150,113.2,114.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/3,,,
320-U1334A-13H-3-A,320,U1334,A,13,13-3,H,3,A,0,150,114.7,116.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 7/3,,,
320-U1334A-13H-3-A,320,U1334,A,13,13-3,H,3,A,0,150,114.7,116.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/3,,,
320-U1334A-13H-4-A,320,U1334,A,13,13-4,H,4,A,0,150,116.2,117.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 7/3,,,
320-U1334A-13H-4-A,320,U1334,A,13,13-4,H,4,A,0,150,116.2,117.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/3,,,
320-U1334A-13H-5-A,320,U1334,A,13,13-5,H,5,A,0,150,117.7,119.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 7/3,,,
320-U1334A-13H-5-A,320,U1334,A,13,13-5,H,5,A,0,150,117.7,119.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/3,,,
320-U1334A-13H-6-A,320,U1334,A,13,13-6,H,6,A,0,150,119.2,120.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/1,,,
320-U1334A-13H-7-A,320,U1334,A,13,13-7,H,7,A,0,100,120.7,121.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/1,,,
320-U1334A-13H-8-A,320,U1334,A,13,13-8,H,8,A,0,60,121.7,122.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/1,,,
320-U1334A-13H-CC-A,320,U1334,A,13,13-CC,H,CC,A,0,24,122.3,122.54,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/1,,,
320-U1334A-14H-1-A,320,U1334,A,14,14-1,H,1,A,0,150,122.2,123.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/4,,,
320-U1334A-14H-1-A,320,U1334,A,14,14-1,H,1,A,0,150,122.2,123.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,"Firm intervals: 12-15 cm, 31-33 cm (section 1) and 124-126 cm (section 2)",,
320-U1334A-14H-2-A,320,U1334,A,14,14-2,H,2,A,0,150,123.7,125.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/4,,,
320-U1334A-14H-2-A,320,U1334,A,14,14-2,H,2,A,0,150,123.7,125.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,"Firm intervals: 12-15 cm, 31-33 cm (section 1) and 124-126 cm (section 2)",,
320-U1334A-14H-3-A,320,U1334,A,14,14-3,H,3,A,0,150,125.2,126.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/4,,,
320-U1334A-14H-3-A,320,U1334,A,14,14-3,H,3,A,0,150,125.2,126.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,"Firm intervals: 12-15 cm, 31-33 cm (section 1) and 124-126 cm (section 2)",,
320-U1334A-14H-4-A,320,U1334,A,14,14-4,H,4,A,0,150,126.7,128.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/4,,,
320-U1334A-14H-4-A,320,U1334,A,14,14-4,H,4,A,0,150,126.7,128.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,"Firm intervals: 12-15 cm, 31-33 cm (section 1) and 124-126 cm (section 2)",,
320-U1334A-14H-5-A,320,U1334,A,14,14-5,H,5,A,0,150,128.2,129.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/4,,,
320-U1334A-14H-5-A,320,U1334,A,14,14-5,H,5,A,0,150,128.2,129.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,"Firm intervals: 12-15 cm, 31-33 cm (section 1) and 124-126 cm (section 2)",,
320-U1334A-14H-6-A,320,U1334,A,14,14-6,H,6,A,0,150,129.7,131.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/4,,,
320-U1334A-14H-6-A,320,U1334,A,14,14-6,H,6,A,0,150,129.7,131.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,"Firm intervals: 12-15 cm, 31-33 cm (section 1) and 124-126 cm (section 2)",,
320-U1334A-14H-7-A,320,U1334,A,14,14-7,H,7,A,0,49,131.2,131.69,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/4,,,
320-U1334A-14H-7-A,320,U1334,A,14,14-7,H,7,A,0,49,131.2,131.69,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,"Firm intervals: 12-15 cm, 31-33 cm (section 1) and 124-126 cm (section 2)",,
320-U1334A-14H-CC-A,320,U1334,A,14,14-CC,H,CC,A,0,27,131.69,131.96,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/4,,,
320-U1334A-14H-CC-A,320,U1334,A,14,14-CC,H,CC,A,0,27,131.69,131.96,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,"Firm intervals: 12-15 cm, 31-33 cm (section 1) and 124-126 cm (section 2)",,
320-U1334A-15H-1-A,320,U1334,A,15,15-1,H,1,A,0,150,131.7,133.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1334A-15H-2-A,320,U1334,A,15,15-2,H,2,A,0,150,133.2,134.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1334A-15H-3-A,320,U1334,A,15,15-3,H,3,A,0,150,134.7,136.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1334A-15H-4-A,320,U1334,A,15,15-4,H,4,A,0,150,136.2,137.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1334A-15H-5-A,320,U1334,A,15,15-5,H,5,A,0,150,137.7,139.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1334A-15H-6-A,320,U1334,A,15,15-6,H,6,A,0,100,139.2,140.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1334A-15H-7-A,320,U1334,A,15,15-7,H,7,A,0,67,140.2,140.87,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1334A-15H-CC-A,320,U1334,A,15,15-CC,H,CC,A,0,31,140.87,141.18,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1334A-16H-1-A,320,U1334,A,16,16-1,H,1,A,0,150,141.2,142.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,
320-U1334A-16H-2-A,320,U1334,A,16,16-2,H,2,A,0,40,142.7,143.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,
320-U1334A-16H-2-A,320,U1334,A,16,16-2,H,2,A,40,150,143.1,144.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,Black streaks are common through the core,,
320-U1334A-16H-3-A,320,U1334,A,16,16-3,H,3,A,0,150,144.2,145.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,Black streaks are common through the core,,
320-U1334A-16H-4-A,320,U1334,A,16,16-4,H,4,A,0,150,145.7,147.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,Black streaks are common through the core,,
320-U1334A-16H-5-A,320,U1334,A,16,16-5,H,5,A,0,150,147.2,148.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,Black streaks are common through the core,,
320-U1334A-16H-6-A,320,U1334,A,16,16-6,H,6,A,0,62,148.7,149.32,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,Black streaks are common through the core,,
320-U1334A-16H-CC-A,320,U1334,A,16,16-CC,H,CC,A,0,26,149.32,149.58,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,Black streaks are common through the core,,
320-U1334A-17H-1-A,320,U1334,A,17,17-1,H,1,A,0,150,150.7,152.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,Black streaks are common through the core,,
320-U1334A-17H-2-A,320,U1334,A,17,17-2,H,2,A,0,150,152.2,153.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,Black streaks are common through the core,,
320-U1334A-17H-3-A,320,U1334,A,17,17-3,H,3,A,0,150,153.7,155.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,Black streaks are common through the core,,
320-U1334A-17H-4-A,320,U1334,A,17,17-4,H,4,A,0,131,155.2,156.51,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,Black streaks are common through the core,,
320-U1334A-17H-5-A,320,U1334,A,17,17-5,H,5,A,0,150,156.51,158.01,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,Black streaks are common through the core,,
320-U1334A-17H-6-A,320,U1334,A,17,17-6,H,6,A,0,74,157.91,158.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,Black streaks are common through the core,,
