Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
363-U1485A-5H-7-A,19,53,44.88,45.22,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,5,H,7,A,
363-U1485A-5H-7-A,59,83,45.28,45.52,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,5,H,7,A,
363-U1485A-5H-7-A,83,89,45.52,45.58,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,5,H,7,A,
363-U1485A-5H-7-A,89,93,45.58,45.62,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,5,H,7,A,
363-U1485A-5H-CC-A,0,29,45.62,45.91,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,5,H,CC,A,
363-U1485A-5H-CC-A,29,37,45.91,45.99,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,5,H,CC,A,
363-U1485A-6H-1-A,0,52,45.5,46.02,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,1,A,
363-U1485A-6H-2-A,0,75,46.04,46.79,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,2,A,
363-U1485A-6H-2-A,83,131,46.87,47.35,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,2,A,
363-U1485A-6H-3-A,0,58,47.4,47.98,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,3,A,
363-U1485A-6H-3-A,63,82,48.03,48.22,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,3,A,
363-U1485A-6H-3-A,82,86,48.22,48.26,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,3,A,
363-U1485A-6H-3-A,86,138,48.26,48.78,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,3,A,
363-U1485A-6H-4-A,0,23,48.83,49.06,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,4,A,
363-U1485A-6H-4-A,25,99,49.08,49.82,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,4,A,
363-U1485A-6H-5-A,0,118,49.95,51.13,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,5,A,
363-U1485A-6H-6-A,0,42,51.18,51.6,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,6,A,
363-U1485A-6H-6-A,45,80,51.63,51.98,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,6,A,
363-U1485A-6H-6-A,92,143,52.1,52.61,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,6,A,
363-U1485A-6H-7-A,0,4,52.66,52.7,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,7,A,
363-U1485A-6H-7-A,4,7,52.7,52.73,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,7,A,
363-U1485A-6H-7-A,7,41,52.73,53.07,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,7,A,
363-U1485A-6H-7-A,48,140,53.14,54.06,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,7,A,
363-U1485A-6H-8-A,0,80,54.16,54.96,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,8,A,
363-U1485A-6H-8-A,85,117,55.01,55.33,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,8,A,
363-U1485A-6H-CC-A,0,35,55.37,55.72,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,6,H,CC,A,
363-U1485A-7H-1-A,0,71,55,55.71,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,1,A,
363-U1485A-7H-1-A,71,77,55.71,55.77,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,1,A,
363-U1485A-7H-1-A,77,150,55.77,56.5,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,1,A,
363-U1485A-7H-2-A,0,25,56.5,56.75,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,2,A,
363-U1485A-7H-2-A,25,30,56.75,56.8,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,2,A,
363-U1485A-7H-2-A,30,145,56.8,57.95,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,2,A,
363-U1485A-7H-3-A,0,51,57.95,58.46,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,3,A,
363-U1485A-7H-3-A,51,55,58.46,58.5,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,3,A,
363-U1485A-7H-3-A,55,130,58.5,59.25,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,3,A,
363-U1485A-7H-4-A,0,70,59.25,59.95,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,4,A,
363-U1485A-7H-4-A,70,75,59.95,60,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,4,A,
363-U1485A-7H-4-A,75,80,60,60.05,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,4,A,
363-U1485A-7H-4-A,80,93,60.05,60.18,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,4,A,
363-U1485A-7H-4-A,93,145,60.18,60.7,nannofossil-rich [X363],sandy clay [MMK88],nannofossil-rich sandy clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,4,A,
363-U1485A-7H-5-A,0,27,60.7,60.97,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,5,A,
363-U1485A-7H-5-A,27,31,60.97,61.01,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,5,A,
363-U1485A-7H-5-A,31,46,61.01,61.16,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,5,A,
363-U1485A-7H-5-A,46,49,61.16,61.19,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,5,A,
363-U1485A-7H-5-A,49,139,61.19,62.09,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,5,A,
363-U1485A-7H-6-A,0,140,62.09,63.49,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,6,A,
363-U1485A-7H-7-A,0,35,63.59,63.94,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,7,A,
363-U1485A-7H-7-A,35,39,63.94,63.98,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,7,A,
363-U1485A-7H-7-A,39,105,63.98,64.64,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,7,A,
363-U1485A-7H-CC-A,0,37,64.64,65.01,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,7,H,CC,A,
363-U1485A-8H-1-A,0,46,64.5,64.96,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,1,A,
363-U1485A-8H-2-A,0,21,64.96,65.17,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,2,A,
363-U1485A-8H-2-A,24,82,65.2,65.78,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,2,A,
363-U1485A-8H-2-A,82,95,65.78,65.91,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,2,A,
363-U1485A-8H-2-A,95,106,65.91,66.02,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,2,A,
363-U1485A-8H-2-A,111,141,66.07,66.37,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,2,A,
363-U1485A-8H-3-A,0,138,66.37,67.75,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,3,A,
363-U1485A-8H-4-A,0,132,67.78,69.1,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,4,A,
363-U1485A-8H-5-A,0,93,69.1,70.03,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,5,A,
363-U1485A-8H-5-A,105,152,70.15,70.62,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,5,A,
363-U1485A-8H-6-A,0,13,70.62,70.75,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,6,A,
363-U1485A-8H-6-A,13,16,70.75,70.78,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,6,A,
363-U1485A-8H-6-A,16,32,70.78,70.94,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,6,A,
363-U1485A-8H-6-A,32,37,70.94,70.99,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,6,A,
363-U1485A-8H-6-A,37,56,70.99,71.18,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,6,A,
363-U1485A-8H-6-A,68,96,71.3,71.58,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,6,A,
363-U1485A-8H-6-A,96,103,71.58,71.65,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,6,A,
363-U1485A-8H-6-A,103,142,71.65,72.04,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,6,A,
363-U1485A-8H-7-A,0,10,72.04,72.14,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,7,A,
363-U1485A-8H-7-A,22,143,72.26,73.47,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,7,A,
363-U1485A-8H-8-A,0,34,73.57,73.91,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,8,A,
363-U1485A-8H-8-A,34,65,73.91,74.22,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,8,A,
363-U1485A-8H-8-A,65,71,74.22,74.28,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,8,A,
363-U1485A-8H-8-A,71,121,74.28,74.78,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,8,A,
363-U1485A-8H-CC-A,0,18,74.78,74.96,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,CC,A,
363-U1485A-8H-CC-A,18,22,74.96,75,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,CC,A,
363-U1485A-8H-CC-A,22,24,75,75.02,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,8,H,CC,A,
363-U1485A-9H-1-A,0,36,74,74.36,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,1,A,
363-U1485A-9H-2-A,0,73,74.36,75.09,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,2,A,
363-U1485A-9H-2-A,73,78,75.09,75.14,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,2,A,
363-U1485A-9H-2-A,78,140,75.14,75.76,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,2,A,
363-U1485A-9H-3-A,0,141,75.76,77.17,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,3,A,
363-U1485A-9H-4-A,0,133,77.17,78.5,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,4,A,
363-U1485A-9H-5-A,0,24,78.58,78.82,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,5,A,
363-U1485A-9H-5-A,33,120,78.91,79.78,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,5,A,
363-U1485A-9H-5-A,127,147,79.85,80.05,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,5,A,
363-U1485A-9H-6-A,0,86,80.05,80.91,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,6,A,
363-U1485A-9H-6-A,91,150,80.96,81.55,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,6,A,
363-U1485A-9H-7-A,0,27,81.53,81.8,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,7,A,
363-U1485A-9H-7-A,27,37,81.8,81.9,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,7,A,
363-U1485A-9H-7-A,37,56,81.9,82.09,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,7,A,
363-U1485A-9H-7-A,56,61,82.09,82.14,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,7,A,
363-U1485A-9H-7-A,61,76.5,82.14,82.295,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,7,A,
363-U1485A-9H-7-A,80,121,82.33,82.74,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,7,A,
363-U1485A-9H-8-A,0,76.5,82.84,83.605,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,8,A,
363-U1485A-9H-8-A,82,108,83.66,83.92,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,8,A,
363-U1485A-9H-8-A,108,113,83.92,83.97,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,8,A,
363-U1485A-9H-8-A,113,129,83.97,84.13,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,8,A,
363-U1485A-9H-CC-A,0,36,84.13,84.49,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,9,H,CC,A,
363-U1485A-10H-1-A,0,25,83.5,83.75,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,1,A,
363-U1485A-10H-2-A,25,28,83.87,83.9,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,2,A,
363-U1485A-10H-2-A,28,94,83.9,84.56,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,2,A,
363-U1485A-10H-2-A,94,100,84.56,84.62,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,2,A,
363-U1485A-10H-2-A,100,108,84.62,84.7,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,2,A,
363-U1485A-10H-2-A,110,140,84.72,85.02,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,2,A,
363-U1485A-10H-3-A,0,8,85.02,85.1,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,3,A,
363-U1485A-10H-3-A,8,13,85.1,85.15,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,3,A,
363-U1485A-10H-3-A,13,136,85.15,86.38,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,3,A,
363-U1485A-10H-4-A,0,13,86.38,86.51,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,4,A,
363-U1485A-10H-4-A,13,140,86.51,87.78,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,4,A,
363-U1485A-10H-5-A,0,10,87.78,87.88,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,5,A,
363-U1485A-10H-5-A,10,76,87.88,88.54,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,5,A,
363-U1485A-10H-5-A,76,128,88.54,89.06,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,5,A,
363-U1485A-10H-5-A,133,140,89.11,89.18,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,5,A,
363-U1485A-10H-6-A,0,36,89.18,89.54,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,6,A,
363-U1485A-10H-6-A,36,43,89.54,89.61,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,10,H,6,A,
