Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
363-U1485A-19H-3-A,41,70,172.16,172.45,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,3,A,
363-U1485A-19H-3-A,70,88,172.45,172.63,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,3,A,
363-U1485A-19H-3-A,88,119,172.63,172.94,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,3,A,
363-U1485A-19H-3-A,119,120,172.94,172.95,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 4/2 (brown),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,3,A,
363-U1485A-19H-3-A,120,143,172.95,173.18,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,3,A,
363-U1485A-19H-4-A,0,132,173.18,174.5,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,4,A,
363-U1485A-19H-4-A,132,146,174.5,174.64,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,4,A,
363-U1485A-19H-5-A,0,128,174.64,175.92,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,5,A,
363-U1485A-19H-5-A,128,140,175.92,176.04,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,5,A,
363-U1485A-19H-6-A,0,87,176.14,177.01,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,6,A,
363-U1485A-19H-6-A,87,106,177.01,177.2,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,6,A,
363-U1485A-19H-6-A,107,124,177.21,177.38,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,6,A,
363-U1485A-19H-7-A,0,40,177.38,177.78,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,7,A,
363-U1485A-19H-7-A,46,101,177.84,178.39,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,7,A,
363-U1485A-19H-CC-A,0,46,178.39,178.85,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,19,H,CC,A,
363-U1485A-20H-1-A,0,71,178.5,179.21,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,20,H,1,A,
363-U1485A-20H-2-A,0,89,179.21,180.1,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,20,H,2,A,
363-U1485A-20H-3-A,0,114,180.1,181.24,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,20,H,3,A,
363-U1485A-20H-4-A,0,91,181.24,182.15,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,20,H,4,A,
363-U1485A-20H-5-A,0,137,182.15,183.52,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,20,H,5,A,
363-U1485A-20H-6-A,0,139,183.52,184.91,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,20,H,6,A,
363-U1485A-20H-7-A,0,103,184.91,185.94,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,20,H,7,A,
363-U1485A-20H-CC-A,0,32,185.94,186.26,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,20,H,CC,A,
363-U1485A-21F-1-A,0,8,188,188.08,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,1,A,
363-U1485A-21F-1-A,8,24,188.08,188.24,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,1,A,
363-U1485A-21F-1-A,24,37,188.24,188.37,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,1,A,
363-U1485A-21F-1-A,37,59,188.37,188.59,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,1,A,
363-U1485A-21F-1-A,59,67,188.59,188.67,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,1,A,
363-U1485A-21F-1-A,67,115,188.67,189.15,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,1,A,
363-U1485A-21F-1-A,115,120,189.15,189.2,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,1,A,
363-U1485A-21F-1-A,120,123,189.2,189.23,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,1,A,
363-U1485A-21F-2-A,0,11,189.23,189.34,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,2,A,
363-U1485A-21F-2-A,11,33,189.34,189.56,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,2,A,
363-U1485A-21F-2-A,33,36,189.56,189.59,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,2,A,
363-U1485A-21F-2-A,45,98,189.68,190.21,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,2,A,
363-U1485A-21F-2-A,109,129,190.32,190.52,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,2,A,
363-U1485A-21F-3-A,0,107,190.52,191.59,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,3,A,
363-U1485A-21F-3-A,113,141,191.65,191.93,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,3,A,
363-U1485A-21F-4-A,0,19,192.03,192.22,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,4,A,
363-U1485A-21F-4-A,25,84,192.28,192.87,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,4,A,
363-U1485A-21F-CC-A,0,12,192.87,192.99,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,21,F,CC,A,
363-U1485A-22F-1-A,0,146,192.7,194.16,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,22,F,1,A,
363-U1485A-22F-2-A,0,35,194.2,194.55,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,22,F,2,A,
363-U1485A-22F-2-A,35,38,194.55,194.58,,ash(tuff) [MMK88m],ash(tuff),,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,22,F,2,A,
363-U1485A-22F-2-A,38,48,194.58,194.68,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,22,F,2,A,
363-U1485A-22F-2-A,50,131,194.7,195.51,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Ash at the bottom of the section,,,,,,,,,,,,,363,U1485,A,22,F,2,A,
363-U1485A-22F-3-A,0,111,195.51,196.62,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,22,F,3,A,
363-U1485A-22F-4-A,0,22,196.62,196.84,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,22,F,4,A,
363-U1485A-22F-4-A,22,28,196.84,196.9,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,22,F,4,A,
363-U1485A-22F-4-A,28,32,196.9,196.94,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,22,F,4,A,
363-U1485A-22F-4-A,39,62,197.01,197.24,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,22,F,4,A,
363-U1485A-22F-4-A,62,76,197.24,197.38,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,22,F,4,A,
363-U1485A-22F-4-A,76,79,197.38,197.41,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,22,F,4,A,
363-U1485A-22F-CC-A,0,9,197.41,197.5,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,22,F,CC,A,
363-U1485A-22F-CC-A,9,18,197.5,197.59,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,22,F,CC,A,
363-U1485A-23F-1-A,0,9,197.4,197.49,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,23,F,1,A,
363-U1485A-23F-1-A,9,28,197.49,197.68,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,23,F,1,A,
363-U1485A-23F-2-A,0,29,197.68,197.97,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,23,F,2,A,
363-U1485A-23F-2-A,29,41,197.97,198.09,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,poorly sorted,,,,,,,,,,,,,363,U1485,A,23,F,2,A,
363-U1485A-23F-2-A,41,141,198.09,199.09,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,23,F,2,A,
363-U1485A-23F-3-A,0,93,199.09,200.02,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,23,F,3,A,
363-U1485A-23F-3-A,93,97,200.02,200.06,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,23,F,3,A,
363-U1485A-23F-3-A,97,107,200.06,200.16,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,23,F,3,A,
363-U1485A-23F-4-A,0,119,200.26,201.45,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,23,F,4,A,
363-U1485A-23F-4-A,121,142,201.47,201.68,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,23,F,4,A,
363-U1485A-23F-CC-A,0,8,201.68,201.76,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,23,F,CC,A,
363-U1485A-24F-1-A,0,4,202.1,202.14,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,1,A,
363-U1485A-24F-1-A,4,31,202.14,202.41,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,1,A,
363-U1485A-24F-1-A,31,42,202.41,202.52,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,1,A,
363-U1485A-24F-1-A,42,137,202.52,203.47,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,1,A,
363-U1485A-24F-2-A,0,21,203.47,203.68,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,2,A,
363-U1485A-24F-2-A,21,29,203.68,203.76,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,2,A,
363-U1485A-24F-2-A,29,100,203.76,204.47,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,2,A,
363-U1485A-24F-2-A,108,113,204.55,204.6,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,2,A,
363-U1485A-24F-2-A,113,122,204.6,204.69,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,2,A,
363-U1485A-24F-2-A,122,141,204.69,204.88,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,2,A,
363-U1485A-24F-3-A,0,29,204.88,205.17,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,3,A,
363-U1485A-24F-3-A,29,36,205.17,205.24,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,3,A,
363-U1485A-24F-3-A,36,36,205.24,205.24,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,3,A,
363-U1485A-24F-3-A,42,132,205.3,206.2,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,3,A,
363-U1485A-24F-4-A,0,20,206.22,206.42,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,4,A,
363-U1485A-24F-4-A,20,26,206.42,206.48,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,4,A,
363-U1485A-24F-4-A,26,32,206.48,206.54,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,4,A,
363-U1485A-24F-4-A,42,74,206.64,206.96,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,4,A,
363-U1485A-24F-CC-A,0,2,206.96,206.98,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,CC,A,
363-U1485A-24F-CC-A,2,15,206.98,207.11,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,24,F,CC,A,
363-U1485A-25F-1-A,0,37,206.8,207.17,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,25,F,1,A,
363-U1485A-25F-1-A,37,51,207.17,207.31,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,25,F,1,A,
363-U1485A-25F-1-A,51,155,207.31,208.35,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,25,F,1,A,
363-U1485A-25F-2-A,0,5,208.35,208.4,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,25,F,2,A,
363-U1485A-25F-2-A,5,8,208.4,208.43,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,25,F,2,A,
363-U1485A-25F-2-A,8,119,208.43,209.54,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,25,F,2,A,
363-U1485A-25F-3-A,0,11,209.57,209.68,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,25,F,3,A,
363-U1485A-25F-3-A,11,16,209.68,209.73,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,25,F,3,A,
363-U1485A-25F-3-A,16,88,209.73,210.45,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,25,F,3,A,
363-U1485A-25F-3-A,88,103,210.45,210.6,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,25,F,3,A,
363-U1485A-25F-4-A,0,68,210.7,211.38,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,25,F,4,A,
363-U1485A-25F-CC-A,0,22,211.38,211.6,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,25,F,CC,A,
363-U1485A-26F-1-A,0,16,211.5,211.66,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,1,A,
363-U1485A-26F-1-A,16,22,211.66,211.72,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,1,A,
363-U1485A-26F-1-A,22,56,211.72,212.06,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,1,A,
363-U1485A-26F-1-A,56,60,212.06,212.1,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,1,A,
363-U1485A-26F-1-A,60,76,212.1,212.26,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,1,A,
363-U1485A-26F-2-A,0,9,212.26,212.35,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,2,A,
363-U1485A-26F-2-A,9,15,212.35,212.41,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,2,A,
363-U1485A-26F-2-A,15,103,212.41,213.29,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,2,A,
363-U1485A-26F-2-A,103,119,213.29,213.45,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,2,A,
363-U1485A-26F-3-A,0,14,213.65,213.79,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,3,A,
363-U1485A-26F-3-A,14,28,213.79,213.93,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,3,A,
363-U1485A-26F-3-A,28,127,213.93,214.92,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,3,A,
363-U1485A-26F-4-A,0,85,215.12,215.97,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,4,A,
363-U1485A-26F-4-A,85,91,215.97,216.03,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,4,A,
363-U1485A-26F-4-A,91,117,216.03,216.29,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,4,A,
363-U1485A-26F-4-A,117,118,216.29,216.3,,ash(tuff) [MMK88m],ash(tuff),,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,4,A,
363-U1485A-26F-CC-A,0,17,216.51,216.68,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,26,F,CC,A,
363-U1485A-27F-1-A,0,146,216.2,217.66,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,27,F,1,A,
363-U1485A-27F-2-A,0,59,217.66,218.25,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,27,F,2,A,
363-U1485A-27F-2-A,59,64,218.25,218.3,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,27,F,2,A,
363-U1485A-27F-2-A,64,148,218.3,219.14,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,27,F,2,A,
363-U1485A-27F-3-A,0,45,219.14,219.59,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,27,F,3,A,
