Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
341-U1419A-9H-4-A,51.0,150.0,72.4,73.39,muddy [Leg339],silt [Leg210],,muddy [Leg339] silt,,,,N 4 (dark gray),none [DB86],0,present [A79],31,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,,,"clasts include chert breccia, siltstone, conglomerate greenstone;
78cm - brown mud clast?",,,,,,341,U1419,A,9,H,4,A,,,,
341-U1419A-9H-4-A,150.0,155.0,73.39,73.44,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1419,A,9,H,4,A,,,,
341-U1419A-9H-5-A,0.0,114.0,73.44,74.58,muddy [Leg339],silt [Leg210],,muddy [Leg339] silt,,,,N 4 (dark gray),none [DB86],0,present [A79],27,,,,,,,shell fragment,,,"2cm siltstone @ 106cm;
shell fragment @ 93cm",,,,,,341,U1419,A,9,H,5,A,,,,
341-U1419A-9H-CC-A,0.0,44.0,74.58,75.02,muddy [Leg339],silt [Leg210],,muddy [Leg339] silt,,,,N 4 (dark gray),none [DB86],0,present [A79],11,,,,,,,shell fragment,,,shell fragment @ 41cm,,,,,,341,U1419,A,9,H,CC,A,,,,
341-U1419A-9H-CC-A,44.0,49.0,75.02,75.07,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,A,9,H,CC,A,,,,
341-U1419A-10H-1-A,0.0,10.0,75.0,75.1,,mud [Leg210],,mud,,,,N 4 (dark gray),,,present [A79],2,,,pebble [W22_2],angular,,,,,,"2 metasandstone pebbles, 3 and 6 cm",,,,,,341,U1419,A,10,H,1,A,,,,
341-U1419A-10H-1-A,10.0,20.0,75.1,75.2,,sand [Leg210],,sand,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,A,10,H,1,A,,,,
341-U1419A-10H-1-A,20.0,51.0,75.2,75.51,,mud [Leg210],,mud,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,341,U1419,A,10,H,1,A,,,,
341-U1419A-10H-1-A,51.0,55.0,75.51,75.55,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1419,A,10,H,1,A,,,,
341-U1419A-10H-1-A,55.0,112.0,75.55,76.12,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,pebble [W22_2],subrounded,,,,"argillite granule at 72 cm, argillite pebble 3.5 cm at 98",,,,,,341,U1419,A,10,H,1,A,,,,
341-U1419A-10H-2-A,0.0,149.0,76.12,77.61,,mud [Leg210],with common clasts,mud with common clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,"basalt pebble 3 cm at 115 cm, 2 argillite granules;",,,,,,341,U1419,A,10,H,2,A,,,,
341-U1419A-10H-3-A,0.0,12.0,77.61,77.73,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone),,,,N 4 (dark gray),,,,,,,,,,,,,,10 silt laminae,gradational contact,,,,,341,U1419,A,10,H,3,A,,,,
341-U1419A-10H-3-A,12.0,15.0,77.73,77.76,,sand [Leg210],,sand,,,,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1419,A,10,H,3,A,,,,
341-U1419A-10H-3-A,15.0,149.0,77.76,79.1,diatom rich,mud [Leg210],,diatom rich mud,,,,10Y 3/1 (very dark greenish gray),,,present [A79],3,,,,,granule [W22_2],subrounded,,,,"3 lonestone granules, argillite; mud darkens downwards due to increase in black mottles (FeO); at cm 124 mud is only ""with diatoms"", =less than 10%",,,,,,341,U1419,A,10,H,3,A,,,,
341-U1419A-10H-4-A,0.0,146.0,79.1,80.56,,mud [Leg210],,mud ,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,silt lamina with white mica at 100 cm,,,,,,341,U1419,A,10,H,4,A,,,,
341-U1419A-10H-5-A,0.0,121.0,80.56,81.77,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,N 4 (dark gray),none [DB86],0,present [A79],11,,,,,pebble [W22_2],subrounded,,,,"black mottling;
metasiltstones @ 12, 103cm",gradational contact,,,,,341,U1419,A,10,H,5,A,,,,
341-U1419A-10H-5-A,121.0,139.0,81.77,81.95,diatom bearing,mud [Leg210],with radiolarians [Leg339],diatom bearing mud  with radiolarians ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],5,,,,,,,,,,,,,,,,341,U1419,A,10,H,5,A,,,,
341-U1419A-10H-6-A,0.0,119.0,81.95,83.14,diatom bearing,mud [Leg210],with radiolarians [Leg339],diatom bearing mud  with radiolarians ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],11,pebble [W22_2],subangular,,,,,shell fragment,,,"black mottling (thin);
granite (1.5cm) @17cm;
shell fragment @ 90cm
",,,,,,341,U1419,A,10,H,6,A,,,,
341-U1419A-10H-CC-A,0.0,18.0,83.14,83.32,diatom bearing,mud [Leg210],with radiolarians [Leg339],diatom bearing mud  with radiolarians ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],4,,,,,,,,,,,,,,,,341,U1419,A,10,H,CC,A,,,,
341-U1419A-10H-CC-A,18.0,22.0,83.32,83.36,,mud [Leg210],with foraminifers [Leg339],mud  with foraminifers ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,many microscopic donut shaped fossils,,,,,,341,U1419,A,10,H,CC,A,,,,
341-U1419A-10H-CC-A,22.0,60.0,83.36,83.74,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],1,,,,,,,,,,51cm: thin layer of mica,,,,,,341,U1419,A,10,H,CC,A,,,,
341-U1419A-10H-CC-A,60.0,65.0,83.74,83.79,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,A,10,H,CC,A,,,,
341-U1419A-11H-1-A,0.0,130.0,84.5,85.8,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),,,present [A79],7,,,,,pebble [W22_2],rounded,,,,"argillite clast, elongate, 3 cm, rounded, at 70 cm; all other clasts granules; cottage cheese structure",,,,,,341,U1419,A,11,H,1,A,,,,
341-U1419A-11H-2-A,0.0,50.0,85.8,86.3,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,present [A79],1,,,,,pebble [W22_2],rounded,,,,"metasiltstone pebble 2 cm at 8 cm; many horizontal and irregular cracks, due to drying?",gradational contact,,,,,341,U1419,A,11,H,2,A,,,,
341-U1419A-11H-2-A,50.0,122.0,86.3,87.02,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,10Y 5/1 (greenish gray),,,present [A79],2,,,,,pebble [W22_2],subangular,,,,"metasiltstone pebble 1.4 cm at 83 cm, argillite 3 cm at 54 cm; many horizontal and irregular cracks, due to drying?",,,,,,341,U1419,A,11,H,2,A,,,,
341-U1419A-11H-2-A,122.0,132.0,87.02,87.12,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1419,A,11,H,2,A,,,,
341-U1419A-11H-3-A,0.0,92.0,87.12,88.04,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],2,,,,,,,shell fragment,,,"shell fragments: 10, 37cm;
thin/small black mottles",,,,,,341,U1419,A,11,H,3,A,,,,
341-U1419A-11H-CC-A,0.0,20.0,88.04,88.24,silty,mud [Leg210],with diatoms [Leg339],silty mud  with diatoms ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],1,,,,,,,,,,,,,,,,341,U1419,A,11,H,CC,A,,,,
341-U1419A-11H-CC-A,20.0,25.0,88.24,88.29,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,A,11,H,CC,A,,,,
341-U1419A-12H-1-A,0.0,34.0,88.2,88.54,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1419,A,12,H,1,A,,,,
341-U1419A-12H-1-A,34.0,140.0,88.54,89.6,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),,,present [A79],5,,,,,granule [W22_2],subrounded,,,,5 argillite granules dispersed,,,,,,341,U1419,A,12,H,1,A,,,,
341-U1419A-12H-2-A,0.0,140.0,89.6,91.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],11,,,,,pebble [W22_2],rounded,,,,argillite pebble 2.5 cm at 116 cm; 10 argillite granules dispersed,,,,,,341,U1419,A,12,H,2,A,,,,
341-U1419A-12H-3-A,0.0,140.0,91.0,92.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],4,,,,,pebble [W22_2],subrounded,,,,"4 argillite pebbles 2 - 3 cm at 33, 52, 112, 126 cm; ",,,,,,341,U1419,A,12,H,3,A,,,,
341-U1419A-12H-4-A,0.0,140.0,92.5,93.9,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],23,,,,,,,shell fragment,,,"shell fragment @ 2.5cm;
suck-in present in many other sections - may be present in this section but not obvious",,,,,,341,U1419,A,12,H,4,A,,,,
341-U1419A-12H-5-A,0.0,97.0,93.9,94.87,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],7,,,,,,,,,,,gradational contact,,,,,341,U1419,A,12,H,5,A,,,,
341-U1419A-12H-5-A,97.0,140.0,94.87,95.3,,mud [Leg210],with sand [Leg339],mud  with sand ,,,,N 4 (dark gray),none [DB86],0,present [A79],5,,,,,,,,,,sand patches,,,,,,341,U1419,A,12,H,5,A,,,,
341-U1419A-12H-6-A,0.0,43.0,95.3,95.73,,mud [Leg210],with sand [Leg339],mud  with sand ,,,,N 4 (dark gray),none [DB86],0,present [A79],9,,,,,,,,,,sand patches,gradational contact,,,,,341,U1419,A,12,H,6,A,,,,
341-U1419A-12H-6-A,43.0,140.0,95.73,96.7,diatom bearing,mud [Leg210],with sand [Leg339],diatom bearing mud  with sand ,,,,10Y 4/2 (grayish green),none [DB86],0,present [A79],18,,,,,pebble [W22_2],subrounded,,,,96cm: argillite with fabric,,,,,,341,U1419,A,12,H,6,A,,,,
341-U1419A-12H-7-A,0.0,30.0,96.7,97.0,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/2 (grayish green),none [DB86],0,present [A79],4,,,,,,,,,,"thin/small black mottles;
sand suck-in up the middle",gradational contact,,,,,341,U1419,A,12,H,7,A,,,,
341-U1419A-12H-7-A,30.0,85.0,97.0,97.55,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],2,,,,,,,,,,,,,,,,341,U1419,A,12,H,7,A,,,,
341-U1419A-12H-CC-A,0.0,16.0,97.55,97.71,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],1,,,,,cobble [W22_2],subangular,,,,8cm argillite clast (0-8cm depth),,,,,,341,U1419,A,12,H,CC,A,,,,
341-U1419A-12H-CC-A,16.0,21.0,97.71,97.76,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,A,12,H,CC,A,,,,
341-U1419A-13H-1-A,0.0,60.0,97.7,98.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,argillite clast 5 x 0.5 x 5 cm in WH at 30 cm,,,,,,341,U1419,A,13,H,1,A,,,,
341-U1419A-13H-CC-A,0.0,6.0,98.3,98.36,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,pebble [W22_2],rounded,,,,,,"siltstone, elongate, 5 cm",,,,,,341,U1419,A,13,H,CC,A,,,,
341-U1419A-13H-CC-A,6.0,11.0,98.36,98.41,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,A,13,H,CC,A,,,,
341-U1419A-14H-1-A,0.0,28.0,98.4,98.68,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,pebble [W22_2],rounded,,,,,,"siltstone pebble 4 cm, rounded, elongate, at 24 cm;",,,,,,341,U1419,A,14,H,1,A,,,,
341-U1419A-14H-1-A,28.0,140.0,98.68,99.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],3,,,,,pebble [W22_2],rounded,,,,"argillite pebble 2 cm at 132 cm, 2 argillite granules at 83 and 112 cm",,,,,,341,U1419,A,14,H,1,A,,,,
341-U1419A-14H-1-A,140.0,150.0,99.8,99.9,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1419,A,14,H,1,A,,,,
341-U1419A-14H-2-A,0.0,150.0,99.9,101.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],4,,,,,,,shell fragment,,,"117-118cm: shell fragments;
>10 small (1-2mm) clasts throughout",,,,,,341,U1419,A,14,H,2,A,,,,
341-U1419A-14H-3-A,0.0,61.0,101.4,102.01,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],5,,,,,,,,,,22cm: shell fragment,gradational contact,,,,,341,U1419,A,14,H,3,A,,,,
341-U1419A-14H-3-A,61.0,79.0,102.01,102.19,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],1,,,,,,,shell fragment,,,,,,,,,341,U1419,A,14,H,3,A,,,,
341-U1419A-14H-CC-A,0.0,25.0,102.19,102.44,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],2,,,,,,,shell fragment,,,18cm: shell fragment,,,,,,341,U1419,A,14,H,CC,A,,,,
341-U1419A-14H-CC-A,25.0,30.0,102.44,102.49,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,A,14,H,CC,A,,,,
341-U1419A-15H-1-A,0.0,26.0,103.1,103.36,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1419,A,15,H,1,A,,,,
341-U1419A-15H-1-A,26.0,42.0,103.36,103.52,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1419,A,15,H,1,A,,,,
341-U1419A-15H-1-A,42.0,139.0,103.52,104.49,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],10,pebble [W22_2],subangular,,,pebble [W22_2],subrounded,,,,"argillite pebbles 0.7 and 0.8 cm at 76 and 78 cm, 0.6 cm at 95 cm; 6 granules dispersed;",,,,,,341,U1419,A,15,H,1,A,,,,
341-U1419A-15H-CC-A,0.0,19.0,104.49,104.68,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,pebble [W22_2],rounded,,,,,,sandstone pebble 1.5 cm at 12; granule at 4 cm;,,,,,,341,U1419,A,15,H,CC,A,,,,
341-U1419A-15H-CC-A,19.0,24.0,104.68,104.73,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,A,15,H,CC,A,,,,
341-U1419A-16H-1-A,0.0,140.0,104.7,106.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],10,pebble [W22_2],subrounded,pebble [W22_2],rounded,pebble [W22_2],subrounded,,,,"argillite pebbles at 7, 34, 105, 124 cm, sandstone pebbles at 10, 58, 94 cm, granitoid pebble at 93 cm; 2 argillite granules; ",,,,,,341,U1419,A,16,H,1,A,,,,
341-U1419A-16H-2-A,0.0,140.0,106.1,107.5,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,N 4 (dark gray),none [DB86],0,present [A79],13,,,pebble [W22_2],subrounded,pebble [W22_2],subangular,shell fragment,,,"clasts include silt/sandstone and argillite;
39cm: shell fragment
61cm: void from granite in working half",,,,,,341,U1419,A,16,H,2,A,,,,
341-U1419A-16H-3-A,0.0,116.0,107.5,108.66,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],9,pebble [W22_2],subangular,pebble [W22_2],subangular,,,,,,"17cm: laminae of sand - in place? along a crack;
52-54cm: 2cm sandstone;
58cm: 1cm sandstone;
61-64cm: 3.5cm granite",,,,,,341,U1419,A,16,H,3,A,,,,
341-U1419A-16H-3-A,116.0,126.0,108.66,108.76,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1419,A,16,H,3,A,,,,
341-U1419A-16H-4-A,0.0,56.0,108.76,109.32,silty,mud [Leg210],,silty mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],6,,,,,,,,,,54-55cm: broken siltstone (~2cm),,,,,,341,U1419,A,16,H,4,A,,,,
341-U1419A-16H-CC-A,0.0,22.0,109.32,109.54,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],5,,,,,pebble [W22_2],rounded,,,,20cm: 1.5cm metasiltstone,,,,,,341,U1419,A,16,H,CC,A,,,,
341-U1419A-16H-CC-A,22.0,27.0,109.54,109.59,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,A,16,H,CC,A,,,,
341-U1419A-17H-1-A,0.0,70.0,109.4,110.1,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1419,A,17,H,1,A,,,,
341-U1419A-17H-1-A,70.0,141.0,110.1,110.81,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,A,17,H,1,A,,,,
341-U1419A-17H-1-A,141.0,145.0,110.81,110.85,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1419,A,17,H,1,A,,,,
341-U1419A-17H-2-A,0.0,37.0,110.85,111.22,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1419,A,17,H,2,A,,,,
341-U1419A-17H-2-A,37.0,145.0,111.22,112.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],9,,,,,granule [W22_2],subrounded,,,,"9 argillite granules, dispersed",,,,,,341,U1419,A,17,H,2,A,,,,
341-U1419A-17H-3-A,0.0,130.0,112.3,113.6,silty,mud [Leg210],,silty mud ,,,,N 4 (dark gray),,,present [A79],9,,,,,pebble [W22_2],subrounded,,,,"9 pebbles and granules, dispersed",,,,,,341,U1419,A,17,H,3,A,,,,
341-U1419A-17H-CC-A,0.0,15.0,113.6,113.75,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],3,,,,,,,,,,3 granules,,,,,,341,U1419,A,17,H,CC,A,,,,
341-U1419A-17H-CC-A,15.0,20.0,113.75,113.8,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,A,17,H,CC,A,,,,
341-U1419A-18H-1-A,0.0,137.0,113.8,115.17,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,"argillites @ 11, 29, 50, 66, 92, 109, 113cm",,,,,,341,U1419,A,18,H,1,A,,,,
341-U1419A-18H-1-A,137.0,140.0,115.17,115.2,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1419,A,18,H,1,A,,,,
341-U1419A-18H-1-A,140.0,150.0,115.2,115.3,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1419,A,18,H,1,A,,,,
341-U1419A-18H-2-A,0.0,88.0,115.3,116.18,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,"argillites @ 4, 19, 40, 47, 67cm",,,,,,341,U1419,A,18,H,2,A,,,,
341-U1419A-18H-CC-A,0.0,22.0,116.18,116.4,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,"argillites @ 5, 20cm",,,,,,341,U1419,A,18,H,CC,A,,,,
341-U1419A-18H-CC-A,22.0,27.0,116.4,116.45,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,A,18,H,CC,A,,,,
341-U1419A-19H-1-A,0.0,131.0,116.4,117.71,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,"argillites @ 18, 77cm;
green sandstones (~4cm) @ 70, 115cm",,,,,,341,U1419,A,19,H,1,A,,,,
341-U1419A-19H-2-A,0.0,60.0,117.71,118.31,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,"argillites @ 23, 53, 58cm",,,,,,341,U1419,A,19,H,2,A,,,,
341-U1419A-19H-2-A,60.0,63.0,118.31,118.34,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1419,A,19,H,2,A,,,,
341-U1419A-19H-CC-A,0.0,16.0,118.34,118.5,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,"argillites, siltstone(?)",,,,,,341,U1419,A,19,H,CC,A,,,,
341-U1419A-19H-CC-A,16.0,21.0,118.5,118.55,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,A,19,H,CC,A,,,,
341-U1419A-21X-1-A,0.0,90.0,118.6,119.5,silty,mud [Leg210],with abundant clasts,silty mud  with abundant clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,A,21,X,1,A,,,,
341-U1419A-21X-1-A,90.0,97.0,119.5,119.57,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1419,A,21,X,1,A,,,,
341-U1419A-21X-CC-A,0.0,43.0,119.57,120.0,silty,mud [Leg210],with abundant clasts,silty mud  with abundant clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,A,21,X,CC,A,,,,
341-U1419A-21X-CC-A,43.0,48.0,120.0,120.05,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,A,21,X,CC,A,,,,
341-U1419A-23X-1-A,0.0,40.0,138.0,138.4,,clast-rich diamict [M89m],,clast-rich diamict ,trace amount,1,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,"- clast rich diamict
- clasts <2 cm
- clasts include siltstone and greenstone
- pod of carbonate and ash at 34 cm
- ""relatively sticky""
- some sand
- gradational lower boundary
",,,,,,341,U1419,A,23,X,1,A,,,,
341-U1419A-23X-1-A,40.0,145.0,138.4,139.45,sandy,mud [Leg210],with dispersed clasts,sandy mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],13,,,,,,,,,,"- sandy mud with dispersed clasts
- max 5 cm
- at least 13 clasts - not possible to count all
- clasts of siltstone, greywacke(?)
- sub angular to sub-rounded
- scattered sand and mud patches (<5 mm)
- some rusty colour in archive half deriving from siltstone clast in work half
",,,,,,341,U1419,A,23,X,1,A,,,,
341-U1419A-23X-1-A,145.0,150.0,139.45,139.5,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1419,A,23,X,1,A,,,,
341-U1419A-23X-2-A,0.0,127.5,139.5,140.775,sandy,mud [Leg210],with dispersed clasts,sandy mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],13,,,,,,,,,,"- sandy mud with dispersed clasts
- max 5 cm
- at least 13 clasts - not possible to count all
- clasts of siltstone, greywacke(?)
- sub angular to sub-rounded
- scattered sand and mud patches (<5 mm)
- some rusty colour in archive half deriving from siltstone clast in work half",,,,,,341,U1419,A,23,X,2,A,,,,
341-U1419A-23X-2-A,127.5,140.0,140.775,140.9,sandy,interbedded mud(stone) and diamict [McKW53],with diatoms [Leg339],sandy interbedded mud(stone) and diamict  with diatoms ,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,"- interbedded sandy mud with diatoms and diamict
- diamicts of sandy/gravelly mud
- thickness of diamicts from 1 mm to ~8 cm - not easy to identify, because boundaries are often gradational
- diamict clasts up to 5 cm
- clasts include siltstone, granitoid, quartz, greenstone(?), sandstone(?)
",,,,,,341,U1419,A,23,X,2,A,,,,
341-U1419A-23X-2-A,140.0,150.0,140.9,141.0,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1419,A,23,X,2,A,,,,
341-U1419A-23X-3-A,0.0,150.0,141.0,142.5,sandy,interbedded mud(stone) and diamict [McKW53],with diatoms [Leg339],sandy interbedded mud(stone) and diamict  with diatoms ,,,,N 4 (dark gray),none [DB86],0,present [A79],12,,,,,,,,,,"- interbedded sandy mud with diatoms and diamict
- diamicts of sandy/gravelly mud
- thickness of diamicts from 1 mm to ~8 cm - not easy to identify, because boundaries are often gradational
- diamict clasts up to 5 cm
- clasts include siltstone, granitoid, quartz, greenstone(?), sandstone(?)
- ""special interval"" with relatively brown, sub-rounded clasts between ~21-22 cm
",,,,,,341,U1419,A,23,X,3,A,,,,
341-U1419A-23X-4-A,0.0,101.0,142.5,143.51,sandy,interbedded mud(stone) and diamict [McKW53],,sandy interbedded mud(stone) and diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"laminated clayey mud interbedded with clast-rich and clast-poor sandy diamict; from single grain laminae up to 12 cm thick diamict beds (gradational lower boundaries, often sharp upper boundaries); clast lithologies include black metasiltstones, granitoids, greenstones",,,,,,341,U1419,A,23,X,4,A,,,,
341-U1419A-23X-5-A,0.0,59.0,143.51,144.1,sandy,interbedded mud(stone) and diamict [McKW53],,sandy interbedded mud(stone) and diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"very slightly (clayey) laminated mud interbedded with clast-rich and clast-poor sandy diamict; diamict beds (30 cm) with gradational lower boundaries, clast lithologies include black metasiltstones, granitoids, greenstones",,,,,,341,U1419,A,23,X,5,A,,,,
341-U1419A-23X-CC-A,0.0,33.0,144.1,144.43,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"very slightly (clayey) laminated mud interbedded with clast-rich and clast-poor sandy diamict; diamict beds (10 cm) with gradational boundaries, outsized 2 - 3 cm lonestones: lithologies include black metasiltstones, granitoids, greenstones",,,,,,341,U1419,A,23,X,CC,A,,,,
341-U1419A-23X-CC-A,33.0,38.0,144.43,144.48,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,A,23,X,CC,A,,,,
341-U1419A-24X-1-A,0.0,101.0,147.7,148.71,muddy [Leg339],clast-poor diamict [M89m],with sand [Leg339],muddy  clast-poor diamict  with sand ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- clast-poor muddy diamict with sand
- >20 clayey laminae (<5 mm thick)
- granule and pebble clasts including quarts, siltstone, red chert(?), sandstone
- sub-rounded to sub-angular
",,,,,,341,U1419,A,24,X,1,A,,,,
341-U1419A-24X-2-A,0.0,3.0,148.71,148.74,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1419,A,24,X,2,A,,,,
