Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,
320-U1332B-10H-1-A,320,U1332,B,10,10-1,H,1,A,0,150,76.6,78.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 4/3,,,
320-U1332B-10H-2-A,320,U1332,B,10,10-2,H,2,A,0,150,78.1,79.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 4/3,,,
320-U1332B-10H-3-A,320,U1332,B,10,10-3,H,3,A,0,150,79.6,81.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 4/3,,,
320-U1332B-10H-4-A,320,U1332,B,10,10-4,H,4,A,0,5,81.1,81.15,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 4/3,,,
320-U1332B-10H-4-A,320,U1332,B,10,10-4,H,4,A,5,150,81.15,82.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,,Nannofossil radiolarian ooze,50,soft,10YR 5/3,,,
320-U1332B-10H-4-A,320,U1332,B,10,10-4,H,4,A,5,150,81.15,82.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50,soft,10YR 6/3,,,
320-U1332B-10H-5-A,320,U1332,B,10,10-5,H,5,A,0,145,82.6,84.05,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,,Nannofossil radiolarian ooze,50,soft,10YR 5/3,,,
320-U1332B-10H-5-A,320,U1332,B,10,10-5,H,5,A,0,145,82.6,84.05,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50,soft,10YR 6/3,,,
320-U1332B-10H-5-A,320,U1332,B,10,10-5,H,5,A,145,150,84.05,84.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 4/3,,,
320-U1332B-10H-6-A,320,U1332,B,10,10-6,H,6,A,0,150,84.1,85.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 4/3,,,
320-U1332B-10H-7-A,320,U1332,B,10,10-7,H,7,A,0,85,85.6,86.45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 4/3,,,
320-U1332B-10H-CC-A,320,U1332,B,10,10-CC,H,CC,A,0,18,86.45,86.63,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 4/3,,,
320-U1332B-11H-1-A,320,U1332,B,11,11-1,H,1,A,0,150,86.1,87.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 4/3,,,
320-U1332B-11H-2-A,320,U1332,B,11,11-2,H,2,A,0,150,87.6,89.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 4/3,,,
320-U1332B-11H-3-A,320,U1332,B,11,11-3,H,3,A,0,150,89.1,90.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 4/3,,,
320-U1332B-11H-4-A,320,U1332,B,11,11-4,H,4,A,0,150,90.6,92.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 4/3,,,
320-U1332B-11H-5-A,320,U1332,B,11,11-5,H,5,A,0,150,92.1,93.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 4/3,,,
320-U1332B-11H-CC-A,320,U1332,B,11,11-CC,H,CC,A,0,23,93.6,93.83,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 4/3,,,
320-U1332B-12H-1-A,320,U1332,B,12,12-1,H,1,A,0,150,91.1,92.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,50,soft,10YR 4/3,20-30cm scale light dark alterations with bioturbated boundaries on the order of several cm,,
320-U1332B-12H-1-A,320,U1332,B,12,12-1,H,1,A,0,150,91.1,92.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 6/3,,,
320-U1332B-12H-2-A,320,U1332,B,12,12-2,H,2,A,0,150,92.6,94.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,50,soft,10YR 4/3,20-30cm scale light dark alterations with bioturbated boundaries on the order of several cm,,
320-U1332B-12H-2-A,320,U1332,B,12,12-2,H,2,A,0,150,92.6,94.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 6/3,,,
320-U1332B-12H-3-A,320,U1332,B,12,12-3,H,3,A,0,150,94.1,95.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,50,soft,10YR 4/3,20-30cm scale light dark alterations with bioturbated boundaries on the order of several cm,,
320-U1332B-12H-3-A,320,U1332,B,12,12-3,H,3,A,0,150,94.1,95.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 6/3,,,
320-U1332B-12H-4-A,320,U1332,B,12,12-4,H,4,A,0,150,95.6,97.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,50,soft,10YR 4/3,20-30cm scale light dark alterations with bioturbated boundaries on the order of several cm,,
320-U1332B-12H-4-A,320,U1332,B,12,12-4,H,4,A,0,150,95.6,97.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 6/3,,,
320-U1332B-12H-5-A,320,U1332,B,12,12-5,H,5,A,0,12,97.1,97.22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,50,soft,10YR 4/3,20-30cm scale light dark alterations with bioturbated boundaries on the order of several cm,,
320-U1332B-12H-5-A,320,U1332,B,12,12-5,H,5,A,0,12,97.1,97.22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 6/3,,,
320-U1332B-12H-5-A,320,U1332,B,12,12-5,H,5,A,12,150,97.22,98.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 3/3,,,
320-U1332B-12H-6-A,320,U1332,B,12,12-6,H,6,A,0,150,98.6,100.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 3/3,,,
320-U1332B-12H-7-A,320,U1332,B,12,12-7,H,7,A,0,61,100.1,100.71,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 3/3,,,
320-U1332B-12H-CC-A,320,U1332,B,12,12-CC,H,CC,A,0,21,100.71,100.92,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 3/3,,,
320-U1332B-13H-1-A,320,U1332,B,13,13-1,H,1,A,0,150,100.6,102.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 3/3,,,
320-U1332B-13H-2-A,320,U1332,B,13,13-2,H,2,A,0,20,102.1,102.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 3/3,,,
320-U1332B-13H-2-A,320,U1332,B,13,13-2,H,2,A,20,21,102.3,102.31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,firm,10YR 3/2,minor lithology,,
320-U1332B-13H-2-A,320,U1332,B,13,13-2,H,2,A,21,34,102.31,102.44,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 3/3,,,
320-U1332B-13H-2-A,320,U1332,B,13,13-2,H,2,A,34,36,102.44,102.46,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,firm,10YR 3/3,minor lithology,,
320-U1332B-13H-2-A,320,U1332,B,13,13-2,H,2,A,36,56,102.46,102.66,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 3/3,,,
320-U1332B-13H-2-A,320,U1332,B,13,13-2,H,2,A,56,58,102.66,102.68,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,firm,10YR 3/4,minor lithology,,
320-U1332B-13H-2-A,320,U1332,B,13,13-2,H,2,A,58,150,102.68,103.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 3/3,,,
320-U1332B-13H-3-A,320,U1332,B,13,13-3,H,3,A,0,150,103.6,105.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 3/3,,,
320-U1332B-13H-4-A,320,U1332,B,13,13-4,H,4,A,0,150,105.1,106.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 3/3,,,
320-U1332B-13H-5-A,320,U1332,B,13,13-5,H,5,A,0,120,106.6,107.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,100,soft,10YR 3/3,,,
320-U1332B-13H-5-A,320,U1332,B,13,13-5,H,5,A,120,150,107.8,108.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 6/3,0.5 m scale alternations,,
320-U1332B-13H-5-A,320,U1332,B,13,13-5,H,5,A,120,150,107.8,108.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50,soft,10YR 4/3,,,
320-U1332B-13H-6-A,320,U1332,B,13,13-6,H,6,A,0,150,108.1,109.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 6/3,0.5 m scale alternations,,
320-U1332B-13H-6-A,320,U1332,B,13,13-6,H,6,A,0,150,108.1,109.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50,soft,10YR 4/3,,,
320-U1332B-13H-7-A,320,U1332,B,13,13-7,H,7,A,0,85,109.6,110.45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 6/3,0.5 m scale alternations,,
320-U1332B-13H-7-A,320,U1332,B,13,13-7,H,7,A,0,85,109.6,110.45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50,soft,10YR 4/3,,,
320-U1332B-13H-CC-A,320,U1332,B,13,13-CC,H,CC,A,0,25,110.45,110.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 6/3,0.5 m scale alternations,,
320-U1332B-13H-CC-A,320,U1332,B,13,13-CC,H,CC,A,0,25,110.45,110.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50,soft,10YR 4/3,,,
320-U1332B-14X-1-A,320,U1332,B,14,14-1,X,1,A,0,150,110.1,111.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,50,soft,10YR 6/3,20cm scale alterations,,
320-U1332B-14X-1-A,320,U1332,B,14,14-1,X,1,A,0,150,110.1,111.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 4/3,,,
320-U1332B-14X-2-A,320,U1332,B,14,14-2,X,2,A,0,134,111.6,112.94,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,50,soft,10YR 6/3,20cm scale alterations,,
320-U1332B-14X-2-A,320,U1332,B,14,14-2,X,2,A,0,134,111.6,112.94,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 4/3,,,
320-U1332B-14X-2-A,320,U1332,B,14,14-2,X,2,A,134,150,112.94,113.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 7/3,56 cm nannofoosil ooze layer,,
320-U1332B-14X-3-A,320,U1332,B,14,14-3,X,3,A,0,40,113.1,113.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 7/3,56 cm nannofoosil ooze layer,,
320-U1332B-14X-3-A,320,U1332,B,14,14-3,X,3,A,40,150,113.5,114.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,50,soft,10YR 6/3,20cm scale alterations,,
320-U1332B-14X-3-A,320,U1332,B,14,14-3,X,3,A,40,150,113.5,114.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 4/3,,,
320-U1332B-14X-4-A,320,U1332,B,14,14-4,X,4,A,0,150,114.6,116.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,50,soft,10YR 6/3,20cm scale alterations,,
320-U1332B-14X-4-A,320,U1332,B,14,14-4,X,4,A,0,150,114.6,116.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 4/3,,,
320-U1332B-14X-5-A,320,U1332,B,14,14-5,X,5,A,0,150,116.1,117.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,50,soft,10YR 6/3,20cm scale alterations,,
320-U1332B-14X-5-A,320,U1332,B,14,14-5,X,5,A,0,150,116.1,117.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 4/3,,,
320-U1332B-14X-6-A,320,U1332,B,14,14-6,X,6,A,0,150,117.6,119.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,50,soft,10YR 6/3,20cm scale alterations,,
320-U1332B-14X-6-A,320,U1332,B,14,14-6,X,6,A,0,150,117.6,119.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 4/3,,,
320-U1332B-14X-7-A,320,U1332,B,14,14-7,X,7,A,0,52,119.1,119.62,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,50,soft,10YR 6/3,20cm scale alterations,,
320-U1332B-14X-7-A,320,U1332,B,14,14-7,X,7,A,0,52,119.1,119.62,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 4/3,,,
320-U1332B-14X-CC-A,320,U1332,B,14,14-CC,X,CC,A,0,21,119.62,119.83,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,50,soft,10YR 6/3,20cm scale alterations,,
320-U1332B-14X-CC-A,320,U1332,B,14,14-CC,X,CC,A,0,21,119.62,119.83,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 4/3,,,
320-U1332B-15X-1-A,320,U1332,B,15,15-1,X,1,A,0,59,116.1,116.69,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,firm,10YR 5/4,,,
320-U1332B-15X-1-A,320,U1332,B,15,15-1,X,1,A,59,79,116.69,116.89,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian ooze with nannofossils,100,firm,10YR 7/6,,,
320-U1332B-15X-1-A,320,U1332,B,15,15-1,X,1,A,79,150,116.89,117.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,firm,10YR 3/2,,,
320-U1332B-15X-1-A,320,U1332,B,15,15-1,X,1,A,79,150,116.89,117.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,firm,10YR 5/4,,,
320-U1332B-15X-2-A,320,U1332,B,15,15-2,X,2,A,0,150,117.6,119.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,firm,10YR 3/2,,,
320-U1332B-15X-2-A,320,U1332,B,15,15-2,X,2,A,0,150,117.6,119.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,firm,10YR 5/4,,,
320-U1332B-15X-3-A,320,U1332,B,15,15-3,X,3,A,0,150,119.1,120.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,firm,10YR 3/2,,,
320-U1332B-15X-3-A,320,U1332,B,15,15-3,X,3,A,0,150,119.1,120.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,firm,10YR 5/4,,,
320-U1332B-15X-4-A,320,U1332,B,15,15-4,X,4,A,0,150,120.6,122.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,firm,10YR 3/2,,,
320-U1332B-15X-4-A,320,U1332,B,15,15-4,X,4,A,0,150,120.6,122.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,firm,10YR 5/4,,,
320-U1332B-15X-5-A,320,U1332,B,15,15-5,X,5,A,0,150,122.1,123.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,firm,10YR 3/2,,,
320-U1332B-15X-5-A,320,U1332,B,15,15-5,X,5,A,0,150,122.1,123.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,firm,10YR 5/4,,,
320-U1332B-15X-6-A,320,U1332,B,15,15-6,X,6,A,0,150,123.6,125.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,firm,10YR 3/2,,,
320-U1332B-15X-6-A,320,U1332,B,15,15-6,X,6,A,0,150,123.6,125.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,firm,10YR 5/4,,,
320-U1332B-15X-7-A,320,U1332,B,15,15-7,X,7,A,0,38,125.1,125.48,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,firm,10YR 3/2,,,
320-U1332B-15X-7-A,320,U1332,B,15,15-7,X,7,A,0,38,125.1,125.48,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,firm,10YR 5/4,,,
320-U1332B-15X-CC-A,320,U1332,B,15,15-CC,X,CC,A,0,30,125.48,125.78,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,firm,10YR 3/2,,,
320-U1332B-15X-CC-A,320,U1332,B,15,15-CC,X,CC,A,0,30,125.48,125.78,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,firm,10YR 5/4,,,
320-U1332B-16X-1-A,320,U1332,B,16,16-1,X,1,A,0,37,124.6,124.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,40,soft,10YR 3/2,,,
320-U1332B-16X-1-A,320,U1332,B,16,16-1,X,1,A,0,37,124.6,124.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 4/3,,,
320-U1332B-16X-CC-A,320,U1332,B,16,16-CC,X,CC,A,0,14,124.97,125.11,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,40,soft,10YR 3/2,,,
320-U1332B-16X-CC-A,320,U1332,B,16,16-CC,X,CC,A,0,14,124.97,125.11,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 4/3,,,
320-U1332B-16X-CC-A,320,U1332,B,16,16-CC,X,CC,A,14,38,125.11,125.35,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 4/3,,,
320-U1332B-16X-CC-A,320,U1332,B,16,16-CC,X,CC,A,14,38,125.11,125.35,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,40,hard,10YR 2.5/1,,,
320-U1332B-17X-1-A,320,U1332,B,17,17-1,X,1,A,0,25,134.3,134.55,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,100,soft,10YR 4/3,,,
320-U1332B-17X-1-A,320,U1332,B,17,17-1,X,1,A,25,38,134.55,134.68,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,20,soft,10YR 4/3,,,
320-U1332B-17X-1-A,320,U1332,B,17,17-1,X,1,A,25,38,134.55,134.68,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,80,hard,10YR 4/3,,,
320-U1332B-17X-CC-A,320,U1332,B,17,17-CC,X,CC,A,0,40,134.68,135.08,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,20,soft,10YR 4/3,,,
320-U1332B-17X-CC-A,320,U1332,B,17,17-CC,X,CC,A,0,40,134.68,135.08,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,80,hard,10YR 4/3,,,
320-U1332B-18X-1-A,320,U1332,B,18,18-1,X,1,A,0,3,143.9,143.93,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,10YR 2.5/1,3 cm in diameter,,
320-U1332B-18X-1-A,320,U1332,B,18,18-1,X,1,A,3,44,143.93,144.34,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,with zeolite,Clay with zeolite,100,soft,10YR 3/2,,,
320-U1332B-18X-1-A,320,U1332,B,18,18-1,X,1,A,10,13,144.0,144.03,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,10YR 2.5/1,,,
320-U1332B-18X-1-A,320,U1332,B,18,18-1,X,1,A,44,150,144.34,145.4,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,,Clay,100,soft,10YR 2.5/1,,,
320-U1332B-18X-2-A,320,U1332,B,18,18-2,X,2,A,0,53,145.4,145.93,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,,Clay,100,soft,10YR 2.5/1,,,
320-U1332B-18X-CC-A,320,U1332,B,18,18-CC,X,CC,A,0,20,145.93,146.13,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,,Clay,100,soft,10YR 2.5/1,,,
320-U1332B-18X-CC-A,320,U1332,B,18,18-CC,X,CC,A,16,20,146.09,146.13,basalt [IUGS-S78&79],"International Union of Geological Sciences-Streckeisen, 1978 & 1979",,,basalt,100,,,Rounded altered basalt 2.5 cm in diameter.,,
320-U1332B-18X-CC-A,320,U1332,B,18,18-CC,X,CC,A,20,34,146.13,146.27,basalt [IUGS-S78&79],"International Union of Geological Sciences-Streckeisen, 1978 & 1979",,,basalt,100,,,Piece 1A is a fresh basalt (5.5 cm diameter) (GLEY1 4/N); piece 2A is a fresh basalt (6.5 cm diameter) (GLEY1 4/N). ,,
