Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
363-U1484B-25F-1-A,0.0,123.0,190.0,191.23,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,25,F,1,A,,,,
363-U1484B-25F-2-A,0.0,67.0,191.23,191.9,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,25,F,2,A,,,,
363-U1484B-25F-2-A,75.0,133.0,191.98,192.56,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,25,F,2,A,,,,
363-U1484B-25F-3-A,0.0,127.0,192.56,193.83,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,43 cm: scoria grain (4 mm in diameter),,,,,,,,,,,,,363,U1484,B,25,F,3,A,,,,
363-U1484B-25F-4-A,0.0,67.0,193.83,194.5,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,25,F,4,A,,,,
363-U1484B-25F-CC-A,0.0,30.0,194.5,194.8,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,25,F,CC,A,,,,
363-U1484B-26F-1-A,0.0,138.0,194.7,196.08,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,1,A,,,,
363-U1484B-26F-2-A,0.0,77.5,196.08,196.855,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,2,A,,,,
363-U1484B-26F-2-A,77.5,84.0,196.855,196.92,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,2,A,,,,
363-U1484B-26F-2-A,84.0,104.0,196.92,197.12,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,2,A,,,,
363-U1484B-26F-2-A,104.0,114.0,197.12,197.22,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,2,A,,,,
363-U1484B-26F-2-A,114.0,126.0,197.22,197.34,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,2,A,,,,
363-U1484B-26F-3-A,0.0,25.0,197.34,197.59,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,3,A,,,,
363-U1484B-26F-3-A,25.0,42.0,197.59,197.76,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,3,A,,,,
363-U1484B-26F-3-A,42.0,104.0,197.76,198.38,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,3,A,,,,
363-U1484B-26F-4-A,0.0,12.0,198.38,198.5,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,4,A,,,,
363-U1484B-26F-4-A,12.0,42.0,198.5,198.8,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,4,A,,,,
363-U1484B-26F-4-A,42.0,51.0,198.8,198.89,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,4,A,,,,
363-U1484B-26F-4-A,51.0,83.0,198.89,199.21,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,4,A,,,,
363-U1484B-26F-CC-A,0.0,5.0,199.21,199.26,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,CC,A,,,,
363-U1484B-26F-CC-A,5.0,13.0,199.26,199.34,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,CC,A,,,,
363-U1484B-26F-CC-A,13.0,39.0,199.34,199.6,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,26,F,CC,A,,,,
363-U1484B-27F-1-A,0.0,5.0,199.4,199.45,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,1,A,,,,
363-U1484B-27F-1-A,5.0,23.0,199.45,199.63,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,1,A,,,,
363-U1484B-27F-1-A,23.0,28.0,199.63,199.68,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,1,A,,,,
363-U1484B-27F-1-A,28.0,42.0,199.68,199.82,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,1,A,,,,
363-U1484B-27F-2-A,0.0,9.0,199.82,199.91,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,2,A,,,,
363-U1484B-27F-2-A,9.0,23.0,199.91,200.05,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,2,A,,,,
363-U1484B-27F-2-A,23.0,33.0,200.05,200.15,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,2,A,,,,
363-U1484B-27F-2-A,33.0,40.0,200.15,200.22,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,2,A,,,,
363-U1484B-27F-2-A,40.0,45.0,200.22,200.27,,sandy silt [Leg339],sandy silt,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,2,A,,,,
363-U1484B-27F-2-A,45.0,60.0,200.27,200.42,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,2,A,,,,
363-U1484B-27F-2-A,68.0,121.0,200.5,201.03,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,2,A,,,,
363-U1484B-27F-2-A,121.0,129.0,201.03,201.11,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,2,A,,,,
363-U1484B-27F-2-A,129.0,138.0,201.11,201.2,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,2,A,,,,
363-U1484B-27F-3-A,0.0,81.0,201.2,202.01,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,3,A,,,,
363-U1484B-27F-4-A,0.0,7.0,202.01,202.08,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,4,A,,,,
363-U1484B-27F-4-A,7.0,24.0,202.08,202.25,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,4,A,,,,
363-U1484B-27F-4-A,24.0,32.0,202.25,202.33,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,4,A,,,,
363-U1484B-27F-4-A,32.0,48.0,202.33,202.49,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,4,A,,,,
363-U1484B-27F-4-A,48.0,54.0,202.49,202.55,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,4,A,,,,
363-U1484B-27F-4-A,54.0,120.0,202.55,203.21,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,4,A,,,,
363-U1484B-27F-CC-A,0.0,27.0,203.21,203.48,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,27,F,CC,A,,,,
363-U1484B-28F-1-A,0.0,101.0,204.1,205.11,foraminifer-bearing pteropod-bearing [X363],silty clay [S54],foraminifer-bearing pteropod-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,0-101: highly fall-in by drilling disturbance,,,,,,,,,,,,,363,U1484,B,28,F,1,A,,,,
363-U1484B-28F-2-A,0.0,80.0,205.11,205.91,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,0-80: highly fall-in by drilling disturbance,,,,,,,,,,,,,363,U1484,B,28,F,2,A,,,,
363-U1484B-28F-3-A,0.0,100.0,205.91,206.91,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,28,F,3,A,,,,
363-U1484B-28F-4-A,0.0,82.0,206.91,207.73,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,28,F,4,A,,,,
363-U1484B-28F-4-A,92.0,96.0,207.83,207.87,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,28,F,4,A,,,,
363-U1484B-28F-CC-A,0.0,80.0,207.87,208.67,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,24-26 cm: scattered pumice (16 mm in diameter),,,,,,,,,,,,,363,U1484,B,28,F,CC,A,,,,
363-U1484B-29F-1-A,0.0,42.0,208.8,209.22,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,29,F,1,A,,,,
363-U1484B-29F-2-A,0.0,104.0,209.27,210.31,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,29,F,2,A,,,,
363-U1484B-29F-3-A,0.0,25.0,210.31,210.56,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,29,F,3,A,,,,
363-U1484B-29F-3-A,25.0,68.0,210.56,210.99,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,29,F,3,A,,,,
363-U1484B-29F-3-A,68.0,92.0,210.99,211.23,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,29,F,3,A,,,,
363-U1484B-29F-4-A,0.0,65.0,211.23,211.88,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,29,F,4,A,,,,
363-U1484B-29F-4-A,68.0,143.0,211.91,212.66,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,29,F,4,A,,,,
363-U1484B-29F-CC-A,0.0,23.0,212.66,212.89,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,29,F,CC,A,,,,
363-U1484B-30F-1-A,0.0,28.0,213.5,213.78,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,30,F,1,A,,,,
363-U1484B-30F-1-A,28.0,150.0,213.78,215.0,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,30,F,1,A,,,,
363-U1484B-30F-2-A,0.0,67.0,215.0,215.67,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,30,F,2,A,,,,
363-U1484B-30F-2-A,73.0,112.0,215.73,216.12,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,30,F,2,A,,,,
363-U1484B-30F-3-A,0.0,143.0,216.12,217.55,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,30,F,3,A,,,,
363-U1484B-30F-4-A,0.0,57.0,217.55,218.12,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,30,F,4,A,,,,
363-U1484B-30F-4-A,57.0,64.0,218.12,218.19,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,30,F,4,A,,,,
363-U1484B-30F-CC-A,0.0,28.0,218.19,218.47,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,30,F,CC,A,,,,
363-U1484B-31F-1-A,0.0,50.0,218.2,218.7,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,31,F,1,A,,,,
363-U1484B-31F-1-A,50.0,64.0,218.7,218.84,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,31,F,1,A,,,,
363-U1484B-31F-1-A,64.0,99.0,218.84,219.19,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,31,F,1,A,,,,
363-U1484B-31F-1-A,99.0,110.0,219.19,219.3,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,31,F,1,A,,,,
363-U1484B-31F-2-A,0.0,88.0,219.3,220.18,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,31,F,2,A,,,,
363-U1484B-31F-3-A,0.0,27.0,220.18,220.45,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,31,F,3,A,,,,
363-U1484B-31F-4-A,0.0,131.0,220.45,221.76,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,31,F,4,A,,,,
363-U1484B-31F-CC-A,0.0,85.0,221.76,222.61,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,31,F,CC,A,,,,
