Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
363-U1484B-6H-4-A,72.0,118.0,42.7,43.16,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,6,H,4,A,,,,
363-U1484B-6H-5-A,0.0,87.0,43.21,44.08,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,6,H,5,A,,,,
363-U1484B-6H-5-A,87.0,99.0,44.08,44.2,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,6,H,5,A,,,,
363-U1484B-6H-5-A,99.0,145.0,44.2,44.66,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,6,H,5,A,,,,
363-U1484B-6H-6-A,0.0,80.0,44.66,45.46,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,6,H,6,A,,,,
363-U1484B-6H-6-A,80.0,85.0,45.46,45.51,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,6,H,6,A,,,,
363-U1484B-6H-6-A,85.0,121.0,45.51,45.87,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,6,H,6,A,,,,
363-U1484B-6H-6-A,121.0,137.0,45.87,46.03,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,6,H,6,A,,,,
363-U1484B-6H-6-A,137.0,145.0,46.03,46.11,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,6,H,6,A,,,,
363-U1484B-6H-7-A,0.0,91.0,46.11,47.02,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,6,H,7,A,,,,
363-U1484B-6H-7-A,91.0,101.0,47.02,47.12,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,6,H,7,A,,,,
363-U1484B-6H-CC-A,0.0,88.0,47.12,48.0,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,6,H,CC,A,,,,
363-U1484B-7H-1-A,0.0,45.0,47.8,48.25,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,1,A,,,,
363-U1484B-7H-2-A,0.0,20.0,48.25,48.45,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,2,A,,,,
363-U1484B-7H-2-A,20.0,27.0,48.45,48.52,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,2,A,,,,
363-U1484B-7H-2-A,27.0,72.0,48.52,48.97,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,2,A,,,,
363-U1484B-7H-2-A,72.0,77.0,48.97,49.02,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,2,A,,,,
363-U1484B-7H-2-A,77.0,85.0,49.02,49.1,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,2,A,,,,
363-U1484B-7H-2-A,85.0,89.0,49.1,49.14,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,2,A,,,,
363-U1484B-7H-2-A,89.0,130.0,49.14,49.55,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,2,A,,,,
363-U1484B-7H-3-A,0.0,50.0,49.55,50.05,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,3,A,,,,
363-U1484B-7H-3-A,50.0,60.0,50.05,50.15,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,3,A,,,,
363-U1484B-7H-3-A,60.0,80.0,50.15,50.35,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,3,A,,,,
363-U1484B-7H-3-A,80.0,85.0,50.35,50.4,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,3,A,,,,
363-U1484B-7H-3-A,85.0,134.0,50.4,50.89,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,3,A,,,,
363-U1484B-7H-4-A,0.0,38.0,50.89,51.27,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,4,A,,,,
363-U1484B-7H-4-A,38.0,41.0,51.27,51.3,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,4,A,,,,
363-U1484B-7H-4-A,41.0,100.0,51.3,51.89,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,4,A,,,,
363-U1484B-7H-5-A,0.0,5.0,51.89,51.94,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,5,A,,,,
363-U1484B-7H-5-A,5.0,11.0,51.94,52.0,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,5,A,,,,
363-U1484B-7H-5-A,11.0,70.0,52.0,52.59,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,5,A,,,,
363-U1484B-7H-5-A,78.0,99.0,52.67,52.88,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,7,H,5,A,,,,
363-U1484B-7H-5-A,99.0,109.0,52.88,52.98,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,5,A,,,,
363-U1484B-7H-5-A,109.0,116.0,52.98,53.05,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,5,A,,,,
363-U1484B-7H-5-A,116.0,121.0,53.05,53.1,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,5,A,,,,
363-U1484B-7H-5-A,121.0,126.0,53.1,53.15,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,5,A,,,,
363-U1484B-7H-6-A,0.0,83.0,53.15,53.98,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,6,A,,,,
363-U1484B-7H-6-A,83.0,86.0,53.98,54.01,,ash(tuff) [MMK88m],ash(tuff),,10Y 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,6,A,,,,
363-U1484B-7H-6-A,86.0,144.0,54.01,54.59,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,6,A,,,,
363-U1484B-7H-7-A,0.0,94.0,54.59,55.53,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,7,A,,,,
363-U1484B-7H-7-A,94.0,101.0,55.53,55.6,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,7,A,,,,
363-U1484B-7H-8-A,0.0,59.0,56.02,56.61,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,8,A,,,,
363-U1484B-7H-8-A,75.0,90.0,56.77,56.92,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,7,H,8,A,,,,
363-U1484B-7H-CC-A,0.0,62.0,56.92,57.54,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks are present.,,,,,,,,,,,,,363,U1484,B,7,H,CC,A,,,,
363-U1484B-8H-1-A,0.0,105.0,57.3,58.35,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,1,A,,,,
363-U1484B-8H-1-A,117.0,140.0,58.47,58.7,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,8,H,1,A,,,,
363-U1484B-8H-2-A,0.0,38.0,58.7,59.08,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,2,A,,,,
363-U1484B-8H-2-A,62.0,147.0,59.32,60.17,,clay [Leg210],clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,8,H,2,A,,,,
363-U1484B-8H-3-A,0.0,58.0,60.17,60.75,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,3,A,,,,
363-U1484B-8H-3-A,69.0,71.0,60.86,60.88,,clay [Leg210],clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,8,H,3,A,,,,
363-U1484B-8H-3-A,71.0,83.0,60.88,61.0,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,3,A,,,,
363-U1484B-8H-3-A,83.0,105.0,61.0,61.22,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,3,A,,,,
363-U1484B-8H-3-A,113.0,134.0,61.3,61.51,,clay [Leg210],clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,8,H,3,A,,,,
363-U1484B-8H-4-A,0.0,147.0,61.51,62.98,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,4,A,,,,
363-U1484B-8H-5-A,0.0,46.0,62.98,63.44,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,5,A,,,,
363-U1484B-8H-5-A,59.0,150.0,63.57,64.48,,clay [Leg210],clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,8,H,5,A,,,,
363-U1484B-8H-6-A,0.0,107.0,64.48,65.55,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,6,A,,,,
363-U1484B-8H-6-A,119.0,146.0,65.67,65.94,,clay [Leg210],clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,8,H,6,A,,,,
363-U1484B-8H-7-A,0.0,15.0,65.94,66.09,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,7,A,,,,
363-U1484B-8H-7-A,15.0,21.0,66.09,66.15,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,7,A,,,,
363-U1484B-8H-7-A,21.0,33.0,66.15,66.27,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,7,A,,,,
363-U1484B-8H-7-A,33.0,37.0,66.27,66.31,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,7,A,,,,
363-U1484B-8H-7-A,37.0,49.0,66.31,66.43,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,7,A,,,,
363-U1484B-8H-7-A,49.0,84.0,66.43,66.78,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,7,A,,,,
363-U1484B-8H-7-A,84.0,101.0,66.78,66.95,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,7,A,,,,
363-U1484B-8H-CC-A,0.0,46.0,66.95,67.41,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,8,H,CC,A,,,,
363-U1484B-9H-1-A,0.0,44.0,66.8,67.24,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,1,A,,,,
363-U1484B-9H-2-A,0.0,53.0,67.24,67.77,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,2,A,,,,
363-U1484B-9H-2-A,60.0,109.0,67.84,68.33,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,9,H,2,A,,,,
363-U1484B-9H-3-A,0.0,145.0,68.33,69.78,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,3,A,,,,
363-U1484B-9H-4-A,0.0,12.0,69.78,69.9,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,4,A,,,,
363-U1484B-9H-4-A,12.0,22.0,69.9,70.0,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,4,A,,,,
363-U1484B-9H-4-A,22.0,48.0,70.0,70.26,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,4,A,,,,
363-U1484B-9H-4-A,48.0,53.0,70.26,70.31,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,4,A,,,,
363-U1484B-9H-4-A,53.0,69.0,70.31,70.47,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,4,A,,,,
363-U1484B-9H-4-A,69.0,145.0,70.47,71.23,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,4,A,,,,
363-U1484B-9H-5-A,0.0,5.0,71.23,71.28,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,5,A,,,,
363-U1484B-9H-5-A,5.0,19.0,71.28,71.42,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,5,A,,,,
363-U1484B-9H-5-A,19.0,26.0,71.42,71.49,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,5,A,,,,
363-U1484B-9H-5-A,26.0,34.0,71.49,71.57,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,5,A,,,,
363-U1484B-9H-5-A,34.0,43.0,71.57,71.66,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,5,A,,,,
363-U1484B-9H-5-A,43.0,57.0,71.66,71.8,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,5,A,,,,
363-U1484B-9H-5-A,57.0,69.0,71.8,71.92,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,5,A,,,,
363-U1484B-9H-5-A,75.0,105.0,71.98,72.28,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,5,A,,,,
363-U1484B-9H-6-A,0.0,55.0,72.28,72.83,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,6,A,,,,
363-U1484B-9H-6-A,61.0,80.0,72.89,73.08,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,6,A,,,,
363-U1484B-9H-6-A,80.0,146.0,73.08,73.74,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,6,A,,,,
363-U1484B-9H-7-A,0.0,9.0,73.74,73.83,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,7,A,,,,
363-U1484B-9H-7-A,9.0,21.0,73.83,73.95,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,7,A,,,,
363-U1484B-9H-7-A,21.0,87.0,73.95,74.61,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,7,A,,,,
363-U1484B-9H-7-A,87.0,104.0,74.61,74.78,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,7,A,,,,
363-U1484B-9H-7-A,104.0,130.0,74.78,75.04,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,7,A,,,,
