Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
359-U1466A-21H-3-A,41,120,157.27,158.06,,wackestone,2,wackestone,partially lithified,3,10yr 7/2 (light gray),,,,,,,,,,,,,,,moderate,3,,gradational,horizontal,"no fossils observed, recrystallized, dolomite",,,,359,U1466,A,21,H,3,A
359-U1466A-21H-3-A,120,142,158.06,158.28,,wackestone,2,wackestone,partially lithified,3,10yr 7/2 (light gray),,,,,,,,,,,,,,,,,,,,"no fossils observed, recrystallized, dolomite",,,,359,U1466,A,21,H,3,A
359-U1466A-21H-4-A,0,42,158.28,158.7,,wackestone,2,wackestone,partially lithified,3,2.5y 8/2 (pale yellow),medium sand,5,,,,,,,,,,,,,complete,6,,,,"recrystallized, poorly-sorted, medium- to coarse-grained",,,,359,U1466,A,21,H,4,A
359-U1466A-21H-4-A,42,51,158.7,158.79,,wackestone,2,wackestone,unlithified,1,2.5y 8/2 (pale yellow),fine sand,4,,,,,,,,,,,,,complete,6,,,,,,,,359,U1466,A,21,H,4,A
359-U1466A-21H-4-A,51,140,158.79,159.68,,wackestone,2,wackestone,partially lithified,3,2.5y 8/2 (pale yellow),medium sand,5,,,,,,,,,,,,,complete,6,,,,"recrystallized, no fossils, poorly-sorted, medium- to very coarse-grained",,,,359,U1466,A,21,H,4,A
359-U1466A-21H-5-A,0,149,159.78,161.27,,wackestone,2,wackestone,partially lithified,3,10yr 8/1 (white),medium sand,5,,,,,,,,,,,,,moderate,3,,,,"recrystallized, dolomite?",,,,359,U1466,A,21,H,5,A
359-U1466A-21H-6-A,0,80,161.27,162.07,,wackestone,2,wackestone,partially lithified,3,10yr 8/1 (white),medium sand,5,,,,,,,,,,,,,moderate,3,,,,"recrystallized, dolomite?",,,,359,U1466,A,21,H,6,A
359-U1466A-21H-CC-A,0,27,162.07,162.34,,wackestone,2,wackestone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),impressions,,,,,,,,,,,complete,6,,,,"recrystallized, dolomite?",,,,359,U1466,A,21,H,CC,A
359-U1466A-22H-1-A,0,15,162.0,162.15,,packstone,3,packstone,unlithified,1,2.5y 8/2 (pale yellow),coarse sand,6,red algae,,,,,,,,,,,,complete,6,,sharp,horizontal,,,,,359,U1466,A,22,H,1,A
359-U1466A-22H-1-A,15,94,162.15,162.94,,wackestone,2,wackestone,partially lithified,3,2.5y 8/2 (pale yellow),very fine sand,3,,,,,,,,,,,,,complete,6,,gradational,horizontal,,,,,359,U1466,A,22,H,1,A
359-U1466A-22H-1-A,94,139,162.94,163.39,,wackestone,2,wackestone,partially lithified,3,2.5y 8/2 (pale yellow),clay,1,foraminifera (benthic),,,,,,,,,,,,complete,6,,gradational,horizontal,"recrystallized, dolomite crystals, coccoliths",,,,359,U1466,A,22,H,1,A
359-U1466A-22H-1-A,139,150,163.39,163.5,,wackestone,2,wackestone,unlithified,1,2.5y 8/2 (pale yellow),,3,,,,,,,,,,,,,complete,6,,,,,,,,359,U1466,A,22,H,1,A
359-U1466A-22H-2-A,0,58,163.5,164.08,,wackestone,2,wackestone,partially lithified,3,2.5y 8/2 (pale yellow),,3,foraminifera (benthic),,foraminifera (planktic),recrystallized,Calcareous nannofossil,,,,,,,,,,,,,"H2S smell, completely recrystallized",,,,359,U1466,A,22,H,2,A
359-U1466A-22H-2-A,58,92,164.08,164.42,,wackestone,2,wackestone,unlithified,1,2.5y 8/2 (pale yellow),,,foraminifera (benthic),,foraminifera (planktic),recrystallized,Calcareous nannofossil,,,,,,,,,,,,,completely recrystallized,,,,359,U1466,A,22,H,2,A
359-U1466A-22H-2-A,92,150,164.42,165.0,,packstone,3,packstone,partially lithified,3,2.5y 8/2 (pale yellow),,,foraminifera (benthic),,foraminifera (planktic),recrystallized,,,,,,,,,,,,,,completely recrystallized,,,,359,U1466,A,22,H,2,A
359-U1466A-22H-3-A,0,86,165.0,165.86,,wackestone,2,wackestone,partially lithified,3,2.5y 8/2 (pale yellow),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),recrystallized,,,,,,,,,,,,,,completely recrystallized,,,,359,U1466,A,22,H,3,A
359-U1466A-22H-3-A,86,150,165.86,166.5,,packstone,3,packstone,partially lithified,3,2.5y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,foraminifera (planktic),recrystallized,,,,,,,,,,,,,,"completely recrystallized, increased lithicafion",,,,359,U1466,A,22,H,3,A
359-U1466A-22H-4-A,0,23,166.5,166.73,,packstone,3,packstone,partially lithified,3,2.5Y 7/2 (light gray),,5,foraminifera (benthic),,foraminifera (planktic),recrystallized,,,,,,,,,,,,,,completely recrystallized,,,,359,U1466,A,22,H,4,A
359-U1466A-22H-4-A,23,75,166.73,167.25,,packstone,3,packstone,partially lithified,3,2.5Y 7/2 (light gray),,5,foraminifera (benthic),,foraminifera (planktic),recrystallized,,,,,,,,,,,,,,completely recrystallized,,,,359,U1466,A,22,H,4,A
359-U1466A-22H-4-A,75,140,167.25,167.9,,packstone,3,packstone,partially lithified,3,2.5Y 7/2 (light gray),,5,foraminifera (benthic),,foraminifera (planktic),recrystallized,,,,,,,,,,,,,,completely recrystallized,,,,359,U1466,A,22,H,4,A
359-U1466A-22H-5-A,0,23,168.0,168.23,,wackestone,2,wackestone,partially lithified,3,2.5Y 7/2 (light gray),,5,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,moderate,3,,,,dolomite,,,,359,U1466,A,22,H,5,A
359-U1466A-22H-5-A,23,68,168.23,168.68,,wackestone,2,wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,moderate,3,,,,,,,,359,U1466,A,22,H,5,A
359-U1466A-22H-5-A,68,72,168.68,168.72,,wackestone,2,wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,common,4,,,,,,,,359,U1466,A,22,H,5,A
359-U1466A-22H-5-A,72,91,168.72,168.91,,wackestone,2,wackestone,partially lithified,3,2.5Y 7/2 (light gray),clay,1,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,moderate,3,,,,,,,,359,U1466,A,22,H,5,A
359-U1466A-22H-5-A,91,114,168.91,169.14,,wackestone,2,wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,moderate,3,,,,,,,,359,U1466,A,22,H,5,A
359-U1466A-22H-5-A,114,116,169.14,169.16,,wackestone,2,wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,common,4,,,,,,,,359,U1466,A,22,H,5,A
359-U1466A-22H-5-A,116,126,169.16,169.26,,wackestone,2,wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,,,,,,,,,,359,U1466,A,22,H,5,A
359-U1466A-22H-5-A,126,150,169.26,169.5,,wackestone,2,wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,,,,,,,,,,359,U1466,A,22,H,5,A
359-U1466A-22H-6-A,0,63,169.5,170.13,,wackestone,2,wackestone,partially lithified,3,2.5y 8/2 (pale yellow),very fine sand,3,,,,,,,,,,,,,moderate,3,,,,"recrystallize, dolomite",,,,359,U1466,A,22,H,6,A
359-U1466A-22H-6-A,63,99,170.13,170.49,,packstone,3,packstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,,,,,,,,,,,,,complete,6,,,,"recrystallized, dolomite crystals (sear slide)",,,,359,U1466,A,22,H,6,A
359-U1466A-22H-6-A,99,106,170.49,170.56,,wackestone,2,wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,,,,,,,,,,,,,moderate,3,,,,,,,,359,U1466,A,22,H,6,A
359-U1466A-22H-6-A,106,150,170.56,171.0,,packstone,3,packstone,partially lithified,3,2.5y 6/2 (light brownish gray),medium sand,5,,,,,,,,,,,,,complete,6,,,,recrystallized,,,,359,U1466,A,22,H,6,A
359-U1466A-22H-7-A,0,60,171.0,171.6,,packstone,3,packstone,partially lithified,3,2.5y 6/2 (light brownish gray),medium sand,5,,,,,,,,,,,,,complete,6,,,,"recrystallized, only crystals are visible",,,,359,U1466,A,22,H,7,A
359-U1466A-22H-CC-A,0,17,171.6,171.77,,packstone,3,packstone,partially lithified,3,2.5Y 4/1 (dark gray),medium sand,5,,,,,,,,,,,,,,,,,,recrystallized,,,,359,U1466,A,22,H,CC,A
359-U1466A-23H-1-A,0,20,171.5,171.7,,wackestone,2,wackestone,unlithified,1,2.5Y 6/1 (gray),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,,,,sharp,horizontal,dolomite,,,,359,U1466,A,23,H,1,A
359-U1466A-23H-1-A,20,62,171.7,172.12,,breccia,,breccia,partially lithified,3,2.5y 6/2 (light brownish gray),gravel,9,,,,,,,,,,,,,common,4,,,,"Disturbed layer. chert, dolomite (fragments)",,,,359,U1466,A,23,H,1,A
359-U1466A-23H-CC-A,0,6,172.12,172.18,,packstone,3,packstone,lithified,5,2.5y 6/2 (light brownish gray),medium sand,5,,,,,,,,,,,,,slight,2,,,,dolomite,,,,359,U1466,A,23,H,CC,A
359-U1466A-24X-1-A,0,11,172.5,172.61,,packstone,3,packstone,lithified,5,2.5y 6/2 (light brownish gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Bioturbated re-crystallized packstone.,,,,359,U1466,A,24,X,1,A
359-U1466A-24X-1-A,11,18,172.61,172.68,,packstone,3,packstone,partially lithified,3,2.5y 6/2 (light brownish gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Bioturbated re-crystallized packstone.,,,,359,U1466,A,24,X,1,A
359-U1466A-24X-1-A,18,22,172.68,172.72,,packstone,3,packstone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Bioturbated re-crystallized packstone.,,,,359,U1466,A,24,X,1,A
359-U1466A-24X-1-A,30,37,172.8,172.87,,packstone,3,packstone,lithified,5,2.5y 6/2 (light brownish gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Bioturbated re-crystallized packstone.,,,,359,U1466,A,24,X,1,A
359-U1466A-24X-1-A,37,92,172.87,173.42,,wackestone,2,wackestone,partially lithified,3,2.5y 6/2 (light brownish gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Bioturbated re-crystallized packstone.,,,,359,U1466,A,24,X,1,A
359-U1466A-24X-1-A,92,98,173.42,173.48,,packstone,3,packstone,lithified,5,2.5y 6/2 (light brownish gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Bioturbated re-crystallized packstone.,,,,359,U1466,A,24,X,1,A
359-U1466A-24X-1-A,98,112,173.48,173.62,,packstone,3,packstone,partially lithified,3,2.5y 6/2 (light brownish gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Bioturbated re-crystallized packstone.,,,,359,U1466,A,24,X,1,A
359-U1466A-24X-1-A,112,138,173.62,173.88,,packstone,3,packstone,lithified,5,2.5y 6/2 (light brownish gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,common,4,,,,,,,,359,U1466,A,24,X,1,A
359-U1466A-24X-1-A,138,149,173.88,173.99,,packstone,3,packstone,partially lithified,3,2.5y 6/2 (light brownish gray),medium sand,5,Calcareous bioclast,due to disturbance.,,,,,,,,,,,,,,,,,,,,359,U1466,A,24,X,1,A
359-U1466A-24X-2-A,0,32,173.99,174.31,dolomitic,mudstone,1,dolomitic mudstone,unlithified,1,10YR 5/1 (gray),clay,1,Calcareous bioclast,,,,,,,,parallel lamination,,,,slight,2,,gradational,,Dolomite mudstone. Organic layer at 12 cm.,,,,359,U1466,A,24,X,2,A
359-U1466A-24X-2-A,32,38,174.31,174.37,dolomitic,mudstone,1,dolomitic mudstone,partially lithified,3,10YR 5/1 (gray),clay,1,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Dolomite mudstone. Partially lithified.,,,,359,U1466,A,24,X,2,A
359-U1466A-24X-2-A,38,103,174.37,175.02,dolomitic,mudstone,1,dolomitic mudstone,unlithified,1,10YR 5/1 (gray),clay,1,foraminifera (benthic),Bioclasts due to disturbance.,,,,,,,,,,,,,,,,Dolomite mudstone. Organic layer at 98 cm.,,,,359,U1466,A,24,X,2,A
359-U1466A-24X-CC-A,0,15,175.02,175.17,,wackestone,2,wackestone,unlithified,1,10YR 5/1 (gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Dolomite mudstone.,,,,359,U1466,A,24,X,CC,A
359-U1466A-25H-1-A,0,38,181.5,181.88,,rudstone,6,rudstone,unlithified,1,10YR 6/2 (light brownish gray),coarse sand,6,Calcareous bioclast,due to disturbance.,,,,,,,,,,,,,,,,Significant cave-in,,,,359,U1466,A,25,H,1,A
359-U1466A-25H-1-A,38,49,181.88,181.99,dolomitic,wackestone,2,dolomitic wackestone,unlithified,1,10YR 5/2 (grayish brown),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Dolomitic limestone - reacts with HCl.,,,,359,U1466,A,25,H,1,A
359-U1466A-25H-1-A,49,50,181.99,182.0,,wackestone,2,wackestone,partially lithified,3,10YR 5/2 (grayish brown),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Laminated black layer,,,,359,U1466,A,25,H,1,A
359-U1466A-25H-1-A,50,76,182.0,182.26,dolomitic,wackestone,2,dolomitic wackestone,partially lithified,3,10YR 5/2 (grayish brown),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Re-crystallized dolostone.,,,,359,U1466,A,25,H,1,A
359-U1466A-25H-2-A,0,47,182.26,182.73,dolomitic,packstone,3,dolomitic packstone,unlithified,1,10YR 6/2 (light brownish gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Re-crystallized dolostone.,,,,359,U1466,A,25,H,2,A
359-U1466A-25H-2-A,47,52,182.73,182.78,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 6/1 (gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Re-crystallized dolostone.,,,,359,U1466,A,25,H,2,A
359-U1466A-25H-2-A,52,63,182.78,182.89,dolomitic,packstone,3,dolomitic packstone,lithified,5,10YR 6/2 (light brownish gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Re-crystallized dolostone.,,,,359,U1466,A,25,H,2,A
359-U1466A-25H-2-A,63,107,182.89,183.33,dolomitic,packstone,3,dolomitic packstone,lithified,5,10YR 6/2 (light brownish gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Re-crystallized dolostone (fragmented).,,,,359,U1466,A,25,H,2,A
359-U1466A-25H-CC-A,0,9,183.33,183.42,dolomitic,packstone,3,dolomitic packstone,lithified,5,10YR 6/2 (light brownish gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Re-crystallized dolostone (fragmented).,,,,359,U1466,A,25,H,CC,A
359-U1466A-26F-1-A,0,67,183.5,184.17,,rudstone,6,rudstone,unlithified,1,10YR 6/2 (light brownish gray),coarse sand,6,Calcareous bioclast,due to disturbance.,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,26,F,1,A
359-U1466A-26F-1-A,67,149,184.17,184.99,dolomitic,packstone,3,dolomitic packstone,lithified,5,10YR 6/2 (light brownish gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately to well sorted dolostone. Black layer at 135-136 cm.,,,,359,U1466,A,26,F,1,A
359-U1466A-26F-2-A,0,150,184.99,186.49,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 6/2 (light brownish gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately to well sorted dolostone. Black clasts present.,,,,359,U1466,A,26,F,2,A
359-U1466A-26F-3-A,0,121,186.49,187.7,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 6/2 (light brownish gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately to well sorted dolostone. Black clasts present.,,,,359,U1466,A,26,F,3,A
359-U1466A-26F-CC-A,0,23,187.7,187.93,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 6/2 (light brownish gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately to well sorted dolostone. Black clasts present.,,,,359,U1466,A,26,F,CC,A
359-U1466A-27F-1-A,0,40,188.2,188.6,,rudstone,6,rudstone,unlithified,1,10YR 6/2 (light brownish gray),coarse sand,6,Calcareous bioclast,due to disturbance.,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,27,F,1,A
359-U1466A-27F-1-A,40,149,188.6,189.69,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 6/2 (light brownish gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately to well sorted dolostone. Black clasts present.,,,,359,U1466,A,27,F,1,A
359-U1466A-27F-2-A,0,150,189.69,191.19,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 6/2 (light brownish gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately to well sorted dolostone. Black clasts present with a concentrated layer at 56-57 cm.,,,,359,U1466,A,27,F,2,A
359-U1466A-27F-3-A,0,136,191.19,192.55,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 6/2 (light brownish gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately to well sorted dolostone. Black clasts present.,,,,359,U1466,A,27,F,3,A
359-U1466A-27F-CC-A,0,5,192.55,192.6,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 6/2 (light brownish gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately to well sorted dolostone. Black clasts present.,,,,359,U1466,A,27,F,CC,A
359-U1466A-28F-1-A,0,9,192.9,192.99,,rudstone,6,rudstone,unlithified,1,10YR 6/2 (light brownish gray),coarse sand,6,Calcareous bioclast,due to disturbance.,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,28,F,1,A
359-U1466A-28F-1-A,9,150,192.99,194.4,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 6/2 (light brownish gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately to well sorted dolostone. Black clasts and aggregates present.,,,,359,U1466,A,28,F,1,A
359-U1466A-28F-2-A,0,151,194.4,195.91,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 6/2 (light brownish gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,Thalassinoides,,,Moderately to well sorted dolostone. Black clasts and aggregates present. Burrows more lithified. Thalassinoides present.,,,,359,U1466,A,28,F,2,A
359-U1466A-28F-3-A,0,104,195.91,196.95,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 6/2 (light brownish gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately sorted dolostone. Aggregates present.,,,,359,U1466,A,28,F,3,A
359-U1466A-28F-CC-A,0,12,196.95,197.07,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 6/2 (light brownish gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately sorted dolostone. Aggregates present.,,,,359,U1466,A,28,F,CC,A
359-U1466A-29F-1-A,0,44,197.6,198.04,,rudstone,6,rudstone,unlithified,1,10YR 6/2 (light brownish gray),coarse sand,6,Calcareous bioclast,due to disturbance.,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,29,F,1,A
359-U1466A-29F-1-A,44,150,198.04,199.1,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 7/2 (light gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately sorted dolostone. Bioturbation (mostly horizontal) more lithified.,,,,359,U1466,A,29,F,1,A
359-U1466A-29F-2-A,0,138,199.1,200.48,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 7/2 (light gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately sorted dolostone. Bioturbation (mostly horizontal) more lithified.,,,,359,U1466,A,29,F,2,A
359-U1466A-29F-2-A,138,150,200.48,200.6,dolomitic,wackestone,2,dolomitic wackestone,partially lithified,3,10YR 7/2 (light gray),fine sand,4,Calcareous bioclast,,,,,,,,,,,,common,4,,gradational,,Moderately sorted dolostone. Bioturbation (mostly horizontal) more lithified.,,,,359,U1466,A,29,F,2,A
359-U1466A-29F-3-A,0,58,200.6,201.18,dolomitic,wackestone,2,dolomitic wackestone,partially lithified,3,10YR 7/2 (light gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,common,4,,gradational,,Moderately sorted dolostone. Bioturbation (mostly horizontal) more lithified.,,,,359,U1466,A,29,F,3,A
359-U1466A-29F-3-A,58,134,201.18,201.94,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately sorted dolostone. Bioturbation (mostly horizontal) more lithified. Slight increase in lithification down core.,,,,359,U1466,A,29,F,3,A
359-U1466A-29F-CC-A,0,15,201.94,202.09,dolomitic,packstone,3,dolomitic packstone,partially lithified,3,10YR 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone. Bioturbation (mostly horizontal) more lithified. Slight increase in lithification down core.,,,,359,U1466,A,29,F,CC,A
359-U1466A-30F-1-A,0,48,202.3,202.78,,rudstone,6,rudstone,unlithified,1,10YR 6/2 (light brownish gray),coarse sand,6,Calcareous bioclast,due to disturbance.,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,30,F,1,A
359-U1466A-30F-1-A,48,150,202.78,203.8,dolomitic,wackestone,2,dolomitic wackestone,partially lithified,3,10yr 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone. Bioturbation (mostly horizontal) more lithified. Slight increase in lithification down core.,,,,359,U1466,A,30,F,1,A
359-U1466A-30F-2-A,0,79,203.8,204.59,dolomitic,wackestone,2,dolomitic wackestone,partially lithified,3,10yr 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone. Bioturbation (mostly horizontal) more lithified. Slight increase in lithification down core.,,,,359,U1466,A,30,F,2,A
359-U1466A-30F-2-A,79,150,204.59,205.3,dolomitic,wackestone,2,dolomitic wackestone,lithified,5,10yr 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,Thalassinoides,,,Well sorted dolostone. Bioturbation (mostly horizontal) more lithified. Slight increase in lithification down core.,,,,359,U1466,A,30,F,2,A
359-U1466A-30F-3-A,0,24,205.3,205.54,dolomitic,wackestone,2,dolomitic wackestone,lithified,5,10yr 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone. Bioturbation (mostly horizontal) more lithified. Slight increase in lithification down core.,,,,359,U1466,A,30,F,3,A
359-U1466A-30F-3-A,24,134,205.54,206.64,dolomitic,wackestone,2,dolomitic wackestone,partially lithified,3,10yr 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone. Bioturbation (mostly horizontal) more lithified.,,,,359,U1466,A,30,F,3,A
359-U1466A-30F-CC-A,0,17,206.64,206.81,dolomitic,wackestone,2,dolomitic wackestone,partially lithified,3,10yr 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone. Bioturbation (mostly horizontal) more lithified.,,,,359,U1466,A,30,F,CC,A
359-U1466A-31F-1-A,0,39,207.0,207.39,,rudstone,6,rudstone,unlithified,1,10YR 6/2 (light brownish gray),coarse sand,6,Calcareous bioclast,due to disturbance.,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,31,F,1,A
359-U1466A-31F-1-A,39,150,207.39,208.5,dolomitic,wackestone,2,dolomitic wackestone,partially lithified,3,10YR 6/1 (gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately sorted dolostone.,,,,359,U1466,A,31,F,1,A
359-U1466A-31F-2-A,0,150,208.5,210.0,dolomitic,wackestone,2,dolomitic wackestone,partially lithified,3,10YR 6/1 (gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately sorted dolostone.,,,,359,U1466,A,31,F,2,A
359-U1466A-31F-3-A,0,127,210.0,211.27,dolomitic,wackestone,2,dolomitic wackestone,partially lithified,3,10YR 6/1 (gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately sorted dolostone.,,,,359,U1466,A,31,F,3,A
359-U1466A-31F-CC-A,0,32,211.27,211.59,dolomitic,wackestone,2,dolomitic wackestone,partially lithified,3,10YR 6/1 (gray),medium sand,5,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Moderately sorted dolostone.,,,,359,U1466,A,31,F,CC,A
359-U1466A-32F-1-A,0,29,211.7,211.99,,rudstone,6,rudstone,unlithified,1,10YR 6/2 (light brownish gray),coarse sand,6,Calcareous bioclast,due to disturbance.,,,,,,,,,,,,,,,,Cave-in,,,,359,U1466,A,32,F,1,A
359-U1466A-32F-1-A,29,150,211.99,213.2,dolomitic,wackestone,2,dolomitic wackestone,partially lithified,3,10YR 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone.,,,,359,U1466,A,32,F,1,A
359-U1466A-32F-2-A,0,44,213.2,213.64,dolomitic,wackestone,2,dolomitic wackestone,partially lithified,3,10YR 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone.,,,,359,U1466,A,32,F,2,A
359-U1466A-32F-2-A,44,111,213.64,214.31,dolomitic,wackestone,2,dolomitic wackestone,partially lithified,3,10YR 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone.,,,,359,U1466,A,32,F,2,A
359-U1466A-32F-2-A,111,150,214.31,214.7,dolomitic,wackestone,2,dolomitic wackestone,unlithified,1,10YR 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone.,,,,359,U1466,A,32,F,2,A
359-U1466A-32F-3-A,0,119,214.7,215.89,dolomitic,wackestone,2,dolomitic wackestone,unlithified,1,10YR 7/2 (light gray),very fine sand,3,Calcareous bioclast,,,,,,,,,,,,common,4,,,,Well sorted dolostone.,,,,359,U1466,A,32,F,3,A
