Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
346-U1428A-9H-CC-A,0,23,82.54,82.77,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-10H-1-A,0,150,82.4,83.9,,tephra [FS84],,tephra ,,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-10H-2-A,0,136,83.9,85.26,,tephra [FS84],,tephra ,,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-10H-3-A,0,150,85.26,86.76,,tephra [FS84],,tephra ,,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-10H-4-A,0,150,86.76,88.26,,tephra [FS84],,tephra ,,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-10H-5-A,0,150,88.26,89.76,,tephra [FS84],,tephra ,,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-10H-6-A,0,150,89.76,91.26,,tephra [FS84],,tephra ,,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-10H-7-A,0,56,91.26,91.82,,tephra [FS84],,tephra ,,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-10H-CC-A,0,7,91.82,91.89,,tephra [FS84],,tephra ,,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-11H-1-A,0,51,91.9,92.41,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,5Y 5/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-11H-2-A,0,150,92.41,93.91,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,5Y 5/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-11H-3-A,0,150,93.91,95.41,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,5Y 5/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-11H-4-A,0,142,95.41,96.83,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,5Y 5/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-11H-5-A,0,150,96.83,98.33,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,5Y 5/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-11H-6-A,0,150,98.33,99.83,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,5Y 4/1 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-11H-7-A,0,121,99.83,101.04,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,5Y 4/1 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-11H-8-A,0,72,101.04,101.76,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,5Y 4/1 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-11H-CC-A,0,44,101.76,102.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,5Y 4/1 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-12H-1-A,0,150,101.4,102.9,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-12H-2-A,0,150,102.9,104.4,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-12H-3-A,0,150,104.4,105.9,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-12H-4-A,0,148,105.9,107.38,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-12H-5-A,0,146,107.38,108.84,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-12H-6-A,0,20,108.84,109.04,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-12H-6-A,20,69,109.04,109.53,,tephra [FS84],,tephra ,,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-12H-6-A,69,150,109.53,110.34,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-13H-1-A,0,138,110.9,112.28,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-13H-1-A,138,143,112.28,112.33,,silty sand [MMK88],with volcanic ash [Leg339],silty sand  with volcanic ash [Leg339],,,,bedding,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,silty sand ,silty sand   with volcanic ash [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-13H-1-A,143,150,112.33,112.4,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-13H-2-A,0,143,112.4,113.83,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-13H-2-A,143,150,113.83,113.9,,silty sand [MMK88],with volcanic ash [Leg339],silty sand  with volcanic ash [Leg339],,,,bedding,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,silty sand ,silty sand   with volcanic ash [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-13H-3-A,0,14,113.9,114.04,,silty sand [MMK88],with volcanic ash [Leg339],silty sand  with volcanic ash [Leg339],,,,bedding,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,silty sand ,silty sand   with volcanic ash [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-13H-3-A,14,144,114.04,115.34,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-13H-4-A,0,44,115.34,115.78,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-13H-4-A,44,45,115.78,115.79,,silty sand [MMK88],with volcanic ash [Leg339],silty sand  with volcanic ash [Leg339],,,,bedding,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,silty sand ,silty sand   with volcanic ash [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-13H-4-A,45,150,115.79,116.84,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-13H-5-A,0,150,116.84,118.34,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-13H-6-A,0,150,118.34,119.84,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-13H-7-A,0,71,119.84,120.55,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-13H-CC-A,0,28,120.55,120.83,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-14H-1-A,0,150,120.4,121.9,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-14H-2-A,0,150,121.9,123.4,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-14H-3-A,0,150,123.4,124.9,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-14H-4-A,0,140,124.9,126.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-14H-5-A,0,111,126.3,127.41,silty [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],silty  nannofossil ooze  with foraminifers [Leg339],,,,structureless,5Y 5/1 (gray),heavy [DB86],3,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-14H-5-A,111,123,127.41,127.53,,tephra [FS84],,tephra ,,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-14H-5-A,123,142,127.53,127.72,silty [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],silty  nannofossil ooze  with foraminifers [Leg339],,,,structureless,5Y 5/1 (gray),slight [DB86],1,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-14H-6-A,0,122,127.72,128.94,silty [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],silty  nannofossil ooze  with foraminifers [Leg339],,,,structureless,5Y 5/1 (gray),heavy [DB86],3,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-14H-7-A,0,71,128.94,129.65,silty [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],silty  nannofossil ooze  with foraminifers [Leg339],,,,structureless,5Y 5/1 (gray),heavy [DB86],3,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-14H-CC-A,0,26,129.65,129.91,silty [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],silty  nannofossil ooze  with foraminifers [Leg339],,,,structureless,5Y 5/1 (gray),heavy [DB86],3,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-15H-1-A,0,150,129.9,131.4,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,structureless,10Y 6/1 (greenish gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-15H-2-A,0,127,131.4,132.67,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,structureless,10Y 6/1 (greenish gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-15H-3-A,0,26,132.67,132.93,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,structureless,10Y 5/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-15H-3-A,26,32,132.93,132.99,,sand [Leg210],,sand ,,,,lamination,,,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-15H-3-A,32,33,132.99,133,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,structureless,10Y 5/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-15H-3-A,33,34,133,133.01,,sand [Leg210],,sand ,,,,,N 2.5 (black),,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-15H-3-A,34,148,133.01,134.15,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,structureless,10Y 5/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-15H-4-A,0,127,134.15,135.42,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,structureless,10Y 5/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-15H-5-A,0,14,135.42,135.56,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,structureless,10Y 5/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-15H-5-A,14,75,135.56,136.17,,sand [Leg210],,sand ,,,,,N 2.5 (black),,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-15H-6-A,0,101,136.17,137.18,,sand [Leg210],,sand ,,,,,N 2.5 (black),,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-15H-CC-A,0,11,137.18,137.29,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-15H-CC-A,11,17,137.29,137.35,,sand [Leg210],,sand ,,,,,N 2.5 (black),,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-16H,0,620,137.3,143.5,,sand [Leg210],,sand ,,,,,N 2.5 (black),,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,Unconsolidated sand.,,,,,,,,,,,,,,,,,,
346-U1428A-16H-1-A,10,16,137.4,137.46,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,lens or pod [BJ84],10Y 5/2 (grayish green),,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,"Nannofossil ooze ""clast"" within loose sand. ",,,,,,,,,,,,,,,,,,
346-U1428A-18H,0,708,146.8,153.88,,sand [Leg210],,sand ,,,,,N 2.5 (black),,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,Unconsolidated sand.,,,,,,,,,,,,,,,,,,
346-U1428A-18H-1-A,42,67,147.22,147.47,,clay [Leg210],,clay ,,,,,N 5 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-23H-1-A,0,72,159.5,160.22,silty [Leg339],nannofossil ooze [Leg339],,silty  nannofossil ooze ,,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze ,,,,,,,,,,Mixture of ooze and sand.,,,,,,,,,,,,,,,,,,
346-U1428A-23H-2-A,0,43,160.22,160.65,silty [Leg339],nannofossil ooze [Leg339],,silty  nannofossil ooze ,,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze ,,,,,,,,,,Mixture of ooze and sand.,,,,,,,,,,,,,,,,,,
346-U1428A-23H-2-A,43,45,160.65,160.67,,sand [Leg210],,sand ,,,,,,,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-23H-2-A,45,150,160.67,161.72,silty [Leg339],nannofossil ooze [Leg339],,silty  nannofossil ooze ,,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze ,,,,,,,,,,Mixture of ooze and sand.,,,,,,,,,,,,,,,,,,
346-U1428A-23H-3-A,0,142,161.72,163.14,silty [Leg339],nannofossil ooze [Leg339],,silty  nannofossil ooze ,,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze ,,,,,,,,,,Mixture of ooze and sand.,,,,,,,,,,,,,,,,,,
346-U1428A-23H-4-A,0,50,163.14,163.64,silty [Leg339],nannofossil ooze [Leg339],,silty  nannofossil ooze ,,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze ,,,,,,,,,,Mixture of ooze and sand.,,,,,,,,,,,,,,,,,,
346-U1428A-23H-4-A,50,130,163.64,164.44,,sand [Leg210],,sand ,,,,,,,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-23H-5-A,0,17,164.44,164.61,,sand [Leg210],,sand ,,,,,,,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-23H-5-A,17,100,164.61,165.44,silty [Leg339],nannofossil ooze [Leg339],,silty  nannofossil ooze ,,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze ,,,,,,,,,,Mixture of ooze and sand.,,,,,,,,,,,,,,,,,,
346-U1428A-23H-5-A,100,118,165.44,165.62,,sand [Leg210],,sand ,,,,,,,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-23H-5-A,118,146,165.62,165.9,silty [Leg339],nannofossil ooze [Leg339],,silty  nannofossil ooze ,,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze ,,,,,,,,,,Mixture of ooze and sand.,,,,,,,,,,,,,,,,,,
346-U1428A-23H-6-A,0,135,165.9,167.25,silty [Leg339],nannofossil ooze [Leg339],,silty  nannofossil ooze ,,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze ,,,,,,,,,,Mixture of ooze and sand.,,,,,,,,,,,,,,,,,,
346-U1428A-23H-7-A,0,102,167.25,168.27,,sand [Leg210],,sand ,,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,Mixture of ooze and sand.,,,,,,,,,,,,,,,,,,
346-U1428A-23H-CC-A,0,10,168.27,168.37,,sand [Leg210],,sand ,,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,Mixture of ooze and sand.,,,,,,,,,,,,,,,,,,
346-U1428A-24H,0,394,169,172.94,,sand [Leg210],,sand ,,,,,N 2.5 (black),,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-26H,0,440,178.5,182.9,,sand [Leg210],,sand ,,,,,N 2.5 (black),,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,Unconsolidated sand.,,,,,,,,,,,,,,,,,,
346-U1428A-32H,0,456,207,211.56,,sand [Leg210],,sand ,,,,,N 2.5 (black),,,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1428A-32H-1-A,7,19,207.07,207.19,silty [Leg339],nannofossil ooze [Leg339],,silty  nannofossil ooze ,,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
