Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
350-U1437B-7H-7-A,350,U1437,B,7,7-7,H,7,A,64.0,87.0,61.74,61.97,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,diffuse,,,,,,slight [DB86],1.0,,foraminifera,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-7H-7-A,350,U1437,B,7,7-7,H,7,A,87.0,95.0,61.97,62.05,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,diffuse,,,,,,moderate [DB86],2.0,,foraminifera,trace [A85],,,,,,,,,,,,,,,,,,,,,,color change from light gray to draker gray,,,,,color change from light gray to draker gray,,,,,
350-U1437B-7H-7-A,350,U1437,B,7,7-7,H,7,A,95.0,111.0,62.05,62.21,I,,,,tuffaceous,mud [2014],with evolved ash pods,tuffaceous mud,tuffaceous mud with evolved ash pods,mud with evolved ash pods,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-7H-CC-A,350,U1437,B,7,7-CC,H,CC,A,0.0,18.0,62.21,62.39,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,,,,foraminifera,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-7H-CC-A,350,U1437,B,7,7-CC,H,CC,A,22.0,36.0,62.43,62.57,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-7H-CC-A,350,U1437,B,7,7-CC,H,CC,A,36.0,37.0,62.57,62.58,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-1-A,350,U1437,B,8,8-1,H,1,A,0.0,105.0,62.2,63.25,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,some mafic ash pods,irregular,bioturbated,,,,,,slight [DB86],1.0,,foraminifera,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-1-A,350,U1437,B,8,8-1,H,1,A,105.0,109.0,63.25,63.29,I,,,,tuffaceous,mud [2014],with lithics [2014],tuffaceous mud,tuffaceous mud with lithics,mud with lithics,,,,,,,,,irregular,bioturbated,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-1-A,350,U1437,B,8,8-1,H,1,A,109.0,150.0,63.29,63.7,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,,,not recovered,,,,,,slight [DB86],1.0,,foraminifera,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-2-A,350,U1437,B,8,8-2,H,2,A,0.0,145.0,63.7,65.15,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,mafic ash pods,,not recovered,,,,,stratified,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-3-A,350,U1437,B,8,8-3,H,3,A,0.0,63.0,65.2,65.83,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,large (~2mm) fragmented crystal - feldspar or quartz floating in middle of interval,planar,diffuse,horizontal,,,,stratified,slight [DB86],1.0,,foraminifera,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-3-A,350,U1437,B,8,8-3,H,3,A,63.0,77.0,65.83,65.97,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,,irregular,bioturbated,horizontal,,,,,moderate [DB86],2.0,,foraminifera,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-3-A,350,U1437,B,8,8-3,H,3,A,77.0,150.0,65.97,66.7,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,,,not recovered,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-4-A,350,U1437,B,8,8-4,H,4,A,0.0,108.0,66.7,67.78,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,,planar,diffuse,horizontal,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-4-A,350,U1437,B,8,8-4,H,4,A,108.0,109.0,67.78,67.79,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,,,fine sand [W22_2],4.0,fine sand [W22_2],4.0,,irregular,bioturbated,horizontal,,,,,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,evolved ash > crystals > mafic ash,vitric matrix [2014],crystal matrix [2014],,,evolved ash > crystals > mafic ash,,,,,
350-U1437B-8H-4-A,350,U1437,B,8,8-4,H,4,A,109.0,150.0,67.79,68.2,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-5-A,350,U1437,B,8,8-5,H,5,A,0.0,10.0,68.2,68.3,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,diffuse,,,,,,slight [DB86],1.0,,foraminifera,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-5-A,350,U1437,B,8,8-5,H,5,A,10.0,20.0,68.3,68.4,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,,,silt [W22_1],2.0,medium sand [W22_2],5.0,,irregular,sharp,,,well [2014],normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437B-8H-5-A,350,U1437,B,8,8-5,H,5,A,20.0,61.0,68.4,68.81,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,diffuse,,,,,stratified,slight [DB86],1.0,,foraminifera,trace [A85],,,,,,,,,,,,,,,,,,,,,,"feldspar, ferromagnesian",vitric matrix [2014],crystal matrix [2014],,,"feldspar, ferromagnesian",,,,,
350-U1437B-8H-5-A,350,U1437,B,8,8-5,H,5,A,61.0,63.0,68.81,68.83,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,,,medium sand [W22_2],5.0,medium sand [W22_2],5.0,single pebble size clast (only in the working half),planar,sharp,,,well [2014],,,,,,,,lithic [2014],,,sandstone [2014],rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-5-A,350,U1437,B,8,8-5,H,5,A,63.0,114.0,68.83,69.34,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,2.0,,4.0,,irregular,diffuse,,,,,,slight [DB86],1.0,,foraminifera,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-5-A,350,U1437,B,8,8-5,H,5,A,114.0,117.0,69.34,69.37,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,silt [W22_1],2.0,fine sand [W22_2],4.0,,irregular,bioturbated,,,well [2014],,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-8H-5-A,350,U1437,B,8,8-5,H,5,A,117.0,141.0,69.37,69.61,I,,,,tuffaceous,mud [2014],with bimodal ash pods,tuffaceous mud,tuffaceous mud with bimodal ash pods,mud with bimodal ash pods,,,,,,,,,planar,sharp,,,,,stratified,slight [DB86],1.0,,foraminifera,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-5-A,350,U1437,B,8,8-5,H,5,A,141.0,142.0,69.61,69.62,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,silt [W22_1],2.0,silt [W22_1],2.0,,irregular,sharp,,,well [2014],,,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-8H-5-A,350,U1437,B,8,8-5,H,5,A,142.0,150.0,69.62,69.7,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,,,,foraminifera,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-6-A,350,U1437,B,8,8-6,H,6,A,0.0,42.0,69.7,70.12,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,planar,diffuse,,,,,stratified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-6-A,350,U1437,B,8,8-6,H,6,A,42.0,53.0,70.12,70.23,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-8H-6-A,350,U1437,B,8,8-6,H,6,A,53.0,57.0,70.23,70.27,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,silt [W22_1],2.0,fine sand [W22_2],4.0,,irregular,bioturbated,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-8H-6-A,350,U1437,B,8,8-6,H,6,A,57.0,120.0,70.27,70.9,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,,,not recovered,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-7-A,350,U1437,B,8,8-7,H,7,A,0.0,69.0,70.9,71.59,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,,,,foraminifera,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-8H-CC-A,350,U1437,B,8,8-CC,H,CC,A,0.0,10.0,71.59,71.69,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-9H-1-A,350,U1437,B,9,9-1,H,1,A,0.0,2.0,71.7,71.72,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,,,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,planar,sharp,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feldspar,vitric matrix [2014],crystal matrix [2014],,,feldspar,,,,,
350-U1437B-9H-1-A,350,U1437,B,9,9-1,H,1,A,2.0,150.0,71.72,73.2,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-9H-2-A,350,U1437,B,9,9-2,H,2,A,0.0,145.0,73.2,74.65,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,moderate [DB86],2.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-9H-3-A,350,U1437,B,9,9-3,H,3,A,0.0,150.0,74.7,76.2,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,moderate [DB86],2.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-9H-4-A,350,U1437,B,9,9-4,H,4,A,0.0,150.0,76.2,77.7,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,,,not recovered,,,,,,moderate [DB86],2.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-9H-5-A,350,U1437,B,9,9-5,H,5,A,0.0,73.0,77.7,78.43,I,,,,tuffaceous,mud [2014],with mafic ash pods,tuffaceous mud,tuffaceous mud with mafic ash pods,mud with mafic ash pods,,,,,,,,single lapillus,planar,diffuse,horizontal,,,,,moderate [DB86],2.0,,foraminifer,trace [A85],vitric [2014],,,,,,,,,pumice [2014],rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437B-9H-5-A,350,U1437,B,9,9-5,H,5,A,73.0,81.0,78.43,78.51,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,silt [W22_1],2.0,fine sand [W22_2],4.0,,planar,sharp,horizontal,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-9H-5-A,350,U1437,B,9,9-5,H,5,A,81.0,104.0,78.51,78.74,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,planar,gradational,horizontal,,,,,,,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-9H-5-A,350,U1437,B,9,9-5,H,5,A,104.0,107.0,78.74,78.77,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,silt [W22_1],2.0,fine sand [W22_2],4.0,,planar,sharp,horizontal,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-9H-5-A,350,U1437,B,9,9-5,H,5,A,107.0,115.0,78.77,78.85,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,bioturbated,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-9H-5-A,350,U1437,B,9,9-5,H,5,A,115.0,130.0,78.85,79.0,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,silt [W22_1],2.0,fine sand [W22_2],4.0,,,not recovered,,,,normally graded,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-9H-6-A,350,U1437,B,9,9-6,H,6,A,0.0,62.0,79.0,79.62,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-1-A,350,U1437,B,10,10-1,H,1,A,0.0,35.0,79.7,80.05,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-1-A,350,U1437,B,10,10-1,H,1,A,35.0,41.0,80.05,80.11,I,,,,mafic,ash [2014],with mud [2014],mafic ash,mafic ash with mud,ash with mud,,,,fine sand [W22_2],4.0,,,dark grey,irregular,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-1-A,350,U1437,B,10,10-1,H,1,A,41.0,123.0,80.11,80.93,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,foraminifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-1-A,350,U1437,B,10,10-1,H,1,A,123.0,129.0,80.93,80.99,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,,,,,pale grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-1-A,350,U1437,B,10,10-1,H,1,A,129.0,133.0,80.99,81.03,I,,,,mafic,ash [2014],with mud [2014],mafic ash,mafic ash with mud,ash with mud,,,,silt [W22_1],2.0,,,dark grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-1-A,350,U1437,B,10,10-1,H,1,A,133.0,143.0,81.03,81.13,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,,,,,pale grey,,,,,,normally coarse-tail graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-1-A,350,U1437,B,10,10-1,H,1,A,143.0,150.0,81.13,81.2,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-2-A,350,U1437,B,10,10-2,H,2,A,0.0,28.0,81.2,81.48,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-2-A,350,U1437,B,10,10-2,H,2,A,28.0,32.0,81.48,81.52,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,silt [W22_1],2.0,medium sand [W22_2],5.0,pale grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-10H-2-A,350,U1437,B,10,10-2,H,2,A,32.0,92.0,81.52,82.12,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,foraminifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-2-A,350,U1437,B,10,10-2,H,2,A,92.0,117.0,82.12,82.37,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,fine sand [W22_2],4.0,medium sand [W22_2],5.0,pale grey,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-10H-2-A,350,U1437,B,10,10-2,H,2,A,117.0,141.0,82.37,82.61,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-2-A,350,U1437,B,10,10-2,H,2,A,141.0,145.0,82.61,82.65,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,fine sand [W22_2],4.0,medium sand [W22_2],5.0,pale grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-3-A,350,U1437,B,10,10-3,H,3,A,0.0,10.0,82.7,82.8,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-3-A,350,U1437,B,10,10-3,H,3,A,10.0,20.0,82.8,82.9,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,very fine sand [W22_2],3.0,,,dark grey,planar,sharp,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-10H-3-A,350,U1437,B,10,10-3,H,3,A,20.0,62.0,82.9,83.32,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-3-A,350,U1437,B,10,10-3,H,3,A,62.0,64.0,83.32,83.34,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,fine sand [W22_2],4.0,,,pale grey,irregular,sharp to gradational,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-10H-3-A,350,U1437,B,10,10-3,H,3,A,64.0,99.0,83.34,83.69,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-3-A,350,U1437,B,10,10-3,H,3,A,99.0,101.0,83.69,83.71,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,very fine sand [W22_2],3.0,,,dark grey,planar,sharp,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-10H-3-A,350,U1437,B,10,10-3,H,3,A,101.0,148.0,83.71,84.18,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-3-A,350,U1437,B,10,10-3,H,3,A,148.0,150.0,84.18,84.2,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,very fine sand [W22_2],3.0,,,dark grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-4-A,350,U1437,B,10,10-4,H,4,A,0.0,4.0,84.2,84.24,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,very fine sand [W22_2],3.0,,,dark grey,irregular,gradational,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-4-A,350,U1437,B,10,10-4,H,4,A,4.0,23.0,84.24,84.43,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-4-A,350,U1437,B,10,10-4,H,4,A,23.0,29.0,84.43,84.49,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,very fine sand [W22_2],3.0,,,dark grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437B-10H-4-A,350,U1437,B,10,10-4,H,4,A,29.0,39.0,84.49,84.59,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-4-A,350,U1437,B,10,10-4,H,4,A,39.0,44.0,84.59,84.64,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,pale grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437B-10H-4-A,350,U1437,B,10,10-4,H,4,A,44.0,101.0,84.64,85.21,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-4-A,350,U1437,B,10,10-4,H,4,A,101.0,104.0,85.21,85.24,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,fine sand [W22_2],4.0,,,dark grey,irregular,sharp,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437B-10H-4-A,350,U1437,B,10,10-4,H,4,A,104.0,125.0,85.24,85.45,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-4-A,350,U1437,B,10,10-4,H,4,A,125.0,133.0,85.45,85.53,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,fine sand [W22_2],4.0,,,dark grey,irregular,sharp,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limu; good glass,vitric matrix [2014],,,,limu; good glass,,,,,
350-U1437B-10H-4-A,350,U1437,B,10,10-4,H,4,A,133.0,150.0,85.53,85.7,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-5-A,350,U1437,B,10,10-5,H,5,A,0.0,42.0,85.7,86.12,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,gradational,,,,,,,,,foraminifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-10H-5-A,350,U1437,B,10,10-5,H,5,A,42.0,47.0,86.12,86.17,I,,,,mafic,ash [2014],with mud [2014],mafic ash,mafic ash with mud,ash with mud,,,,fine sand [W22_2],4.0,,,dark grey,,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437B-10H-5-A,350,U1437,B,10,10-5,H,5,A,47.0,60.0,86.17,86.3,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,gradational,,,,,,,,,foraminifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
