Exp,Site,Hole,Core,Type,Core-Sect,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Extra Sample ID Data
361,U1476,D,8,H,8-7,7,A,0,57,67,67.57,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-8H-7-A,
361,U1476,D,8,H,8-CC,CC,A,0,31,67.57,67.88,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-8H-CC-A,
361,U1476,D,9,H,9-1,1,A,0,150,67.5,69,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-9H-1-A,
361,U1476,D,9,H,9-2,2,A,0,150,69,70.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-9H-2-A,
361,U1476,D,9,H,9-3,3,A,0,150,70.5,72,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-9H-3-A,
361,U1476,D,9,H,9-4,4,A,0,150,72,73.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-9H-4-A,
361,U1476,D,9,H,9-5,5,A,0,150,73.5,75,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-9H-5-A,
361,U1476,D,9,H,9-6,6,A,0,150,75,76.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-9H-6-A,
361,U1476,D,9,H,9-7,7,A,0,60,76.5,77.1,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-9H-7-A,
361,U1476,D,9,H,9-CC,CC,A,0,40,77.1,77.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-9H-CC-A,
361,U1476,D,10,H,10-1,1,A,0,150,77,78.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-10H-1-A,
361,U1476,D,10,H,10-2,2,A,0,150,78.5,80,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-10H-2-A,
361,U1476,D,10,H,10-3,3,A,0,150,80,81.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-10H-3-A,
361,U1476,D,10,H,10-4,4,A,0,150,81.5,83,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-10H-4-A,
361,U1476,D,10,H,10-5,5,A,0,150,83,84.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-10H-5-A,
361,U1476,D,10,H,10-6,6,A,0,150,84.5,86,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-10H-6-A,
361,U1476,D,10,H,10-7,7,A,0,56,86,86.56,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-10H-7-A,
361,U1476,D,10,H,10-CC,CC,A,0,47,86.56,87.03,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-10H-CC-A,
361,U1476,D,11,H,11-1,1,A,0,150,86.5,88,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-11H-1-A,
361,U1476,D,11,H,11-2,2,A,0,150,88,89.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-11H-2-A,
361,U1476,D,11,H,11-3,3,A,0,150,89.5,91,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-11H-3-A,
361,U1476,D,11,H,11-4,4,A,0,150,91,92.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-11H-4-A,
361,U1476,D,11,H,11-5,5,A,0,150,92.5,94,,,,,,,,,,,,,,,,,,,,,,Chondrites,,,,,,,,,,,,361-U1476D-11H-5-A,
361,U1476,D,11,H,11-5,5,A,0,150,92.5,94,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1476D-11H-5-A,
361,U1476,D,11,H,11-6,6,A,0,150,94,95.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-11H-6-A,
361,U1476,D,11,H,11-7,7,A,0,65,95.5,96.15,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-11H-7-A,
361,U1476,D,11,H,11-CC,CC,A,0,34,96.15,96.49,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-11H-CC-A,
361,U1476,D,12,H,12-1,1,A,0,150,96,97.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-12H-1-A,
361,U1476,D,12,H,12-2,2,A,0,150,97.5,99,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-12H-2-A,
361,U1476,D,12,H,12-3,3,A,0,150,99,100.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-12H-3-A,
361,U1476,D,12,H,12-4,4,A,0,150,100.5,102,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-12H-4-A,
361,U1476,D,12,H,12-5,5,A,0,150,102,103.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-12H-5-A,
361,U1476,D,12,H,12-6,6,A,0,150,103.5,105,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-12H-6-A,
361,U1476,D,12,H,12-7,7,A,0,71,105,105.71,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-12H-7-A,
361,U1476,D,12,H,12-CC,CC,A,0,46,105.71,106.17,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-12H-CC-A,
361,U1476,D,13,H,13-1,1,A,0,150,105.5,107,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-13H-1-A,
361,U1476,D,13,H,13-2,2,A,0,150,107,108.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-13H-2-A,
361,U1476,D,13,H,13-3,3,A,0,149,108.5,109.99,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-13H-3-A,
361,U1476,D,13,H,13-4,4,A,0,150,109.99,111.49,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-13H-4-A,
361,U1476,D,13,H,13-5,5,A,0,150,111.49,112.99,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-13H-5-A,
361,U1476,D,13,H,13-6,6,A,0,150,112.99,114.49,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-13H-6-A,
361,U1476,D,13,H,13-7,7,A,0,68,114.49,115.17,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-13H-7-A,
361,U1476,D,13,H,13-CC,CC,A,0,26,115.17,115.43,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-13H-CC-A,
361,U1476,D,14,H,14-1,1,A,0,150,115,116.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-14H-1-A,
361,U1476,D,14,H,14-2,2,A,0,150,116.5,118,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-14H-2-A,
361,U1476,D,14,H,14-3,3,A,0,150,118,119.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-14H-3-A,
361,U1476,D,14,H,14-4,4,A,0,150,119.5,121,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-14H-4-A,
361,U1476,D,14,H,14-5,5,A,0,150,121,122.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-14H-5-A,
361,U1476,D,14,H,14-6,6,A,0,150,122.5,124,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-14H-6-A,
361,U1476,D,14,H,14-7,7,A,0,71,124,124.71,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-14H-7-A,
361,U1476,D,14,H,14-CC,CC,A,0,41,124.71,125.12,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-14H-CC-A,
361,U1476,D,15,H,15-1,1,A,0,150,124.5,126,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-15H-1-A,
361,U1476,D,15,H,15-2,2,A,0,151,126,127.51,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-15H-2-A,
361,U1476,D,15,H,15-3,3,A,0,151,127.51,129.02,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-15H-3-A,
361,U1476,D,15,H,15-4,4,A,0,150,129.02,130.52,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-15H-4-A,
361,U1476,D,15,H,15-5,5,A,0,150,130.52,132.02,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-15H-5-A,
361,U1476,D,15,H,15-6,6,A,0,150,132.02,133.52,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-15H-6-A,
361,U1476,D,15,H,15-7,7,A,0,73,133.52,134.25,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-15H-7-A,
361,U1476,D,15,H,15-CC,CC,A,0,36,134.25,134.61,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-15H-CC-A,
361,U1476,D,16,H,16-1,1,A,0,150,134,135.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-16H-1-A,
361,U1476,D,16,H,16-2,2,A,0,150,135.5,137,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-16H-2-A,
361,U1476,D,16,H,16-3,3,A,0,151,137,138.51,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-16H-3-A,
361,U1476,D,16,H,16-4,4,A,0,152,138.51,140.03,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1476D-16H-4-A,
361,U1476,D,16,H,16-5,5,A,0,150,140.03,141.53,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1476D-16H-5-A,
361,U1476,D,16,H,16-6,6,A,0,150,141.53,143.03,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-16H-6-A,
361,U1476,D,16,H,16-7,7,A,0,70,143.03,143.73,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-16H-7-A,
361,U1476,D,16,H,16-CC,CC,A,0,39,143.73,144.12,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-16H-CC-A,
361,U1476,D,17,H,17-1,1,A,0,150,143.5,145,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-17H-1-A,
361,U1476,D,17,H,17-2,2,A,0,150,145,146.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-17H-2-A,
361,U1476,D,17,H,17-3,3,A,0,150,146.5,148,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-17H-3-A,
361,U1476,D,17,H,17-4,4,A,0,150,148,149.5,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-17H-4-A,
361,U1476,D,17,H,17-5,5,A,0,150,149.5,151,2,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated,clay,1,medium sand,5,diagenetic stratification,,,,,,,Chondrites,moderate,2,,mineral,pyrite,,,,,,,361-U1476D-17H-5-A,
