Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1435A-14R-1-A,0,140,123.3,124.7,,,,,,,,moderately consolidated [B84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,14,R,1,A
349-U1435A-14R-2-A,0,22,124.7,124.92,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,erosive,curved,thick bed [B01],lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,14,R,2,A
349-U1435A-14R-2-A,22,58,124.92,125.28,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,,,medium bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,14,R,2,A
349-U1435A-14R-CC-A,0,20,125.28,125.48,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,,,medium bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,14,R,CC,A
349-U1435A-15R-1-A,0,10,133.0,133.1,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,erosive,curved,medium bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,15,R,1,A
349-U1435A-15R-1-A,10,34,133.1,133.34,pebbly,sandstone [Leg339],,pebbly  sandstone ,pebbly sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,pebble [W22_2],9.0,very poor [BP01],,,,,,,,,,100.0,,,,gradational,horizontal,medium bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,15,R,1,A
349-U1435A-15R-1-A,34,135,133.34,134.35,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,15,R,1,A
349-U1435A-15R-2-A,0,150,134.5,136.0,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,15,R,2,A
349-U1435A-15R-3-A,0,150,136.0,137.5,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,15,R,3,A
349-U1435A-15R-4-A,0,70,137.5,138.2,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,curved,thick bed [B01],lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,15,R,4,A
349-U1435A-15R-4-A,0,70,137.5,138.2,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,,,medium bed [B01],,slight [DB86],1.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,15,R,4,A
349-U1435A-15R-4-A,0,70,137.5,138.2,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,granule [W22_2],8.0,poor [2014],,,,,,,,,,100.0,,,,planar,sub-horizontal,medium bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,15,R,4,A
349-U1435A-15R-CC-A,0,21,138.2,138.41,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,15,R,CC,A
349-U1435A-16R-1-A,0,150,142.7,144.2,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,slight [DB86],1.0,,,,mineral,pyrite,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,16,R,1,A
349-U1435A-16R-2-A,0,150,144.2,145.7,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,16,R,2,A
349-U1435A-16R-3-A,0,7,145.7,145.77,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,16,R,3,A
349-U1435A-16R-3-A,7,125,145.77,146.95,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderate [2014],,,,,,,,,,100.0,,,,,,thick bed [B01],wavy lamination,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,16,R,3,A
349-U1435A-16R-4-A,0,131,146.95,148.26,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderate [2014],,,,,,,,,,100.0,,,,,,thick bed [B01],wavy lamination,slight [DB86],1.0,,,,mineral,pyrite,wood,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,16,R,4,A
349-U1435A-16R-5-A,0,150,148.41,149.91,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderate [2014],,,,,,,,,,100.0,,,,,,thick bed [B01],wavy lamination,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,16,R,5,A
349-U1435A-16R-6-A,0,130,149.91,151.21,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5.0,medium sand [W22_2],5.0,moderate [2014],,,,,,,,,,100.0,,,,,,thick bed [B01],wavy lamination,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,16,R,6,A
349-U1435A-16R-7-A,0,65,151.21,151.86,pebbly,sandstone [Leg339],,pebbly  sandstone ,pebbly sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5.0,granule [W22_2],8.0,moderate [2014],,,,,,,,,,100.0,,,,,,thick bed [B01],wavy lamination,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,16,R,7,A
349-U1435A-17R-1-A,0,54,152.4,152.94,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,Gradational,Inclined,,,Slight [DB86],1.0,fault,sub-vertical,,,,wood,R [A85],shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,1,A
349-U1435A-17R-1-A,54,150,152.94,153.9,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,,grain orientation layering,Slight [DB86],1.0,fault,sub-vertical,,,,wood,C [A85],shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,1,A
349-U1435A-17R-2-A,0,85,153.9,154.75,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,Gradational,sub-horizontal,very thick bed [B01],grain orientation layering,Slight [DB86],1.0,,,,,,wood,C [A85],shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,2,A
349-U1435A-17R-2-A,85,99,154.75,154.89,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,Gradational,Inclined,,,Slight [DB86],1.0,,,,,,wood,R [A85],shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,2,A
349-U1435A-17R-2-A,99,135,154.89,155.25,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,,grain orientation layering,Slight [DB86],1.0,,,,,,wood,C [A85],shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,2,A
349-U1435A-17R-3-A,0,45,155.4,155.85,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,Gradational,sub-horizontal,,grain orientation layering,Slight [DB86],1.0,,,,,,wood,C [A85],shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,3,A
349-U1435A-17R-3-A,45,86,155.85,156.26,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,Gradational,sub-horizontal,medium bed [B01],grain orientation layering,Slight [DB86],1.0,,,,,,wood,R [A85],shell fragment,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,3,A
349-U1435A-17R-3-A,86,125,156.26,156.65,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderately well [BP01],,,,,,,,,,100.0,,,,Gradational,steeply dipping,,grain orientation layering,Slight [DB86],1.0,,,,,,wood,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,3,A
349-U1435A-17R-3-A,125,150,156.65,156.9,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,Gradational,Inclined,,grain orientation layering,Slight [DB86],1.0,,,,,,wood,R [A85],shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,3,A
349-U1435A-17R-4-A,0,129,156.9,158.19,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,,grain orientation layering,Slight [DB86],1.0,,,,,,wood,C [A85],shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,4,A
349-U1435A-17R-4-A,93,94,157.83,157.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bivalve,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,4,A
349-U1435A-17R-4-A,129,150,158.19,158.4,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,Gradational,Inclined,,grain orientation layering,Slight [DB86],1.0,,,,,,wood,A [A85],shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,4,A
349-U1435A-17R-5-A,0,110,158.4,159.5,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,very thick bed [B01],grain orientation layering,Slight [DB86],1.0,,,,,,wood,C [A85],shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,5,A
349-U1435A-17R-6-A,0,33,159.5,159.83,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,planar,sub-horizontal,thick bed [B01],grain orientation layering,Slight [DB86],1.0,,,,,,wood,C [A85],shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,6,A
349-U1435A-17R-6-A,33,68,159.83,160.18,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,Slight [DB86],1.0,,,,,,wood,C [A85],shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,6,A
349-U1435A-17R-CC-A,0,35,160.18,160.53,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,Slight [DB86],1.0,,,,,,wood,C [A85],shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,17,R,CC,A
349-U1435A-18R-1-A,0,117,162.1,163.27,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,light brown diagenetic spots,irregular,horizontal,very thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,C [A85],wood,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,1,A
349-U1435A-18R-1-A,117,150,163.27,163.6,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,,grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,Tr [A85],wood,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,1,A
349-U1435A-18R-2-A,0,59,163.6,164.19,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,irregular,horizontal,,,moderate [DB86],2.0,,,,,,shell fragment,Tr [A85],wood,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,2,A
349-U1435A-18R-2-A,59,138,164.19,164.98,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,planar,inclined,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,shell fragment,R [A85],wood,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,2,A
349-U1435A-18R-2-A,138,150,164.98,165.1,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,,lamination,heavy [DB86],3.0,,,,,,shell fragment,R [A85],wood,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,2,A
349-U1435A-18R-3-A,0,64,165.1,165.74,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,horizontal,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,shell fragment,Tr [A85],wood,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,3,A
349-U1435A-18R-3-A,64,136,165.74,166.46,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,,lamination,heavy [DB86],3.0,,,,,,shell fragment,Tr [A85],wood,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,3,A
349-U1435A-18R-4-A,0,71,166.6,167.31,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,wood,C [A85],shell fragment,D [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,4,A
349-U1435A-18R-4-A,71,88,167.31,167.48,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,wood,C [A85],shell fragment,D [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,4,A
349-U1435A-18R-4-A,88,150,167.48,168.1,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,wood,C [A85],shell fragment,D [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,4,A
349-U1435A-18R-5-A,0,150,168.1,169.6,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,very thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,wood,C [A85],shell fragment,D [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,5,A
349-U1435A-18R-6-A,0,57,169.6,170.17,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,planar,sub-horizontal,thick bed [B01],grain orientation layering,Slight [DB86],1.0,,,,,,wood,C [A85],shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,6,A
349-U1435A-18R-6-A,57,67,170.17,170.27,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,planar,sub-horizontal,medium bed [B01],grain orientation layering,Slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,6,A
349-U1435A-18R-6-A,67,150,170.27,171.1,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,wood,C [A85],shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,6,A
349-U1435A-18R-7-A,0,34,171.1,171.44,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,Slight [DB86],1.0,,,,,,wood,C [A85],shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,7,A
349-U1435A-18R-7-A,34,67,171.44,171.77,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,Slight [DB86],1.0,,,,,,wood,C [A85],shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,7,A
349-U1435A-18R-CC-A,0,21,171.77,171.98,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,Slight [DB86],1.0,,,,,,wood,C [A85],shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,18,R,CC,A
349-U1435A-19R-1-A,0,101,171.8,172.81,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,sub-horizontal,very thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,1,A
