Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
346-U1427A-8H-4-A,0,111,61.98,63.09,biosiliceous rich,clayey silt [MMK88],with nannofossils [Leg339],biosiliceous rich clayey silt  with nannofossils [Leg339],,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,biosiliceous rich  clayey silt ,clayey silt   with nannofossils [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,8,H,4,A,
346-U1427A-8H-5-A,0,151,63.09,64.6,biosiliceous rich,clayey silt [MMK88],with nannofossils [Leg339],biosiliceous rich clayey silt  with nannofossils [Leg339],,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,biosiliceous rich  clayey silt ,clayey silt   with nannofossils [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,8,H,5,A,
346-U1427A-8H-6-A,0,150,64.6,66.1,biosiliceous rich,clayey silt [MMK88],with nannofossils [Leg339],biosiliceous rich clayey silt  with nannofossils [Leg339],,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,biosiliceous rich  clayey silt ,clayey silt   with nannofossils [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,8,H,6,A,
346-U1427A-8H-7-A,0,151,66.1,67.61,biosiliceous rich,clayey silt [MMK88],with nannofossils [Leg339],biosiliceous rich clayey silt  with nannofossils [Leg339],,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,biosiliceous rich  clayey silt ,clayey silt   with nannofossils [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,8,H,7,A,
346-U1427A-8H-8-A,0,64,67.61,68.25,biosiliceous rich,clayey silt [MMK88],with nannofossils [Leg339],biosiliceous rich clayey silt  with nannofossils [Leg339],,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,biosiliceous rich  clayey silt ,clayey silt   with nannofossils [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,8,H,8,A,
346-U1427A-8H-CC-A,0,32,68.25,68.57,biosiliceous rich,clayey silt [MMK88],with nannofossils [Leg339],biosiliceous rich clayey silt  with nannofossils [Leg339],,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,biosiliceous rich  clayey silt ,clayey silt   with nannofossils [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,8,H,CC,A,
346-U1427A-9H-1-A,0,52,68.3,68.82,nannofossil rich,silty clay [MMK88],with diatoms [Leg339],nannofossil rich silty clay  with diatoms ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,9,H,1,A,
346-U1427A-9H-2-A,0,142,68.82,70.24,nannofossil rich,silty clay [MMK88],with diatoms [Leg339],nannofossil rich silty clay  with diatoms ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,9,H,2,A,
346-U1427A-9H-3-A,0,125,70.24,71.49,nannofossil rich,silty clay [MMK88],with diatoms [Leg339],nannofossil rich silty clay  with diatoms ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,9,H,3,A,
346-U1427A-9H-4-A,0,136,71.49,72.85,diatom rich,clayey silt [MMK88],with nannofossils [Leg339],diatom rich clayey silt  with nannofossils ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  clayey silt ,clayey silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,9,H,4,A,
346-U1427A-9H-5-A,0,118,72.85,74.03,diatom rich,clayey silt [MMK88],with nannofossils [Leg339],diatom rich clayey silt  with nannofossils ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  clayey silt ,clayey silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,9,H,5,A,
346-U1427A-9H-6-A,0,150,74.03,75.53,diatom rich,clayey silt [MMK88],with nannofossils [Leg339],diatom rich clayey silt  with nannofossils ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  clayey silt ,clayey silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,9,H,6,A,
346-U1427A-9H-7-A,0,150,75.53,77.03,diatom rich,clayey silt [MMK88],with nannofossils [Leg339],diatom rich clayey silt  with nannofossils ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  clayey silt ,clayey silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,9,H,7,A,
346-U1427A-9H-8-A,0,89,77.03,77.92,diatom rich,clayey silt [MMK88],with nannofossils [Leg339],diatom rich clayey silt  with nannofossils ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  clayey silt ,clayey silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,9,H,8,A,
346-U1427A-9H-CC-A,0,27,77.92,78.19,diatom rich,clayey silt [MMK88],with nannofossils [Leg339],diatom rich clayey silt  with nannofossils ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  clayey silt ,clayey silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,9,H,CC,A,
346-U1427A-10H-1-A,0,51,77.8,78.31,diatom rich,silt [Leg210],,diatom rich silt ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,10,H,1,A,
346-U1427A-10H-2-A,0,150,78.31,79.81,diatom rich,silt [Leg210],,diatom rich silt ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,10,H,2,A,
346-U1427A-10H-2-A,119,120,79.5,79.51,,,,,,,,,,,3,,,,,,,,,,,,,,scaphopod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,10,H,2,A,
346-U1427A-10H-3-A,0,127,79.81,81.08,diatom rich,silt [Leg210],,diatom rich silt ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,10,H,3,A,
346-U1427A-10H-4-A,0,130,81.08,82.38,diatom rich,silt [Leg210],,diatom rich silt ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,10,H,4,A,
346-U1427A-10H-5-A,0,150,82.38,83.88,diatom rich,clayey silt [MMK88],,diatom rich clayey silt ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,10,H,5,A,
346-U1427A-10H-6-A,0,150,83.88,85.38,diatom rich,clayey silt [MMK88],,diatom rich clayey silt ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,10,H,6,A,
346-U1427A-10H-7-A,0,151,85.38,86.89,diatom rich,clayey silt [MMK88],,diatom rich clayey silt ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,10,H,7,A,
346-U1427A-10H-8-A,0,54,86.89,87.43,diatom rich,clayey silt [MMK88],,diatom rich clayey silt ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,10,H,8,A,
346-U1427A-10H-CC-A,0,69,87.43,88.12,diatom rich,clayey silt [MMK88],,diatom rich clayey silt ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,10,H,CC,A,
346-U1427A-11H-1-A,0,148,87.3,88.78,,clayey silt [MMK88],,clayey silt ,,,,,10Y 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,11,H,1,A,
346-U1427A-11H-2-A,0,150,88.78,90.28,,clayey silt [MMK88],,clayey silt ,,,,,10Y 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,11,H,2,A,
346-U1427A-11H-3-A,0,76,90.28,91.04,,clayey silt [MMK88],,clayey silt ,,,,,10Y 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,11,H,3,A,
346-U1427A-11H-3-A,76,95,91.04,91.23,,tephra [FS84],,tephra ,vitric,,,normal grading,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,sharp contact,erosive,,,,346,U1427,A,11,H,3,A,
346-U1427A-11H-3-A,95,146,91.23,91.74,,clayey silt [MMK88],,clayey silt ,,,,,10Y 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,11,H,3,A,
346-U1427A-11H-4-A,0,142,91.74,93.16,,clayey silt [MMK88],,clayey silt ,,,,,10Y 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,11,H,4,A,
346-U1427A-11H-5-A,0,151,93.16,94.67,,silt [Leg210],,silt ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,11,H,5,A,
346-U1427A-11H-6-A,0,150,94.67,96.17,,silt [Leg210],,silt ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,11,H,6,A,
346-U1427A-11H-7-A,0,68,96.17,96.85,,silt [Leg210],,silt ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,11,H,7,A,
346-U1427A-11H-CC-A,0,24,96.85,97.09,,silt [Leg210],,silt ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,11,H,CC,A,
346-U1427A-12H-1-A,0,150,96.8,98.3,nannofossil bearing,clayey silt [MMK88],with diatoms [Leg339],nannofossil bearing clayey silt  with diatoms ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil bearing  clayey silt ,clayey silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,12,H,1,A,
346-U1427A-12H-2-A,0,124,98.3,99.54,nannofossil bearing,clayey silt [MMK88],with diatoms [Leg339],nannofossil bearing clayey silt  with diatoms ,,,,,10G 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil bearing  clayey silt ,clayey silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,12,H,2,A,
346-U1427A-12H-3-A,0,150,99.54,101.04,nannofossil bearing,clayey silt [MMK88],with diatoms [Leg339],nannofossil bearing clayey silt  with diatoms ,,,,,10G 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil bearing  clayey silt ,clayey silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,12,H,3,A,
346-U1427A-12H-4-A,0,150,101.04,102.54,nannofossil bearing,clayey silt [MMK88],with diatoms [Leg339],nannofossil bearing clayey silt  with diatoms ,,,,,10G 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil bearing  clayey silt ,clayey silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,12,H,4,A,
346-U1427A-12H-5-A,0,150,102.54,104.04,nannofossil bearing,clayey silt [MMK88],with diatoms [Leg339],nannofossil bearing clayey silt  with diatoms ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil bearing  clayey silt ,clayey silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,12,H,5,A,
346-U1427A-12H-6-A,0,150,104.04,105.54,diatom rich,clayey silt [MMK88],with nannofossils [Leg339],diatom rich clayey silt  with nannofossils ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  clayey silt ,clayey silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,12,H,6,A,
346-U1427A-12H-7-A,0,73,105.54,106.27,diatom rich,clayey silt [MMK88],with nannofossils [Leg339],diatom rich clayey silt  with nannofossils ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  clayey silt ,clayey silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,12,H,7,A,
346-U1427A-12H-CC-A,0,49,106.27,106.76,diatom rich,clayey silt [MMK88],with nannofossils [Leg339],diatom rich clayey silt  with nannofossils ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  clayey silt ,clayey silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,12,H,CC,A,
346-U1427A-13H-1-A,0,151,106.3,107.81,volcaniclastic bearing,clayey silt [MMK88],,volcaniclastic bearing clayey silt ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,volcaniclastic bearing  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,13,H,1,A,
346-U1427A-13H-2-A,0,145,107.81,109.26,volcaniclastic bearing,clayey silt [MMK88],,volcaniclastic bearing clayey silt ,,,,,10G 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,volcaniclastic bearing  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,13,H,2,A,
346-U1427A-13H-3-A,0,151,109.26,110.77,volcaniclastic bearing,clayey silt [MMK88],,volcaniclastic bearing clayey silt ,,,,,10G 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,volcaniclastic bearing  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,13,H,3,A,
346-U1427A-13H-4-A,0,154,110.77,112.31,volcanic glass bearing,clayey silt [MMK88],,volcanic glass bearing clayey silt ,,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,volcanic glass bearing  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,13,H,4,A,
346-U1427A-13H-5-A,0,154,112.31,113.85,diatom rich,nannofossil ooze [Leg339],,diatom rich nannofossil ooze ,,,,,10Y 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,13,H,5,A,
346-U1427A-13H-6-A,0,92,113.85,114.77,diatom rich,silty clay [MMK88],with volcanic ash [Leg339],diatom rich silty clay  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  silty clay ,silty clay   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,13,H,6,A,
346-U1427A-13H-7-A,0,57,114.77,115.34,diatom rich,silty clay [MMK88],with volcanic ash [Leg339],diatom rich silty clay  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  silty clay ,silty clay   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,13,H,7,A,
346-U1427A-13H-CC-A,0,51,115.34,115.85,diatom rich,silty clay [MMK88],with volcanic ash [Leg339],diatom rich silty clay  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  silty clay ,silty clay   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,13,H,CC,A,
346-U1427A-14H-1-A,0,146,115.8,117.26,,clayey silt [MMK88],with volcanic ash [Leg339],clayey silt  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,14,H,1,A,
346-U1427A-14H-2-A,0,5,117.26,117.31,,tephra [FS84],,tephra ,vitric,,,normal grading,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,sharp contact,erosive,,,,346,U1427,A,14,H,2,A,
346-U1427A-14H-2-A,5,124,117.31,118.5,,clayey silt [MMK88],with volcanic ash [Leg339],clayey silt  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,14,H,2,A,
346-U1427A-14H-3-A,0,150,118.5,120,,clayey silt [MMK88],with volcanic ash [Leg339],clayey silt  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,14,H,3,A,
346-U1427A-14H-4-A,0,136,120,121.36,,clayey silt [MMK88],with volcanic ash [Leg339],clayey silt  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,14,H,4,A,
346-U1427A-14H-5-A,0,151,121.36,122.87,,clayey silt [MMK88],with volcanic ash [Leg339],clayey silt  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,14,H,5,A,
346-U1427A-14H-6-A,0,151,122.87,124.38,,clayey silt [MMK88],with volcanic ash [Leg339],clayey silt  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,14,H,6,A,
346-U1427A-14H-6-A,0,151,122.87,124.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,carbonate,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,14,H,6,A,
346-U1427A-14H-7-A,0,90,124.38,125.28,,clayey silt [MMK88],with volcanic ash [Leg339],clayey silt  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,14,H,7,A,
346-U1427A-14H-CC-A,0,25,125.28,125.53,,clayey silt [MMK88],with volcanic ash [Leg339],clayey silt  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,14,H,CC,A,
346-U1427A-15H-1-A,0,44,125.3,125.74,nannofossil rich,silty clay [MMK88],with volcanic ash [Leg339],nannofossil rich silty clay  with volcanic ash ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,15,H,1,A,
346-U1427A-15H-2-A,0,145,125.74,127.19,nannofossil rich,silty clay [MMK88],,nannofossil rich silty clay ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,15,H,2,A,
346-U1427A-15H-3-A,0,139,127.19,128.58,nannofossil rich,silty clay [MMK88],,nannofossil rich silty clay ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,15,H,3,A,
346-U1427A-15H-4-A,0,120,128.58,129.78,nannofossil rich,silty clay [MMK88],,nannofossil rich silty clay ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,15,H,4,A,
346-U1427A-15H-5-A,0,140,129.78,131.18,nannofossil rich,silt [Leg210],with volcanic ash [Leg339],nannofossil rich silt  with volcanic ash ,,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silt ,silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,15,H,5,A,
346-U1427A-15H-5-A,121,122,130.99,131,,,,,,,,,,,,,,,,,,,,,,,,,scaphopod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,15,H,5,A,
346-U1427A-15H-6-A,0,151,131.18,132.69,nannofossil rich,silt [Leg210],,nannofossil rich silt ,,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,15,H,6,A,
346-U1427A-15H-6-A,39,40,131.57,131.58,,,,,,,,,,,,,,,,,,,,,,,,,scaphopod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,15,H,6,A,
346-U1427A-15H-7-A,0,150,132.69,134.19,nannofossil rich,silt [Leg210],with volcanic ash [Leg339],nannofossil rich silt  with volcanic ash ,,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silt ,silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,15,H,7,A,
346-U1427A-15H-8-A,0,77,134.19,134.96,nannofossil rich,silt [Leg210],,nannofossil rich silt ,,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,15,H,8,A,
346-U1427A-15H-CC-A,0,31,134.96,135.27,nannofossil rich,silt [Leg210],,nannofossil rich silt ,,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,15,H,CC,A,
346-U1427A-16H-1-A,0,36,134.8,135.16,nannofossil rich,silty clay [MMK88],with foraminifers [Leg339],nannofossil rich silty clay  with foraminifers ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,16,H,1,A,
346-U1427A-16H-2-A,0,151,135.16,136.67,nannofossil rich,silty clay [MMK88],with foraminifers [Leg339],nannofossil rich silty clay  with foraminifers ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,16,H,2,A,
346-U1427A-16H-2-A,120,121,136.36,136.37,,,,,,,,,,,,,,,,,,,,,,,,,bivalve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,16,H,2,A,
346-U1427A-16H-3-A,0,122,136.67,137.89,nannofossil rich,silty clay [MMK88],with foraminifers [Leg339],nannofossil rich silty clay  with foraminifers ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,16,H,3,A,
346-U1427A-16H-3-A,122,124,137.89,137.91,,tephra [FS84],,tephra ,vitric,,,patch or bleb,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,16,H,3,A,
