Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
341-U1420A-35R-1-#1-A,0,4,322.4,322.44,,,,,,,,,,,,,,,,,,,,,,sandy mud chunk,,,,,
341-U1420A-35R-1-#10-A,0,7,322.83,322.9,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,
341-U1420A-35R-1-#2-A,0,4,322.44,322.48,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,
341-U1420A-35R-1-#3-A,0,6,322.48,322.54,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1420A-35R-1-#4-A,0,3,322.54,322.57,,,,,,,,,,,present [A79],1,,,,,,,,,,greenstone,,,,,
341-U1420A-35R-1-#5-A,0,8,322.57,322.65,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone coated with sandy mud,,,,,
341-U1420A-35R-1-#6-A,0,5,322.65,322.7,,,,,,,,,,,present [A79],1,,,,,,,,,,greenstone,,,,,
341-U1420A-35R-1-#7-A,0,3,322.7,322.73,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,
341-U1420A-35R-1-#8-A,0,7,322.73,322.8,,,,,,,,,,,present [A79],1,,,,,,,,,,some metasediment,,,,,
341-U1420A-35R-1-#9-A,0,3,322.8,322.83,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-36R-1-#1-A,0,6,332.1,332.16,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,
341-U1420A-36R-1-#10-A,0,7,332.8,332.87,,,,,,,,,,,present [A79],1,,,,,,,,,,gneiss,,,,,
341-U1420A-36R-1-#11-A,0,7,332.87,332.94,,,,,,,,,,,present [A79],1,,,,,,,,,,chert,,,,,
341-U1420A-36R-1-#12-A,0,11,332.94,333.05,,,,,,,,,,,present [A79],1,,,,,,,,,,(meta?) siltstone,,,,,
341-U1420A-36R-1-#13-A,0,5,333,333.05,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,
341-U1420A-36R-1-#2-A,0,6,332.16,332.22,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,
341-U1420A-36R-1-#3-A,0,7,332.22,332.29,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,
341-U1420A-36R-1-#4-A,0,15,332.29,332.44,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,
341-U1420A-36R-1-#5-A,0,9,332.44,332.53,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,
341-U1420A-36R-1-#6-A,0,6,332.53,332.59,,,,,,,,,,,present [A79],1,,,,,,,,,,greenstone?,,,,,
341-U1420A-36R-1-#7-A,0,10,332.59,332.69,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-36R-1-#8-A,0,5,332.69,332.74,,,,,,,,,,,present [A79],1,,,,,,,,,,greenstone,,,,,
341-U1420A-36R-1-#9-A,0,6,332.74,332.8,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite,,,,,
341-U1420A-37R-1-#1-A,0,10,341.8,341.9,,,,,,,,,,,present [A79],1,,,,,,,,,,chlorite bearing metamorphic rock,,,,,
341-U1420A-37R-1-#2-A,0,5,341.9,341.95,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite,,,,,
341-U1420A-37R-1-#3-A,0,11,341.95,342.06,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,
341-U1420A-38R-1-#1-A,0,6,351.5,351.56,,,,,,,,,,,present [A79],1,,,,,,,,,,granitoid,,,,,
341-U1420A-38R-1-#2-A,0,15,351.56,351.71,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1420A-38R-1-#3-A,0,5,351.71,351.76,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite,,,,,
341-U1420A-38R-1-#4-A,0,18,351.76,351.94,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1420A-38R-1-#4-A,18,20,351.94,351.96,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1420A-38R-1-#4-A,20,26,351.96,352.02,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1420A-38R-1-#5-A,0,11,352.02,352.13,,,,,,,,,,,present [A79],4,,,,,,,,,,"1 rhyolite, 1 greenstone, 1 sandstone, 1 metasandstone",,,,,
341-U1420A-38R-1-#6-A,0,7,352.13,352.2,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite,,,,,
341-U1420A-38R-1-#7-A,0,5,352.2,352.25,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-39R-1-#1-A,0,20,361.2,361.4,,,,,,,,,,,,,,,,,,,,,,muddy diamict chunks,,,,,
341-U1420A-39R-1-#2-A,0,6,361.4,361.46,,,,,,,,,,,present [A79],2,,,,,,,,,,"1 siltstone pebble, 1 greenish volcanic rock pebble",,,,,
341-U1420A-39R-1-#3-A,0,8,361.46,361.54,,,,,,,,,,,present [A79],1,,,,,,,,,,green volcanic rock,,,,,
341-U1420A-39R-1-#4-A,0,6,361.54,361.6,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,
341-U1420A-39R-1-#5-A,0,7,361.6,361.67,,,,,,,,,,,present [A79],1,,,,,,,,,,greenstone,,,,,
341-U1420A-40R-1-#1-A,0,7,370.9,370.97,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite?,,,,,
341-U1420A-40R-1-#2-A,0,9,370.97,371.06,,,,,,,,,,,present [A79],1,,,,,,,,,,greenstone,,,,,
341-U1420A-40R-1-#3-A,0,7,371.06,371.13,,,,,,,,,,,present [A79],1,,,,,,,,,,granite or metasandstone,,,,,
341-U1420A-40R-1-#4-A,0,7,371.13,371.2,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-41R-1-#1-A,0,6,380.6,380.66,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandtone,,,,,
341-U1420A-41R-1-#2-A,0,4,380.66,380.7,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-41R-1-#3-A,0,3,380.7,380.73,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-41R-1-#4-A,0,4,380.73,380.77,,,,,,,,,,,present [A79],1,,,,,,,,,,mudstone,,,,,
341-U1420A-41R-1-#5-A,0,4,380.77,380.81,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-41R-1-#6-A,0,3,380.81,380.84,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-41R-1-#7-A,0,5,380.84,380.89,,,,,,,,,,,present [A79],1,,,,,,,,,,garnetiferous gneiss,,,,,
341-U1420A-42R-1-#1-A,0,4,390.3,390.34,,,,,,,,,,,present [A79],1,,,,,,,,,,granitoid,,,,,
341-U1420A-42R-1-#2-A,0,4,390.34,390.38,,,,,,,,,,,present [A79],1,,,,,,,,,,granitoid,,,,,
341-U1420A-42R-1-#3-A,0,4,390.38,390.42,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,
341-U1420A-42R-1-#4-A,0,4,390.42,390.46,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-42R-1-#5-A,0,12,390.46,390.58,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-42R-1-#6-A,0,5,390.58,390.63,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-42R-1-#7-A,0,6,390.63,390.69,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-42R-1-#8-A,0,5,390.69,390.74,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-42R-1-#9-A,0,5,390.74,390.79,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 3 (very dark gray),none [DB86],0,present [A79],5,,,pebble [W22_2],subangular,,,,,,siltstones,,,,,
341-U1420A-42R-1-#9-A,5,9,390.79,390.83,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-43R-1-#1-A,0,5,400,400.05,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-44R-1-#1-A,0,3,409.7,409.73,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-44R-1-#2-A,0,3,409.73,409.76,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,
341-U1420A-44R-1-#3-A,0,3,409.76,409.79,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-44R-1-#4-A,0,6,409.79,409.85,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-44R-1-#5-A,0,21,409.85,410.06,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1420A-44R-1-#5-A,21,25,410.06,410.1,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-44R-1-#6-A,0,4,410.1,410.14,,,,,,,,,,,present [A79],2,,,,,,,,,,"foliated granite, siltstone",,,,,
341-U1420A-44R-1-#7-A,0,4,410.14,410.18,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-44R-1-#8-A,0,5,410.18,410.23,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-44R-1-#9-A,0,9,410.23,410.32,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-45R-1-#1-A,0,5,419.4,419.45,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-45R-1-#10-A,0,5,419.84,419.89,,,,,,,,,,,present [A79],1,,,,,,,,,,shist,,,,,
341-U1420A-45R-1-#2-A,0,5,419.45,419.5,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-45R-1-#3-A,0,5,419.5,419.55,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-45R-1-#4-A,0,10,419.55,419.65,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-45R-1-#5-A,0,4,419.65,419.69,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-45R-1-#6-A,0,4,419.69,419.73,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone with biotite,,,,,
341-U1420A-45R-1-#7-A,0,4,419.73,419.77,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite,,,,,
341-U1420A-45R-1-#8-A,0,3,419.77,419.8,,,,,,,,,,,present [A79],2,,,,,,,,,,biotite mica shist,,,,,
341-U1420A-45R-1-#9-A,0,4,419.8,419.84,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-46R-1-#1-A,0,3,429.1,429.13,muddy [Leg339],sand [Leg210],,muddy  sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1420A-46R-1-#2-A,0,9,429.13,429.22,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-46R-1-#3-A,0,4,429.22,429.26,,,,,,,,,,,present [A79],1,,,,,,,,,,dacite,,,,,
341-U1420A-46R-1-#4-A,0,7,429.26,429.33,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,
341-U1420A-47R-1-#1-A,0,4,438.8,438.84,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-47R-1-#2-A,0,3,438.84,438.87,,,,,,,,,,,present [A79],3,,,,,,,,,,siltstones,,,,,
341-U1420A-47R-1-#3-A,0,3,438.87,438.9,,,,,,,,,,,present [A79],1,,,,,,,,,,green sandstone,,,,,
341-U1420A-47R-1-#4-A,0,6,438.9,438.96,,,,,,,,,,,present [A79],1,,,,,,,,,,green sandstone,,,,,
341-U1420A-48R-1-A,0,111,448.5,449.61,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,shell fragment,,,"clasts include: siltstone, sandstone, quartz, granitoid, basalt;
siltstone and sandstone pebbles; quartz pebble;
shell fragment @ 23cm",,,,,
341-U1420A-48R-2-A,0,53,449.61,450.14,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 3 (very dark gray),,,,,,,,,,,shell fragment,,,"clast lithologies: vein qtz 3, siltstone 6, basalt 1, argillite 1, arkosic sandstone 1, ",,,,,
341-U1420A-48R-CC-A,0,21,450.14,450.35,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 3 (very dark gray),,,,,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,,,"clasts, 3 pebbles, subrounded: granite 6cm, sandstone 6cm and 4 cm",,,,,
341-U1420A-48R-CC-A,21,26,450.35,450.4,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-49R-1-#1-A,0,4,458.2,458.24,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-49R-1-#2-A,0,4,458.24,458.28,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-49R-1-#3-A,0,5,458.28,458.33,,,,,,,,,,,present [A79],1,,,,,,,,,,vesicular basalt,,,,,
341-U1420A-49R-1-#4-A,0,6,458.33,458.39,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-49R-1-#5-A,0,4,458.39,458.43,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-49R-1-#6-A,0,3,458.43,458.46,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-49R-1-#7-A,0,4,458.46,458.5,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-49R-1-#8-A,0,3,458.5,458.53,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-50R-1-A,0,102,467.9,468.92,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subrounded,pebble [W22_2],subangular,,,,,,"clasts include: siltstone, sandstone, conglomerate, basalt, mudstone, granitoid, quartz",,,,,
341-U1420A-50R-1-A,102,107,468.92,468.97,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-50R-1-A,107,123,468.97,469.13,,,,,,,,,,,present [A79],6,,,pebble [W22_2],subrounded,,,,,,"sandstone, siltstone pebbles (~3cm each)",,,,,
341-U1420A-51R-1-A,0,29.5,477.6,477.895,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"1 clast sandstone 6 cm, at 1 cm, subangular;",,,,,
341-U1420A-51R-1-A,29.5,36.5,477.895,477.965,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1420A-51R-1-A,36.5,67,477.965,478.27,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1420A-51R-1-A,67,76,478.27,478.36,silty,mud [Leg210],with common clasts,silty mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1420A-51R-1-A,76,97,478.36,478.57,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1420A-51R-CC-A,0,16,478.57,478.73,silty,mud [Leg210],with common clasts,silty mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1420A-51R-CC-A,16,21,478.73,478.78,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-51R-CC-A,21,31,478.78,478.88,silty,mud [Leg210],,silty mud ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"3 washed pebbles, sandstone 4 cm, greywacke 3 cm, granitoid 5 cm;",,,,,
341-U1420A-51R-CC-A,31,31,478.88,478.88,sandy,,,sandy mud ,,,,,,,,,,,,,,,,,,,,,,,
341-U1420A-52R-1-A,0,108,487.3,488.38,sandy,mud [Leg210],with dispersed clasts,sandy mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],14,,,,,,,,,,,,,,,
341-U1420A-52R-1-A,22,27,487.52,487.57,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1420A-52R-1-A,27,37,487.57,487.67,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1420A-52R-1-A,108,126,488.38,488.56,,clast-rich diamict [M89m],with volcanic ash [Leg339],clast-rich diamict  with volcanic ash ,trace amount,1,,N 3 (very dark gray),,,,,,,,,,,,,,"clast rich diamict with sandy matrix, granules and pebbles (up to 0.8 cm): siltstone, greenstone, quartz (plus sandsized volc. glass)",,,,,
341-U1420A-52R-2-#1-A,0,4,488.56,488.6,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-52R-2-#10-A,0,4,489.05,489.09,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-52R-2-#11-A,0,6,489.09,489.15,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-52R-2-#2-A,0,4,488.6,488.64,,,,,,,,,,,present [A79],1,,,,,,,,,,brecciated green metamorphic rock,,,,,
341-U1420A-52R-2-#3-A,0,4,488.64,488.68,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,
341-U1420A-52R-2-#4-A,0,8,488.68,488.76,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-52R-2-#5-A,0,4,488.76,488.8,,,,,,,,,,,present [A79],1,,,,,,,,,,brecciated green metamorphic rock,,,,,
341-U1420A-52R-2-#6-A,0,5,488.8,488.85,,,,,,,,,,,present [A79],2,,,,,,,,,,one siltstone and one granite pebble,,,,,
341-U1420A-52R-2-#7-A,0,7,488.85,488.92,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-52R-2-#8-A,0,9,488.92,489.01,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-52R-2-#9-A,0,4,489.01,489.05,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-53R-1-#1-A,0,5,497,497.05,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-53R-1-#2-A,0,4,497.05,497.09,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-53R-1-#3-A,0,5,497.09,497.14,,,,,,,,,,,present [A79],1,,,,,,,,,,greywacke,,,,,
341-U1420A-53R-1-#4-A,0,5,497.14,497.19,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-53R-1-#5-A,0,2,497.19,497.21,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-53R-1-#6-A,0,5,497.21,497.26,,,,,,,,,,,present [A79],3,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,,,"laminated siltstone, siltstone, granite",,,,,
341-U1420A-54R-1-#1-A,0,6,506.7,506.76,,,,,,,,,,,present [A79],1,,,,,,,,,,vesicular basalt,,,,,
341-U1420A-54R-1-#2-A,0,4,506.76,506.8,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,
341-U1420A-54R-1-#3-A,0,4,506.8,506.84,,,,,,,,,,,present [A79],2,,,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,"metasandstone, siltstone pebbles",,,,,
341-U1420A-54R-1-#4-A,0,4,506.84,506.88,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-57R-1-#1-A,0,12,535.8,535.92,,,,,,,,,,,present [A79],2,,,,,,,,,,two chunks of dark gray clast-rich diamict,,,,,
341-U1420A-57R-1-#10-A,0,4,536.37,536.41,,,,,,,,,,,present [A79],1,,,,,,,,,,greenstone,,,,,
341-U1420A-57R-1-#2-A,0,4,535.92,535.96,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,
341-U1420A-57R-1-#3-A,0,6,535.96,536.02,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-57R-1-#4-A,0,6,536.02,536.08,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,
341-U1420A-57R-1-#5-A,0,5,536.08,536.13,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,
341-U1420A-57R-1-#6-A,0,5,536.13,536.18,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-57R-1-#7-A,0,6,536.18,536.24,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,
341-U1420A-57R-1-#8-A,0,7,536.24,536.31,,,,,,,,,,,present [A79],4,,,,,,,,,,4 siltstone pebbles,,,,,
341-U1420A-57R-1-#9-A,0,6,536.31,536.37,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-58R-1-A,0,85,545.5,546.35,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,shell fragment,,,"clayey clast-rich diamict with grains, granules and pebbles (up to 3 cm): granitoid, siltstone, sandstone, shell fragment @ 34 cm",,,,,
341-U1420A-58R-1-A,85,130,546.35,546.8,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy clast-rich diamict; granules and pebbles (up to 1 cm): siltstone, sandstone, greenstone",,,,,
341-U1420A-58R-1-A,130,150,546.8,547,,,,,,,,,,,,,,,,,,,,,,DAIG sample,,,,,
341-U1420A-58R-2-A,0,101,547,548.01,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"clayey clast-rich diamict with granules and pebbles (up to 1 cm) of granitoids, siltstones, quartz; shell fragment @ 90 cm",,,,,
341-U1420A-58R-2-A,101,113,548.01,548.13,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1420A-58R-3-A,0,50,548.13,548.63,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"clayey clast-poor diamict with granules and pebbles (up to 1 cm) of siltstone, chert and gneiss",,,,,
341-U1420A-58R-3-A,50,84,548.63,548.97,sandy,clast-rich diamict [M89m],with volcanic ash [Leg339],sandy clast-rich diamict  with volcanic ash ,trace amount,1,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy/silty clast-rich diamict with granules and pebbles (up to 2 cm) of siltstone, granitoid, greenstone and volc ash",,,,,
341-U1420A-58R-CC-A,0,20,548.97,549.17,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,trace amount,1,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy clast-rich diamict with granules and pebbles (up to 2 cm) of granitoid, siltstone, greenstone",,,,,
341-U1420A-58R-CC-A,20,25,549.17,549.22,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1420A-58R-CC-A,25,32,549.22,549.29,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,
341-U1420A-59R-1-A,0,130,555.2,556.5,sandy,mud [Leg210],with common clasts,sandy mud  with common clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],,,,,,,,,,,"- mud with common clasts
- multiple pods of sand and granules
- shell fragment at ~76.5 cm
- clasts of granules to pebble size including siltstone, metasediment, granitoids, dioritic fragments, greenstone, quartz
- many small black grains (<1 mm) -> ferromagnesium minerals / hornblende
- smear slide 58: sandy mud
",,,,,
341-U1420A-59R-1-A,130,150,556.5,556.7,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],3,,,,,,,,,,"- mud with dispersed clasts
- mostly granules and few pebbles of greenstone, sandstone, granitoids and mudstone(?) (from section 2)

",,,,,
341-U1420A-59R-2-A,0,140,556.7,558.1,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],22,,,,,,,,,,"- mud with dispersed clasts
- mostly granules and few pebbles of greenstone, sandstone, granitoids and mudstone(?)
- minor gap between sediment and liner along most of section length
- smear slide 90: mud with diatoms; sponge spicules and volcanic ash are present
- ~91: small shell fragments",,,,,
341-U1420A-59R-2-A,140,150,558.1,558.2,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,
341-U1420A-59R-3-A,0,116,558.2,559.36,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],13,,,,,,,,,,"- mud with dispersed clasts
- mostly granules and two pebbles
- clasts mostly metasediments(?) -> difficult to identify
- also hornblende?, granitoids
- pebbles: metasediment
- occasional cracks & some gaps between sediment & liner wall

~57-58: pod of fine to medium sand

smear slide 60: mud with sponge spiculres & diatoms
",,,,,
341-U1420A-59R-CC-A,0,28,559.36,559.64,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],4,,,,,,,,,,"- mud with dispersed clasts
- clast composition difficult to identify, but probably metasediment & granitoid",,,,,
341-U1420A-60R-1-A,0,46,564.9,565.36,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],9,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,shell fragment,,,"clasts include: granitoid, siltstone, quartz, sandstone (all less than 2cm);
shell fragment @ 13cm",,,,,
341-U1420A-60R-CC-A,0,18,565.36,565.54,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],11,,,pebble [W22_2],subrounded,,,,,,"clasts include: sandstone, siltstone, mudstone, quartz;
most ~1cm, up to 5cm",,,,,
341-U1420A-60R-CC-A,18,23,565.54,565.59,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-60R-CC-A,23,30,565.59,565.66,,,,,,,,,,,present [A79],,,,,,,,,,,sandstone with foliation,,,,,
341-U1420A-61R-1-A,0,40,574.6,575,muddy [Leg339],clast-rich diamict [M89m],with silt [Leg339],muddy  clast-rich diamict  with silt ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"laminated sandstone 1, sandstone 5, siltstone 2, granite 1, vein qtz 1, rhyolite 1, basalt 1, ",,,,,
341-U1420A-61R-1-A,40,45,575,575.05,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-61R-1-A,45,49,575.05,575.09,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
