Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,Lithology Suffix
323-U1343A-12H-6-A,323,U1343,A,12,12-6,H,6,A,0,150,107.33,108.83,silt [S54],,diatom-rich,diatom-rich silt,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1343A-12H-7-A,323,U1343,A,12,12-7,H,7,A,0,43,108.83,109.26,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,undulated lamination to thin bedding,,,,,,,,,,,,
323-U1343A-12H-7-A,323,U1343,A,12,12-7,H,7,A,0,43,108.83,109.26,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/3,,,,,undulated lamination to thin bedding,,,,,,,,,,,,
323-U1343A-12H-7-A,323,U1343,A,12,12-7,H,7,A,43,137,109.26,110.2,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-12H-CC-A,323,U1343,A,12,12-CC,H,CC,A,0,31,110.2,110.51,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-13H-1-A,323,U1343,A,13,13-1,H,1,A,0,59,110,110.59,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-13H-2-A,323,U1343,A,13,13-2,H,2,A,0,30,110.59,110.89,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-13H-2-A,323,U1343,A,13,13-2,H,2,A,30,41,110.89,111,dolostone [USGS-LP62],,,dolostone,,stiff,5Y 6/2,,,,,semilithified authigenic layer,,,,,,,,,,,,
323-U1343A-13H-2-A,323,U1343,A,13,13-2,H,2,A,41,143,111,112.02,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-13H-3-A,323,U1343,A,13,13-3,H,3,A,0,150,112.02,113.52,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-13H-4-A,323,U1343,A,13,13-4,H,4,A,0,60,113.52,114.12,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-13H-4-A,323,U1343,A,13,13-4,H,4,A,60,150,114.12,115.02,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,,,,,
323-U1343A-13H-5-A,323,U1343,A,13,13-5,H,5,A,0,143,115.02,116.45,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,,,,,
323-U1343A-13H-6-A,323,U1343,A,13,13-6,H,6,A,0,141,116.45,117.86,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,,,,,
323-U1343A-13H-7-A,323,U1343,A,13,13-7,H,7,A,0,110,117.86,118.96,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,,,,,
323-U1343A-13H-CC-A,323,U1343,A,13,13-CC,H,CC,A,0,35,118.97,119.32,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-14H-1-A,323,U1343,A,14,14-1,H,1,A,0,86,119.5,120.36,silt [S54],,diatom-rich,diatom-rich silt,100,soft,4/N,,,,,,,,,,,,,,,,,
323-U1343A-14H-2-A,323,U1343,A,14,14-2,H,2,A,0,145,120.36,121.81,silt [S54],,diatom-rich,diatom-rich silt,100,soft,4/N,,,,,,,,,,,,,,,,,
323-U1343A-14H-3-A,323,U1343,A,14,14-3,H,3,A,0,140,121.82,123.22,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-14H-4-A,323,U1343,A,14,14-4,H,4,A,0,150,123.26,124.76,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1343A-14H-5-A,323,U1343,A,14,14-5,H,5,A,0,141,124.76,126.17,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1343A-14H-6-A,323,U1343,A,14,14-6,H,6,A,0,131,126.17,127.48,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1343A-14H-7-A,323,U1343,A,14,14-7,H,7,A,0,78,127.48,128.26,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1343A-14H-CC-A,323,U1343,A,14,14-CC,H,CC,A,0,69,128.26,128.95,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1343A-15H-1-A,323,U1343,A,15,15-1,H,1,A,0,119,129,130.19,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-15H-2-A,323,U1343,A,15,15-2,H,2,A,0,143,130.19,131.62,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-15H-3-A,323,U1343,A,15,15-3,H,3,A,0,137,131.62,132.99,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-15H-4-A,323,U1343,A,15,15-4,H,4,A,0,134,132.99,134.33,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-15H-5-A,323,U1343,A,15,15-5,H,5,A,0,144,134.33,135.77,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-15H-5-A,323,U1343,A,15,15-5,H,5,A,144,148,135.77,135.81,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 2.5/2,,,,,,,,,,,,,,,,,
323-U1343A-15H-5-A,323,U1343,A,15,15-5,H,5,A,148,150,135.81,135.83,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-15H-6-A,323,U1343,A,15,15-6,H,6,A,0,143,135.83,137.26,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-15H-7-A,323,U1343,A,15,15-7,H,7,A,0,132,137.26,138.58,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-15H-CC-A,323,U1343,A,15,15-CC,H,CC,A,0,57,138.58,139.15,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,
323-U1343A-16H-1-A,323,U1343,A,16,16-1,H,1,A,0,62,138.5,139.12,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-16H-2-A,323,U1343,A,16,16-2,H,2,A,0,150,139.12,140.62,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-16H-3-A,323,U1343,A,16,16-3,H,3,A,0,150,140.62,142.12,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-16H-4-A,323,U1343,A,16,16-4,H,4,A,0,150,142.12,143.62,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-16H-5-A,323,U1343,A,16,16-5,H,5,A,0,127,143.62,144.89,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,100,soft,5Y 3/2,,,,,,,,,,,,,,,,,
323-U1343A-16H-6-A,323,U1343,A,16,16-6,H,6,A,0,152,144.89,146.41,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-16H-CC-A,323,U1343,A,16,16-CC,H,CC,A,0,61,146.41,147.02,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-17H-1-A,323,U1343,A,17,17-1,H,1,A,0,150,148,149.5,diatom clay,Leg 323,,diatom clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-17H-2-A,323,U1343,A,17,17-2,H,2,A,0,140,149.5,150.9,diatom clay,Leg 323,,diatom clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-17H-3-A,323,U1343,A,17,17-3,H,3,A,0,141,150.9,152.31,diatom clay,Leg 323,,diatom clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-17H-4-A,323,U1343,A,17,17-4,H,4,A,0,146,152.31,153.77,diatom clay,Leg 323,,diatom clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-17H-5-A,323,U1343,A,17,17-5,H,5,A,0,150,153.77,155.27,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-17H-6-A,323,U1343,A,17,17-6,H,6,A,0,33,155.27,155.6,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-17H-6-A,323,U1343,A,17,17-6,H,6,A,33,58,155.6,155.85,clay [S54] ,,foraminifer-bearing diatom-rich,foraminifer-bearing diatom-rich clay,100,soft,5Y 3/2,,,,,,,,,,,,,,,,,
323-U1343A-17H-6-A,323,U1343,A,17,17-6,H,6,A,58,76,155.85,156.03,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-17H-6-A,323,U1343,A,17,17-6,H,6,A,76,81,156.03,156.08,clay [S54] ,,foraminifer and diatom-rich,foraminifer and diatom-rich clay,100,soft,5Y 3/2,,,,,,,,,,,,,,,,,
323-U1343A-17H-6-A,323,U1343,A,17,17-6,H,6,A,81,94,156.08,156.21,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-17H-6-A,323,U1343,A,17,17-6,H,6,A,94,101,156.21,156.28,clay [S54] ,,foraminifer and diatom-rich,foraminifer and diatom-rich clay,100,soft,5Y 3/2,,,,,,,,,,,,,,,,,
323-U1343A-17H-6-A,323,U1343,A,17,17-6,H,6,A,101,150,156.28,156.77,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-17H-7-A,323,U1343,A,17,17-7,H,7,A,0,39,156.77,157.16,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-17H-CC-A,323,U1343,A,17,17-CC,H,CC,A,0,23,157.16,157.39,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-18H-1-A,323,U1343,A,18,18-1,H,1,A,0,88,157.5,158.38,clay [S54] ,,,clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-18H-2-A,323,U1343,A,18,18-2,H,2,A,0,150,158.38,159.88,clay [S54] ,,,clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-18H-3-A,323,U1343,A,18,18-3,H,3,A,0,24,159.88,160.12,clay [S54] ,,,clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-18H-3-A,323,U1343,A,18,18-3,H,3,A,24,30,160.12,160.18,nannofossil diatom ooze,Leg 323,diatom-bearing,diatom-bearing nannofossil diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1343A-18H-3-A,323,U1343,A,18,18-3,H,3,A,30,127,160.18,161.15,clay [S54] ,,,clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-18H-4-A,323,U1343,A,18,18-4,H,4,A,0,144,161.15,162.59,clay [S54] ,,,clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-18H-5-A,323,U1343,A,18,18-5,H,5,A,0,50,162.59,163.09,clay [S54] ,,,clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-18H-5-A,323,U1343,A,18,18-5,H,5,A,50,150,163.09,164.09,clay [S54] ,,,clay,50,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-18H-5-A,323,U1343,A,18,18-5,H,5,A,50,150,163.09,164.09,sandy silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing sandy silt,50,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-18H-6-A,323,U1343,A,18,18-6,H,6,A,0,100,164.09,165.09,sandy silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing sandy silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-18H-7-A,323,U1343,A,18,18-7,H,7,A,0,54,165.09,165.63,sandy silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing sandy silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-18H-CC-A,323,U1343,A,18,18-CC,H,CC,A,0,58,165.63,166.21,sandy silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing sandy silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-19H-1-A,323,U1343,A,19,19-1,H,1,A,0,144,167,168.44,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1343A-19H-1-A,323,U1343,A,19,19-1,H,1,A,144,150,168.44,168.5,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-19H-2-A,323,U1343,A,19,19-2,H,2,A,0,143,168.5,169.93,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-19H-3-A,323,U1343,A,19,19-3,H,3,A,0,80,169.93,170.73,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-19H-3-A,323,U1343,A,19,19-3,H,3,A,80,150,170.73,171.43,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1343A-19H-4-A,323,U1343,A,19,19-4,H,4,A,0,23,171.43,171.66,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1343A-19H-4-A,323,U1343,A,19,19-4,H,4,A,23,38,171.66,171.81,silty sand [S54],"Shepard, 1954",,silty sand,100,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1343A-19H-4-A,323,U1343,A,19,19-4,H,4,A,38,68,171.81,172.11,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1343A-19H-5-A,323,U1343,A,19,19-5,H,5,A,0,123,172.11,173.34,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1343A-19H-CC-A,323,U1343,A,19,19-CC,H,CC,A,0,45,173.34,173.79,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1343A-20H-1-A,323,U1343,A,20,20-1,H,1,A,0,114,173,174.14,diatom silt,Leg 323,,diatom silt,100,soft,10Y 3/1,,,,,10% muscovite,,,,,,,,,,,,
323-U1343A-20H-2-A,323,U1343,A,20,20-2,H,2,A,0,16,174.14,174.3,diatom silt,Leg 323,,diatom silt,100,soft,10Y 3/1,,,,,10% muscovite,,,,,,,,,,,,
323-U1343A-20H-2-A,323,U1343,A,20,20-2,H,2,A,16,24,174.3,174.38,nannofossil diatom ooze,Leg 323,,nannofossil diatom ooze,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-20H-2-A,323,U1343,A,20,20-2,H,2,A,24,113,174.38,175.27,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1343A-20H-3-A,323,U1343,A,20,20-3,H,3,A,0,29,175.27,175.56,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1343A-20H-3-A,323,U1343,A,20,20-3,H,3,A,29,140,175.56,176.67,diatom silt,Leg 323,,diatom silt,100,soft,10Y 3/1,,,,,10% muscovite,,,,,,,,,,,,
323-U1343A-20H-3-A,323,U1343,A,20,20-3,H,3,A,140,146,176.67,176.73,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1343A-20H-4-A,323,U1343,A,20,20-4,H,4,A,0,90,176.73,177.63,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1343A-20H-4-A,323,U1343,A,20,20-4,H,4,A,90,147,177.63,178.2,diatom silt,Leg 323,,diatom silt,100,soft,10Y 3/1,,,,,10% muscovite,,,,,,,,,,,,
323-U1343A-20H-5-A,323,U1343,A,20,20-5,H,5,A,0,140,178.2,179.6,diatom silt,Leg 323,,diatom silt,100,soft,10Y 3/1,,,,,10% muscovite,,,,,,,,,,,,
323-U1343A-20H-6-A,323,U1343,A,20,20-6,H,6,A,0,10,179.6,179.7,diatom silt,Leg 323,,diatom silt,100,soft,10Y 3/1,,,,,10% muscovite,,,,,,,,,,,,
323-U1343A-20H-6-A,323,U1343,A,20,20-6,H,6,A,10,65,179.7,180.25,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,biotite flakes scattered across section,,,,,,,,,,,,
323-U1343A-20H-7-A,323,U1343,A,20,20-7,H,7,A,0,26,180.25,180.51,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,biotite flakes scattered across section,,,,,,,,,,,,
323-U1343A-20H-7-A,323,U1343,A,20,20-7,H,7,A,26,50,180.51,180.75,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-20H-7-A,323,U1343,A,20,20-7,H,7,A,50,129,180.75,181.54,diatom silt,Leg 323,,diatom silt,100,soft,10Y 3/1,,,,,10% muscovite,,,,,,,,,,,,
323-U1343A-20H-CC-A,323,U1343,A,20,20-CC,H,CC,A,0,51,181.54,182.05,diatom silt,Leg 323,,diatom silt,100,soft,10Y 3/1,,,,,10% muscovite,,,,,,,,,,,,
323-U1343A-21H-1-A,323,U1343,A,21,21-1,H,1,A,0,100,182.5,183.5,silt [S54],,diatom-rich,diatom-rich silt,,soft,4/N,,,,,,,,,,,,,,,,,
323-U1343A-21H-2-A,323,U1343,A,21,21-2,H,2,A,0,140,183.5,184.9,silt [S54],,diatom-rich,diatom-rich silt,,soft,4/N,,,,,,,,,,,,,,,,,
323-U1343A-21H-3-A,323,U1343,A,21,21-3,H,3,A,0,138,184.9,186.28,silt [S54],,diatom-rich,diatom-rich silt,,soft,4/N,,,,,,,,,,,,,,,,,
323-U1343A-21H-4-A,323,U1343,A,21,21-4,H,4,A,0,136,186.28,187.64,silt [S54],,diatom-rich,diatom-rich silt,,soft,4/N,,,,,,,,,,,,,,,,,
323-U1343A-21H-5-A,323,U1343,A,21,21-5,H,5,A,0,145,187.64,189.09,silt [S54],,diatom-rich,diatom-rich silt,,soft,4/N,,,,,,,,,,,,,,,,,
323-U1343A-21H-6-A,323,U1343,A,21,21-6,H,6,A,0,13,189.09,189.22,silt [S54],,diatom-rich,diatom-rich silt,,soft,4/N,,,,,,,,,,,,,,,,,
323-U1343A-21H-6-A,323,U1343,A,21,21-6,H,6,A,13,60,189.22,189.69,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/2,,,,,,,,,,,,,,,,,
323-U1343A-21H-7-A,323,U1343,A,21,21-7,H,7,A,0,63,189.69,190.32,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/2,,,,,,,,,,,,,,,,,
323-U1343A-21H-8-A,323,U1343,A,21,21-8,H,8,A,0,50,190.32,190.82,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/2,,,,,,,,,,,,,,,,,
323-U1343A-21H-8-A,323,U1343,A,21,21-8,H,8,A,50,71,190.82,191.03,silt [S54],,diatom-rich,diatom-rich silt,,soft,4/N,,,,,,,,,,,,,,,,,
323-U1343A-21H-CC-A,323,U1343,A,21,21-CC,H,CC,A,0,56,191.03,191.59,silt [S54],,diatom-rich,diatom-rich silt,,soft,4/N,,,,,,,,,,,,,,,,,
323-U1343A-22H-1-A,323,U1343,A,22,22-1,H,1,A,0,95,192,192.95,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-22H-2-A,323,U1343,A,22,22-2,H,2,A,0,140,192.95,194.35,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-22H-3-A,323,U1343,A,22,22-3,H,3,A,0,0.0146000003814697,194.35,194.35,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-22H-3-A,323,U1343,A,22,22-3,H,3,A,0,73,194.35,195.08,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1343A-22H-3-A,323,U1343,A,22,22-3,H,3,A,73,146,195.08,195.81,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-22H-4-A,323,U1343,A,22,22-4,H,4,A,0,85,195.81,196.66,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-22H-4-A,323,U1343,A,22,22-4,H,4,A,85,138,196.66,197.19,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1343A-22H-5-A,323,U1343,A,22,22-5,H,5,A,0,50,197.19,197.69,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1343A-22H-5-A,323,U1343,A,22,22-5,H,5,A,50,140,197.69,198.59,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-22H-6-A,323,U1343,A,22,22-6,H,6,A,0,140,198.59,199.99,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-22H-7-A,323,U1343,A,22,22-7,H,7,A,0,0.0119000005722046,199.99,199.99,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-22H-7-A,323,U1343,A,22,22-7,H,7,A,0,53,199.99,200.52,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1343A-22H-7-A,323,U1343,A,22,22-7,H,7,A,53,119,200.52,201.18,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-22H-CC-A,323,U1343,A,22,22-CC,H,CC,A,0,0.0057999998331070,201.18,201.18,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,
323-U1343A-22H-CC-A,323,U1343,A,22,22-CC,H,CC,A,0,48,201.18,201.66,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
