Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
340-U1398B-5H-4-A,0,127,30.37,31.64,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,part of a thick volcaniclastic turbidite,1,100,,0,,0,,0,,0,,0,,0,,,,rounded,20,0,10,0,60,0,0,0,10,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,5,H,4,A,
340-U1398B-5H-5-A,0,135,31.64,32.99,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,2,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,10,0,10,0,70,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,5,H,5,A,
340-U1398B-5H-6-A,0,151,32.99,34.5,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,10,0,10,0,70,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,5,H,6,A,
340-U1398B-5H-7-A,0,73,34.5,35.23,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,10,0,10,0,75,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,5,H,7,A,
340-U1398B-5H-CC-A,0,14,35.03,35.17,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,10,0,10,0,75,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,5,H,CC,A,
340-U1398B-5H-CC-A,14,20,35.17,35.23,,,,,,,,,,,,PAL SAMPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,U1398,B,5,H,CC,A,
340-U1398B-6H-1-A,0,43,35.4,35.83,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,75,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,40,0,40,0,10,0,0,0,0,10,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,6,H,1,A,
340-U1398B-6H-1-A,43,60,35.83,36,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,6,H,1,A,
340-U1398B-6H-1-A,60,105,36,36.45,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,rounded,10,0,10,0,75,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,6,H,1,A,
340-U1398B-6H-2-A,0,129,36.45,37.74,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,10,0,10,0,70,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,6,H,2,A,
340-U1398B-6H-3-A,0,42,37.74,38.16,slight to moderate [drilling disturbance],,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcaniclastic turbidite,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,10,0,25,0,55,0,0,0,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,6,H,3,A,
340-U1398B-6H-3-A,42,137,38.16,39.11,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,fine grained volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,15,0,10,0,65,0,0,0,5,5,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,6,H,3,A,
340-U1398B-6H-4-A,0,81,39.11,39.92,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,part of a thick volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,20,0,60,0,0,5,10,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,6,H,4,A,
340-U1398B-6H-4-A,81,115,39.92,40.26,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,part of a thick volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,70,0,0,5,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,6,H,4,A,
340-U1398B-6H-5-A,0,151,40.26,41.77,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcaniclastic turbidite with pumice and lithic clasts concentrated in several zones,5,70,granule [T07],0,,30,pebble [W22_2],0,,0,,0,,0,,,pumice and lithic clasts are concentrated in several horizontally elongated zones,angular,20,0,15,0,60,0,0,0,5,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,6,H,5,A,
340-U1398B-6H-6-A,0,67,41.77,42.44,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,2,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,10,0,20,0,65,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,6,H,6,A,
340-U1398B-6H-CC-A,0,15,42.44,42.59,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,10,0,20,0,65,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,6,H,CC,A,
340-U1398B-6H-CC-A,15,20,42.59,42.64,,,,,,,,,,,,PAL SAMPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,U1398,B,6,H,CC,A,
340-U1398B-7H-1-A,0,15,42.6,42.75,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,2,88,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,1,A,
340-U1398B-7H-1-A,15,18.5,42.75,42.785,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,80,0,0,0,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,1,A,
340-U1398B-7H-1-A,18.5,42.5,42.785,43.025,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,2,88,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,1,A,
340-U1398B-7H-1-A,42.5,43,43.025,43.03,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,80,0,0,0,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,1,A,
340-U1398B-7H-1-A,43,50,43.03,43.1,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,2,88,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,1,A,
340-U1398B-7H-1-A,50,51,43.1,43.11,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,80,0,0,0,15,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,1,A,
340-U1398B-7H-1-A,51,68,43.11,43.28,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,80,0,0,0,15,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,1,A,
340-U1398B-7H-1-A,68,102,43.28,43.62,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,15,0,15,0,60,0,0,0,10,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,1,A,
340-U1398B-7H-1-A,102,110,43.62,43.7,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,2,88,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,1,A,
340-U1398B-7H-1-A,110,116,43.7,43.76,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,0,0,80,0,0,0,15,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,1,A,
340-U1398B-7H-1-A,116,137,43.76,43.97,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,0,0,80,0,0,0,15,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,1,A,
340-U1398B-7H-1-A,137,145,43.97,44.05,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,0,10,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,1,A,
340-U1398B-7H-1-A,145,150,44.05,44.1,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,0,10,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,1,A,
340-U1398B-7H-2-A,0,31,44.1,44.41,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,0,0,75,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,2,A,
340-U1398B-7H-2-A,31,36,44.41,44.46,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,0,0,0,80,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,2,A,
340-U1398B-7H-2-A,36,45,44.46,44.55,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,2,A,
340-U1398B-7H-2-A,45,60,44.55,44.7,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,0,0,75,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,2,A,
340-U1398B-7H-2-A,60,150,44.7,45.6,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,0,0,75,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,2,A,
340-U1398B-7H-3-A,0,150,45.6,47.1,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,"massive, volcaniclastic turbidite",5,95,very coarse sand [T07],0,,5,granule [T07],0,,0,,0,,0,,,,rounded,0,0,10,0,75,0,0,5,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,3,A,
340-U1398B-7H-4-A,0,150,47.1,48.6,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,massive volcaniclastic turbidite,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,angular,20,0,20,0,40,0,0,10,10,0,,very poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,4,A,
340-U1398B-7H-5-A,0,62,48.6,49.22,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,massive volcaniclastic turbidite,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,rounded pumice clasts of granule to pebble (1.5 cm in diameter) in size,rounded,0,0,10,0,70,0,0,15,5,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,5,A,
340-U1398B-7H-CC-A,0,10,49.22,49.32,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,10,0,10,0,65,0,0,0,0,15,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,CC,A,
340-U1398B-7H-CC-A,10,15,49.32,49.37,,,,,,,,,,,,PAL SAMLPE,0,0,,0,,0,,0,,0,,0,,0,,0,,rounded,10,0,10,0,65,0,0,0,0,15,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,7,H,CC,A,
340-U1398B-8H-1-A,0,43,49.3,49.73,severe [drilling disturbance],7,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,,95,60,pebble [W22_2],0,,40,pebble [W22_2],0,,0,,0,,0,,,,rounded,70,0,0,0,15,0,0,8,5,2,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,8,H,1,A,
340-U1398B-8H-1-A,43,52,49.73,49.82,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,70,0,0,0,15,0,0,8,5,2,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,8,H,1,A,
340-U1398B-8H-1-A,52,61,49.82,49.91,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,70,0,0,0,15,0,0,8,5,2,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,8,H,1,A,
340-U1398B-8H-1-A,61,77,49.91,50.07,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,30,0,0,0,60,0,0,5,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,8,H,1,A,
340-U1398B-8H-1-A,77,150,50.07,50.8,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,40,0,5,0,49,0,0,3,3,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,8,H,1,A,
340-U1398B-8H-2-A,0,150,50.8,52.3,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,3,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,40,0,5,0,49,0,0,3,3,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,8,H,2,A,
340-U1398B-8H-3-A,0,103,52.3,53.33,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,0,5,0,39,0,0,3,3,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,8,H,3,A,
340-U1398B-8H-3-A,103,111,53.33,53.41,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,8,H,3,A,
340-U1398B-8H-3-A,111,128,53.41,53.58,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,0,5,0,39,0,0,3,3,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,8,H,3,A,
340-U1398B-8H-4-A,0,123,53.58,54.81,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,10,15,pebble [W22_2],0,,0,,0,,0,,85,fine mud [T07],0,,,,rounded,5,0,15,10,45,0,0,8,12,5,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,8,H,4,A,
340-U1398B-8H-5-A,0,138,54.81,56.19,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,8,10,granule [T07],0,,0,,0,,0,,90,fine mud [T07],0,,,,rounded,10,0,5,10,40,0,0,10,15,10,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,8,H,5,A,
340-U1398B-8H-6-A,0,111,56.19,57.3,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,10,0,5,10,40,0,0,10,15,10,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,8,H,6,A,
340-U1398B-8H-7-A,0,67,57.3,57.97,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,5,0,15,10,45,0,0,8,12,5,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,8,H,7,A,
340-U1398B-8H-CC-A,0,13,57.97,58.1,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,5,0,10,10,65,0,0,5,5,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,8,H,CC,A,
340-U1398B-8H-CC-A,13,18,58.1,58.15,,,,,,,,,,,,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,U1398,B,8,H,CC,A,
340-U1398B-9H-1-A,0,24,58.1,58.34,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,0,0,0,0,0,0,0,1,1,98,,very poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,9,H,1,A,
340-U1398B-9H-1-A,24,45,58.34,58.55,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,9,H,1,A,
340-U1398B-9H-1-A,45,63.5,58.55,58.735,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,3,0,52,0,0,5,5,5,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,9,H,1,A,
340-U1398B-9H-1-A,63.5,78,58.735,58.88,severe [drilling disturbance],7,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,2,0,2,0,85,0,0,3,3,5,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,9,H,1,A,
340-U1398B-9H-1-A,78,110,58.88,59.2,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,9,H,1,A,
340-U1398B-9H-1-A,110,116,59.2,59.26,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,1,0,81,0,0,3,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,9,H,1,A,
340-U1398B-9H-1-A,116,130,59.26,59.4,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,9,H,1,A,
340-U1398B-9H-1-A,130,133,59.4,59.43,severe [drilling disturbance],7,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,9,0,1,0,70,0,0,5,5,10,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,9,H,1,A,
340-U1398B-9H-1-A,133,145,59.43,59.55,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,9,0,1,0,70,0,0,5,5,10,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,9,H,1,A,
340-U1398B-9H-1-A,145,150,59.55,59.6,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,9,H,1,A,
340-U1398B-9H-2-A,0,21.5,59.6,59.815,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,9,H,2,A,
340-U1398B-9H-2-A,21.5,22.5,59.815,59.825,high [drilling disturbance],6,calcareous sand [Leg210],90,fine sand [T07],4,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,0,0,0,0,0,20,10,60,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,9,H,2,A,
340-U1398B-9H-2-A,22.5,57,59.825,60.17,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,9,H,2,A,
340-U1398B-9H-2-A,57,148,60.17,61.08,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],70,medium sand [T07],6,calcareous sand [Leg210],30,medium sand [T07],6,100,,25,20,pebble [W22_2],0,,0,,0,,0,,80,cobble [T07],0,,,,angular,40,0,10,0,20,0,0,10,10,10,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,2,A,
340-U1398B-9H-2-A,148,150,61.08,61.1,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],75,coarse sand [T07],7,calcareous sand [Leg210],25,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,20,0,25,0,0,5,5,15,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,2,A,
340-U1398B-9H-3-A,0,68,61.1,61.78,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,8,80,pebble [W22_2],0,,0,,0,,0,,20,pebble [W22_2],0,,,,angular,30,0,20,0,25,0,0,5,5,15,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,9,H,3,A,
340-U1398B-9H-3-A,68,104,61.78,62.14,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,9,H,3,A,
340-U1398B-9H-3-A,104,141,62.14,62.51,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,8,45,pebble [W22_2],0,,0,,0,,0,,0,,55,pebble [W22_2],,Pumice clasts and altered scoria (single large piece),rounded,30,0,20,0,35,0,0,5,5,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,9,H,3,A,
340-U1398B-9H-3-A,141,150,62.51,62.6,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,340,U1398,B,9,H,3,A,
340-U1398B-9H-4-A,0,30,62.6,62.9,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,340,U1398,B,9,H,4,A,
340-U1398B-9H-4-A,30,72,62.9,63.32,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,9,H,4,A,
