Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
340-U1398B-15H-7-A,3,12,114.3,114.39,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,7,A,
340-U1398B-15H-7-A,12,26,114.39,114.53,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,5,5,40,0,0,10,15,0,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,7,A,
340-U1398B-15H-7-A,26,27,114.53,114.54,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,5,5,40,0,0,10,15,0,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,7,A,
340-U1398B-15H-7-A,27,41.5,114.54,114.685,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,5,5,40,0,0,10,15,0,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,7,A,
340-U1398B-15H-7-A,41.5,48,114.685,114.75,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,7,A,
340-U1398B-15H-7-A,48,69,114.75,114.96,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,5,5,40,0,0,10,15,0,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,7,A,
340-U1398B-15H-7-A,69,70.5,114.96,114.975,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,5,5,40,0,0,10,15,0,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,7,A,
340-U1398B-15H-7-A,70.5,72,114.975,114.99,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,5,5,40,0,0,10,15,0,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,7,A,
340-U1398B-15H-7-A,72,86.5,114.99,115.135,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,5,5,40,0,0,10,15,0,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,7,A,
340-U1398B-15H-7-A,86.5,96,115.135,115.23,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,7,A,
340-U1398B-15H-CC-A,0,18,115.23,115.41,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,CC,A,
340-U1398B-15H-CC-A,18,23,115.41,115.46,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,340,U1398,B,15,H,CC,A,
340-U1398B-16H-1-A,0,23,114.9,115.13,high [drilling disturbance],6,carbonate ooze [Leg178],90,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],10,silt-fine mud [T07],2,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,0,0,0,0,0,0,0,5,0,95,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,16,H,1,A,
340-U1398B-16H-1-A,23,150,115.13,116.4,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,8,30,pebble [W22_2],0,,8,pebble [W22_2],5,pebble [W22_2],0,,55,pebble [W22_2],2,pebble [W22_2],,,rounded,10,0,10,0,65,0,0,0,5,10,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,16,H,1,A,
340-U1398B-16H-2-A,0,144,116.4,117.84,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,4,50,pebble [W22_2],0,,25,pebble [W22_2],5,pebble [W22_2],0,,15,pebble [W22_2],5,granule [T07],,,rounded,10,0,10,0,65,0,0,0,5,10,,very poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,16,H,2,A,
340-U1398B-16H-2-A,144,150,117.84,117.9,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,10,0,65,0,0,0,5,10,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,16,H,2,A,
340-U1398B-16H-3-A,0,150,117.9,119.4,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,2,8,20,40,0,0,5,10,10,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,16,H,3,A,
340-U1398B-16H-4-A,0,60,119.4,120,slight [drilling disturbance],2,volcaniclastic-sandstone [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,2,8,20,40,0,0,5,10,20,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,16,H,4,A,
340-U1398B-16H-4-A,60,71,120,120.11,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,16,H,4,A,
340-U1398B-16H-4-A,71,150,120.11,120.9,slight [drilling disturbance],2,volcaniclastic-sandstone [BGS-S81],100,medium sand [T07],6,,,,,100,,5,60,pebble [W22_2],0,,0,,0,,0,,40,fine mud [T07],0,,,,angular,5,2,8,20,40,0,0,5,10,20,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,16,H,4,A,
340-U1398B-16H-5-A,0,122,120.9,122.12,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,2,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,0,0,10,10,40,0,0,5,10,25,,very poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,16,H,5,A,
340-U1398B-16H-CC-A,0,5,122.12,122.17,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,340,U1398,B,16,H,CC,A,
340-U1398B-16H-CC-A,5,17,122.17,122.29,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,10,40,0,0,5,10,25,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,16,H,CC,A,
340-U1398B-17H-1-A,0,9,122.2,122.29,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,15,15,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,17,H,1,A,
340-U1398B-17H-1-A,9,120,122.29,123.4,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,normally graded volcaniclastic turbidite ,1,0,,0,,0,,0,,0,,100,pebble [W22_2],0,,,,rounded,5,0,0,0,80,0,0,5,0,10,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,17,H,1,A,
340-U1398B-17H-1-A,120,127,123.4,123.47,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,15,15,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,17,H,1,A,
340-U1398B-17H-1-A,127,150,123.47,123.7,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,fine grained volcaniclastic turbidite ,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,20,0,65,0,0,0,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,17,H,1,A,
340-U1398B-17H-2-A,0,94,123.7,124.64,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,part of a thick volcani/bio-clastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,80,0,0,0,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,17,H,2,A,
340-U1398B-17H-3-A,0,25,124.64,124.89,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,massive volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,20,0,65,0,0,0,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,17,H,3,A,
340-U1398B-17H-4-A,0,150,124.89,126.39,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,5,0,10,0,70,0,0,0,0,15,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,17,H,4,A,
340-U1398B-17H-CC-A,0,13,126.39,126.52,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,very coarse volcaniclastic turbidite in core catcher?,35,20,granule [T07],0,,80,granule [T07],0,,0,,0,,0,,,granular volcaniclastid clasts,angular,10,0,70,0,20,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,17,H,CC,A,
340-U1398B-18H-1-A,0,22,126.5,126.72,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,1,A,
340-U1398B-18H-1-A,22,125,126.72,127.75,moderate [drilling disturbance],4,calcareous sand [Leg210],75,fine sand [T07],4,carbonate ooze [Leg178],25,silt-fine mud [T07],2,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,moderate [BP01],absent [alteration],0,,,,,highly disturbed sediment,,,,,340,U1398,B,18,H,1,A,
340-U1398B-18H-1-A,125,150,127.75,128,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,10,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,1,A,
340-U1398B-18H-2-A,0,16,128,128.16,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,15,15,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,2,A,
340-U1398B-18H-2-A,16,28,128.16,128.28,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,"fine volcanic sand, normally graded",0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,15,0,70,0,0,0,10,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,2,A,
340-U1398B-18H-2-A,28,148,128.28,129.48,moderate to high [drilling disturbance],5,volcaniclastic-sandstone [BGS-S81],100,coarse sand [T07],7,,,,,100,graded volcaniclastic turbidite,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,5,0,10,0,70,0,0,0,0,15,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,2,A,
340-U1398B-18H-2-A,148,150,129.48,129.5,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,15,15,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,2,A,
340-U1398B-18H-3-A,0,116,129.5,130.66,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],60,fine medium sand [T07],5,carbonate ooze [Leg178],40,silt-fine mud [T07],2,100,"massive, very poor sorted volcanic/bioclastic mixed sand bed",20,5,,0,,0,,0,,0,,95,,0,,,,rounded,0,0,10,0,20,0,0,5,5,60,,very poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,3,A,
340-U1398B-18H-3-A,116,140,130.66,130.9,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,3,A,
340-U1398B-18H-3-A,140,150,130.9,131,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,U1398,B,18,H,3,A,
340-U1398B-18H-4-A,0,21,131,131.21,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,4,A,
340-U1398B-18H-4-A,21,75,131.21,131.75,minimal [drilling disturbance],1,carbonate ooze [Leg178],80,fine mud [T07],3,volcaniclastic-sandstone [BGS-S81],20,fine sand [T07],4,100,hemipelagite wih clastic dyke like structures (liquefaction?),0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,0,95,,moderate [BP01],absent [alteration],0,,vein structures,,,,,,,,340,U1398,B,18,H,4,A,
340-U1398B-18H-4-A,75,81,131.75,131.81,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,deformed strata of hemipelagite and turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,40,0,0,0,10,30,,poor [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,,340,U1398,B,18,H,4,A,
340-U1398B-18H-4-A,81,101,131.81,132.01,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,deformed strata of hemipelagite and turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,0,95,,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,,340,U1398,B,18,H,4,A,
340-U1398B-18H-4-A,101,106,132.01,132.06,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,deformed strata of hemipelagite and turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,40,0,0,0,10,30,,poor [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,,340,U1398,B,18,H,4,A,
340-U1398B-18H-4-A,106,110,132.06,132.1,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,deformed strata of hemipelagite and turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,0,95,,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,,340,U1398,B,18,H,4,A,
340-U1398B-18H-4-A,110,127,132.1,132.27,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,deformed strata of hemipelagite and turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,40,0,0,0,10,30,,poor [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,,340,U1398,B,18,H,4,A,
340-U1398B-18H-4-A,127,138,132.27,132.38,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,deformed strata of hemipelagite and turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,0,95,,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,,340,U1398,B,18,H,4,A,
340-U1398B-18H-4-A,138,141,132.38,132.41,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,deformed strata of hemipelagite and turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,40,0,0,0,10,30,,poor [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,,340,U1398,B,18,H,4,A,
340-U1398B-18H-4-A,141,150,132.41,132.5,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,deformed strata of hemipelagite and turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,0,95,,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,,340,U1398,B,18,H,4,A,
340-U1398B-18H-5-A,0,20,132.5,132.7,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,5,A,
340-U1398B-18H-5-A,20,41,132.7,132.91,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,"graded volcanic sand, weakly bedded",0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,10,0,60,0,0,0,5,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,5,A,
340-U1398B-18H-5-A,41,60,132.91,133.1,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,5,A,
340-U1398B-18H-5-A,60,67,133.1,133.17,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,fine grained tephra?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,40,0,40,0,0,0,,moderately well [BP01],absent [alteration],0,other matrix; glass,,,,,,,,,340,U1398,B,18,H,5,A,
340-U1398B-18H-5-A,67,146,133.17,133.96,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],60,medium sand [T07],6,calcareous sand [Leg210],40,medium sand [T07],6,100,mixed sediments of volcaniclastic and bioclastic materials,10,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,0,0,20,0,40,0,0,0,10,30,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,5,A,
340-U1398B-18H-6-A,0,111,133.96,135.07,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,normally graded volcaniclastic turbidite,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,angular,0,0,10,0,80,0,0,0,0,10,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,6,A,
340-U1398B-18H-7-A,0,3,135.07,135.1,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,5,0,75,0,0,0,0,15,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,7,A,
340-U1398B-18H-7-A,3,16,135.1,135.23,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,7,A,
340-U1398B-18H-7-A,16,16.5,135.23,135.235,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,80,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,7,A,
340-U1398B-18H-7-A,16.5,44,135.235,135.51,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,7,A,
340-U1398B-18H-7-A,44,45,135.51,135.52,minimal [drilling disturbance],1,ash [F&S84],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,90,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,7,A,
340-U1398B-18H-7-A,45,96,135.52,136.03,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,7,A,
340-U1398B-18H-CC-A,0,17,136.03,136.2,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,10,0,0,0,0,75,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,18,H,CC,A,
340-U1398B-18H-CC-A,17,21,136.2,136.24,,,,,,,,,,,,PALS SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,340,U1398,B,18,H,CC,A,
340-U1398B-19H-1-A,0,5,136,136.05,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,70,0,0,0,10,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,1,A,
340-U1398B-19H-1-A,5,38,136.05,136.38,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,1,0,0,10,20,69,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,1,A,
340-U1398B-19H-1-A,38,77,136.38,136.77,slight [drilling disturbance],2,carbonate ooze [Leg178],100,very fine mud [T07],1,,,,,100,volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,1,0,0,10,20,69,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,1,A,
340-U1398B-19H-1-A,77,82,136.77,136.82,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,1,0,0,10,20,69,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,1,A,
340-U1398B-19H-1-A,82,97,136.82,136.97,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,70,0,0,5,15,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,1,A,
340-U1398B-19H-1-A,97,114,136.97,137.14,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,1,0,0,10,20,69,,moderately well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,1,A,
340-U1398B-19H-1-A,114,115,137.14,137.15,moderate to high [drilling disturbance],5,ash [F&S84],100,fine sand [T07],4,,,,,100,ashfall?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,100,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,1,A,
340-U1398B-19H-1-A,115,132,137.15,137.32,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,1,0,0,10,20,69,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,1,A,
340-U1398B-19H-1-A,132,143,137.32,137.43,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,78,0,0,2,10,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,1,A,
340-U1398B-19H-1-A,143,150,137.43,137.5,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcaniclastic sand,10,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,0,0,20,0,70,0,0,0,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,1,A,
