Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links
,350,U1436,B,4,4-2,H,2,A,8.0,22.0,13.68,13.82,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-2,H,2,A,22.0,33.0,13.82,13.93,I,,,,evolved,ash [2014],with lapilli [2014],evolved ash,evolved ash with lapilli,ash with lapilli,,gray,,fine sand [W22_2],4,pebble [W22_2],9,,,,,,,normally graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],rounded,,,,,,,,,,,,vitric matrix [2014],,,,,,
,350,U1436,B,4,4-2,H,2,A,33.0,46.0,13.93,14.06,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-2,H,2,A,46.0,52.0,14.06,14.12,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
,350,U1436,B,4,4-2,H,2,A,52.0,58.0,14.12,14.18,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,coarse sand [W22_2],6,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
,350,U1436,B,4,4-2,H,2,A,58.0,72.0,14.18,14.32,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-2,H,2,A,72.0,82.0,14.32,14.42,I,,,,evolved,ash [2014],with lapilli [2014],evolved ash,evolved ash with lapilli,ash with lapilli,,gray,,fine sand [W22_2],4,pebble [W22_2],9,,,,,,,normally graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,vitric matrix [2014],,,,,,
,350,U1436,B,4,4-2,H,2,A,82.0,114.0,14.42,14.74,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-2,H,2,A,114.0,125.0,14.74,14.85,I,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-ash [2014],,"matrix-supported, polymictic, evolved lapilli-ash","matrix-supported, polymictic, evolved lapilli-ash",lapilli-ash,,gray,,medium sand [W22_2],5,pebble [W22_2],9,,,,,,,non-graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-3,H,3,A,0.0,36.0,14.85,15.21,I,,,,,ash [2014],with lapilli [2014],ash,ash with lapilli,ash with lapilli,,gray,,medium sand [W22_2],5,granule [W22_2],8,,,,,,,normally graded,,,,,,,vitric [2014],lithic [2014],,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,vitric matrix [2014],,,,,,
,350,U1436,B,4,4-3,H,3,A,36.0,64.0,15.21,15.49,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-3,H,3,A,64.0,67.0,15.49,15.52,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
,350,U1436,B,4,4-3,H,3,A,67.0,84.0,15.52,15.69,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-3,H,3,A,84.0,86.0,15.69,15.71,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
,350,U1436,B,4,4-3,H,3,A,86.0,94.0,15.71,15.79,I,,,,,mud [2014],with lapilli [2014],mud,mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-3,H,3,A,94.0,98.0,15.79,15.83,I,,,,"matrix-supported, monomictic, evolved [2014]",lapilli-ash [2014],,"matrix-supported, monomictic, evolved lapilli-ash","matrix-supported, monomictic, evolved lapilli-ash",lapilli-ash,,gray,,silt [W22_1],2,pebble [W22_2],9,,,,,,,normally graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,vitric matrix [2014],,,,,,
,350,U1436,B,4,4-3,H,3,A,98.0,140.0,15.83,16.25,I,,,,,mud [2014],with lapilli [2014],mud,mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-3,H,3,A,140.0,150.0,16.25,16.35,I,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-ash [2014],,"matrix-supported, polymictic, evolved lapilli-ash","matrix-supported, polymictic, evolved lapilli-ash",lapilli-ash,,light gray,,coarse sand [W22_2],6,pebble [W22_2],9,,,,,,,reversely coarse-tail graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",,,,,,pumice [2014],angular,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-4,H,4,A,0.0,46.0,16.35,16.81,I,,,,"clast-supported, polymictic",lapilli [2014],,"clast-supported, polymictic lapilli","clast-supported, polymictic lapilli",lapilli,,light gray,,granule [W22_2],8,pebble [W22_2],9,,,,,,,normally graded,,,,,,,vitric [2014],lithic [2014],,,,,,,,pumice [2014],angular,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-4,H,4,A,46.0,78.0,16.81,17.13,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-4,H,4,A,78.0,99.0,17.13,17.34,I,,,,"clast-supported, monomictic, evolved [2014]",lapilli [2014],,"clast-supported, monomictic, evolved lapilli","clast-supported, monomictic, evolved lapilli",lapilli,,white,,granule [W22_2],8,pebble [W22_2],9,,,,,,,reversely coarse-tail graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-4,H,4,A,99.0,111.0,17.34,17.46,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-4,H,4,A,111.0,113.0,17.46,17.48,I,,,,"clast-supported, monomictic, evolved [2014]",lapilli [2014],,"clast-supported, monomictic, evolved lapilli","clast-supported, monomictic, evolved lapilli",lapilli,,white,,granule [W22_2],8,pebble [W22_2],9,,,,,,,reversely coarse-tail graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-4,H,4,A,113.0,129.0,17.48,17.64,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-4,H,4,A,129.0,136.0,17.64,17.71,I,,,,"clast-supported, monomictic, evolved [2014]",lapilli [2014],,"clast-supported, monomictic, evolved lapilli","clast-supported, monomictic, evolved lapilli",lapilli,,white,,granule [W22_2],8,pebble [W22_2],9,,,,,,,reversely coarse-tail graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,
,350,U1436,B,4,4-CC,H,CC,A,0.0,10.0,17.71,17.81,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-1,H,1,A,0.0,50.0,17.9,18.4,I,,,,"clast-supported, polymictic",lapilli [2014],,"clast-supported, polymictic lapilli","clast-supported, polymictic lapilli",lapilli,,dark gray,,granule [W22_2],8,pebble [W22_2],9,,,,,,,non-graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-1,H,1,A,50.0,73.0,18.4,18.63,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-1,H,1,A,73.0,75.0,18.63,18.65,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light green,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-1,H,1,A,75.0,94.0,18.65,18.84,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-1,H,1,A,94.0,96.0,18.84,18.86,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-1,H,1,A,96.0,104.0,18.86,18.94,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-1,H,1,A,104.0,109.0,18.94,18.99,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-1,H,1,A,109.0,143.0,18.99,19.33,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-1,H,1,A,143.0,145.0,19.33,19.35,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-1,H,1,A,145.0,150.0,19.35,19.4,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-2,H,2,A,0.0,9.0,19.4,19.49,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-2,H,2,A,9.0,21.0,19.49,19.61,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-2,H,2,A,21.0,30.0,19.61,19.7,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-2,H,2,A,30.0,111.0,19.7,20.51,I,,,,,mud [2014],with lapilli [2014],mud,mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-2,H,2,A,111.0,114.0,20.51,20.54,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-2,H,2,A,114.0,150.0,20.54,20.9,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-3,H,3,A,0.0,8.0,20.9,20.98,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,light gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-3,H,3,A,8.0,26.0,20.98,21.16,I,,,,evolved,ash [2014],with lapilli [2014],evolved ash,evolved ash with lapilli,ash with lapilli,,light gray,,silt [W22_1],2,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-3,H,3,A,26.0,32.0,21.16,21.22,I,,,,evolved,ash [2014],with crystals [2014],evolved ash,evolved ash with crystals,ash with crystals,,gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-3,H,3,A,32.0,57.0,21.22,21.47,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-3,H,3,A,57.0,59.0,21.47,21.49,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-3,H,3,A,59.0,67.0,21.49,21.57,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-3,H,3,A,67.0,72.0,21.57,21.62,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,black,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-3,H,3,A,72.0,86.0,21.62,21.76,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-3,H,3,A,86.0,91.0,21.76,21.81,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-3,H,3,A,91.0,150.0,21.81,22.4,I,,,,,mud [2014],with lapilli [2014],mud,mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],rounded,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-4,H,4,A,0.0,5.0,22.4,22.45,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-4,H,4,A,5.0,15.0,22.45,22.55,I,,,,mafic,lapilli-ash [2014],with mud [2014],mafic lapilli-ash,mafic lapilli-ash with mud,lapilli-ash with mud,,dark gray,,silt [W22_1],2,granule [W22_2],8,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-4,H,4,A,15.0,46.0,22.55,22.86,I,,,,,mud [2014],with lapilli [2014],mud,mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],rounded,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-4,H,4,A,46.0,62.0,22.86,23.02,I,,,,"matrix-supported, monomictic, evolved [2014]",lapilli-ash [2014],,"matrix-supported, monomictic, evolved lapilli-ash","matrix-supported, monomictic, evolved lapilli-ash",lapilli-ash,,gray,,silt [W22_1],2,granule [W22_2],8,,,,,,,non-graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-4,H,4,A,62.0,107.0,23.02,23.47,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-4,H,4,A,107.0,114.0,23.47,23.54,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-4,H,4,A,114.0,150.0,23.54,23.9,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-5,H,5,A,0.0,27.0,23.9,24.17,I,,,,,mud [2014],with lapilli [2014],mud,mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],rounded,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-5,H,5,A,27.0,28.0,24.17,24.18,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,coarse sand [W22_2],6,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-5,H,5,A,28.0,44.0,24.18,24.34,I,,,,,mud [2014],with lapilli [2014],mud,mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-5,H,5,A,44.0,52.0,24.34,24.42,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,5,5-5,H,5,A,52.0,61.0,24.42,24.51,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-1,H,1,A,0.0,61.0,24.5,25.11,I,,,,"clast-supported, polymictic",lapilli [2014],,"clast-supported, polymictic lapilli","clast-supported, polymictic lapilli",lapilli,,gray,,granule [W22_2],8,pebble [W22_2],9,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-1,H,1,A,61.0,109.0,25.11,25.59,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-1,H,1,A,109.0,126.0,25.59,25.76,I,,,,evolved,lapilli-ash [2014],,evolved lapilli-ash,evolved lapilli-ash,lapilli-ash,,gray,,fine sand [W22_2],4,pebble [W22_2],9,,,,,,,reversely graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-1,H,1,A,126.0,150.0,25.76,26.0,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-2,H,2,A,0.0,2.0,26.0,26.02,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-2,H,2,A,2.0,11.0,26.02,26.11,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-2,H,2,A,11.0,13.0,26.11,26.13,I,,,,evolved,ash [2014],with lapilli [2014],evolved ash,evolved ash with lapilli,ash with lapilli,,dark gray,,coarse sand [W22_2],6,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-2,H,2,A,13.0,25.0,26.13,26.25,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-2,H,2,A,25.0,27.0,26.25,26.27,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,brown,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-2,H,2,A,27.0,55.0,26.27,26.55,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-2,H,2,A,55.0,58.0,26.55,26.58,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-2,H,2,A,58.0,79.0,26.58,26.79,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-2,H,2,A,79.0,88.0,26.79,26.88,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,normally coarse-tail graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-2,H,2,A,88.0,100.0,26.88,27.0,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-2,H,2,A,100.0,102.0,27.0,27.02,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-2,H,2,A,102.0,117.0,27.02,27.17,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-2,H,2,A,117.0,118.0,27.17,27.18,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-2,H,2,A,118.0,150.0,27.18,27.5,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-3,H,3,A,0.0,35.0,27.5,27.85,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-3,H,3,A,35.0,36.0,27.85,27.86,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-3,H,3,A,36.0,50.0,27.86,28.0,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-3,H,3,A,50.0,52.0,28.0,28.02,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,coarse sand [W22_2],6,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-3,H,3,A,52.0,62.0,28.02,28.12,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-3,H,3,A,62.0,67.0,28.12,28.17,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-3,H,3,A,67.0,72.0,28.17,28.22,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-3,H,3,A,72.0,76.0,28.22,28.26,I,,,,mafic,lapilli-ash [2014],,mafic lapilli-ash,mafic lapilli-ash,lapilli-ash,,dark gray,,fine sand [W22_2],4,granule [W22_2],8,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-3,H,3,A,76.0,82.0,28.26,28.32,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-3,H,3,A,82.0,85.0,28.32,28.35,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
