Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1464D-11H-2-A,0,150,90.5,92.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,,,slight,2.0,,,"Unlithified, light greenish gray wackestone containing medium sand sized grains. Some black grains.",,,,356,U1464,D,11,H,2,A,,,
356-U1464D-11H-3-A,0,142,92.0,93.42,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,,,slight,2.0,,,"Unlithified, light greenish gray wackestone containing medium sand sized grains. Some black grains. The degree of lithification varies between unlithified and partially lithified, but partially lithified intervals predominate. Some small benthic forams occur towards the base of the core.",,,,356,U1464,D,11,H,3,A,,,
356-U1464D-11H-4-A,0,150,93.5,95.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light olive gray,foraminifera (small benthic),,,,moderate,3.0,,,"Unlithified, olive gray wackestone containing medium sand sized grains. Some black grains. Color mottling between darker and lighter shades due to bioturbation.",,,,356,U1464,D,11,H,4,A,,,
356-U1464D-11H-5-A,0,150,95.0,96.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,,,slight,2.0,,,"Unlithified, light greenish gray wackestone containing medium sand sized grains. Some black grains.",,,,356,U1464,D,11,H,5,A,,,
356-U1464D-11H-6-A,0,150,96.5,98.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,,,slight,2.0,,,"Unlithified, light greenish gray wackestone containing medium sand sized grains. Some black grains. Small benthic forams are common.",,,,356,U1464,D,11,H,6,A,,,
356-U1464D-11H-7-A,0,78,98.0,98.78,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,,,slight,2.0,,,"Unlithified, light greenish gray wackestone containing medium sand sized grains. Some black grains. Small benthic forams are present but less abundant than in the overlying interval.",,,,356,U1464,D,11,H,7,A,,,
356-U1464D-11H-CC-A,0,15,98.78,98.93,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light greenish gray wackestone containing medium sand sized grains. Some black grains. Few small benthic forams are present.",,,,356,U1464,D,11,H,CC,A,,,
356-U1464D-12H-1-A,0,150,98.5,100.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,,,slight,2.0,,,"Unlithified, light greenish gray wackestone containing medium sand sized grains. Some black grains. Few small benthic forams are present. Some pyrite grains and very small nodules.",,,,356,U1464,D,12,H,1,A,,,
356-U1464D-12H-2-A,0,150,100.0,101.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light greenish gray wackestone containing medium sand sized grains. Some black grains. Few small benthic forams are present.",,,,356,U1464,D,12,H,2,A,,,
356-U1464D-12H-3-A,0,150,101.5,103.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,,,slight,2.0,,,"Unlithified, light greenish gray wackestone containing medium sand sized grains. Some black grains. Few small benthic forams are present. Some pyrite grains and very small nodules.",,,,356,U1464,D,12,H,3,A,,,
356-U1464D-12H-4-A,0,150,103.0,104.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,slight,2.0,,,"Unlithified, homogeneous, wackestone with fine to medium sand size grains. It contains small benthic foraminifers, and unidentified bioclasts.",,,,356,U1464,D,12,H,4,A,,,
356-U1464D-12H-5-A,0,150,104.5,106.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,slight,2.0,,,"Unlithified, homogeneous, wackestone with fine to medium sand size grains. It contains small benthic foraminifers, and unidentified bioclasts. Disseminated pyrite patches and nodules occur.",,,,356,U1464,D,12,H,5,A,,,
356-U1464D-12H-5-A,0,150,104.5,106.0,,,,,,,,,,,pyrite nodule,,,,,,,,,,356,U1464,D,12,H,5,A,,,
356-U1464D-12H-6-A,0,150,106.0,107.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,slight,2.0,,,"Unlithified, homogeneous, wackestone with fine to medium sand size grains. It contains small benthic foraminifers, and unidentified bioclasts. Disseminated pyrite patches and nodules occur.",,,,356,U1464,D,12,H,6,A,,,
356-U1464D-12H-7-A,0,63,107.5,108.13,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,slight,2.0,,,"Unlithified, homogeneous, wackestone with fine to medium sand size grains. It contains small benthic foraminifers, and unidentified bioclasts. Disseminated pyrite patches and nodules occur.",,,,356,U1464,D,12,H,7,A,,,
356-U1464D-12H-CC-A,0,11,108.13,108.24,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,,,,,"Unlithified, homogeneous, wackestone with fine to medium sand size grains. It contains small benthic foraminifers, and unidentified bioclasts. Disseminated pyrite patches and nodules occur.",,,,356,U1464,D,12,H,CC,A,,,
356-U1464D-12H-CC-A,11,16,108.24,108.29,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,D,12,H,CC,A,,,
356-U1464D-13H-1-A,0,150,108.0,109.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,slight,2.0,,,"Unlithified, light grayish green homogeneous wackestone with fine sand size grains. It contains sparse unidentified bioclasts, and disseminated pyrite patches.",,,,356,U1464,D,13,H,1,A,,,
356-U1464D-13H-2-A,0,150,109.5,111.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,slight,2.0,,,"Unlithified, light grayish green homogeneous wackestone with fine sand size grains. It contains sparse unidentified bioclasts, and disseminated pyrite patches. Small (d=1 cm) concretions occur.",,,,356,U1464,D,13,H,2,A,,,
356-U1464D-13H-2-A,0,150,109.5,111.0,,,,,,,,,,,concretion,,,,,,,,,,356,U1464,D,13,H,2,A,,,
356-U1464D-13H-3-A,0,150,111.0,112.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,slight,2.0,,,"Unlithified, light grayish green homogeneous wackestone with fine sand size grains. It contains some small benthic foraminifers, and disseminated pyrite patches.",,,,356,U1464,D,13,H,3,A,,,
356-U1464D-13H-4-A,0,150,112.5,114.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,pyrite (disseminated),,slight,2.0,,,"Unlithified, homogeneous wackestone with fine to medium sand size grains. Foram rich patches sporadically occur.",,,,356,U1464,D,13,H,4,A,,,
356-U1464D-13H-5-A,0,150,114.0,115.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,,,,,"Unlithified, homogeneous light grayish green wackestone with fine sand size grains. At the lower part of the section (104-117 cm depth), large shell fragments occur, possibly oyster.",,,,356,U1464,D,13,H,5,A,,,
356-U1464D-13H-6-A,0,150,115.5,117.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,moderate,3.0,,,"Unlithified, homogeneous wackestone . It contains unidentified skeletal fragments and small concretions (d=3 cm). At the upper part of the section, mud patches are intercalated with wackestone.",,,,356,U1464,D,13,H,6,A,,,
356-U1464D-13H-6-A,0,150,115.5,117.0,,,,,,,,,,,concretion,,,,,,,,,,356,U1464,D,13,H,6,A,,,
356-U1464D-13H-7-A,0,61,117.0,117.61,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,slight,2.0,,,"Unlithified, homogeneous, light grayish green wackestone with disseminated pyrite patches.",,,,356,U1464,D,13,H,7,A,,,
356-U1464D-13H-CC-A,0,23,117.61,117.84,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,,,,,,,Unlithified homogeneous wackestone with fine to medium sand size grains.,,,,356,U1464,D,13,H,CC,A,,,
356-U1464D-13H-CC-A,23,28,117.84,117.89,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,D,13,H,CC,A,,,
356-U1464D-14H-1-A,0,150,117.5,119.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,foraminifera (planktic),,pyrite (disseminated),,slight,2.0,bioturbated,sub-horizontal,"Unlithified, homogeneous light grayish green wackestone with fine sand size grains, and disseminated pyrite patches. It contains mud patches and sparse planktic foraminifers.",,,,356,U1464,D,14,H,1,A,,,
356-U1464D-14H-2-A,0,50,119.0,119.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light greenish gray,,,concretion,,slight,2.0,,,"Unlithified, homogeneos light greenish green wackestone. It contains unidentified bioclasts, and small (d=0.5 cm) concretions.",,,,356,U1464,D,14,H,2,A,,,
356-U1464D-14H-2-A,0,50,119.0,119.5,,,,,,,,,,,pyrite (disseminated),,,,,,,,,,356,U1464,D,14,H,2,A,,,
356-U1464D-14H-2-A,50,150,119.5,120.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,concretion,,slight,2.0,,,"Unlithified, homogeneous light grayish green wackestone with fine sand size grains. It contains small (d=1 cm) celestite nodule, a echinoderm, unidentified bioclasts.",,,,356,U1464,D,14,H,2,A,,,
356-U1464D-14H-2-A,50,150,119.5,120.5,,,,,,,,,,,pyrite (disseminated),,,,,,,,,,356,U1464,D,14,H,2,A,,,
356-U1464D-14H-3-A,0,150,120.5,122.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light greenish gray,,,pyrite (disseminated),,,,bioturbated,sub-horizontal,"unlithified, light greenish gray homogeneous wackestone. Moderate bioturbation.",,,,356,U1464,D,14,H,3,A,,,
356-U1464D-14H-4-A,0,150,122.0,123.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,pyrite (disseminated),,slight,2.0,,,"Unlithified, homogeneous wackestone with fine to medium sand size grains. At the upper part of the section, partially lithified concretion bands are frequently intercalated with wackestone.",,,,356,U1464,D,14,H,4,A,,,
356-U1464D-14H-5-A,0,150,123.5,125.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate,3.0,,,"Unlithified, homogeneous wackestone with fine sand size grains. It contains some small benthic foraminifers, and unidentified bioclasts. Dissemintaed pyrite patches sporadically occur.",,,,356,U1464,D,14,H,5,A,,,
356-U1464D-14H-6-A,0,150,125.0,126.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,moderate,3.0,,,"Unlithified, homogeneous wackestone containing celestite nodule, and disseminated pyrite patches. Partially lithified concretion are occur throughout the section.",,,,356,U1464,D,14,H,6,A,,,
356-U1464D-14H-6-A,0,150,125.0,126.5,,,,,,,,,,,concretion,,,,,,,,,,356,U1464,D,14,H,6,A,,,
356-U1464D-14H-7-A,0,74,126.5,127.24,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,moderate,3.0,,,"Unlithified, homogeneous wackestone with small (d=0.5 cm) concretions. It contains disseminated pyrite patches frequently.",,,,356,U1464,D,14,H,7,A,,,
356-U1464D-14H-7-A,0,74,126.5,127.24,,,,,,,,,,,concretion,,,,,,,,,,356,U1464,D,14,H,7,A,,,
356-U1464D-14H-CC-A,0,18,127.24,127.42,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, homogeneous wackestone.",,,,356,U1464,D,14,H,CC,A,,,
356-U1464D-14H-CC-A,18,23,127.42,127.47,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,D,14,H,CC,A,,,
356-U1464D-15H-1-A,0,150,127.0,128.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate,3.0,,,"Unlithified, homogeneous wackestone with vfs to fine sand size grains. Partially lithified concretions are intercalated with wackestone. Disseminated pyrite patches are occur.",,,,356,U1464,D,15,H,1,A,,,
356-U1464D-15H-2-A,0,150,128.5,130.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,moderate,3.0,,,"Unlithified, homogeneous wackestone with vfs to fine sand size grains. Partially lithified concretions are intercalated with wackestone. Disseminated pyrite patches are occur.",,,,356,U1464,D,15,H,2,A,,,
356-U1464D-15H-3-A,0,150,130.0,131.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,moderate,3.0,,,"Unlithified, homogeneous wackestone with vfs to fine sand size grains. Partially lithified concretions are intercalated with wackestone. Disseminated pyrite patches are occur.",,,,356,U1464,D,15,H,3,A,,,
356-U1464D-15H-4-A,0,150,131.5,133.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,,,,,"Unlithified homogeneous wackestone. It contains disseminated pyrite patches, small concretions, and unidentified bioclasts.",,,,356,U1464,D,15,H,4,A,,,
356-U1464D-15H-4-A,0,150,131.5,133.0,,,,,,,,,,,concretion,,,,,,,,,,356,U1464,D,15,H,4,A,,,
356-U1464D-15H-5-A,0,150,133.0,134.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,moderate,3.0,,,"Unlithified homogeneous wackestone. It contains disseminated pyrite patches, partially lithified concretions, and unidentified bioclasts.",,,,356,U1464,D,15,H,5,A,,,
356-U1464D-15H-5-A,0,150,133.0,134.5,,,,,,,,,,,concretion,,,,,,,,,,356,U1464,D,15,H,5,A,,,
356-U1464D-15H-6-A,0,150,134.5,136.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,bivalve,,pyrite (disseminated),,slight,2.0,,,"Unlithified homogeneous wackestone. At the upper most part of the section (5 cm depth fossil shell fragments occur, possibly oyster.",,,,356,U1464,D,15,H,6,A,,,
356-U1464D-15H-6-A,0,150,134.5,136.0,,,,,,,,,,,concretion,,,,,,,,,,356,U1464,D,15,H,6,A,,,
356-U1464D-15H-7-A,0,69,136.0,136.69,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,,,,,"Unlithified homogeneous wackestone. It contains disseminated pyrite patches, partially lithified concretions, and unidentified bioclasts.",,,,356,U1464,D,15,H,7,A,,,
356-U1464D-15H-7-A,69,71,136.69,136.71,,,,,,,,,,,,,,,,,void,,,,356,U1464,D,15,H,7,A,,,
356-U1464D-15H-CC-A,0,8,136.71,136.79,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,,,,,wavy,sub-horizontal,"Unlithified, homogeneous wackestone.",,,,356,U1464,D,15,H,CC,A,,,
356-U1464D-15H-CC-A,8,16,136.79,136.87,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, homogeneous wackestone.",,,,356,U1464,D,15,H,CC,A,,,
356-U1464D-15H-CC-A,16,21,136.87,136.92,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,D,15,H,CC,A,,,
356-U1464D-16H-1-A,0,150,136.5,138.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,slight,2.0,,,"Unlithified, homogeneous wackestone with vfs to fine sand size grains. Partially lithified concretions are intercalated with wackestone. Disseminated pyrite patches are occur.",,,,356,U1464,D,16,H,1,A,,,
356-U1464D-16H-2-A,0,150,138.0,139.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,slight,2.0,,,"Unlithified, homogeneous wackestone with vfs to fine sand size grains. Partially lithified concretions are intercalated with wackestone. Disseminated pyrite patches and unidentified bioclasts occur.",,,,356,U1464,D,16,H,2,A,,,
356-U1464D-16H-2-A,0,150,138.0,139.5,,,,,,,,,,,concretion,,,,,,,,,,356,U1464,D,16,H,2,A,,,
356-U1464D-16H-3-A,0,89,139.5,140.39,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,pyrite (disseminated),,slight,2.0,,,"Unlithified, homogeneous wackestone with vfs to fine sand size grains. Partially lithified concretions are intercalated with wackestone. Disseminated pyrite patches are occur.",,,,356,U1464,D,16,H,3,A,,,
356-U1464D-16H-3-A,0,89,139.5,140.39,,,,,,,,,,,concretion,,,,,,,,,,356,U1464,D,16,H,3,A,,,
356-U1464D-16H-3-A,89,150,140.39,141.0,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,,,,moderate,3.0,,,"Unlithified, homogeneous, light olive gray, mudstone with wackestone patches.",,,,356,U1464,D,16,H,3,A,,,
356-U1464D-16H-4-A,0,150,141.0,142.5,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,,,,moderate,3.0,,,"Unlithified, homogeneous, light olive gray, mudstone with wackestone patches.",,,,356,U1464,D,16,H,4,A,,,
356-U1464D-16H-5-A,0,30,142.5,142.8,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,,,,moderate,3.0,,,"Unlithified, homogeneous, light olive gray, mudstone with wackestone patches.",,,,356,U1464,D,16,H,5,A,,,
356-U1464D-16H-5-A,30,150,142.8,144.0,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, mottled wackestone with silt to vfs size grains. Mud patches are intercalated with wackestone frequently.",,,,356,U1464,D,16,H,5,A,,,
356-U1464D-16H-6-A,0,150,144.0,145.5,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,pyrite (disseminated),,,,,,"Unlithified, homogeneous wackestone with silt to very fine sand size grains.",,,,356,U1464,D,16,H,6,A,,,
356-U1464D-16H-7-A,0,47,145.5,145.97,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous wackestone with silt to very fine sand size grains.",,,,356,U1464,D,16,H,7,A,,,
356-U1464D-16H-7-A,47,60,145.97,146.1,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, homogeneous light olive gray mudstone.",,,,356,U1464,D,16,H,7,A,,,
356-U1464D-16H-CC-A,0,38,146.1,146.48,unlithified,,wackestone,2.0,,wackestone,hemipelagic,light olive gray,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous wackestone with silt to very fine sand size grains.",,,,356,U1464,D,16,H,CC,A,,,
356-U1464D-16H-CC-A,38,43,146.48,146.53,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,D,16,H,CC,A,,,
356-U1464D-17H-1-A,0,150,146.0,147.5,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light gray,foraminifera (small benthic),,concretion,,slight,2.0,,,"Unlithified, homogeneous light gray mudstone. It contains small benthic foraminifers, and sparse celestite nodules.",,,,356,U1464,D,17,H,1,A,,,
356-U1464D-17H-2-A,0,150,147.5,149.0,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light gray,foraminifera (small benthic),,concretion,,slight,2.0,,,"Unlithified, homogeneous light gray mudstone. It contains small benthic foraminifers, and sparse celestite nodules.",,,,356,U1464,D,17,H,2,A,,,
356-U1464D-17H-3-A,0,150,149.0,150.5,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light gray,foraminifera (small benthic),,pyrite (disseminated),,,,,,"Unlithified, homogeneous light gray mudstone. It contains small benthic foraminifers, and sparse celestite nodules.",,,,356,U1464,D,17,H,3,A,,,
356-U1464D-17H-3-A,0,150,149.0,150.5,,,,,,,,,,,concretion,,,,,,,,,,356,U1464,D,17,H,3,A,,,
356-U1464D-17H-4-A,0,150,150.5,152.0,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light gray,foraminifera (small benthic),,pyrite (disseminated),,slight,2.0,,,"Unlithified, homogeneous mudstone with small concretions.",,,,356,U1464,D,17,H,4,A,,,
356-U1464D-17H-4-A,0,150,150.5,152.0,,,,,,,,,,,concretion,,,,,,,,,,356,U1464,D,17,H,4,A,,,
356-U1464D-17H-5-A,0,150,152.0,153.5,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light gray,foraminifera (small benthic),,pyrite (disseminated),,slight,2.0,,,"Unlithified homogeneous mudstone with disseminated pyrite patches, and small concretions, possibly celesite nodule.",,,,356,U1464,D,17,H,5,A,,,
356-U1464D-17H-5-A,0,150,152.0,153.5,,,,,,,,,,,concretion,,,,,,,,,,356,U1464,D,17,H,5,A,,,
356-U1464D-17H-6-A,0,150,153.5,155.0,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light gray,foraminifera (small benthic),,pyrite (disseminated),,slight,2.0,,,"Unlithified, light gray homogeneous mudstone with small benthic foraminifers.",,,,356,U1464,D,17,H,6,A,,,
356-U1464D-17H-7-A,0,70,155.0,155.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light gray,foraminifera (small benthic),,pyrite (disseminated),,slight,2.0,,,"Unlithified, light gray homogeneous mudstone with small benthic foraminifers. Partially lithified concretions contain.",,,,356,U1464,D,17,H,7,A,,,
356-U1464D-17H-CC-A,0,15,155.7,155.85,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light gray,foraminifera (small benthic),,pyrite (disseminated),,,,,,"Unlithified, light gray homogeneous mudstone with small benthic foraminifers.",,,,356,U1464,D,17,H,CC,A,,,
356-U1464D-17H-CC-A,15,20,155.85,155.9,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,D,17,H,CC,A,,,
356-U1464D-18H-1-A,0,150,155.5,157.0,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, light greenish gray homogeneous mudstone with sparse shell fragments and disseminated pyrite. A bryozoa",,,,356,U1464,D,18,H,1,A,,,
356-U1464D-18H-2-A,0,150,157.0,158.5,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,Unlithified homogeneous olive-gray mudstone. Occasional shell fragments and benthic forms. Occasional sandier burrows with some benthic forams and pyrite concentrations,,,,356,U1464,D,18,H,2,A,,,
356-U1464D-18H-3-A,0,150,158.5,160.0,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, mostly homogeneous olive gray mudstone. Occasional benthic forams, shell fragments and 1 free bryozoan. Occasional burrows with pyrite concentrations. 2 sandier intervals in upper 25 cm have more borrows and pyrite.",,,,356,U1464,D,18,H,3,A,,,
356-U1464D-18H-4-A,0,150,160.0,161.5,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, mostly homogeneous olive gray mudstone. Occasional benthic forams, shell fragments and 1 free bryozoan. Occasional burrows with pyrite concentrations. Middle third is slightly sandier intervals with more borrows and pyrite.",,,,356,U1464,D,18,H,4,A,,,
356-U1464D-18H-5-A,0,150,161.5,163.0,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, mostly homogeneous olive gray mudstone. Occasional benthic forams, bivalve fragments. Occasional burrows with pyrite concentrations.",,,,356,U1464,D,18,H,5,A,,,
356-U1464D-18H-6-A,0,57,163.0,163.57,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unnlithified, olive gray homogeneous mudstone with pyrite mainly in burrows, occasional shell fragments and benthic forams",,,,356,U1464,D,18,H,6,A,,,
356-U1464D-19H-1-A,0,150,165.0,166.5,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,concretion,,slight,2.0,scoured,sub-vertical,"Unlithified, olive gray mudstone with slight bioturbaton. Sparse disseminated pyrite mainly in burrows, From 7-9 cm a concretion of most likely celestite. At 47 cm a scoured sub-vertical contact with fine sand above for 2 cm",,,,356,U1464,D,19,H,1,A,,,
356-U1464D-19H-2-A,0,150,166.5,168.0,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,pyrite nodule,,slight,2.0,bioturbated,sub-horizontal,"Unlithified, olive gray homogeneous mudstone with slight bioturbation. Disseminated pyrite mainly in burrows. In burrows celestite nodules and pyrite nodules. A gradational and bioturbated contact at 140 cm into light olive gray",,,,356,U1464,D,19,H,2,A,,,
356-U1464D-19H-2-A,0,150,166.5,168.0,,,,,,,,,,,pyrite (disseminated),,,,,,,,,,356,U1464,D,19,H,2,A,,,
356-U1464D-19H-3-A,0,87,168.0,168.87,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,parallel lamination,,,moderate,3.0,scoured,sub-horizontal,"Unlithified, light olive gray mudstone with fine sand. A sharp, scoured contact at base. Parallel laminae contain fine sand. Moderate bioturbation. Slight disseminated pyrite. One urchin spine and sparse shell fragments (fine sand size)",,,,356,U1464,D,19,H,3,A,,,
356-U1464D-19H-3-A,87,150,168.87,169.5,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with sparse disseminated pyrite in burrows and sparse shell fragments",,,,356,U1464,D,19,H,3,A,,,
356-U1464D-19H-4-A,0,150,169.5,171.0,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,parallel lamination,concretion,,moderate,3.0,scoured,sub-horizontal,"Unlithified, olive gray mudstone with sparse disseminated pyrite in burrows and sparse shell fragments. From 43-52 cm parallel fine sand laminae. From 74 - 131 cm fine to sand size grains, abundant celestite nodules and common bioturbation. A scoured contact at base. Occasional shell fragment and two bryozoan fragments",,,,356,U1464,D,19,H,4,A,,,
356-U1464D-19H-4-A,0,150,169.5,171.0,,,,,,,,,,,,,,,gradational,sub-horizontal,,,,,356,U1464,D,19,H,4,A,,,
356-U1464D-19H-5-A,0,150,171.0,172.5,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation and disseminated pyrite in burrows. Occasional shell fragment and benthic foram",,,,356,U1464,D,19,H,5,A,,,
356-U1464D-19H-6-A,0,69,172.5,173.19,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation. Pyrite disseminated in burrows, occasional shell fragments.",,,,356,U1464,D,19,H,6,A,,,
356-U1464D-20H-1-A,0,106,173.2,174.26,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation and pyrite concentrated in burrows. Occasional benthic foram and sand size shell fragments",,,,356,U1464,D,20,H,1,A,,,
356-U1464D-20H-1-A,106,150,174.26,174.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,parallel lamination,,,moderate,3.0,,,"Unlithified, olive gray mudstone with fine sand dissemiated and as laminae and lenses. Moderate bioturbation. Pyrite concentrated in burrows. Occasional sand size shell fragments",,,,356,U1464,D,20,H,1,A,,,
356-U1464D-20H-2-A,0,104,174.7,175.74,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,planar lamination,,,common,4.0,sharp,sub-vertical,"Unlithified, olive gray mudstone with disseminated and lenses of fine sand. Common bioturbation. Occasional shell fragments.",,,,356,U1464,D,20,H,2,A,,,
356-U1464D-20H-2-A,104,150,175.74,176.2,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithified, olive gray mudstone with slight bioturbation, a free bryozoan and disseminated pyrite in burrows.",,,,356,U1464,D,20,H,2,A,,,
