Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links
351-U1438D-8R-1-A,351,U1438,D,8,8-1,R,1,A,,15,40,267.45,267.7,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,clay [W22_1],1,silt [W22_1],2,,,gradational,sub-horizontal,,poor [2014],,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-1-A,351,U1438,D,8,8-1,R,1,A,,40,55,267.7,267.85,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5YR 6/1 (gray),,silt [W22_1],2,very fine sand [W22_2],3,,irregular,bioturbated,inclined,,poor [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-1-A,351,U1438,D,8,8-1,R,1,A,,55,78,267.85,268.08,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,N 4 (dark gray),,clay [W22_1],1,silt [W22_1],2,,,gradational,inclined,,poor [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-1-A,351,U1438,D,8,8-1,R,1,A,,78,85,268.08,268.15,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,n 5 (gray),,silt [W22_1],2,silt [W22_1],2,,,gradational,inclined,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-1-A,351,U1438,D,8,8-1,R,1,A,,85,92,268.15,268.22,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,n 5 (gray),,silt [W22_1],2,very fine sand [W22_2],3,,,gradational,inclined,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-1-A,351,U1438,D,8,8-1,R,1,A,,92,97,268.22,268.27,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sand,,,N 4 (dark gray),,very fine sand [W22_2],3,medium sand [W22_2],5,,,gradational,inclined,,poor [2014],normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-2-IW-SCCARB-ICP,351,U1438,D,8,8-2,R,2,IW,SCCARB-ICP,0,1,268.68,268.69,,,,,Tuffaceous,fine sandstone [2014],,Tuffaceous fine sandstone,Tuffaceous fine sandstone,fine sandstone,,,N 6 (gray),,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-2-A,351,U1438,D,8,8-2,R,2,A,,0,17,268.27,268.44,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,clay [W22_1],1,silt [W22_1],2,,,gradational,inclined,,poor [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-2-A,351,U1438,D,8,8-2,R,2,A,,17,35,268.44,268.62,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5YR 6/1 (gray),,silt [W22_1],2,very fine sand [W22_2],3,,,gradational,inclined,,poor [2014],normally graded,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-2-A,351,U1438,D,8,8-2,R,2,A,,35,41,268.62,268.68,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sand,,,N 5 (gray),,very fine sand [W22_2],3,fine sand [W22_2],4,,,gradational,sub-horizontal,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-3-A,351,U1438,D,8,8-3,R,3,A,,0,11,268.87,268.98,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sand,,,N 5 (gray),,fine sand [W22_2],4,medium sand [W22_2],5,,,gradational,sub-horizontal,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-3-A,351,U1438,D,8,8-3,R,3,A,,11,19,268.98,269.06,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sand,,,N 3 (very dark gray),,medium sand [W22_2],5,coarse sand [W22_2],6,,planar,scoured,sub-horizontal,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-3-A,351,U1438,D,8,8-3,R,3,A,,19,48,269.06,269.35,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,N 6 (gray),,silt [W22_1],2,silt [W22_1],2,,,gradational,sub-horizontal,,poor [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-3-A,351,U1438,D,8,8-3,R,3,A,,48,58,269.35,269.45,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sand,,,N 5 (gray),,very fine sand [W22_2],3,fine sand [W22_2],4,,,gradational,sub-horizontal,,poor [2014],,cross-lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-3-A,351,U1438,D,8,8-3,R,3,A,,58,70,269.45,269.57,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sand,,,N 5 (gray),,fine sand [W22_2],4,medium sand [W22_2],5,,,sharp,horizontal,,poor [2014],normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-3-A,351,U1438,D,8,8-3,R,3,A,,70,77,269.57,269.64,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,N 5 (gray),,silt [W22_1],2,silt [W22_1],2,,,gradational,sub-horizontal,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-3-A,351,U1438,D,8,8-3,R,3,A,,77,84,269.64,269.71,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sand,,,N 3 (very dark gray),,very fine sand [W22_2],3,fine sand [W22_2],4,,,gradational,sub-horizontal,,poor [2014],,cross-lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-8R-3-A,351,U1438,D,8,8-3,R,3,A,,84,97,269.71,269.84,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sand,,,5YR 6/1 (gray),,fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,poor [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-1-IW-SCCARB-ICP,351,U1438,D,9,9-1,R,1,IW,SCCARB-ICP,0,1,278.31,278.32,,,,,Tuffaceous,fine sandstone [2014],,Tuffaceous fine sandstone,Tuffaceous fine sandstone,fine sandstone,,,5GY 6/1 (greenish gray),,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-1-A,351,U1438,D,9,9-1,R,1,A,,0,18,277,277.18,,,,,tuffaceous,fine sandstone [2014],with mud [2014],tuffaceous fine sandstone,tuffaceous fine sandstone with mud,fine sandstone with mud,,,5G 2.5/1 (greenish black),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,irregular,sharp,inclined,,well [2014],non-graded,cross-bedded,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-1-A,351,U1438,D,9,9-1,R,1,A,,18,31,277.18,277.31,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),consolidated [2014],silt [W22_1],2,silt [W22_1],2,,irregular,gradational,inclined,,moderate [2014],non-graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-1-A,351,U1438,D,9,9-1,R,1,A,,31,46,277.31,277.46,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 2.5/1 (greenish black),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,irregular,wavy,inclined,,moderate [2014],non-graded,cross-bedded,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-1-A,351,U1438,D,9,9-1,R,1,A,,46,61,277.46,277.61,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5GY 6/1 (greenish gray),consolidated [2014],silt [W22_1],2,silt [W22_1],2,,irregular,gradational,inclined,,moderate [2014],normally graded,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-1-A,351,U1438,D,9,9-1,R,1,A,,61,63,277.61,277.63,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5Y 6/1 (gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,irregular,wavy,inclined,,moderate [2014],non-graded,cross-bedded,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-1-A,351,U1438,D,9,9-1,R,1,A,,63,101,277.63,278.01,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5GY 6/1 (greenish gray),consolidated [2014],silt [W22_1],2,silt [W22_1],2,,planar,sharp,inclined,,moderate [2014],normally graded,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-1-A,351,U1438,D,9,9-1,R,1,A,,101,112,278.01,278.12,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sand,,,5Y 6/1 (gray),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,inclined,,moderate [2014],normally graded,cross-bedded,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-1-A,351,U1438,D,9,9-1,R,1,A,,112,131,278.12,278.31,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,N 3 (very dark gray),consolidated [2014],silt [W22_1],2,silt [W22_1],2,,,,,,moderate [2014],non-graded,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-2-A,351,U1438,D,9,9-2,R,2,A,,0,34,278.5,278.84,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5GY 6/1 (greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,irregular,sharp,sub-horizontal,,moderate [2014],normally graded,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-2-A,351,U1438,D,9,9-2,R,2,A,,34,57,278.84,279.07,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5GY 6/1 (greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,irregular,sharp,sub-horizontal,,moderate [2014],normally graded,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-2-A,351,U1438,D,9,9-2,R,2,A,,57,83,279.07,279.33,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5GY 6/1 (greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,irregular,gradational,inclined,,moderate [2014],normally graded,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-2-A,351,U1438,D,9,9-2,R,2,A,,83,100,279.33,279.5,,,,,tuffaceous,sandstone [2014],with mud [2014],tuffaceous sandstone,tuffaceous sandstone with mud,sandstone with mud,,,N 4 (dark gray),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,irregular,sharp,horizontal,,moderate [2014],normally graded,wavy bedding,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-2-A,351,U1438,D,9,9-2,R,2,A,,100,118,279.5,279.68,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5GY 6/1 (greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,horizontal,,moderate [2014],normally graded,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-2-A,351,U1438,D,9,9-2,R,2,A,,118,131,279.68,279.81,,,,,tuffaceous,sandstone [2014],with mud [2014],tuffaceous sandstone,tuffaceous sandstone with mud,sandstone with mud,,,N 4 (dark gray),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,moderate [2014],normally graded,wavy bedding,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-3-A,351,U1438,D,9,9-3,R,3,A,,0,28,279.81,280.09,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5GY 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,irregular,gradational,sub-horizontal,,moderate [2014],non-graded,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-3-A,351,U1438,D,9,9-3,R,3,A,,28,38,280.09,280.19,,,,,tuffaceous,sandstone [2014],with mud [2014],tuffaceous sandstone,tuffaceous sandstone with mud,sandstone with mud,,,N 4 (dark gray),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,irregular,sharp,horizontal,,poor [2014],normally graded,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-3-A,351,U1438,D,9,9-3,R,3,A,,38,58,280.19,280.39,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5GY 6/1 (greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,irregular,sharp,inclined,,moderate [2014],,planar lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-3-A,351,U1438,D,9,9-3,R,3,A,,58,73,280.39,280.54,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5GY 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,irregular,gradational,horizontal,,poor [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-9R-3-A,351,U1438,D,9,9-3,R,3,A,,73,85,280.54,280.66,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5GY 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-1-A,351,U1438,D,10,10-1,R,1,A,,0,33,286.7,287.03,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),,silt [W22_1],2,very fine sand [W22_2],3,,planar,sharp,horizontal,,moderate [2014],normally graded,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-1-A,351,U1438,D,10,10-1,R,1,A,,33,67,287.03,287.37,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),,silt [W22_1],2,very fine sand [W22_2],3,,planar,gradational,horizontal,,moderate [2014],normally graded,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-1-A,351,U1438,D,10,10-1,R,1,A,,67,95,287.37,287.65,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sand,,,5Y 2.5/1 (black),,fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,inclined,,moderate [2014],normally graded,cross-lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-1-A,351,U1438,D,10,10-1,R,1,A,,95,107,287.65,287.77,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),,silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,horizontal,,moderate [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-1-A,351,U1438,D,10,10-1,R,1,A,,107,110,287.77,287.8,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),,silt [W22_1],2,silt [W22_1],2,,irregular,bioturbated,horizontal,,moderate [2014],non-graded,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-1-A,351,U1438,D,10,10-1,R,1,A,,110,117,287.8,287.87,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5YR 2.5/1 (black),,fine sand [W22_2],4,fine sand [W22_2],4,,planar,scoured,horizontal,,moderate [2014],normally graded,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-1-A,351,U1438,D,10,10-1,R,1,A,,117,146,287.87,288.16,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),,silt [W22_1],2,silt [W22_1],2,,,,,,moderate [2014],normally graded,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-2-A,351,U1438,D,10,10-2,R,2,A,,0,17,288.16,288.33,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),,silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,,,,normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-2-A,351,U1438,D,10,10-2,R,2,A,,17,65,288.33,288.81,,,,,tuffaceous,fine sandstone [2014],with foraminifers [2014],tuffaceous fine sandstone,tuffaceous fine sandstone with foraminifers,fine sandstone with foraminifers,,,5Y 2.5/1 (black),,fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,,,,normally graded,cross-lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-2-A,351,U1438,D,10,10-2,R,2,A,,65,71,288.81,288.87,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2,silt [W22_1],2,,planar,gradational,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-2-A,351,U1438,D,10,10-2,R,2,A,,71,81,288.87,288.97,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,10YR 2/2 (very dark brown),,fine sand [W22_2],4,fine sand [W22_2],4,,planar,sharp,,,,normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-2-A,351,U1438,D,10,10-2,R,2,A,,81,93,288.97,289.09,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),,silt [W22_1],2,silt [W22_1],2,,planar,bioturbated,sub-horizontal,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-2-A,351,U1438,D,10,10-2,R,2,A,,93,140,289.09,289.56,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sand,,,5Y 2.5/1 (black),,fine sand [W22_2],4,coarse sand [W22_2],6,,curviplanar,sharp,,,poor [2014],,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-2-A,351,U1438,D,10,10-2,R,2,A,,140,150,289.56,289.66,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),,silt [W22_1],2,silt [W22_1],2,,,,,,,normally graded,planar lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-3-A,351,U1438,D,10,10-3,R,3,A,,0,10,289.66,289.76,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sand,,,5Y 2.5/1 (black),,fine sand [W22_2],4,fine sand [W22_2],4,,planar,sharp,horizontal,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-3-A,351,U1438,D,10,10-3,R,3,A,,10,66,289.76,290.32,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),,silt [W22_1],2,very fine sand [W22_2],3,,planar,gradational,horizontal,,poor [2014],normally graded,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-3-A,351,U1438,D,10,10-3,R,3,A,,66,73,290.32,290.39,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5Y 2.5/1 (black),,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,moderate [2014],,cross-lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-10R-CC-A,351,U1438,D,10,10-CC,R,CC,A,,0,35,290.39,290.74,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),,silt [W22_1],2,silt [W22_1],2,,,,,,poor [2014],,planar lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-11R-1-A,351,U1438,D,11,11-1,R,1,A,,0,19,296.4,296.59,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5GY 4/1 (dark greenish gray),,silt [W22_1],2,,,,irregular,gradational,,,moderate [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-11R-1-A,351,U1438,D,11,11-1,R,1,A,,19,41,296.59,296.81,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),,fine sand [W22_2],4,medium sand [W22_2],5,,irregular,scoured,,,poor [2014],normally graded,convolute bedded,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-11R-1-A,351,U1438,D,11,11-1,R,1,A,,41,56,296.81,296.96,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5GY 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,inclined,,moderate [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-11R-1-A,351,U1438,D,11,11-1,R,1,A,,56,92,296.96,297.32,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),,fine sand [W22_2],4,medium sand [W22_2],5,,irregular,sharp,,,poor [2014],normally graded,cross-bedded,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-11R-1-A,351,U1438,D,11,11-1,R,1,A,,92,104,297.32,297.44,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5GY 6/1 (greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,horizontal,,poor [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-11R-1-A,351,U1438,D,11,11-1,R,1,A,,104,126,297.44,297.66,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5GY 2/1 (light chartreuse greenish gray),,silt [W22_1],2,silt [W22_1],2,,irregular,gradational,,,moderate [2014],,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
