Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links
351-U1438D-18R-5-A,351,U1438,D,18,18-5,R,5,A,,33,46,369.81,369.94,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 4 (dark gray),consolidated [2014],fine sand [W22_2],4,coarse sand [W22_2],6,,planar,sharp,horizontal,,moderate [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-18R-5-A,351,U1438,D,18,18-5,R,5,A,,46,116,369.94,370.64,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,several cycles of grading,planar,sharp,sub-horizontal,,poor [2014],,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-18R-5-A,351,U1438,D,18,18-5,R,5,A,,116,148,370.64,370.96,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,,,,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,"volcanic, mafic [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-18R-6-A,351,U1438,D,18,18-6,R,6,A,,0,139,370.96,372.35,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,,,,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,"volcanic, mafic [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-18R-7-A,351,U1438,D,18,18-7,R,7,A,,0,102,372.35,373.37,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,,,gradational,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-18R-7-A,351,U1438,D,18,18-7,R,7,A,,102,143,373.37,373.78,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,small to very large pebbles (45 mm),,,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, mafic [2014]",sub-rounded,,,,,,,,,,,,,,,,,basalt-andesite clasts,,,,,basalt-andesite clasts,,
351-U1438D-18R-CC-A,351,U1438,D,18,18-CC,R,CC,A,,0,17,373.78,373.95,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,,,,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-1-A,351,U1438,D,19,19-1,R,1,A,,0,125,374,375.25,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 2.5 (black),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles to 10 mm,,,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, mafic [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-2-A,351,U1438,D,19,19-2,R,2,A,,0,109,375.26,376.35,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 2.5 (black),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles to 13 mm,irregular,gradational,,,poor [2014],normally graded,,none,0,,,,,lithic [2014],,,"volcanic, mafic [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-2-A,351,U1438,D,19,19-2,R,2,A,,109,140,376.35,376.66,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 4 (dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles to 20 mm,,,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-3-A,351,U1438,D,19,19-3,R,3,A,,0,73,376.66,377.39,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 4 (dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles to 20 mm,irregular,gradational,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-3-A,351,U1438,D,19,19-3,R,3,A,,73,87,377.39,377.53,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,N 3 (very dark gray),consolidated [2014],silt [W22_1],2,pebble [W22_2],9,pebbles to 6 mm,planar,gradational,,,poor [2014],reversely graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-3-A,351,U1438,D,19,19-3,R,3,A,,87,95,377.53,377.61,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 2.5 (black),consolidated [2014],fine sand [W22_2],4,pebble [W22_2],9,few pebbles to 4 mm,planar,gradational,,,poor [2014],non-graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-3-A,351,U1438,D,19,19-3,R,3,A,,95,109,377.61,377.75,,,,,tuffaceous,breccia-conglomerate [2014b],,tuffaceous breccia-conglomerate,tuffaceous breccia-conglomerate,breccia-conglomerate,,,5B 5/1 (bluish gray),consolidated [2014],pebble [W22_2],9,,,pebbles to 10 mm,,,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-4-A,351,U1438,D,19,19-4,R,4,A,,0,58,377.75,378.33,,,,,tuffaceous,breccia-conglomerate [2014b],,tuffaceous breccia-conglomerate,tuffaceous breccia-conglomerate,breccia-conglomerate,,,5B 5/1 (bluish gray),consolidated [2014],pebble [W22_2],9,,,pebbles to 27 mm,planar,gradational,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-4-A,351,U1438,D,19,19-4,R,4,A,,58,89,378.33,378.64,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 2.5 (black),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles to 11 mm,planar,gradational,,,poor [2014],normally graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-4-A,351,U1438,D,19,19-4,R,4,A,,89,102,378.64,378.77,,,,,tuffaceous,medium to coarse sandstone [2014],,tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone,medium to coarse sandstone,,,N 3 (very dark gray),consolidated [2014],coarse sand [W22_2],6,,,,planar,sharp,,,moderate [2014],normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-4-A,351,U1438,D,19,19-4,R,4,A,,102,118,378.77,378.93,,,,,tuffaceous,fine sandstone [2014],with gravel [2014b],tuffaceous fine sandstone,tuffaceous fine sandstone with gravel,fine sandstone with gravel,,,5YR 2.5/1 (black),consolidated [2014],fine sand [W22_2],4,pebble [W22_2],9,"pebble lenses, pebbles to 10 mm",irregular,sharp,,,poor [2014],normally graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-4-A,351,U1438,D,19,19-4,R,4,A,,118,136,378.93,379.11,,,,,tuffaceous,breccia-conglomerate [2014b],,tuffaceous breccia-conglomerate,tuffaceous breccia-conglomerate,breccia-conglomerate,,,5B 5/1 (bluish gray),consolidated [2014],pebble [W22_2],9,,,pebbles to 40 mm,planar,gradational,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-5-A,351,U1438,D,19,19-5,R,5,A,,0,17,379.11,379.28,,,,,tuffaceous,breccia-conglomerate [2014b],,tuffaceous breccia-conglomerate,tuffaceous breccia-conglomerate,breccia-conglomerate,,,5B 5/1 (bluish gray),consolidated [2014],pebble [W22_2],9,,,pebbles to 22 mm,planar,gradational,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-5-A,351,U1438,D,19,19-5,R,5,A,,17,145,379.28,380.56,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 2.5 (black),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles to 6 mm,irregular,scoured,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, mafic [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-5-A,351,U1438,D,19,19-5,R,5,A,,145,152,380.56,380.63,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,N 7 (light gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-19R-CC-A,351,U1438,D,19,19-CC,R,CC,A,,0,14,380.63,380.77,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 2.5 (black),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles to 7 mm,irregular,scoured,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, mafic [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-20R-1-A,351,U1438,D,20,20-1,R,1,A,,0,54,383.7,384.24,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 2.5 (black),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles to 5 mm,irregular,wavy,,,poor [2014],normally graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-20R-1-A,351,U1438,D,20,20-1,R,1,A,,54,144,384.24,385.14,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5B 2.5/1 (bluish black),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles to 12 mm,,,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-20R-2-A,351,U1438,D,20,20-2,R,2,A,,0,134,385.14,386.48,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 2.5 (black),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,pebbles to 15 mm,,,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-20R-3-A,351,U1438,D,20,20-3,R,3,A,,0,117,386.48,387.65,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 2.5 (black),consolidated [2014],medium sand [W22_2],5,granule [W22_2],8,granules to 4 mm,,,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-20R-4-IW-SCCARB-ICP,351,U1438,D,20,20-4,R,4,IW,SCCARB-ICP,0,1,388.92,388.93,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5Y 2.5/1 (black),,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-20R-4-A,351,U1438,D,20,20-4,R,4,A,,0,108,387.65,388.73,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 2.5 (black),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,pebbles to 10 mm,planar,sharp,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-20R-4-A,351,U1438,D,20,20-4,R,4,A,,108,126,388.73,388.91,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 2.5 (black),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles to 25 mm,,,,,poor [2014],reversely graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-20R-5-A,351,U1438,D,20,20-5,R,5,A,,0,138,389.12,390.5,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 2.5 (black),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles to 20 mm,,,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-20R-6-A,351,U1438,D,20,20-6,R,6,A,,0,12,390.5,390.62,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,n 2.5 (black),consolidated [2014],coarse sand [W22_2],6,granule [W22_2],8,granule to 4 mm,planar,sharp,,,poor [2014],reversely graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-20R-6-A,351,U1438,D,20,20-6,R,6,A,,12,21,390.62,390.71,,,,,tuffaceous,fine sandstone [2014],with gravel [2014b],tuffaceous fine sandstone,tuffaceous fine sandstone with gravel,fine sandstone with gravel,,,N 2.5 (black),consolidated [2014],fine sand [W22_2],4,pebble [W22_2],9,pebble to 11 mm,planar,sharp,,,poor [2014],non-graded,,,,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-20R-6-A,351,U1438,D,20,20-6,R,6,A,,21,40,390.71,390.9,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 2.5 (black),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebble to 17 mm,planar,gradational,,,poor [2014],normally graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-20R-6-A,351,U1438,D,20,20-6,R,6,A,,40,85,390.9,391.35,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 2.5 (black),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,pebbles to 10 mm,planar,sharp,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-20R-6-A,351,U1438,D,20,20-6,R,6,A,,85,92,391.35,391.42,,,,,tuffaceous,fine sandstone [2014],with gravel [2014b],tuffaceous fine sandstone,tuffaceous fine sandstone with gravel,fine sandstone with gravel,,,N 7 (light gray),consolidated [2014],fine sand [W22_2],4,pebble [W22_2],9,pebbles to 12 mm,,,,,poor [2014],non-graded,,none,0,,,,,lithic [2014],,,"volcanic, mafic [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-20R-CC-A,351,U1438,D,20,20-CC,R,CC,A,,0,7,391.42,391.49,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 2.5 (black),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebble to 12 mm,,,,,poor [2014],,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-1-A,351,U1438,D,21,21-1,R,1,A,,0,78,393.4,394.18,,,,,tuffaceous,breccia-conglomerate [2014b],with medium to coarse sand [2014],tuffaceous breccia-conglomerate,tuffaceous breccia-conglomerate with medium to coarse sand,breccia-conglomerate with medium to coarse sand,,,N 3 (very dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles up to 50 mm,irregular,scoured,,,poor [2014],reversely graded,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-1-A,351,U1438,D,21,21-1,R,1,A,,78,95,394.18,394.35,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 2.5 (black),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,,,moderate [2014],normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-1-A,351,U1438,D,21,21-1,R,1,A,,80,83,394.2,394.23,,,,,,,,,,,,,,,,,,,,,,,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-1-A,351,U1438,D,21,21-1,R,1,A,,83,95,394.23,394.35,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-1-A,351,U1438,D,21,21-1,R,1,A,,95,106,394.35,394.46,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5GY 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,well [2014],normally graded,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-1-A,351,U1438,D,21,21-1,R,1,A,,106,109,394.46,394.49,,,,,,,,,,,,,,,,,,,,,,,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-1-A,351,U1438,D,21,21-1,R,1,A,,106,129,394.46,394.69,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 2.5 (black),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,,,moderate [2014],normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-1-A,351,U1438,D,21,21-1,R,1,A,,109,113,394.49,394.53,,,,,,,,,,,,,,,,,,,,,,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-1-A,351,U1438,D,21,21-1,R,1,A,,113,129,394.53,394.69,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-1-A,351,U1438,D,21,21-1,R,1,A,,129,134,394.69,394.74,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5GY 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,well [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-2-A,351,U1438,D,21,21-2,R,2,A,,0,19,394.74,394.93,,,,,tuffaceous,fine sandstone [2014],with gravel [2014b],tuffaceous fine sandstone,tuffaceous fine sandstone with gravel,fine sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],very fine sand [W22_2],3,pebble [W22_2],9,pebbles up to 17 mm,irregular,scoured,,,poor [2014],reversely graded,,slight,1,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-2-A,351,U1438,D,21,21-2,R,2,A,,19,42,394.93,395.16,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-2-A,351,U1438,D,21,21-2,R,2,A,,19,115,394.93,395.89,,,,,tuffaceous,breccia-conglomerate [2014b],with medium to coarse sand [2014],tuffaceous breccia-conglomerate,tuffaceous breccia-conglomerate with medium to coarse sand,breccia-conglomerate with medium to coarse sand,,,N 3 (very dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles up to 20 mm,planar,sharp,,,poor [2014],,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-2-A,351,U1438,D,21,21-2,R,2,A,,42,65,395.16,395.39,,,,,,,,,,,,,,,,,,,,,,,,,reversely graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-2-A,351,U1438,D,21,21-2,R,2,A,,65,83,395.39,395.57,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-2-A,351,U1438,D,21,21-2,R,2,A,,83,115,395.57,395.89,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-2-A,351,U1438,D,21,21-2,R,2,A,,115,122,395.89,395.96,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,well [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-2-A,351,U1438,D,21,21-2,R,2,A,,122,130,395.96,396.04,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 4 (dark gray),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,irregular,wavy,,,poor [2014],normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-2-A,351,U1438,D,21,21-2,R,2,A,,122,130,395.96,396.04,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-2-A,351,U1438,D,21,21-2,R,2,A,,130,146,396.04,396.2,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles up to 10 mm,planar,sharp,,,poor [2014],,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-3-A,351,U1438,D,21,21-3,R,3,A,,0,15,396.2,396.35,,,,,,,,,,,,,,,,,,,,,,,,,reversely graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
