Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Zone,Age,Preservation,Nannofossil abundance,Sphenolithus ciperoensis,Sphenolithus delphix,Sphenolithus disbelemnos,Helicosphaera ampliaperta,Sphenolithus belemnos,Triquetrorhabdulus carinatus,Sphenolithus heteromorphus,Discoaster deflandrei,Cyclicargolithus floridanus,Calcidiscus premacintyrei,Coronocyclus nitescens,Discoaster kugleri,Coccolithus miopelagicus,Catinaster coalitus,Catinaster calyculus,Discoaster hamatus,Discoaster berggrenii,Nicklithus amplificus,Discoaster quinqueramus,Ceratolithus acutus,Ceratolithus larrymayeri,Triquetrorhabdulus rugosus,Ceratolithus rugosus,Reticulofenestra pseudoumbilicus,Sphenolithus spp.,Discoaster tamalis,Discoaster surculus,Discoaster pentaradiatus,Discoaster triradiatus,Discoaster brouweri,Gephyrocapsa (>4 μm),Calcidiscus macintyrei,Gephyrocapsa (> 5.5 μm),Helicosphaera sellii,Reticulofenestra asanoi,Pseudoemiliania lacunosa,Emiliania huxleyi,Algirosphaera robusta,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Calciosolenia murrayi,Catinaster mexicanus,Ceratolithus armatus,Ceratolithus atlanticus,Ceratolithus cristatus,Clausicoccus fenestratus,Coccolithus pelagicus,Cryptococcolithus mediaperforate,Cyclicargolithus abisectus,Dictyococcites antarcticus,Dictyococcites bisectus,Discoaster altus,Discoaster asymmetricus,Discoaster bellus,Discoaster bergenii,Discoaster bollii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster druggii,Discoaster exilis,Discoaster loeblichii,Discoaster musicus,Discoaster neorectus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster variabilis,Discosphaera tubifera,Florisphaera profunda,Gephyrocapsa caribbeanica,Gephyrocapsa ericsonii,Gephyrocapsa muellerae,Gephyrocapsa oceanica,Gephyrocapsa omega,Gephyroscapsa lumina,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera pavimentum,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Helicosphaera stalis,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera walbersdorfensis,Helicosphaera wallichii,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Minylitha convallis,Oolithotus fragilis,Orthorhabdus serratus,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera syracusana,Pseudoemiliania ovata,Reticulofenestra daviesii,Reticulofenestra haqii,Reticulofenestra minuta,Reticulofenestra minutula,Reticulofenestra pseudoumbilicus (> 7 μm),Reticulofenestra pseudoumbilicus (5-7 µm),Reticulofenestra rotaria,Rhabdosphaera clavigera,Rhabdosphaera poculii,Scyphosphaera apsteinii,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera globulata,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera pulcherrima,Scyphosphaera tubifera,Scyphosphaera ventriosa,Small Gephyrocapsa (< 4 μm),Solidopons petrae,Sphenolithus abies,Sphenolithus calyculus,Sphenolithus capricornutus,Sphenolithus conicus,Sphenolithus dissimilis,Sphenolithus moriformis,Syracolithus schilleri,Syracosphaera lamina,Syracosphaera pulchra,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus extensus,Triquetrorhabdulus finifer,Triquetrorhabdulus milowii,Triquetrorhabdulus rioi,Triquetrorhabdulus sp. (long needle-like),Triquetrorhabdulus striatus,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera foliosa,Umbilicosphaera hulburtiana,Umbilicosphaera jafari,Umbilicosphaera rotula,Umbilicosphaera sibogae,Zygrhablithus bijugatus
320-U1335A-6H-CC-PAL-NANNO,320,U1335,A,6,6-CC,H,CC,PAL,NANNO,0,0,56.45,56.45,TDJ/PB - large pseudoumbilicus >7 (some>10); no Catinaster,NN11,late Miocene,M [320_N],C [320_Ng],,,,,,,,,,,,,R [320_Ns],,,R [320_Ns],,,,,,R [320_Ns],,C [320_Ns],,,,,,C [320_Ns],,,,,,,,,,,,,C [320_Ns],,F [320_Ns],,,,,,,,C [320_Ns],,,,,,,A [320_Ns],,,,R [320_Ns],,,,F [320_Ns],,,,,C [320_Ns],,,,,,,,,,,,R [320_Ns],,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,
320-U1335A-7H-2-W 10/10,320,U1335,A,7,7-2,H,2,W,10/10,0,0,58,58,"PB - no hamatus, no berggr.",NN11,late Miocene,M [320_N],C [320_Ng],,,,,,,,,,,,,,,,R [320_Ns],,,,,,R [320_Ns],,C [320_Ns],,,,,,C [320_Ns],,,,,,,,,,,,,C [320_Ns],,R [320_Ns],,,,,,,,C [320_Ns],,,,,,,R [320_Ns],,,,R [320_Ns],,,,,,,,R [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-7H-3-W 65/65,320,U1335,A,7,7-3,H,3,W,65/65,0,0,60.05,60.05,PB - hamatus,NN9,late Miocene,P [320_N],C [320_Ng],,,,,,,,,,,,R [320_Ns],R [320_Ns],R [320_Ns],,F [320_Ns],,,,,,R [320_Ns],,C [320_Ns],,,,,,R [320_Ns],,R [320_Ns],,,,,,,,,,,C [320_Ns],,R [320_Ns],,,,,,,,C [320_Ns],,,,,,,C [320_Ns],,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-7H-4-W 82/82,320,U1335,A,7,7-4,H,4,W,82/82,0,0,61.72,61.72,PB - hamatus,NN10,late Miocene,M [320_N],C [320_Ng],,,,,,,R [320_Ns],,,R [320_Ns],,,,R [320_Ns],,F [320_Ns],,,,,,R [320_Ns],,A [320_Ns],,,,,,F [320_Ns],,F [320_Ns],,,,,,,,,,,C [320_Ns],,R [320_Ns],,,,,,,,C [320_Ns],,,,,,,C [320_Ns],,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-7H-6-W 79/79,320,U1335,A,7,7-6,H,6,W,79/79,0,0,64.69,64.69,PB - ,NN7,late Miocene,P [320_N],C [320_Ng],,,,,,R [320_Ns],,,,,,,F [320_Ns],,,,,,,,,R [320_Ns],,A [320_Ns],,,,,,,,R [320_Ns],,,,,,,,,,,C [320_Ns],,R [320_Ns],,,,,,,,C [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],A [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-7H-CC-PAL-NANNO,320,U1335,A,7,7-CC,H,CC,PAL,NANNO,0,0,66.24,66.24,TDJ - large pseudoumbilicus >7 (some>10); miopelagicus; no Catinaster,NN7,late Miocene,P [320_N],A [320_Ng],,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,A [320_Ns],,,,,,R [320_Ns],,,,,,,,,,,,,C [320_Ns],,,,,,,,,,C [320_Ns],R [320_Ns],,,,,R [320_Ns],R [320_Ns],,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,A [320_Ns],A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-8H-2-W 90/90,320,U1335,A,8,8-2,H,2,W,90/90,0,0,68.3,68.3, - ,NN7,late Miocene,P [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-8H-4-W 90/90,320,U1335,A,8,8-4,H,4,W,90/90,0,0,71.3,71.3,PB - miopelagicus,NN7,late Miocene,P [320_N],A [320_Ng],,,,,,R [320_Ns],,,,,,,F [320_Ns],,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,C [320_Ns],,R [320_Ns],,,,,,,,C [320_Ns],R [320_Ns],,,R [320_Ns],,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,A [320_Ns],A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,
320-U1335A-8H-6-W 90/90,320,U1335,A,8,8-6,H,6,W,90/90,0,0,74.3,74.3,PB - kugleri,NN7,late Miocene,M [320_N],A [320_Ng],,,,,,R [320_Ns],,,,,,R [320_Ns],F [320_Ns],,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,C [320_Ns],,F [320_Ns],,,,,,,,C [320_Ns],R [320_Ns],,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],A [320_Ns],,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-8H-CC-PAL-NANNO,320,U1335,A,8,8-CC,H,CC,PAL,NANNO,0,0,75.86,75.86,TDJ/PB - kugleri,NN7,middle Miocene,M [320_N],A [320_Ng],,,,,,,,R [320_Ns],,,,R [320_Ns],C [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,C [320_Ns],,F [320_Ns],,,,,,,,A [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,
320-U1335A-9H-1-W 70/70-NANNO,320,U1335,A,9,9-1,H,1,W,70/70-NANNO,0,0,76.1,76.1,TDJ - ,NN7,middle Miocene,M [320_N],A [320_Ng],,,,,,,,R [320_Ns],,,,F [320_Ns],F [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,C [320_Ns],,F [320_Ns],,,,,,,,C [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,R [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,C [320_Ns],R [320_Ns],,
320-U1335A-9H-3-W 70/70-NANNO,320,U1335,A,9,9-3,H,3,W,70/70-NANNO,0,0,79.1,79.1,TDJ - ,NN6,middle Miocene,M [320_N],A [320_Ng],,,,,,,,R [320_Ns],,,,,C [320_Ns],,,,,,,,,R [320_Ns],,A [320_Ns],,,,,,,,,,,,,,,,,,,F [320_Ns],,F [320_Ns],,,,,,,,C [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,A [320_Ns],A [320_Ns],,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,F [320_Ns],,,,,,,,R [320_Ns],,
320-U1335A-9H-5-W 70/70-NANNO,320,U1335,A,9,9-5,H,5,W,70/70-NANNO,0,0,82.1,82.1,TDJ - ,NN6,middle Miocene,M [320_N],A [320_Ng],,,,,,,,R [320_Ns],,,,,,,,,,,,,,R [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,F [320_Ns],,F [320_Ns],,,,,,,,C [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,F [320_Ns],,,,,,,,,,
320-U1335A-9H-7-W 30/30-NANNO,320,U1335,A,9,9-7,H,7,W,30/30-NANNO,0,0,84.7,84.7,TDJ - abundant diatoms,NN6,middle Miocene,M [320_N],A [320_Ng],,,,,,,R [320_Ns],R [320_Ns],,,,,R [320_Ns],,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,F [320_Ns],,F [320_Ns],,,,,,,,C [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,F [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,F [320_Ns],,,,,,,,F [320_Ns],,
320-U1335A-9H-CC-PAL-NANNO,320,U1335,A,9,9-CC,H,CC,PAL,NANNO,0,0,85.02,85.02,PB - nitescens,NN6,middle Miocene,M [320_N],A [320_Ng],,,,,,,,F [320_Ns],,,R [320_Ns],,C [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,C [320_Ns],,F [320_Ns],,,,,,,,C [320_Ns],F [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,F [320_Ns],,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,A [320_Ns],,,,,C [320_Ns],,,,,,,,,,F [320_Ns],,,,,,,,F [320_Ns],,
320-U1335A-10H-2-W 100/100-NANNO,320,U1335,A,10,10-2,H,2,W,100/100-NANNO,0,0,87.4,87.4,TDJ - ,NN6,middle Miocene,M [320_N],A [320_Ng],,,,,,,,,,R [320_Ns],F [320_Ns],,,,,,,,,,,F [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,F [320_Ns],,F [320_Ns],,,,,,,,C [320_Ns],,,F [320_Ns],,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,R [320_Ns],,,R [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,A [320_Ns],,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,F [320_Ns],,,,,,,A [320_Ns],F [320_Ns],,
320-U1335A-10H-4-W 100/100-NANNO,320,U1335,A,10,10-4,H,4,W,100/100-NANNO,0,0,90.4,90.4,TDJ - ,NN6,middle Miocene,M [320_N],A [320_Ng],,,,,,,,,,F [320_Ns],C [320_Ns],,,,,,,,,,,F [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,C [320_Ns],,,
320-U1335A-10H-6-W 100/100-NANNO,320,U1335,A,10,10-6,H,6,W,100/100-NANNO,0,0,93.4,93.4,TDJ - ,NN6,middle Miocene,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,
320-U1335A-10H-CC-PAL-NANNO,320,U1335,A,10,10-CC,H,CC,PAL,NANNO,0,0,94.94,94.94,"PB - nitescens, premac.",NN6,middle Miocene,M [320_N],A [320_Ng],,,,,,,,C [320_Ns],,R [320_Ns],F [320_Ns],,F [320_Ns],,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,C [320_Ns],R [320_Ns],,F [320_Ns],R [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,A [320_Ns],A [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,F [320_Ns],F [320_Ns],,,,,,,,F [320_Ns],,
320-U1335A-11H-2-W 100/100-NANNO,320,U1335,A,11,11-2,H,2,W,100/100-NANNO,0,0,96.9,96.9,"PB - nitescens, premac.",NN6,middle Miocene,M [320_N],A [320_Ng],,,,,,,,R [320_Ns],,F [320_Ns],F [320_Ns],,F [320_Ns],,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],R [320_Ns],,C [320_Ns],,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,R [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,A [320_Ns],,,A [320_Ns],A [320_Ns],,,,,,,,,,,,,,,A [320_Ns],,,,,C [320_Ns],,,,,,,,,,R [320_Ns],,,,,,,C [320_Ns],C [320_Ns],,
320-U1335A-11H-CC-NANNO,320,U1335,A,11,11-CC,H,CC,NANNO,,0,0,103.82,103.82,"PB - nitescens, premac.",NN6,middle Miocene,M [320_N],A [320_Ng],,,,,,,,C [320_Ns],,F [320_Ns],F [320_Ns],,F [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,C [320_Ns],,F [320_Ns],,,,,,,,A [320_Ns],F [320_Ns],,F [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],R [320_Ns],,,,,,C [320_Ns],,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,R [320_Ns],F [320_Ns],,
320-U1335A-12H-2-W 90/90-NANNO,320,U1335,A,12,12-2,H,2,W,90/90-NANNO,0,0,106.3,106.3,TDJ - ,NN6,middle Miocene,M [320_N],A [320_Ng],,,,,,,,F [320_Ns],,R [320_Ns],C [320_Ns],,F [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,F [320_Ns],,F [320_Ns],,,,,,,,A [320_Ns],,,F [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,C [320_Ns],C [320_Ns],,
320-U1335A-12H-3-PAL-NANNO,320,U1335,A,12,12-3,H,3,PAL,NANNO,0,0,108.39,108.39,"PB - comm. floridanus, no heteromorph.",NN6,middle Miocene,M [320_N],A [320_Ng],,,,,,,,,C [320_Ns],R [320_Ns],C [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,R [320_Ns],,,,,,,,A [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],R [320_Ns],R [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,A [320_Ns],,,R [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,
320-U1335A-12H-4-W 90/90-NANNO,320,U1335,A,12,12-4,H,4,W,90/90-NANNO,0,0,109.3,109.3,TDJ - ,NN6,middle Miocene,M [320_N],A [320_Ng],,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-12H-6-W 90/90-NANNO,320,U1335,A,12,12-6,H,6,W,90/90-NANNO,0,0,112.3,112.3,PB - foram sand ?turb.,NN4-5,middle Miocene,M [320_N],A [320_Ng],,,,,R [320_Ns],R [320_Ns],C [320_Ns],C [320_Ns],C [320_Ns],,C [320_Ns],,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,R [320_Ns],,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,
320-U1335A-12H-CC-PAL-NANNO,320,U1335,A,12,12-CC,H,CC,PAL,NANNO,0,0,113.84,113.84,PB - heteromorphus,NN4-5,middle Miocene,M [320_N],A [320_Ng],,,,,,,C [320_Ns],F [320_Ns],C [320_Ns],R [320_Ns],,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,F [320_Ns],,F [320_Ns],,,,,,,,C [320_Ns],F [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,A [320_Ns],,,A [320_Ns],A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,
320-U1335A-13H-3-PAL-NANNO,320,U1335,A,13,13-3,H,3,PAL,NANNO,0,0,117.89,117.89,PB - heteromorphus,NN4-5,middle Miocene,M [320_N],A [320_Ng],,,,,,,A [320_Ns],,C [320_Ns],,F [320_Ns],,R [320_Ns],,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,F [320_Ns],,R [320_Ns],,,,,,,,C [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,R [320_Ns],F [320_Ns],,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,A [320_Ns],A [320_Ns],,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,F [320_Ns],C [320_Ns],,
320-U1335A-13H-CC-PAL-NANNO,320,U1335,A,13,13-CC,H,CC,PAL,NANNO,0,0,123.39,123.39,PB - heteromorphus,NN4-5,middle Miocene,M [320_N],A [320_Ng],,,,,,,A [320_Ns],C [320_Ns],A [320_Ns],,,,R [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,F [320_Ns],,R [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,R [320_Ns],,,,,,,,A [320_Ns],C [320_Ns],,
320-U1335A-14H-3-PAL-NANNO,320,U1335,A,14,14-3,H,3,PAL,NANNO,0,0,127.39,127.39,PB - heteromorphus,NN4-5,middle Miocene,M [320_N],A [320_Ng],,,,,,,,C [320_Ns],C [320_Ns],,F [320_Ns],,R [320_Ns],,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,F [320_Ns],,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,A [320_Ns],A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-14H-CC-PAL-NANNO,320,U1335,A,14,14-CC,H,CC,PAL,NANNO,0,0,132.99,132.99,"PB - heteromorphus, petaliformis",NN4-5,middle Miocene,M [320_N],A [320_Ng],,,,,,,F [320_Ns],C [320_Ns],C [320_Ns],R [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,F [320_Ns],,R [320_Ns],,,,,,,,C [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,F [320_Ns],,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,
320-U1335A-15H-3-PAL-NANNO,320,U1335,A,15,15-3,H,3,PAL,NANNO,0,0,136.39,136.39, - ,NN4-5,middle Miocene,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335A-15H-4-W 104/104,320,U1335,A,15,15-4,H,4,W,104/104,0,0,137.435,137.435,PB - turbidite,NN4-5,middle Miocene,M [320_N],A [320_Ng],,,,,,,A [320_Ns],C [320_Ns],A [320_Ns],R [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,F [320_Ns],,,,,,,,A [320_Ns],R [320_Ns],,,,,,,,,,,,,C [320_Ns],,,,F [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],C [320_Ns],,
320-U1335A-15H-4-W 105/105,320,U1335,A,15,15-4,H,4,W,105/105,0,0,137.45,137.45,PB - ,NN4-5,middle Miocene,M [320_N],A [320_Ng],,,,,,,A [320_Ns],C [320_Ns],A [320_Ns],R [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,F [320_Ns],,,,,,,,A [320_Ns],R [320_Ns],,,,,,,,,,,,,C [320_Ns],,,,F [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,A [320_Ns],C [320_Ns],,
