Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus spp.,Sphenolithus heteromorphus,Reticulofenestra spp.,Pontosphaera spp.,Helicosphaera carteri,Helicosphaera ampliaperta,Discoaster musicus,Discoaster formosus,Discoaster deflandrei,Discoaster adamanteus,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus miopelagicus,Calcidiscus leptoporus,Geminilithella rotula,Discoaster variabilis,Discoaster moorei,Discoaster exilis,Triquetrorhabdulus milowii,Discoaster signus,Coccolithus pelagicus,Thoracosphaera spp.,Reticulofenestra pseudoumbilicus,Triquetrorhabdulus serratus,Helicosphaera intermedia,Discoaster bollii,Calcidiscus macintyrei,Triquetrorhabdulus rugosus,Discoaster kugleri,Umbilicosphaera spp.,Catinaster coalitus,Discoaster calcaris,Discoaster bellus,Discoaster hamatus,Discoaster quinqueramus,Discoaster surculus,Discoaster pseudovariabilis,Discoaster brouweri,Minylitha convallis,Discoaster neohamatus,Discoaster neorectus,Discoaster loeblichii,Discoaster berggrenii,Amaurolithus primus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Reticulofenestra rotaria,Amaurolithus amplificus,Discoaster pentaradiatus,Discoaster intercalaris,Scyphosphaera spp.,Discoaster asymmetricus,Ceratolithus armatus,Ceratolithus acutus,Ceratolithus rugosus,Syracosphaera sp.,Ceratolithus telesmus,Thoracosphaera sp.,Ceratolithus cristatus,Pseudoemiliania lacunosa,Discoaster tamalis,Helicosphaera sellii,Discoaster triradiatus,Rhabdosphaera clavigera,Gephyrocapsa spp. small (<4 microns),Gephyrocapsa oceanica,Gephyrocapsa spp. large (>5.5 microns),Gephyrocapsa omega,Helicosphaera hyalina,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN13a             ,              ,138, 846,B,  6,H, 6,  40.00,     52.9000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                 ,                          ,F                    ,F                ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,                     ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,C                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,A                       ,                  ,F                   ,                      ,                       ,F                                   ,F                    ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN13a             ,              ,138, 846,B,  6,H,CC,   5.00,     53.7400,Raffi    ,Nannofossils                                 ,A              ,G                 ,                 ,                          ,F                    ,                 ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,                     ,                     ,                 ,                 ,                          ,                 ,F                    ,                   ,                                ,                           ,                        ,                 ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,R                  ,                           ,R                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,F                     ,C                       ,                  ,F                   ,                      ,                       ,F                                   ,cf                   ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN13a             ,              ,138, 846,B,  7,H, 5,  40.00,     60.9000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                 ,                          ,C                    ,                 ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,F                     ,                     ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,F                 ,R                     ,A                       ,                  ,F                   ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN13a             ,              ,138, 846,B,  8,H, 2, 120.00,     66.7000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                 ,                          ,C                    ,                 ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,                     ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,C                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,F                ,                     ,                  ,                      ,C                       ,                  ,C                   ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN13a             ,              ,138, 846,B,  8,H, 3,  43.00,     67.4300,Raffi    ,Nannofossils                                 ,A              ,M                 ,                 ,                          ,C                    ,                 ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,                     ,                     ,                 ,                 ,                          ,                 ,F                    ,                   ,                                ,                           ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,F                ,                     ,                  ,                      ,A                       ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12c             ,CN12d         ,138, 846,B,  8,H, 3, 120.00,     68.2000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                 ,                          ,F                    ,F                ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,                     ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,R                  ,                           ,R                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,F                ,                     ,                  ,                      ,A                       ,                  ,C                   ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12c             ,CN12d         ,138, 846,B,  8,H, 3, 140.00,     68.4000,Raffi    ,Nannofossils                                 ,C              ,G                 ,                 ,                          ,F                    ,R                ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,                     ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,C                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,F                ,                     ,                  ,                      ,A                       ,                  ,F                   ,F                     ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12c             ,CN12d         ,138, 846,B,  8,H, 4,  69.00,     69.1900,Raffi    ,Nannofossils                                 ,A              ,G                 ,                 ,                          ,C                    ,F                ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,                     ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,R                               ,                           ,                        ,                 ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,F                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,F                ,                     ,                  ,R                     ,A                       ,                  ,R                   ,F                     ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12c             ,CN12d         ,138, 846,B,  9,H, 4,  60.00,     78.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                 ,                          ,C                    ,F                ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,                     ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,C                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,F                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,F                 ,F                     ,C                       ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12c             ,CN12d         ,138, 846,B, 10,H, 1,  60.00,     83.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,R                ,                          ,F                    ,F                ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,                     ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,C                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,R                 ,R                     ,A                       ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12b             ,              ,138, 846,B, 10,H, 1, 135.00,     84.3500,Raffi    ,Nannofossils                                 ,A              ,G                 ,                 ,                          ,F                    ,F                ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,                     ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,R                  ,                           ,F                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,A                       ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12b             ,              ,138, 846,B, 10,H, 2,  60.00,     85.1000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                 ,                          ,C                    ,                 ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,                     ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,C                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,cf                  ,                   ,                    ,F                ,                     ,                  ,                      ,A                       ,                  ,                    ,                      ,R                      ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12b             ,              ,138, 846,B, 10,H, 3,  60.00,     86.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                 ,                          ,A                    ,                 ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,                     ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,C                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,F                  ,                           ,C                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,C                       ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12b             ,              ,138, 846,B, 10,H, 5,  60.00,     89.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                 ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,F                    ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,R                      ,                  ,                       ,                    ,                   ,                    ,                 ,F                    ,                  ,R                     ,C                       ,                  ,                    ,R                     ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12b             ,              ,138, 846,B, 11,H, 5,  60.00,     99.1000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                 ,                          ,A                    ,                 ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,F                    ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,R                      ,                    ,                   ,                    ,R                ,                     ,                  ,                      ,C                       ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12b             ,              ,138, 846,B, 12,H, 2, 120.00,    104.7000,Raffi    ,Nannofossils                                 ,A              ,M                 ,                 ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,F                    ,                     ,                 ,                 ,                          ,                 ,F                    ,                   ,                                ,                           ,                        ,                 ,C                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,F                       ,                       ,                  ,                       ,                    ,                   ,cf                  ,F                ,                     ,                  ,R                     ,C                       ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12a             ,CN12b         ,138, 846,B, 12,H, 3,  60.00,    105.6000,Raffi    ,Nannofossils                                 ,A              ,M                 ,                 ,                          ,A                    ,F                ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,F                    ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,R                  ,                           ,F                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,F                      ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,C                       ,F                 ,F                   ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12a             ,CN12b         ,138, 846,B, 12,H, 5,  60.00,    108.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                 ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,F                    ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,C                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,F                      ,                  ,F                      ,                    ,                   ,cf                  ,                 ,                     ,                  ,F                     ,C                       ,F                 ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12a             ,CN12b         ,138, 846,B, 13,H, 1,  60.00,    112.1000,Raffi    ,Nannofossils                                 ,A              ,G                 ,R                ,                          ,A                    ,F                ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,C                    ,                     ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,C                  ,                           ,F                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,R                       ,F                      ,                  ,F                      ,cf                  ,                   ,cf                  ,F                ,                     ,                  ,F                     ,A                       ,R                 ,R                   ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12a             ,CN12b         ,138, 846,B, 13,H, 7,  40.00,    120.9000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                 ,                          ,A                    ,F                ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,F                    ,                     ,                 ,                 ,                          ,                 ,F                    ,                   ,                                ,                           ,                        ,                 ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,F                      ,                    ,                   ,                    ,F                ,                     ,                  ,F                     ,C                       ,                  ,cf                  ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12a             ,CN12b         ,138, 846,B, 14,H, 3,  60.00,    124.6000,Raffi    ,Nannofossils                                 ,A              ,M                 ,                 ,                          ,A                    ,F                ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,C                    ,cf                   ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,cf                      ,                       ,                  ,F                      ,cf                  ,                   ,cf                  ,F                ,cf                   ,                  ,F                     ,C                       ,                  ,F                   ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12a             ,CN12b         ,138, 846,B, 14,H, 3, 120.00,    125.2000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                 ,                          ,A                    ,                 ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,C                    ,                     ,                 ,                 ,                          ,                 ,F                    ,                   ,                                ,                           ,                        ,                 ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,R                      ,                  ,C                      ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,A                       ,F                 ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12a             ,CN12b         ,138, 846,B, 14,H, 4,  60.00,    126.1000,Raffi    ,Nannofossils                                 ,A              ,G                 ,F                ,                          ,A                    ,F                ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,F                    ,R                    ,                 ,                 ,                          ,                 ,C                    ,                   ,                                ,                           ,                        ,                 ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,F                      ,cf                  ,                   ,cf                  ,F                ,                     ,                  ,F                     ,A                       ,F                 ,R                   ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN12a             ,CN12b         ,138, 846,B, 14,H, 4, 120.00,    126.7000,Raffi    ,Nannofossils                                 ,A              ,M                 ,                 ,                          ,A                    ,F                ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,C                     ,C                    ,                     ,                 ,                 ,                          ,                 ,F                    ,                   ,                                ,                           ,                        ,                 ,F                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,F                  ,                           ,F                  ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,R                       ,R                      ,                  ,C                      ,                    ,                   ,cf                  ,C                ,cf                   ,                  ,R                     ,C                       ,F                 ,F                   ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 SR Chapter 12 Table 13 pp 252-255
