Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stichocorys wolffii,Lithopera thornburgi,Lithopera renzae,Diartus petterssoni,Cyrtocapsella japonica,Cyrtocapsella cornuta,Carpocanopsis cristata,Botryostrobus miralestensis,Stichocorys delmontensis,Siphostichartus corona,Phormostichoartus doliolum,Diartus hughesi,Calocycletta caepa,Stichocorys johnsoni,Solenosphaera omnitubus omnitubus,Didymocyrtis penultima,Stichocorys peregrina,Lychnodictyum audax,Theocorythium vetulum,Stylatractus universus,Spongaster tetras,Pterocanium prismatium,Phormostichoartus fistula,Lamprocyrtis neoheteroporos,Lamprocyrtis heteroporos,Anthocyrtidium pliocenica,Anthocyrtidium jenghisi,Amphirhopalum ypsilon,Theocalyptra davisiana,Anthocyrtidium angulare,Pterocorys minythorax,Lamprocyrtis nigriniae,Theocorythium trachelium trachelium,Collosphaera tuberosa,Comment
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 33,X, 3, 113.00,    306.9300,Moore    ,Radiolarians                                 ,C/A            ,P                 ,F                  ,                    ,                ,C                  ,F                     ,                     ,                      ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 33,X, 5, 116.00,    309.9600,Moore    ,Radiolarians                                 ,C/A            ,P                 ,R                  ,                    ,                ,C                  ,R                     ,                     ,                      ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Trace; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 33,X,CC,  28.00,    312.6500,Moore    ,Radiolarians                                 ,C/A            ,P                 ,F                  ,-                   ,                ,F                  ,F                     ,                     ,                      ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 34,X, 1, 102.00,    313.4200,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,-                   ,                ,F                  ,F                     ,                     ,-                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 34,X, 2,  99.00,    314.8900,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,R                   ,                ,F                  ,C                     ,                     ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 34,X, 3, 113.00,    316.5300,Moore    ,Radiolarians                                 ,A              ,M                 ,F                  ,R                   ,                ,F                  ,F                     ,                     ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 34,X, 5, 117.00,    319.5700,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,R                   ,                ,C                  ,F                     ,                     ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 34,X,CC,  31.00,    322.2500,Moore    ,Radiolarians                                 ,A              ,M                 ,F                  ,R                   ,                ,F                  ,C                     ,                     ,-                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 35,X, 3, 114.00,    326.1400,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,-                   ,                ,F                  ,F                     ,                     ,-                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 35,X, 5, 112.00,    329.1200,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,-                   ,                ,R                  ,C                     ,                     ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 35,X,CC,  19.00,    331.6900,Moore    ,Radiolarians                                 ,A              ,M                 ,F                  ,-                   ,-               ,F                  ,F                     ,-                    ,-                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 36,X, 1, 100.00,    332.7000,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,R                   ,R               ,R                  ,R                     ,rT                   ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Trace; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 36,X, 2, 100.00,    334.2000,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,-                   ,R               ,R                  ,R                     ,-                    ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 36,X, 3, 100.00,    335.7000,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,R                   ,R               ,R                  ,-                     ,C                    ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Trace; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 36,X, 3, 114.00,    335.8400,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,-                   ,-               ,F                  ,R                     ,F                    ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 36,X, 5, 112.00,    338.8200,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,R                   ,R               ,R                  ,R                     ,F                    ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 36,X,CC,  30.00,    341.5100,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,R                   ,R               ,R                  ,R                     ,F                    ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 37,X, 1, 100.00,    342.3000,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,-                   ,F               ,R                  ,R                     ,-                    ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 37,X, 2, 109.00,    343.8900,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,R                   ,R               ,R                  ,-                     ,C                    ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 37,X,CC,  26.00,    344.9800,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,R                   ,F               ,R                  ,-                     ,C                    ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 38,X, 1,  20.00,    351.2000,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,R                   ,R               ,R                  ,-                     ,C                    ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 38,X, 2, 105.00,    353.5500,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,-                   ,F               ,R                  ,-                     ,F                    ,-                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 846,B, 38,X, 5, 105.00,    358.0500,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,-                   ,F               ,-                  ,-                     ,F                    ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 846,B, 38,X,CC,  26.00,    360.1700,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,R                   ,F               ,-                  ,-                     ,C                    ,R                     ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
