Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Trochamminoides grzybowskii	Skolithos taxa	Recurvoidella lamella	Haplophragmoides walteri	Haplophragmoides sp. 2	Haplophragmoides suborbicularis	Bathysiphon  annulatus	Nothia latissima	Karrerulina conversa	Bathysiphon sp. 1	Haplophragmoides porrectus	Nothia excelsa	Ammodiscus tenuissima	Spiroplectammina spectabilis	Saccammina placenta	Rhabdammina sp.	Hyperammina elongata	Trochamminopsis sp.	Nothia robusta	Reticulophragmium sp.	Reophax difflugiformis	Cribrostomoides sp.	Nubecularia lucifuga	Trochammina deformis	Ammolagena clavata	Rhabdammina abyssorum	Paratrochamminoides heteromorphus	Bathysiphon capillaris	Recurvoides sp. 1	Hyperammina rugosa	Reophax nodulosa	Cribrostomoides subglobosus	Rhizammina? indivisa	Psammosphaera fusca	Haplophragmoides cf. kirki	Reticulophragmium amplectens	Haplophragmoides horridus	Conotrochammina sp.	Ammodiscus incertus	Haplophragmoides sp. 1	Paratrochammina challengeri	Reophax elongatus	Praecystammina sp.	Saccammina sphaerica	Bathysiphon filiformis	Comment

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 33	R	CC	  12.00	    557.1900	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	R                	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	C                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 34	R	 1	  61.00	    558.7100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	C                    	                                 	                      	R                	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 34	R	 2	  58.00	    560.2300	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 34	R	 3	  10.00	    561.3100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 34	R	 3	  56.00	    561.7700	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 34	R	 4	  10.00	    562.8400	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 34	R	 4	  57.00	    563.3100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	R                  	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	R                	R                 	                	                           	                    	F                  	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 34	R	 5	  10.00	    564.3800	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	                	                           	                    	R                  	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	R                     	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 34	R	 5	  58.00	    564.8600	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 34	R	 6	  10.00	    565.9200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	C                    	                                 	                      	F                	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	R                     	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 34	R	CC	   0.00	    566.4400	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 35	R	 1	  11.00	    567.8100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	R                     	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 35	R	 1	  59.00	    568.2900	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	R                     	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 35	R	 2	  11.00	    569.3200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	R               	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 35	R	 2	  59.00	    569.8000	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	C                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 35	R	 3	  11.00	    570.8300	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 35	R	 3	  59.00	    571.3100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	C                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 35	R	 4	  11.00	    572.3500	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	C                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	R                        	                   	R                  	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 35	R	 4	  59.00	    572.8300	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 35	R	 5	  11.00	    573.8500	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 35	R	 5	  59.00	    574.3300	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	R               	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 35	R	 6	  11.00	    575.3500	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 35	R	 6	  59.00	    575.8300	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	R                  	                    	R                   	                  	R                    	                                 	R                     	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	R                     	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 35	R	CC	   0.00	    577.0200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	R                  	                    	R                   	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 36	R	 1	  59.00	    577.9900	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	R               	                    	                 	                          	              	R                    	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	R                	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	R                     	                           	                 	                  	                    	R                     	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 36	R	 2	  10.00	    578.9800	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	C                	R                 	                	                           	                    	                   	                          	                            	R                        	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 36	R	 2	  59.00	    579.4700	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	R                 	F                    	                                 	R                     	F                	                  	                	                           	R                   	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 36	R	 3	  10.00	    580.4900	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	R             	                     	                            	                   	R              	                    	                   	              	                     	                      	                   	                    	                    	                  	C                    	                                 	                      	F                	R                 	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 36	R	 3	  59.00	    580.9800	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 36	R	 4	  10.00	    581.9900	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	R                	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 36	R	 4	  59.00	    582.4800	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	R             	                     	                            	                   	R              	R                   	                   	R             	                     	                      	                   	                    	                    	R                 	C                    	                                 	R                     	F                	R                 	                	                           	                    	                   	                          	                            	R                        	                   	                   	                      	                           	R                	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 36	R	CC	   0.00	    583.3900	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	R                     	                	                    	                 	                          	R             	                     	                            	                   	               	R                   	                   	R             	                     	                      	                   	                    	                    	R                 	F                    	                                 	R                     	R                	                  	                	                           	R                   	R                  	                          	                            	R                        	                   	R                  	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 37	R	 1	   6.00	    587.1600	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	R                  	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 37	R	 1	  58.00	    587.6800	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	R             	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	R                	C                 	                	                           	                    	R                  	                          	                            	                         	                   	                   	                      	                           	                 	C                 	R                   	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 37	R	 2	  11.00	    588.6500	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	                      	                	                    	                 	                          	              	R                    	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	R                 	R                    	                                 	R                     	                 	C                 	                	                           	R                   	R                  	                          	                            	                         	                   	                   	                      	R                          	                 	F                 	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 37	R	 2	  58.00	    589.1200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	R                 	R                    	                                 	R                     	                 	R                 	                	                           	R                   	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 37	R	 3	  11.00	    590.1500	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	R                     	                	                    	R                	                          	              	                     	                            	                   	R              	R                   	                   	              	                     	                      	                   	                    	                    	R                 	R                    	                                 	F                     	                 	R                 	F               	                           	                    	F                  	R                         	                            	                         	                   	R                  	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179
