taxon_name,taxon_group
Orbulina suturalis _B_ _M6,planktic_forams
Haeuslerella parri,benthic_forams
"Acarinina soldadoensis (Bronnimann, 1952)",planktic_forams
Rectuvigerina pohana,benthic_forams
Naviculata udintsevii,diatoms
Gavelinella becarriformis,benthic_forams
"Acarinina esnehensis (Nakkady, 1950)",planktic_forams
"Clavigerinella akersi Bolli, Loeblich and Tappan, 1957",planktic_forams
Paragloborotalia opima-mayeri transition,planktic_forams
Acrocubus octopylus ,radiolarians
Triquetrorhabdulus challengeri,nannofossils
Lophocyrtis biaurita,radiolarians
Thalassiosira vulnifica,diatoms
Baxteriopsis brunii,diatoms
Globorotalia exilis,planktic_forams
"Hantkenina nanggulanensis Hartono, 1969",planktic_forams
Lagenoglandulina annulata,benthic_forams
Cyrtocapsella tetrapera,radiolarians
Calciosolenia fossilis,nannofossils
Elytrocysta brevis,dinoflagellates
Parasubbotina prebetica,planktic_forams
Turborotalia altispiroides,planktic_forams
Zeaglobigerina brazieri,planktic_forams
Kannoa sp.,diatoms
Rouxia naviculoides,diatoms
Thalassiosira complicata,diatoms
Cibicides hampdenensis,benthic_forams
Planorbulinella zelandica,benthic_forams
"Chiloguembelina morsei (Kline, 1943)",planktic_forams
Kenleiya spp.,dinoflagellates
Cibicides thiara,benthic_forams
Evolvocassidulina orientalis,benthic_forams
Polymorphina marwicki,benthic_forams
Reticulofenestra minuta (< 3 μm),nannofossils
Euuvigerina miozea,benthic_forams
Orbulina,planktic_forams
Anthocyrtidium jenghisi,radiolarians
Chiasmolithus gigas,nannofossils
Planorotalites pseudoscitula,planktic_forams
Cornuspira involvens,benthic_forams
Thalassiosira nansenii,diatoms
Thalassiosira convexa,diatoms
Scyphosphaera intermedia,nannofossils
Girgisia gammation,nannofossils
Lychnodictyum audax,radiolarians
"Globanomalina pseudomenardii (Bolli, 1957)",planktic_forams
Actinoptychus spp.,diatoms
Bueningia creeki,benthic_forams
Paragloborotalia pseudokugleri _T_,planktic_forams
Scyphosphaera ventriosa,nannofossils
Bolivina pontis,benthic_forams
Dorcadospyris papilio,radiolarians
Cassigerinelloita amekiensis,planktic_forams
Calcidiscus protoannulus,nannofossils
Deflandrea spp. indet.,dinoflagellates
Toweius crassus,nannofossils
"Zauvigerina parri Finlay, 1939",planktic_forams
Acarinina primitiva,planktic_forams
Heterohelix sp.,planktic_forams
Cerebrocysta delicata,dinoflagellates
Phormocyrtis striata exquisita,radiolarians
Florisphaera profunda,nannofossils
Globigerina cf. woodi,planktic_forams
Actinocyclus ellipticus f. lanceolata,diatoms
Discoaster saipanensis,nannofossils
Globorotalia ungulata,planktic_forams
Cassidium fragile,dinoflagellates
Unnamed: 75,radiolarians
Discoaster araneus,nannofossils
Proboscia inermis,diatoms
Denticulopsis hustedtii,diatoms
Hystrichokolpoma rigaudiae,dinoflagellates
Calocycloma castum,radiolarians
Umbellosphaera irregularis,nannofossils
Fohsella lenguaensis _T and B_ _M14,planktic_forams
Cyclicargolithus floridanus (5-11 μm),nannofossils
Pararotalia mackayi,benthic_forams
Theocotyle nigriniae,radiolarians
Archaeosphaeridium tasmaniae,chrysophyte_cysts
Asterolampra punctifera,diatoms
Blackites inflatus,nannofossils
Liriospyris longicornuta,radiolarians
Rugoglobigerina rugosa,planktic_forams
Candeina nitida,planktic_forams
Haeuslerella textilariformis,benthic_forams
Fohsella birnageae _B_ _M4b,planktic_forams
Dentoglobigerina prasaepis,planktic_forams
Denticulopsis praedimorpha v. intermedia,diatoms
"Zeauvigerina teuria Finlay, 1947",planktic_forams
Bigenerina burri,benthic_forams
Lenticulina callifera,benthic_forams
Pleurostomella spp.,benthic_forams
Dentoglobigerina baroemoensis,planktic_forams
"Eoglobigerina eobulloides (Morozova, 1959)",planktic_forams
"Globorotaloides suteri Bolli, 1957 p.117, pl.27, figs.9a-13b",planktic_forams
Anaulus spp.,diatoms
Shionodiscus tetraoestrupii,diatoms
Sphenolithus delphix,nannofossils
Globigerinoides conglobatus,planktic_forams
Eucyrtidium mitodes n. sp.,radiolarians
Fohsella kugleri,planktic_forams
Reticulofenestra dictyoda  (3-10 μm),nannofossils
Bulimina striata,benthic_forams
Pseudohastigerina sharkriverensis,planktic_forams
Dentoglobigerina baroemoenensis,planktic_forams
"Globigerina tapuriensis (Blow & Banner, 1962)",planktic_forams
Rectuvigerina vesca,benthic_forams
Dentoglobigerina tapuriensis,planktic_forams
Globoturborotalita nepenthes _T and B_ _PL2_,planktic_forams
Hemiaulus angustobrachiatus,diatoms
Glaphyrocysta pastielsii,dinoflagellates
Rouxia peragalli,diatoms
Hoeglundina elegans,benthic_forams
Coccolithus formosus,nannofossils
Zeauvigerina teuria,planktic_forams
Distephanus crux group,silicoflagellates
Stichocorys armata,radiolarians
Vulvulina pennatula >800 m,benthic_forams
"Globanomalina planoconica (Subbotina), 1953",planktic_forams
Hystrichokolpoma spinosum,dinoflagellates
Cibicides notocenicus,benthic_forams
Eusyringium lagena,radiolarians
Globorotalia truncatulinoides _B,planktic_forams
Osangularia bengalensis,benthic_forams
Globigerinoides obliquus _T,planktic_forams
Subbotina triangularis,planktic_forams
Skeletonemopsis mahoodii,diatoms
Actinocyclus ellipticus,diatoms
Neobrunia mirabilis,diatoms
Euuvigerina pliozea,benthic_forams
Scyphosphaera spp.,nannofossils
Cyclicargolithus floridanus small (< 5 μm),nannofossils
Sphynctolethus pacificus,diatoms
Planularia halophora,benthic_forams
Actinocyclus sp. cf. A. actinochilus early form,diatoms
Cibicides victoriensis,benthic_forams
Actinocyclus ingens var. ovalis,diatoms
Loxostomum truncatum,benthic_forams
Cibicides robertsoninaus >1000 m,benthic_forams
Sphenolithus editus,nannofossils
Spongatractus pachystylus,radiolarians
Discoaster triradiatus,nannofossils
Actinocyclus dimorphus,diatoms
Thyrsocyrtis orthotenes n. sp.,radiolarians
Eoeponidella zealandica,benthic_forams
Morozovella pasionensis,planktic_forams
Actinoptychus senarius,diatoms
Igorina broedermanni,planktic_forams
Melonis spp.,benthic_forams
Parasubbotina inaquespira,planktic_forams
Stichocorys peregrina,radiolarians
Asterolampra affinis,diatoms
Parvularugoglobigerina eugubina,planktic_forams
Discoaster brouweri,nannofossils
Rouxia antarctica,diatoms
Achilleodinium biformoides,dinoflagellates
Pyxidinopsis spiny,dinoflagellates
Hemidiscus karstenii,diatoms
Hastigerinella digitata,planktic_forams
Lepidocyclina ephippoides,benthic_forams
Globigerina sp.,planktic_forams
Lagena spp.,benthic_forams
Globoconella puncticulata,planktic_forams
Zeaglobigerina nepenthes,planktic_forams
Umbilicosphaera rotula,nannofossils
Rouxia leventerae,diatoms
Thyrsocyrtis tetracantha,radiolarians
Islandinium minutum,dinoflagellates
Denticulopsis aff. Seminae = Neodenticula seminae,diatoms
Centrobotrys gravida,radiolarians
Plectofrondicularia advena,benthic_forams
Aulacodiscus sp.,diatoms
Habibacysta tectata,dinoflagellates
Lamarckina novozealandica,benthic_forams
Paragloborotalia mayeri _T_ _M12,planktic_forams
Cymbaloporella taballaeformis,benthic_forams
Calocycletta anekathen n. sp.,radiolarians
Cibicides neoperforatus,benthic_forams
Globorotalia archeomenardii _T and B,planktic_forams
Globigerinita glutinata,planktic_forams
Acarinina soldadoensis,planktic_forams
Sphaeroidinellopsis kochi _T,planktic_forams
Blackites creber,nannofossils
Cibicidoides spp.,benthic_forams
Rhizosolenia oligocaenica,diatoms
Reticulofenestra umbilicus,nannofossils
"Zeauvigerina zelandica Finlay, 1939",planktic_forams
Sphenolithus strigosus,nannofossils
Stephanopyxis spp.,diatoms
Chiphragmolithus barbatus,nannofossils
Parasubbotina pseudowilsoni,planktic_forams
Acarinina pseudotopilensis,planktic_forams
Globoconella subconomiozea,planktic_forams
Umbilicosphaera jordanii,nannofossils
Nannotetrina  fulgens,nannofossils
Globorotalia plesiotumida _T_,planktic_forams
Spinidinium macmurdoense,dinoflagellates
Nodosaria sp.,benthic_forams
Dentoglobigerina globularis,planktic_forams
Polymorphina marshalli,benthic_forams
Scyphosphaera globulata,nannofossils
Truncorotalia crassacarinina (SIN),planktic_forams
Sigmoilopsis schlumbergeri >600 m,benthic_forams
Microhedbergella sp.,planktic_forams
Bigenerina spp.,benthic_forams
Sphenolithus moriformis,nannofossils
Giraffospyris lata,radiolarians
Actinocyclus ingens var. ingens,diatoms
"Morozovella gracilis (Bolli, 1957)",planktic_forams
Azpeitia tabularis var. egregius,diatoms
Corrudinium obscurum,dinoflagellates
Carpocanopsis bramlettei,radiolarians
Actynocyclus cf. aff. karstenii,diatoms
Globigerinatheka korotkovi,planktic_forams
Rectobolivina striatula,benthic_forams
Pterocodon tenellus,radiolarians
Morozovella acutispira,planktic_forams
Fohsella fohsi _T and B_ _M10 and M9a_,planktic_forams
Globanomalina compressa,planktic_forams
Globanomalina archeocompressa,planktic_forams
Zygrhablithus bijugatus,nannofossils
Cyclicargolithus floridanus,nannofossils
Saracenaria arcuatula,benthic_forams
Eggerella bradyi >600 m,benthic_forams
Semivulvulina prisca,benthic_forams
Actinocyclus lanceolatus,diatoms
Podocyrtis trachodes,radiolarians
Hystrichosphaeridium truswelliae,dinoflagellates
Vaginulinopsis marshalli,benthic_forams
Vaginulina sp.,benthic_forams
Shionodiscus gracilis var. expectus,diatoms
Globigerinoides ruber _pink_ _T_,planktic_forams
Selenopemphix selenoides,dinoflagellates
Mucronina multicostales,benthic_forams
Amphora helenensis,diatoms
Actinocyclus maccollumii,diatoms
Lejeunecysta big,dinoflagellates
Porosira pseudodenticulata,diatoms
Shionodiscus sp. Exp 318,diatoms
Notorotalia zelandica,benthic_forams
Hyalinea cf. balthica,benthic_forams
"Dentoglobigerina pseudovenezuelana (Blow and Banner, 1962)",planktic_forams
Algirosphaera robusta,nannofossils
"Catapsydrax howei (Blow & Banner), 1962 p 109-110 pl XIV figs P-R as Globigerinita",planktic_forams
Conotrochammina depressa,benthic_forams
Batiacasphaera cassiculus,dinoflagellates
Textularia miozea,benthic_forams
Lophocyrtis leptetrum,radiolarians
Dracodinium waipawaense,dinoflagellates
"Globoturborotalita bassriverensis Olsson and Hemleben, 2006",planktic_forams
Truncorotalia truncatulinoides (DEX),planktic_forams
Discoaster paelikei,nannofossils
Pseudohastigerina micra,planktic_forams
Praemurica pseudoinconstans,planktic_forams
"Cassigerinella eocaenica Cordey, 1968",planktic_forams
Trochosira spinosa,diatoms
Dinopterigium cladoides,dinoflagellates
Globigerinita,planktic_forams
"Pseudohastigerina sharkriverensis Olsson and Hemleben, 2006",planktic_forams
Vulvulina sp.,benthic_forams
Ceratolithus cristatus,nannofossils
Subbotina yeguaensis,planktic_forams
Navicula spp.,diatoms
Hantkenina primitiva,planktic_forams
Subbotina angiporoides minima,planktic_forams
Rectuvigerina ruatoria,benthic_forams
Globigerinella aequilateralis,planktic_forams
Gyroidinoides soldanii,benthic_forams
Syracosphaera lamina,nannofossils
Bolivina semitruncata,benthic_forams
"Acarinina subsphaerica (Subbotina, 1947)",planktic_forams
Gyroidina zealandica,benthic_forams
Cibicides parki,benthic_forams
Amaurolithus primus,nannofossils
Chilostomella oolina,benthic_forams
Polymorphina incavata,benthic_forams
"Globanomalina pseudoimitata Blow, 1979",planktic_forams
Eustephanias quasinermis,diatoms
Triquetrorhabdulus sp. (long needle-like),nannofossils
Saracenaria altifrons,benthic_forams
Glaphyrocysta retiintexta,dinoflagellates
Aragonia zelandica,benthic_forams
Globorotalia crassaformis _B_,planktic_forams
Sphenolithus pseudoradians,nannofossils
Thalassiosira insigna,diatoms
Selenopemphix cf. armaggedonesis,dinoflagellates
Clavatorella bermudezi,planktic_forams
Cibicides thiaracuata,benthic_forams
Globotruncana bulloides,planktic_forams
Globoquadrina baroemoensis,planktic_forams
Theocyrtis setanios n. sp.,radiolarians
Praemurica inconstans,planktic_forams
Globigerinoides ruber,planktic_forams
Lophocyrtis oberhaensliae,radiolarians
Bulimina mapiria,benthic_forams
Planoheterohelix globulosa,planktic_forams
Kisseleviella faballiforma,diatoms
Theocyrtis annosa,radiolarians
Siphouvigerina notohispida >1000 m,benthic_forams
Pseudammodochium sphericum,ebridians
"Globoturborotalita ouachitaensis (Howe and Wallace, 1932)",planktic_forams
"Turborotalia cunialensis (Toumarkine & Bolli), 1970",planktic_forams
Paragloborotalia mayeri,planktic_forams
Cibicides karreriformis,benthic_forams
Diphyes ficusoides (o),dinoflagellates
Reticulofenestra producta,nannofossils
Truncorotalia cf. crassacarina,planktic_forams
Eucyrtidium plesiodiaphanes,radiolarians
"Astrorotalia palmerae (Cushman and Bermudez, 1937)",planktic_forams
Rhopalocanium ornatum,radiolarians
Dinogymnium spp.,dinoflagellates
Lenticulina taettowata,benthic_forams
Kolesnikovella australis,benthic_forams
Neocrepidolithus grandiculus,nannofossils
Bolivina tectiformis,benthic_forams
Artophormis gracilis,radiolarians
Globoturborotalita anguliofficinalis,planktic_forams
Pulleniatina spectabilis _T,planktic_forams
Spiroloculina bradyi,benthic_forams
Zeauvigerina zelandica,planktic_forams
Vaginulinopsis marwicki,benthic_forams
Bolivinella profolium,benthic_forams
Theocyrtis tuberosa,radiolarians
"Clavigerinella eocanica (Nuttall, 1928)",planktic_forams
Catapsydrax unicavus,planktic_forams
Martinotiella nodulosa,benthic_forams
Discoaster distinctus,nannofossils
Aireiana verrucosa,dinoflagellates
Corbisema triacantha,silicoflagellates
Helicosphaera compacta,nannofossils
Actinocyclus fasciculatus,diatoms
Nitzschia denticuloides,diatoms
Glaphyrocysta delicata,dinoflagellates
Impagidinium velorum,dinoflagellates
Vulvulina bueningi,benthic_forams
Sphenolithus conspicuus,nannofossils
Corethron criophilum,diatoms
Plectofrondiculana fyfei,benthic_forams
Subbotina jacksonensis,planktic_forams
Discoaster neohamatus,nannofossils
Globorotalia plesiotumida _T,planktic_forams
Lenticulina hampdenensis,benthic_forams
Gyroidinoides sp.,benthic_forams
Pulleniatina primalis  _Tand B,planktic_forams
Nuttalides carinotruempyi,benthic_forams
Orbulina universa (juvenile),planktic_forams
Acarinina esnehensis,planktic_forams
Cruciplacolithus edwardsii,nannofossils
Cribrorotalia longwoodensis,benthic_forams
Batiacasphaera cassicula,dinoflagellates
Distephanosira architecturalis,diatoms
Globigerinita uvula,planktic_forams
Neogloboquadrina humerosa _B_,planktic_forams
Dentoglobigerina galavasi,planktic_forams
Nothofagus pollen,palynology
Pullenia sp.,benthic_forams
Fohsella lobata _B,planktic_forams
Reticulofenestra rotaria,nannofossils
Pyrgo murrhina,benthic_forams
Tristylospyris triceros,radiolarians
Dextral:Sinistral _P. praecursor_,planktic_forams
Skeletonemopsis barbabadensis,diatoms
Cymatosira biharensis,diatoms
Trinacria excavata,diatoms
Denticulopsis vulgaris,diatoms
"""Skeletonema"" utriculosa",diatoms
Stephanopyxis grunowii,diatoms
"Igorina pusilla (Bolli, 1957)",planktic_forams
Hemiplacophora semilunifera,dinoflagellates
Coscinodiscus hajosiae,diatoms
Asteromphalus hookeri,diatoms
Lychnocanoma pileus,radiolarians
Buryella tetradica s.s.,radiolarians
Turborotalia euapertura,planktic_forams
Sethochytris triconiscus,radiolarians
Azpeitia endoi,diatoms
Ehrenbergina mestayeri,benthic_forams
Paradictyocha sp,silicoflagellates
Anomalina spherica,benthic_forams
"Tenuitella insolita (Jenkins, 1966)",planktic_forams
Globorotalia hirsuta _B_,planktic_forams
Vallodiscus sp.,diatoms
Reticulofenestra stavensis,nannofossils
Subbotina linaperta,planktic_forams
"Parasubbotina variospira (Belford, 1984)",planktic_forams
Textularia pseudomiozea,benthic_forams
Dorcadospyris anastasis n. sp.,radiolarians
Frondicularia teuria,benthic_forams
Goniothecium decoratum,diatoms
Chiphragmolithus acanothodes,nannofossils
Paragloborotalia sp.,planktic_forams
Zeaglobigerina rubescens,planktic_forams
Goniothecium rogersii,diatoms
Globoconella pliozea (cf.),planktic_forams
Quasibolivina finlayi,benthic_forams
Parasubbotina griffinae,planktic_forams
"Globoconusa daubjergensis (Bronnimann), 1953",planktic_forams
Paragloborotalia continuosa,planktic_forams
Bulimina gibba,benthic_forams
Neococcolithes spp.,nannofossils
Enneadocysta dictyostila,dinoflagellates
Praeorbulina curva _B_,planktic_forams
"Zeauvigerina waiparaensis (Jenkins), 1966",planktic_forams
Helicosphaera heezenii,nannofossils
Microhedbergella pseudoplanispira,planktic_forams
Vozzhennikovia spp. indet.,dinoflagellates
Vozzhennikovia rohliae,dinoflagellates
Rhabdammina linearis,benthic_forams
Tappanina olsoni,benthic_forams
Uvigerina peregrina,benthic_forams
Clavatorella nicobarensis,planktic_forams
Globoturborotalita nepenthes _T and B_PL2 and M11,planktic_forams
"Praemurica uncinata (Bolli, 1957)",planktic_forams
Hantkenina nanggulanensis,planktic_forams
Chiasmolithus spp.,nannofossils
Impagidinium aculeatum,dinoflagellates
Eustephanias spp.,diatoms
Podocyrtis ampla,radiolarians
Rectuvigerina striata,benthic_forams
Subbotina sp.,planktic_forams
Neogloboquadrina acostaensis _B_ _M13a_,planktic_forams
Acarinina collactea,planktic_forams
Globigerinoides obliquus _T_,planktic_forams
Actinocyclus octonarius,diatoms
Globigerinita minuta,planktic_forams
Sphenolithus akropodus,nannofossils
Pseudopyxilla spp.,diatoms
Karreulina bortonica,benthic_forams
Acarinina subsphaerica,planktic_forams
Triceratium unguiculatum,diatoms
Stoveracysta ornata,dinoflagellates
Trilobatus bisphericus,planktic_forams
Morozovella gracilis,planktic_forams
Globorotalia archeomenardii _T and B_,planktic_forams
Dorcadospyris pseudopapilio,radiolarians
Melonis spharoides,benthic_forams
Mucronina cf. subtetragona,benthic_forams
Umbilicosphaera jafari,nannofossils
Impagidinium pallidum,dinoflagellates
"Subbotina hornibrooki Bronnimann, 1952",planktic_forams
Heterohelix globulosa (cf.),planktic_forams
"Igorina broedermanni (Cushman & Bermudez, 1949)",planktic_forams
Globorotalia menardii,planktic_forams
"Subbotina roesnaesensis Olsson and Berggren, 2006",planktic_forams
Clavatorella bermudezi _T and B_,planktic_forams
Pseudoguembelina costulata (cf.),planktic_forams
Globoconella miozea,planktic_forams
Sphaeroidinellopsis sp.,planktic_forams
Skeletonema utriculosa,diatoms
Catapsydrax howei,planktic_forams
"Globigerina ""praebulloides""",planktic_forams
Denticulopsis praedimorpha,diatoms
Sphaeroidina variabilis,benthic_forams
Sphenolithus distentus,nannofossils
Notorotalia wilsoni,benthic_forams
Senegalinium bicavatum,dinoflagellates
Hemiaulus taurus,diatoms
Ectosphaeropsis burdigalensis,dinoflagellates
Globigerinella siphonifera,planktic_forams
Calocycloma ampulla,radiolarians
Rouxia diploneides,diatoms
"Parasubbotina prebetica (Martinez Gallego and Cremades, 1978)",planktic_forams
Creania lacyae,diatoms
Eurrosia irregularis var. irregularis,diatoms
