Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),,Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Bolboforma vulgaris,Bolboforma spinosa,Bolboforma spiralis,Bolboforma rotunda,Bolboforma cyst,Bolboforma reticulata,Bolboforma gracilireticulata,Bolboforma cf.  laevis (round),Bolboforma fava,Bolboforma two-chambered cyst,Bolboforma platyreticulata,Bolboforma badenensis,Bolboforma laevis,Bolboforma moravica,Bolboforma danielsi,Bolboforma verrucosa,Bolboforma robusta,Bolboforma atlantica,Bolboforma capsula,Bolboforma oblongireticulata,Bolboforma compressispinosa,Bolboforma subfragori magna,Bolboforma clodiusi,Bolboforma superba,Bolboforma subfragori,Bolboforma furcata,Bolboforma fragori,Bolboforma metzmacheri ornata,Bolboforma aculeata,Bolboforma contorta sculpturata,Bolboforma contorta contorta,Bolboforma pentaspinosa,Bolboforma metzmacheri solida,Bolboforma m. metzmacheri,Bolboforma deformis,Bolboforma polygonalis,Bolboforma trochospiralis,Bolboforma praeintermedia,Bolboforma intermedia,Bolboforma pisiformis,Bolboforma pustulaintermedia,Bolboforma communis,Bolboforma groenlandica,Bolboforma lockeri,Bolboforma mutabilis,Bolboforma carina,Bolboforma sphaerica,Bolboforma costa. variabilis,Bolboforma tenuis,Bolboforma hispida,Bolboforma carinsapinosa,Bolboforma c. costairregularis,Bolboforma stella,Bolboforma alata,Bolboforma elegans,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,21,H,6,19.00,193.6700,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,T                  ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,T                  ,                       ,C                 ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,21,H,7,19.00,195.1700,Spiegler ,Bolboforms                                   ,T              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,rR                ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,T                           ,T                  ,                       ,T                 ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,22,H,1,19.00,195.6900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,T                    ,                     ,                            ,                   ,                       ,C                 ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,22,H,2,19.00,197.1900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,rR                   ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,R                 ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,22,H,3,19.00,198.6900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,R                 ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,22,H,4,19.00,200.1900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,rR                   ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,T                    ,                     ,                            ,                   ,                       ,R                 ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,22,H,5,19.00,201.6900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,T                    ,                     ,                            ,                   ,                       ,T                 ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,22,H,6,19.00,203.1900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,T                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,rR                ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,T                    ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,23,H,1,19.00,205.1900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,R                  ,R                      ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,23,H,2,19.00,206.6900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,T                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,C                  ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,23,H,3,19.00,208.1900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,C                  ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,23,H,4,19.00,209.6900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,C                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,T                  ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,23,H,5,19.00,211.1900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,C                  ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,23,H,6,19.00,212.6900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,T                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,C                  ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,24,H,1,19.00,214.6900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,T              ,                     ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,R                  ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,24,H,2,19.00,216.1900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,C                  ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,24,H,3,19.00,217.6900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,T                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,T                        ,                         ,                     ,                     ,                            ,C                  ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,24,H,3,26.00,217.7600,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,R                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,A                  ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,24,H,4,19.00,219.1900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,A                  ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,24,H,5,19.00,220.6900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,C                  ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,24,H,6,19.00,222.1900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,R                ,rR                 ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,rR                ,                  ,                             ,T                  ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,A                  ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,24,H,7,19.00,223.6900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,T                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,T                    ,R                           ,C                  ,T                      ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,24,H,CC,6.00,224.0200,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,T                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,T                    ,T                    ,T                           ,C                  ,T                      ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,25,H,1,19.00,224.1900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,T                    ,                     ,R                           ,R                  ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,25,H,2,19.00,225.6900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,T                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,rR                ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,T                    ,                     ,R                           ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,25,H,3,19.00,227.1900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,T                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,T                  ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,R                           ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,25,H,4,19.00,228.6900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,T                  ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,C                        ,                         ,T                    ,                     ,T                           ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,25,H,5,19.00,230.1900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,                 ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,R                    ,T                    ,C                           ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. intermedia ,,162,982,B,25,H,6,19.00,231.6900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,T                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,R                           ,T                  ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
