Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Orbulina universa	Sphaeroidinellopsis seminulina	Globorotalia menardii menardii (sinistral)	Globorotalia siakensis	Globorotalia miozea	Globoquadrina dehiscens	Globoquadrina venezuelana	Globigerina nepenthes	Globigerinoides trilobus	Neogloboquadrina humerosa	Neogloboquadrina acostaensis (dextral)	Neogloboquadrina acostaensis (sinistral)	Dentoglobigerina altispira altispira	Globigerinoides obliquus obliquus	Globorotalia plesiotumida	Globorotalia scitula	Globigerinoides sacculifer	Globorotalia cf. Gr. miozea	Orbulina suturalis	Globigerina woodi	Globigerinoides quadrilobatus	Globigerinoides obliquus extremus	Globigerinita glutinata	Globorotalia menardii menardii (dextral)	Globigerina decoraperta	Globoquadrina baroemoenensis	Globorotalia conomiozea	Pulleniatina obliquiloculata obliquiloculata	Globorotalia juanai	Globorotalia menardii cultrata (sinistral)	Globorotalia margaritae primitivae	Globigerinoides pyramidalis	Orbulina bilobata	Globorotalia cf. Gr. conomiozea	Globoquadrina altispira globosa	Globoquadrina altispira conica	Globorotalia margaritae	Globigerinoides conglobatus	Globorotalia cf. Gr. juanai	Globigerinoides elongatus	Neogloboquadrina dutertrei	Globorotalia pseudopima	Globorotalia miocenica	Globigerinoides ruber	Globorotalia multicamerata	Globigerinella aequilateralis	Globorotalia menardii cultrata (dextral)	Globorotalia cf. Gr. multicamerata	Globorotalia pseudomiocenica	Globorotalia cf. Gr. miocenica	Globorotalia puncticulata	Globorotalia crassaformis	Globorotalia pertenuis	Globorotalia exilis	Globorotalia tumida	Globorotalia cf. Gr. hirsuta	Globigerina apertura	Neogloboquadrina pachyderma (dextral)	Globorotaloides hexagona	Globigerina falconensis	Globorotalia inflata	Globigerina bulloides	Candeina nitida	Globorotalia tosaensis	Sphaeroidinella dehiscens	Globorotalia truncatulinoides	Globorotalia crassula	Globigerina rubescens	Globigerinoides fistulosus	Globigerina eamsi	Globigerinella obesa	Comment

  SR	Late Pliocene    	                 	PL3               	              	157	 954	B	 11	R	CC	   0.00	    180.2700	Brunner  	Planktonic Foraminifers                      	A              	M                 	F                	F                             	                                          	                      	                   	                       	                         	                     	F                       	C                        	                                      	                                        	F                                   	                                 	                         	                    	R                         	                           	                  	                 	                             	C                                	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	F                              	                              	                       	                           	                           	                         	                          	                       	                      	                     	F                         	C                            	                                        	                                  	                            	                              	                         	C                        	                      	F                  	C                  	R                           	C                   	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Pliocene    	                 	PL3               	              	157	 954	B	 12	R	 1	  51.00	    187.4100	Brunner  	Planktonic Foraminifers                      	A              	G                 	C                	C                             	                                          	                      	                   	                       	                         	                     	C                       	                         	                                      	                                        	                                    	                                 	                         	                    	C                         	                           	                  	                 	                             	F                                	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	F                    	                          	                             	                                        	                                  	                            	                              	C                        	C                        	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Pliocene    	                 	PL3               	              	157	 954	B	 12	R	 1	 119.00	    188.0900	Brunner  	Planktonic Foraminifers                      	A              	M                 	C                	F                             	                                          	                      	                   	                       	                         	                     	F                       	                         	                                      	                                        	R                                   	                                 	                         	                    	R                         	                           	                  	                 	                             	F                                	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	R                        	                          	                       	F                     	F                    	                          	                             	                                        	                                  	                            	                              	A                        	C                        	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL2               	              	157	 954	B	 12	R	CC	   0.00	    190.1800	Brunner  	Planktonic Foraminifers                      	A              	M                 	C                	F                             	                                          	                      	                   	                       	                         	                     	C                       	                         	                                      	                                        	F                                   	                                 	                         	                    	F                         	                           	                  	                 	                             	C                                	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	F                              	                              	F                      	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	C                        	                         	                      	C                  	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL2               	              	157	 954	B	 13	R	 1	 133.00	    197.8300	Brunner  	Planktonic Foraminifers                      	A              	G                 	F                	F                             	                                          	                      	                   	                       	                         	                     	                        	                         	                                      	                                        	                                    	                                 	                         	                    	F                         	                           	                  	                 	                             	F                                	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	C                      	R                          	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	F                        	                         	                      	C                  	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL2               	              	157	 954	B	 13	R	 2	  48.00	    198.4800	Brunner  	Planktonic Foraminifers                      	C              	M                 	                 	R                             	                                          	                      	                   	                       	                         	                     	F                       	                         	                                      	                                        	F                                   	                                 	                         	                    	F                         	                           	                  	                 	                             	F                                	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	C                      	R                          	                           	                         	                          	                       	C                     	F                    	                          	                             	                                        	                                  	                            	                              	A                        	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL2               	              	157	 954	B	 13	R	CC	   0.00	    199.2300	Brunner  	Planktonic Foraminifers                      	A              	M                 	F                	F                             	                                          	                      	                   	                       	                         	                     	C                       	C                        	                                      	                                        	F                                   	C                                	                         	                    	F                         	                           	                  	C                	                             	C                                	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	F                      	                           	                           	                         	                          	                       	                      	                     	                          	R                            	                                        	                                  	                            	                              	F                        	C                        	R                     	C                  	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL2               	              	157	 954	B	 14	R	CC	   0.00	    206.2000	Brunner  	Planktonic Foraminifers                      	A              	M                 	F                	F                             	                                          	                      	                   	                       	                         	                     	C                       	F                        	                                      	                                        	F                                   	F                                	                         	                    	F                         	                           	                  	                 	                             	F                                	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	C                      	                           	                           	                         	F                         	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	F                        	F                        	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL1               	              	157	 954	B	 15	R	 1	  36.00	    216.0600	Brunner  	Planktonic Foraminifers                      	C              	M                 	C                	R                             	                                          	                      	                   	                       	                         	R                    	F                       	                         	F                                     	                                        	F                                   	                                 	                         	                    	R                         	                           	                  	                 	                             	F                                	                       	F                                       	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	C                      	                           	                           	F                        	F                         	                       	                      	                     	F                         	                             	                                        	                                  	F                           	F                             	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL1               	              	157	 954	B	 15	R	 1	  78.00	    216.4800	Brunner  	Planktonic Foraminifers                      	A              	M                 	C                	F                             	                                          	                      	                   	                       	                         	R                    	C                       	F                        	F                                     	                                        	F                                   	F                                	                         	                    	F                         	                           	                  	                 	                             	C                                	R                      	C                                       	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	C                      	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	F                                 	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL1               	              	157	 954	B	 15	R	 2	  29.00	    217.1400	Brunner  	Planktonic Foraminifers                      	A              	G                 	C                	F                             	                                          	                      	                   	                       	                         	                     	C                       	F                        	F                                     	                                        	C                                   	                                 	                         	                    	F                         	                           	                  	                 	                             	F                                	                       	C                                       	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	C                      	                           	                           	F                        	F                         	                       	                      	F                    	                          	                             	C                                       	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL1               	              	157	 954	B	 15	R	CC	   0.00	    217.8600	Brunner  	Planktonic Foraminifers                      	A              	M                 	C                	                              	                                          	                      	                   	                       	                         	                     	C                       	F                        	C                                     	                                        	                                    	F                                	                         	                    	F                         	                           	                  	                 	                             	F                                	F                      	C                                       	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	C                      	R                          	                           	                         	C                         	                       	                      	                     	F                         	R                            	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL1               	              	157	 954	B	 16	R	 1	  44.00	    225.6400	Brunner  	Planktonic Foraminifers                      	A              	M                 	                 	C                             	                                          	                      	                   	                       	                         	R                    	C                       	                         	F                                     	                                        	F                                   	F                                	                         	                    	                          	                           	                  	                 	                             	C                                	R                      	C                                       	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	C                      	                           	                           	                         	F                         	                       	                      	F                    	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL1               	              	157	 954	B	 16	R	 2	   9.00	    226.7900	Brunner  	Planktonic Foraminifers                      	C              	P                 	F                	F                             	                                          	                      	                   	                       	                         	R                    	C                       	C                        	C                                     	                                        	                                    	F                                	                         	                    	F                         	                           	                  	                 	                             	F                                	                       	C                                       	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	C                      	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL1               	              	157	 954	B	 16	R	CC	   0.00	    227.2400	Brunner  	Planktonic Foraminifers                      	F              	P                 	C                	F                             	                                          	                      	                   	                       	F                        	                     	F                       	F                        	F                                     	F                                       	F                                   	F                                	                         	                    	                          	                           	                  	                 	                             	F                                	                       	R                                       	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	F                              	                              	C                      	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL1               	              	157	 954	B	 17	R	 1	  18.00	    234.9800	Brunner  	Planktonic Foraminifers                      	A              	M                 	C                	F                             	                                          	                      	                   	                       	                         	R                    	C                       	                         	C                                     	                                        	F                                   	F                                	                         	                    	                          	                           	                  	                 	                             	C                                	                       	C                                       	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	C                      	R                          	                           	                         	F                         	                       	                      	F                    	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL1               	              	157	 954	B	 17	R	 1	  51.00	    235.3100	Brunner  	Planktonic Foraminifers                      	C              	M                 	C                	F                             	                                          	                      	                   	                       	                         	R                    	C                       	F                        	F                                     	                                        	F                                   	                                 	                         	                    	                          	                           	                  	                 	                             	C                                	                       	C                                       	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	C                      	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL1               	              	157	 954	B	 17	R	CC	   0.00	    235.7000	Brunner  	Planktonic Foraminifers                      	A              	M                 	C                	F                             	                                          	                      	                   	                       	F                        	F                    	C                       	                         	C                                     	                                        	C                                   	C                                	                         	                    	F                         	                           	                  	                 	                             	C                                	                       	                                        	                       	                            	                       	                                            	                   	                                          	R                                 	                           	                 	                               	C                              	                              	C                      	                           	                           	                         	F                         	R                      	F                     	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL1               	              	157	 954	B	 18	R	 1	  44.00	    244.8400	Brunner  	Planktonic Foraminifers                      	C              	M                 	F                	F                             	R                                         	                      	                   	                       	                         	F                    	C                       	                         	F                                     	                                        	C                                   	F                                	                         	                    	R                         	                           	                  	                 	                             	C                                	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	A                      	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL1               	              	157	 954	B	 18	R	 2	  43.00	    246.3300	Brunner  	Planktonic Foraminifers                      	C              	M                 	C                	C                             	F                                         	                      	                   	                       	                         	F                    	C                       	F                        	C                                     	                                        	F                                   	C                                	                         	                    	F                         	                           	                  	                 	                             	C                                	                       	                                        	                       	                            	R                      	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	A                      	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Early Pliocene   	                 	PL1               	              	157	 954	B	 18	R	CC	   0.00	    247.4000	Brunner  	Planktonic Foraminifers                      	C              	M                 	F                	F                             	F                                         	                      	                   	                       	                         	F                    	C                       	F                        	F                                     	                                        	                                    	F                                	                         	                    	                          	                           	                  	                 	                             	F                                	                       	                                        	                       	                            	                       	                                            	                   	                                          	R                                 	                           	                 	                               	                               	                              	C                      	                           	                           	                         	F                         	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.
