Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbilicosphaera sibogae,Sphenolithus belemnos,Sphenolithus abies/neoabies,Reticulofenestra spp. (small - medium),Reticulofenestra pseudoumbilicus,Helicosphaera carteri,Helicosphaera ampliaperta,Discoaster variabilis,Discoaster druggii,Discoaster deflandrei,Discoaster bollii,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus macintyrei,Sphenolithus heteromorphus,Florisphaera profunda,Calcidiscus premacintyrei,Calcidiscus leptoporus,Discoaster petaliformis,Discoaster calcaris,Rhabdosphaera clavigera,Discoaster moorei,Discoaster pentaradiatus,Discoaster signus,Discoaster brouweri,Pontosphaera spp.,Triquetrorhabdulus rugosus,Discoaster prepentaradiatus,Discoaster kugleri,Discoaster bellus,Discoaster neorectus,Thorosphaera flabellata,Scapholithus fossilis,Discoaster loeblichii,Catinaster coalitus,Catinaster calyculus,Discoaster quinqueramus,Discoaster neohamatus,Discoaster hamatus,Oolithotus antillarum,Discoaster surculus,Discoaster berggrenii,Minylitha convallis,Amaurolithus amplificus,Syracosphaera pulchra,Gephyrocapsa spp. (small),Amaurolithus primus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Ceratolithus armatus,Ceratolithus cristatus,Ceratolithus rugosus,Pseudoemiliania lacunosa,Discoaster asymmetricus,Syracosphaera spp.,Gephyrocapsa oceanica,Gephyrocapsa margerelii,Gephyrocapsa caribbeanica,Umbellosphaera irregularis,Reticulofenestra asanoi,Discosphaera tubifera,Helicosphaera wallichii,Helicosphaera inversa,Helicosphaera hyalina,Emiliania huxleyi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,Early Pliocene   ,NN15              ,NN15          ,184,1146,A, 28,X,CC,  16.00,    260.9500,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,A                          ,A                                     ,C                               ,F                    ,                         ,F                    ,                  ,                     ,                 ,                           ,                      ,                     ,                        ,F                     ,                          ,C                    ,                         ,C                     ,                       ,                   ,F                      ,                 ,C                       ,                 ,F                  ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,C                  ,                     ,                   ,                       ,F                    ,                         ,                   ,                      ,                            ,                    ,R                     ,R                   ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,Early Pliocene   ,NN14              ,NN14          ,184,1146,A, 29,X,CC,  16.00,    270.3600,nannos   ,Nannofossils                                 ,A              ,G                 ,C                      ,                     ,A                          ,D                                     ,C                               ,C                    ,                         ,F                    ,                  ,                     ,                 ,                           ,                      ,                     ,                        ,F                     ,                          ,A                    ,                         ,F                     ,                       ,                   ,R                      ,                 ,C                       ,                 ,F                  ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,F                  ,                     ,                   ,                       ,R                    ,                         ,                   ,                      ,R                           ,                    ,R                     ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,Early Pliocene   ,NN13              ,NN13          ,184,1146,A, 30,X,CC,  37.00,    280.2200,nannos   ,Nannofossils                                 ,A              ,G                 ,C                      ,                     ,A                          ,A                                     ,C                               ,C                    ,                         ,C                    ,                  ,                     ,                 ,                           ,                      ,R                    ,                        ,F                     ,                          ,C                    ,                         ,C                     ,                       ,                   ,F                      ,                 ,C                       ,                 ,C                  ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,C                  ,                     ,                   ,                       ,F                    ,                         ,                   ,R                     ,R                           ,                    ,R                     ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,Late Miocene     ,NN12              ,NN12          ,184,1146,A, 31,X,CC,  23.00,    289.9000,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,A                          ,A                                     ,C                               ,C                    ,                         ,C                    ,                  ,                     ,                 ,                           ,                      ,F                    ,                        ,                      ,                          ,A                    ,                         ,C                     ,                       ,                   ,F                      ,                 ,C                       ,                 ,F                  ,                 ,R                         ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,C                  ,                     ,                   ,                       ,F                    ,                         ,                   ,R                     ,R                           ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NN11              ,NN11          ,184,1146,A, 32,X,CC,  38.00,    299.4700,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,A                          ,A                                     ,F                               ,C                    ,                         ,C                    ,                  ,                     ,                 ,                           ,                      ,F                    ,                        ,R                     ,                          ,A                    ,                         ,F                     ,                       ,                   ,F                      ,                 ,C                       ,                 ,C                  ,                 ,F                         ,                           ,                  ,                 ,                    ,                       ,R                    ,                     ,                   ,                    ,F                      ,                     ,                  ,                     ,F                  ,                     ,                   ,                       ,F                    ,                         ,                   ,R                     ,R                           ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NN11              ,NN11          ,184,1146,A, 33,X,CC,  15.00,    309.0300,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,A                          ,A                                     ,C                               ,C                    ,                         ,F                    ,                  ,                     ,                 ,                           ,                      ,R                    ,                        ,F                     ,                          ,C                    ,                         ,C                     ,                       ,                   ,                       ,                 ,C                       ,                 ,F                  ,                 ,R                         ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,C                      ,                     ,                  ,                     ,F                  ,                     ,                   ,                       ,                     ,                         ,F                  ,R                     ,R                           ,R                   ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NN11              ,NN11          ,184,1146,A, 34,X,CC,  23.00,    318.7700,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,A                          ,A                                     ,C                               ,C                    ,                         ,F                    ,                  ,                     ,                 ,                           ,                      ,C                    ,                        ,R                     ,                          ,A                    ,                         ,F                     ,                       ,                   ,                       ,                 ,F                       ,                 ,F                  ,                 ,R                         ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,A                      ,                     ,                  ,                     ,F                  ,F                    ,                   ,                       ,                     ,R                        ,R                  ,F                     ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NN11              ,NN11          ,184,1146,A, 35,X,CC,  17.00,    328.2900,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,A                          ,A                                     ,C                               ,F                    ,                         ,F                    ,                  ,                     ,                 ,                           ,                      ,C                    ,                        ,F                     ,                          ,A                    ,                         ,F                     ,                       ,                   ,R                      ,                 ,F                       ,                 ,F                  ,                 ,R                         ,                           ,                  ,                 ,                    ,                       ,R                    ,                     ,                   ,                    ,C                      ,                     ,                  ,                     ,F                  ,F                    ,                   ,R                      ,R                    ,F                        ,F                  ,R                     ,R                           ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NN11              ,NN11          ,184,1146,A, 36,X,CC,  37.00,    338.2000,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,A                          ,A                                     ,C                               ,F                    ,                         ,F                    ,                  ,                     ,                 ,                           ,                      ,C                    ,                        ,R                     ,                          ,C                    ,                         ,F                     ,                       ,                   ,                       ,                 ,R                       ,                 ,C                  ,                 ,F                         ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,A                      ,                     ,                  ,                     ,F                  ,A                    ,                   ,                       ,R                    ,R                        ,R                  ,R                     ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NN11              ,NN11          ,184,1146,A, 37,X,CC,  35.00,    347.9200,nannos   ,Nannofossils                                 ,A              ,G                 ,F                      ,                     ,A                          ,A                                     ,F                               ,C                    ,                         ,C                    ,                  ,                     ,                 ,                           ,                      ,C                    ,                        ,F                     ,                          ,C                    ,                         ,F                     ,                       ,                   ,                       ,                 ,R                       ,                 ,F                  ,                 ,F                         ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,C                      ,                     ,                  ,                     ,F                  ,C                    ,                   ,R                      ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NN11              ,NN11          ,184,1146,A, 38,X,CC,  36.00,    357.5000,nannos   ,Nannofossils                                 ,A              ,G                 ,C                      ,                     ,A                          ,C                                     ,                                ,C                    ,                         ,C                    ,                  ,                     ,                 ,                           ,                      ,C                    ,                        ,F                     ,                          ,C                    ,                         ,F                     ,                       ,                   ,                       ,                 ,F                       ,                 ,C                  ,                 ,F                         ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,C                      ,                     ,                  ,                     ,F                  ,C                    ,R                  ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NN11              ,NN11          ,184,1146,A, 39,X,CC,  24.00,    366.9800,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,A                          ,A                                     ,R                               ,C                    ,                         ,F                    ,                  ,                     ,                 ,                           ,                      ,F                    ,                        ,R                     ,                          ,C                    ,                         ,F                     ,                       ,                   ,                       ,                 ,F                       ,                 ,C                  ,                 ,F                         ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,C                      ,F                    ,                  ,C                    ,R                  ,F                    ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NN10              ,NN10          ,184,1146,A, 40,X,CC,  35.00,    376.6200,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,A                          ,A                                     ,R                               ,C                    ,                         ,F                    ,                  ,                     ,                 ,                           ,                      ,C                    ,                        ,F                     ,                          ,C                    ,                         ,F                     ,                       ,                   ,                       ,                 ,R                       ,                 ,C                  ,                 ,R                         ,F                          ,                  ,F                ,                    ,                       ,                     ,                     ,                   ,                    ,F                      ,C                    ,                  ,F                    ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NN10              ,NN10          ,184,1146,A, 41,X,CC,  24.00,    386.2200,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,A                          ,C                                     ,C                               ,C                    ,                         ,F                    ,                  ,                     ,                 ,                           ,                      ,C                    ,                        ,F                     ,                          ,C                    ,                         ,C                     ,                       ,                   ,                       ,                 ,                        ,                 ,C                  ,                 ,R                         ,C                          ,                  ,F                ,                    ,                       ,                     ,                     ,                   ,                    ,F                      ,C                    ,                  ,C                    ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NN9               ,NN9           ,184,1146,A, 42,X,CC,  28.00,    395.4600,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,                     ,C                          ,C                                     ,C                               ,C                    ,                         ,C                    ,                  ,                     ,                 ,                           ,                      ,F                    ,                        ,F                     ,                          ,C                    ,                         ,F                     ,                       ,                   ,                       ,                 ,                        ,                 ,C                  ,                 ,R                         ,                           ,                  ,F                ,                    ,                       ,                     ,                     ,                   ,                    ,F                      ,F                    ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NN9               ,NN9           ,184,1146,A, 43,X,CC,  33.00,    405.0300,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                     ,C                          ,C                                     ,C                               ,F                    ,                         ,C                    ,C                 ,                     ,C                ,                           ,                      ,F                    ,                        ,F                     ,                          ,C                    ,                         ,F                     ,                       ,                   ,                       ,                 ,                        ,                 ,C                  ,R                ,R                         ,                           ,                  ,C                ,F                   ,                       ,                     ,F                    ,F                  ,F                   ,F                      ,F                    ,F                 ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NN9               ,NN9           ,184,1146,A, 44,X,CC,  44.00,    414.5400,nannos   ,Nannofossils                                 ,A              ,M                 ,R                      ,                     ,C                          ,C                                     ,C                               ,F                    ,                         ,C                    ,C                 ,                     ,                 ,                           ,                      ,F                    ,                        ,F                     ,                          ,C                    ,                         ,F                     ,                       ,                   ,                       ,                 ,                        ,                 ,C                  ,R                ,R                         ,                           ,                  ,C                ,F                   ,                       ,                     ,F                    ,C                  ,C                   ,F                      ,F                    ,F                 ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,NN8               ,NN8           ,184,1146,A, 45,X,CC,  33.00,    424.6800,nannos   ,Nannofossils                                 ,A              ,G                 ,R                      ,                     ,A                          ,A                                     ,C                               ,R                    ,                         ,C                    ,                  ,                     ,                 ,                           ,                      ,R                    ,                        ,F                     ,                          ,C                    ,                         ,R                     ,                       ,                   ,                       ,                 ,                        ,                 ,C                  ,R                ,R                         ,F                          ,                  ,C                ,F                   ,R                      ,R                    ,F                    ,C                  ,C                   ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Middle Miocene   ,NN7               ,NN7           ,184,1146,A, 46,X,CC,  55.00,    434.4300,nannos   ,Nannofossils                                 ,A              ,G                 ,R                      ,                     ,A                          ,A                                     ,C                               ,F                    ,                         ,C                    ,                  ,                     ,F                ,                           ,                      ,R                    ,                        ,F                     ,                          ,C                    ,                         ,R                     ,                       ,C                  ,                       ,                 ,                        ,                 ,C                  ,R                ,R                         ,F                          ,                  ,F                ,F                   ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Middle Miocene   ,NN7               ,NN7           ,184,1146,A, 47,X,CC,  46.00,    443.9300,nannos   ,Nannofossils                                 ,A              ,G                 ,                       ,                     ,C                          ,C                                     ,C                               ,F                    ,                         ,C                    ,                  ,                     ,F                ,                           ,                      ,F                    ,                        ,F                     ,                          ,C                    ,                         ,F                     ,                       ,C                  ,                       ,F                ,                        ,                 ,F                  ,                 ,R                         ,                           ,F                 ,R                ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Middle Miocene   ,NN7               ,NN7           ,184,1146,A, 48,X,CC,  37.00,    453.5400,nannos   ,Nannofossils                                 ,A              ,G                 ,                       ,                     ,C                          ,C                                     ,C                               ,F                    ,                         ,C                    ,                  ,F                    ,F                ,                           ,                      ,F                    ,                        ,C                     ,                          ,C                    ,                         ,C                     ,                       ,F                  ,                       ,F                ,                        ,                 ,F                  ,F                ,R                         ,F                          ,F                 ,R                ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Middle Miocene   ,NN6               ,NN6           ,184,1146,A, 49,X,CC,  37.00,    463.1400,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                     ,C                          ,C                                     ,C                               ,F                    ,                         ,C                    ,                  ,                     ,F                ,                           ,                      ,C                    ,                        ,C                     ,                          ,C                    ,                         ,C                     ,                       ,C                  ,                       ,F                ,                        ,                 ,R                  ,R                ,R                         ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Middle Miocene   ,NN6               ,NN6           ,184,1146,A, 50,X,CC,  31.00,    472.6300,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                     ,C                          ,C                                     ,C                               ,F                    ,                         ,C                    ,                  ,                     ,F                ,                           ,                      ,C                    ,                        ,F                     ,                          ,C                    ,R                        ,F                     ,                       ,F                  ,                       ,F                ,                        ,R                ,R                  ,R                ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Middle Miocene   ,NN6               ,NN6           ,184,1146,A, 51,X,CC,  32.00,    482.0900,nannos   ,Nannofossils                                 ,A              ,G                 ,C                      ,                     ,C                          ,C                                     ,C                               ,F                    ,                         ,C                    ,                  ,F                    ,C                ,C                          ,R                     ,C                    ,R                       ,F                     ,                          ,C                    ,F                        ,F                     ,                       ,F                  ,F                      ,F                ,                        ,R                ,R                  ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Middle Miocene   ,NN5               ,NN5           ,184,1146,A, 52,X,CC,  37.00,    491.7700,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,F                          ,C                                     ,F                               ,F                    ,                         ,C                    ,                  ,F                    ,C                ,C                          ,R                     ,C                    ,                        ,R                     ,C                         ,C                    ,R                        ,                      ,                       ,                   ,R                      ,F                ,                        ,                 ,                   ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Middle Miocene   ,NN5               ,NN5           ,184,1146,A, 53,X,CC,  24.00,    501.2700,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,F                          ,C                                     ,R                               ,C                    ,                         ,F                    ,                  ,F                    ,C                ,C                          ,R                     ,C                    ,R                       ,R                     ,C                         ,C                    ,F                        ,F                     ,F                      ,                   ,R                      ,                 ,R                       ,                 ,                   ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Middle Miocene   ,NN5               ,NN5           ,184,1146,A, 54,X,CC,  27.00,    509.3300,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,F                          ,A                                     ,                                ,F                    ,                         ,F                    ,                  ,                     ,F                ,C                          ,R                     ,F                    ,F                       ,R                     ,C                         ,A                    ,                         ,                      ,F                      ,                   ,R                      ,R                ,                        ,                 ,                   ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Middle Miocene   ,NN4               ,NN4           ,184,1146,A, 55,X,CC,  35.00,    520.6400,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,                     ,F                          ,C                                     ,                                ,F                    ,                         ,R                    ,                  ,C                    ,C                ,C                          ,R                     ,F                    ,F                       ,R                     ,C                         ,A                    ,R                        ,F                     ,C                      ,R                  ,                       ,                 ,                        ,                 ,                   ,                 ,                          ,                           ,                  ,                 ,                    ,                       ,                     ,                     ,                   ,                    ,                       ,                     ,                  ,                     ,                   ,                     ,                   ,                       ,                     ,                         ,                   ,                      ,                            ,                    ,                      ,                    ,                        ,                       ,                  ,                     ,                       ,                         ,                          ,                       ,                     ,                       ,                     ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
