Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Turborotalita quinqueloba,Neogloboquadrina atlantica (sinistral),Globigerinita juvenilis,Globigerinita glutinata,Globigerina bulloides,Neogloboquadrina spp.,Neogloboquadrina pachyderma (sinistral),Globorotalia scitula,Globigerina venezuelana,Neogloboquadrina humerosa,Neogloboquadrina acostaensis,Tenuitellinata sp.,Globigerinella obesa,Tenuitella sp.,Neogloboquadrina dutertrei,Globigerinita uvula,Globorotalia inflata,Globigerina falconensis,Neogloboquadrina atlantica (dextral),Globoturborotalita rubescens,Globigerina sp. A,Streptochilus globigerum,Neogloboquadrina pachyderma (dextral),Tenuitella minutissima,Globoquadrina conglomerata,Neogloboquadrina praehumerosa,Globorotalia theyeri,Globigerinoides ruber,Tenuitella iota,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 12,H, 1, 140.00,     98.2000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,cf                                    ,T                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,T                   ,-                      ,-                                   ,-                           ,-                ,T                       ,T                                    ,T                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 12,H, 2,  89.00,     99.1900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,T                                   ,-                           ,-                ,-                       ,R                                    ,T                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 12,H, 3,  68.00,    100.4800,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,R                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,R                           ,-                ,-                       ,R                                    ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 12,H, 4,  85.00,    102.1500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,T                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,T                                    ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 12,H, 5,  86.00,    103.6600,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,D                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 12,H, 6,  80.00,    105.1000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,R                                      ,-                   ,-                      ,-                        ,-                           ,T                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,T                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 12,H, 7,  46.00,    105.7600,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,VR                      ,-                                    ,T                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 13,H, 1,  96.00,    107.2600,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 13,H, 3,  95.00,    110.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,T                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 13,H, 4,  94.00,    111.7400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 13,H, 5,  95.00,    113.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,T                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,-                 ,-                   ,-             ,-                         ,T                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,VR                                   ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 13,H, 6,  95.00,    114.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,VR                  ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 14,H, 1,  95.00,    116.7500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 14,H, 2,  95.00,    118.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,T                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,T                                    ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 14,H, 3,  78.00,    119.5800,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 14,H, 4,  95.00,    121.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,T                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 14,H, 5,  95.00,    122.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 15,H, 1,  95.00,    126.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 15,H, 2,  95.00,    127.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 15,H, 3,  95.00,    129.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,-                    ,-                    ,T                                      ,T                   ,-                      ,-                        ,T                           ,-                 ,-                   ,-             ,cf                        ,T                  ,-                   ,-                      ,VR                                  ,-                           ,-                ,-                       ,VR                                   ,-                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 15,H, 4,  95.00,    130.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                                     ,T                      ,T                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,T                           ,T                 ,T                   ,-             ,-                         ,T                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,T                                    ,T                     ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 15,H, 5,  95.00,    132.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,R                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 16,H, 1,  95.00,    134.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,VR                                     ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 16,H, 2,  95.00,    135.7500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 16,H, 3,  95.00,    137.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N. atlantica (sin.),              ,152, 918,A, 16,H, 4,  95.00,    138.7500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 16,H, 5,  95.00,    140.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                                     ,T                      ,-                      ,VR                   ,T                    ,T                                      ,-                   ,-                      ,cf                       ,T                           ,T                 ,-                   ,-             ,-                         ,T                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,T                                    ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 16,H, 6,  95.00,    141.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,cf                                    ,T                      ,-                      ,-                    ,-                    ,T                                      ,T                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 17,H, 1,  95.00,    143.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,R                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,VR                                   ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 17,H, 2,  95.00,    145.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                                     ,-                      ,-                      ,-                    ,-                    ,A                                      ,-                   ,-                      ,-                        ,-                           ,T                 ,VR                  ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,T                                    ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 17,H, 3,  95.00,    146.7500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 17,H, 4,  96.00,    148.2600,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 17,H, 5,  95.00,    149.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                                     ,T                      ,-                      ,-                    ,-                    ,T                                      ,T                   ,-                      ,-                        ,-                           ,T                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,T                       ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 17,H, 6,  95.00,    151.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,VR                     ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 18,H, 1,  95.00,    153.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                                     ,T                      ,-                      ,-                    ,-                    ,T                                      ,T                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,T                  ,-                   ,-                      ,T                                   ,-                           ,-                ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 18,H, 2,  96.00,    154.7600,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                                     ,T                      ,T                      ,-                    ,T                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,T                 ,-                   ,T             ,T                         ,-                  ,-                   ,-                      ,-                                   ,cf                          ,T                ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 18,H, 3,  95.00,    156.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                                     ,T                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,T                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,T                                   ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 18,H, 4,  95.00,    157.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,T                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 18,H, 5,  95.00,    159.2500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 18,H, 6,  95.00,    160.7500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 19,H, 1,  95.00,    162.7500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 19,H, 3,  95.00,    165.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,T                    ,T                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,T                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 19,H, 4,  95.00,    167.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                                     ,T                      ,T                      ,-                    ,T                    ,T                                      ,-                   ,-                      ,-                        ,T                           ,T                 ,-                   ,T             ,T                         ,C                  ,-                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 19,H, 5,  95.00,    168.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,T                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,T             ,-                         ,-                  ,-                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
