Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Praeorbulina sicanus,Praeorbulina glomerosa,Neogloboquadrina continuosa,Globorotalia mayeri,Globorotalia fohsi peripheroacuta,Globoquadrina venezuelana,Globoquadrina dehiscens,Globoquadrina altispira altispira,Globigerinoides trilobus,Globigerinoides subquadratus,Globigerinoides quadrilobatus,Globigerinoides immaturus,Globigerinita glutinata,Globigerinella obesa,Globigerina praebulloides,Globoquadrina praedehiscens,Globoquadrina baroemoenensis,Globigerinoides sacculifer,Globigerinoides obliquus,Globigerinatella insueta,Globigerina bulloides,Orbulina suturalis,Globorotalia fohsi fohsi,Globorotalia (fohsi/lobata transition),Globigerina decoraperta,Globorotalia praescitula,Globorotalia lenguaensis,Globigerinella aequilateralis,Sphaeroidinellopsis disjuncta,Orbulina universa,Orbulina bilobata,Globorotalia acrostoma,Globigerinoides mitra,Sphaeroidinellopsis subdehiscens,Sphaeroidinellopsis seminulina,Globorotalia praemenardii,Globigerina woodi,Globigerina cf. woodi,Globoquadrina altispira globosa,Clavatorella bermudezi,Globorotalia fohsi lobata,Globorotalia cf. scitula,Globorotalia fohsi robusta,Globorotalia menardii,Globorotalia limbata,Neogloboquadrina pseudopachyderma,Neogloboquadrina humerosa,Neogloboquadrina acostaensis,Globorotalia plesiotumida,Globigerinoides ruber,Globigerinoides extremus,Globigerina nepenthes,Sphaeroidinellopsis paenedehiscens,Globorotalia scitula,Globorotalia paralenguaensis,Globorotalia multicamerata,Globigerinoides conglobatus,Candeina nitida,Sphaeroidinella dehiscens,Globorotalia tumida,Globorotalia truncatulinoides,Globorotalia tosaensis,Globorotalia margaritae margaritae,Globorotalia juanai,Pulleniatina obliquiloculata,Neogloboquadrina dutertrei,Globorotalia exilis,Globorotalia cibaoensis,Globigerina incisa,Globorotalia ungulata,Globorotalia crassaformis crassaformis,Globorotalia cf. Gr. multicamerata,Globigerina apertura,Globorotalia flexuosa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,M9a               ,              ,101, 626,C, 14,H,CC,   6.00,    130.9700,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                      ,                           ,F                  ,                                 ,F                        ,R                      ,F                                ,                        ,C                           ,F                            ,F                        ,                       ,R                   ,                         ,                           ,R                           ,                          ,R                       ,                        ,                     ,R                 ,R                       ,                                      ,                       ,                        ,                        ,                             ,                             ,F                ,R                ,                      ,                     ,                                ,                              ,R                        ,                 ,                     ,                               ,                      ,R                        ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,M9a               ,              ,101, 626,C, 15,H, 3,  25.00,    134.5500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,r                   ,                      ,R                          ,F                  ,                                 ,F                        ,F                      ,R                                ,F                       ,R                           ,F                            ,                         ,                       ,R                   ,                         ,r                          ,                            ,R                         ,R                       ,                        ,                     ,F                 ,                        ,                                      ,                       ,                        ,                        ,                             ,                             ,F                ,R                ,                      ,                     ,                                ,                              ,R                        ,                 ,                     ,                               ,                      ,R                        ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,M9a               ,              ,101, 626,C, 15,H, 5,  25.00,    137.5500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                      ,                           ,R                  ,                                 ,R                        ,R                      ,R                                ,C                       ,F                           ,                             ,F                        ,R                      ,R                   ,                         ,                           ,R                           ,                          ,                        ,                        ,                     ,                  ,R                       ,                                      ,R                      ,                        ,                        ,R                            ,R                            ,                 ,                 ,                      ,                     ,                                ,                              ,R                        ,                 ,                     ,R                              ,                      ,R                        ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,M9a               ,              ,101, 626,C, 15,H, 7,  25.00,    140.5500,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,r                   ,                      ,R                          ,F                  ,                                 ,R                        ,R                      ,R                                ,F                       ,R                           ,                             ,                         ,                       ,R                   ,                         ,r                          ,R                           ,R                         ,R                       ,                        ,                     ,                  ,F                       ,R                                     ,                       ,                        ,                        ,                             ,                             ,                 ,R                ,                      ,                     ,R                               ,                              ,R                        ,                 ,                     ,                               ,                      ,R                        ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,M9a               ,              ,101, 626,C, 15,H,CC,   0.00,    140.9700,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                      ,                           ,F                  ,                                 ,R                        ,F                      ,F                                ,F                       ,F                           ,F                            ,F                        ,R                      ,R                   ,                         ,                           ,R                           ,R                         ,                        ,                        ,                     ,F                 ,                        ,                                      ,                       ,                        ,                        ,                             ,                             ,F                ,R                ,                      ,                     ,                                ,                              ,R                        ,                 ,                     ,                               ,                      ,R                        ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,M9a               ,              ,101, 626,C, 15,H,CC,   5.00,    141.0200,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                      ,R                          ,F                  ,                                 ,R                        ,R                      ,R                                ,F                       ,F                           ,F                            ,F                        ,R                      ,R                   ,R                        ,                           ,R                           ,R                         ,R                       ,                        ,                     ,F                 ,R                       ,R                                     ,R                      ,                        ,                        ,                             ,R                            ,F                ,R                ,                      ,                     ,                                ,                              ,R                        ,                 ,                     ,R                              ,                      ,T                        ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 16,H, 4,  25.00,    145.5500,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                    ,                      ,                           ,                   ,T                                ,                         ,                       ,                                 ,                        ,                            ,                             ,                         ,                       ,                    ,                         ,                           ,                            ,                          ,                        ,                        ,                     ,                  ,                        ,                                      ,                       ,                        ,                        ,                             ,                             ,F                ,                 ,                      ,                     ,                                ,                              ,                         ,                 ,                     ,                               ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 16,H, 7,  22.00,    150.0200,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,r                   ,r                     ,R                          ,R                  ,R                                ,                         ,R                      ,R                                ,F                       ,R                           ,F                            ,R                        ,R                      ,R                   ,                         ,r                          ,F                           ,                          ,                        ,                        ,                     ,T                 ,                        ,                                      ,                       ,R                       ,                        ,                             ,                             ,                 ,                 ,                      ,                     ,                                ,                              ,T                        ,                 ,                     ,T                              ,R                     ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 16,H, 7,  57.00,    150.3700,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                      ,R                          ,R                  ,                                 ,R                        ,                       ,F                                ,F                       ,F                           ,F                            ,F                        ,R                      ,                    ,R                        ,                           ,R                           ,                          ,                        ,                        ,                     ,                  ,T                       ,                                      ,                       ,                        ,                        ,                             ,                             ,F                ,                 ,                      ,                     ,                                ,                              ,                         ,                 ,                     ,                               ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 16,H,CC,  11.00,    150.5400,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                      ,R                          ,R                  ,                                 ,R                        ,R                      ,F                                ,F                       ,F                           ,F                            ,F                        ,R                      ,R                   ,R                        ,                           ,R                           ,                          ,                        ,                        ,                     ,F                 ,R                       ,                                      ,                       ,                        ,                        ,                             ,                             ,F                ,R                ,                      ,                     ,                                ,                              ,R                        ,                 ,                     ,                               ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 17,H, 2,  25.00,    152.1500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                      ,                           ,                   ,                                 ,F                        ,R                      ,F                                ,                        ,F                           ,                             ,C                        ,                       ,R                   ,                         ,                           ,R                           ,R                         ,F                       ,                        ,                     ,R                 ,R                       ,                                      ,                       ,R                       ,                        ,                             ,R                            ,C                ,R                ,R                     ,                     ,                                ,                              ,R                        ,                 ,                     ,T                              ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 17,H, 2,  25.00,    152.1500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                      ,                           ,P                  ,P                                ,                         ,                       ,                                 ,                        ,P                           ,                             ,P                        ,                       ,                    ,                         ,                           ,                            ,                          ,                        ,                        ,                     ,                  ,                        ,                                      ,                       ,                        ,                        ,                             ,P                            ,                 ,                 ,                      ,                     ,                                ,                              ,                         ,                 ,                     ,                               ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 17,H, 4,  24.00,    155.1400,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,                    ,                      ,F                          ,R                  ,                                 ,C                        ,F                      ,C                                ,                        ,C                           ,C                            ,C                        ,                       ,R                   ,                         ,                           ,F                           ,                          ,F                       ,                        ,                     ,F                 ,R                       ,                                      ,                       ,                        ,                        ,R                            ,R                            ,C                ,R                ,                      ,                     ,                                ,                              ,R                        ,                 ,                     ,R                              ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 17,H, 4,  75.00,    155.6500,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                    ,                      ,                           ,                   ,                                 ,                         ,                       ,                                 ,                        ,                            ,                             ,R                        ,                       ,                    ,                         ,r                          ,                            ,                          ,                        ,                        ,                     ,                  ,                        ,                                      ,                       ,                        ,                        ,                             ,                             ,P                ,                 ,                      ,                     ,                                ,                              ,                         ,                 ,                     ,                               ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 17,H, 5,  22.00,    156.6200,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,r                   ,                      ,R                          ,R                  ,                                 ,F                        ,R                      ,C                                ,                        ,R                           ,F                            ,F                        ,R                      ,                    ,                         ,r                          ,R                           ,R                         ,F                       ,                        ,                     ,F                 ,R                       ,R                                     ,R                      ,                        ,                        ,                             ,                             ,F                ,                 ,R                     ,                     ,                                ,R                             ,R                        ,                 ,                     ,                               ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 17,H,CC,   4.00,    160.0100,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,                    ,                      ,                           ,F                  ,                                 ,F                        ,R                      ,C                                ,                        ,F                           ,F                            ,R                        ,R                      ,R                   ,                         ,                           ,R                           ,R                         ,R                       ,                        ,                     ,                  ,F                       ,                                      ,                       ,                        ,                        ,                             ,                             ,                 ,                 ,R                     ,                     ,                                ,                              ,                         ,R                ,                     ,                               ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 18,H, 1,  25.00,    160.2500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                      ,R                          ,                   ,                                 ,R                        ,R                      ,F                                ,F                       ,F                           ,F                            ,                         ,                       ,R                   ,                         ,                           ,R                           ,R                         ,R                       ,                        ,R                    ,                  ,F                       ,T                                     ,                       ,                        ,                        ,R                            ,                             ,C                ,                 ,                      ,                     ,R                               ,R                             ,R                        ,                 ,                     ,R                              ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 18,H, 1, 110.00,    161.1000,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,r                   ,                      ,R                          ,F                  ,                                 ,F                        ,R                      ,F                                ,F                       ,F                           ,                             ,R                        ,R                      ,R                   ,                         ,                           ,R                           ,R                         ,R                       ,                        ,                     ,                  ,R                       ,                                      ,                       ,                        ,                        ,                             ,                             ,F                ,                 ,R                     ,R                    ,R                               ,T                             ,R                        ,                 ,T                    ,                               ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 18,H, 1, 138.00,    161.3800,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,                    ,                      ,R                          ,F                  ,                                 ,F                        ,F                      ,C                                ,F                       ,C                           ,                             ,F                        ,R                      ,R                   ,                         ,                           ,F                           ,R                         ,R                       ,                        ,                     ,R                 ,F                       ,                                      ,                       ,                        ,                        ,                             ,                             ,F                ,                 ,                      ,R                    ,R                               ,R                             ,R                        ,R                ,                     ,                               ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 18,H, 2,  25.00,    161.7500,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,                    ,                      ,R                          ,C                  ,                                 ,F                        ,R                      ,R                                ,                        ,F                           ,                             ,C                        ,                       ,R                   ,                         ,                           ,R                           ,                          ,C                       ,                        ,                     ,R                 ,R                       ,                                      ,                       ,                        ,cf                      ,                             ,R                            ,F                ,R                ,R                     ,R                    ,                                ,                              ,                         ,                 ,                     ,                               ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 18,H, 4,  25.00,    164.7500,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,r                   ,r                     ,R                          ,C                  ,R                                ,F                        ,R                      ,F                                ,                        ,F                           ,                             ,C                        ,                       ,R                   ,                         ,                           ,                            ,                          ,                        ,                        ,                     ,                  ,                        ,                                      ,                       ,T                       ,T                       ,R                            ,                             ,                 ,                 ,                      ,                     ,                                ,                              ,                         ,                 ,                     ,                               ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 18,H, 5,  25.00,    166.2500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,r                   ,                      ,                           ,F                  ,R                                ,F                        ,R                      ,F                                ,F                       ,F                           ,F                            ,F                        ,                       ,R                   ,                         ,                           ,                            ,                          ,                        ,                        ,                     ,R                 ,                        ,                                      ,                       ,                        ,                        ,                             ,                             ,                 ,                 ,                      ,                     ,                                ,                              ,                         ,                 ,                     ,                               ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 626,C, 18,H,CC,  10.00,    169.2800,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                      ,R                          ,F                  ,                                 ,F                        ,F                      ,F                                ,F                       ,F                           ,F                            ,F                        ,R                      ,R                   ,                         ,                           ,                            ,                          ,                        ,                        ,                     ,R                 ,R                       ,F                                     ,R                      ,                        ,                        ,                             ,                             ,                 ,                 ,                      ,                     ,                                ,                              ,                         ,                 ,                     ,                               ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,P. glomerosa      ,              ,101, 626,C, 19,H, 1,  31.00,    169.9100,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,C                   ,R                     ,R                          ,F                  ,                                 ,F                        ,F                      ,F                                ,F                       ,F                           ,F                            ,F                        ,R                      ,R                   ,                         ,r                          ,                            ,                          ,                        ,                        ,                     ,                  ,                        ,                                      ,                       ,                        ,                        ,                             ,                             ,                 ,                 ,                      ,                     ,                                ,                              ,                         ,                 ,                     ,                               ,                      ,                         ,                        ,                          ,                     ,                    ,                                 ,                         ,                            ,                         ,                     ,                        ,                     ,                                  ,                    ,                            ,                          ,                           ,               ,                         ,                   ,                             ,                      ,                                  ,                   ,                            ,                          ,                   ,                       ,                  ,                     ,                                      ,                                  ,                    ,                     ,from Melillo; ODP 101 Sr Ch 1 Fig 3 p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
