Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stylatractus universus,Stylacontarium acquilonium,Sphaeropyle robusta,Phormostichoartus crustula,Lamprocyrtis heteroporos,Lamprocyrtis daniellae,Eucyrtidium teuscheri group,Eucyrtidium infundibulum,Clathrocyclas bicornis,Botryostrobus praetumidulus,Actinomma popofskii,Stichocorys peregrina,Pseudocubus warreni,Lamprocyclas hadros,Gondwanaria dogieli,Eucyrtidium erythromystax,Eucyrtidium calvertense,Eucyrtidium acuminatum,Anthocyrtidium pliocenica,Stylodictya validispina,Pterocanium korotnevi,Circodiscus ellipticus,Phormostichoartus multiseriatus,Lychnocanoma nipponica sakaii,Cycladophora craspedota,Dictyophimus crisiae,Rhizosphaera antarctica,Lithostrobus hexagonalis,Botryostrobus aquilonaris,Spongotrochus glacialis,Ceratospyris hyperborea,Rhopalastrum profunda group,Pterocanium auritum,Lamprocyclas junonis,Cycladophora davisiana davisiana,Lamprocyrtis neoheteroporos,Sphaeropyle langii,Siphostichartus scalaris,Eucyrtidium matuyamai,Lipmanella virchowii,Actinomma delicatulum,Pterocorys clausus,Botryostrobus tumidulus,Stylochlamidium  venustum,Anthocyrtidium nosicaae,Plectacantha cremastoplegma,Cycladophora bicincta,Lamprocyrtis nigriniae,Amphimelissa setosa,Acrosphaera murrayana,Pterocorys zancleus,Dictyophimus infabricatus,Pterocorys minythorax,Comment
  IR,Pliocene         ,                 ,S. langii (N Pac) ,              ,167,1018,A, 31,X,CC,  28.00,    291.5200,Caulet   ,Radiolarians                                 ,C              ,G                 ,                      ,                          ,                   ,T                         ,A                       ,                      ,T                          ,                        ,A                     ,                           ,C                  ,                     ,R                  ,                   ,T                  ,T                        ,                       ,                      ,                         ,                       ,                     ,                      ,C                              ,                             ,R                      ,R                   ,                       ,                        ,R                        ,                       ,R                      ,                           ,T                  ,                    ,A                               ,                           ,R                 ,                        ,                     ,                    ,                     ,                  ,                       ,                         ,                       ,                           ,                     ,                      ,                   ,                     ,                   ,                         ,                     ,from IR. Ch 12. Table 9.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,S. langii (N Pac) ,              ,167,1018,A, 32,X,CC,  33.00,    301.2000,Caulet   ,Radiolarians                                 ,A              ,G                 ,T                     ,                          ,                   ,R                         ,A                       ,                      ,T                          ,                        ,C                     ,R                          ,R                  ,                     ,F                  ,                   ,                   ,                         ,T                      ,                      ,                         ,F                      ,                     ,                      ,C                              ,                             ,                       ,F                   ,F                      ,                        ,                         ,                       ,                       ,                           ,R                  ,R                   ,C                               ,R                          ,R                 ,R                       ,                     ,                    ,                     ,                  ,                       ,                         ,                       ,                           ,                     ,                      ,                   ,                     ,                   ,                         ,                     ,from IR. Ch 12. Table 9.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,S. langii (N Pac) ,              ,167,1018,A, 33,X,CC,  30.00,    310.8400,Caulet   ,Radiolarians                                 ,F              ,G                 ,R                     ,                          ,                   ,                          ,                        ,                      ,R                          ,                        ,                      ,R                          ,R                  ,                     ,R                  ,                   ,                   ,                         ,T                      ,                      ,                         ,                       ,                     ,T                     ,F                              ,                             ,                       ,R                   ,R                      ,                        ,R                        ,                       ,R                      ,                           ,R                  ,                    ,C                               ,T                          ,                  ,                        ,                     ,                    ,                     ,                  ,                       ,                         ,                       ,                           ,                     ,                      ,                   ,                     ,                   ,                         ,                     ,from IR. Ch 12. Table 9.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,S. langii (N Pac) ,              ,167,1018,A, 34,X,CC,  24.00,    320.4100,Caulet   ,Radiolarians                                 ,A              ,G                 ,R                     ,                          ,                   ,                          ,A                       ,                      ,                           ,                        ,                      ,                           ,                   ,                     ,                   ,                   ,T                  ,                         ,                       ,                      ,                         ,                       ,R                    ,                      ,                               ,                             ,                       ,                    ,                       ,                        ,                         ,T                      ,                       ,                           ,                   ,                    ,R                               ,                           ,                  ,                        ,                     ,                    ,                     ,                  ,                       ,                         ,                       ,                           ,                     ,                      ,                   ,                     ,                   ,                         ,                     ,from IR. Ch 12. Table 9.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,S. langii (N Pac) ,              ,167,1018,A, 35,X,CC,  31.00,    330.0700,Caulet   ,Radiolarians                                 ,A              ,G                 ,F                     ,R                         ,                   ,                          ,A                       ,F                     ,                           ,                        ,C                     ,C                          ,A                  ,                     ,F                  ,                   ,T                  ,T                        ,                       ,                      ,                         ,R                      ,F                    ,                      ,R                              ,R                            ,                       ,C                   ,                       ,                        ,                         ,                       ,                       ,R                          ,R                  ,                    ,T                               ,                           ,                  ,                        ,                     ,                    ,                     ,                  ,                       ,                         ,                       ,                           ,                     ,                      ,                   ,                     ,                   ,                         ,                     ,from IR. Ch 12. Table 9.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,S. langii (N Pac) ,              ,167,1018,A, 36,X,CC,  27.00,    339.7400,Caulet   ,Radiolarians                                 ,A              ,G                 ,R                     ,F                         ,                   ,                          ,A                       ,                      ,                           ,                        ,C                     ,                           ,C                  ,                     ,F                  ,                   ,                   ,                         ,R                      ,T                     ,                         ,                       ,F                    ,                      ,R                              ,                             ,                       ,F                   ,F                      ,                        ,                         ,                       ,                       ,R                          ,R                  ,T                   ,                                ,                           ,                  ,                        ,                     ,                    ,                     ,                  ,                       ,                         ,                       ,                           ,                     ,                      ,                   ,                     ,                   ,                         ,                     ,from IR. Ch 12. Table 9.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,S. langii (N Pac) ,              ,167,1018,A, 37,X,CC,  33.00,    349.4900,Caulet   ,Radiolarians                                 ,A              ,G                 ,R                     ,R                         ,                   ,                          ,A                       ,                      ,T                          ,                        ,A                     ,R                          ,                   ,R                    ,R                  ,                   ,                   ,                         ,                       ,                      ,                         ,                       ,                     ,                      ,                               ,                             ,                       ,R                   ,                       ,                        ,                         ,T                      ,R                      ,                           ,                   ,                    ,                                ,                           ,                  ,                        ,                     ,                    ,                     ,                  ,                       ,                         ,                       ,                           ,                     ,                      ,                   ,                     ,                   ,                         ,                     ,from IR. Ch 12. Table 9.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,S. langii (N Pac) ,              ,167,1018,A, 38,X,CC,  31.00,    359.1800,Caulet   ,Radiolarians                                 ,C              ,G                 ,                      ,T                         ,                   ,                          ,A                       ,                      ,R                          ,                        ,A                     ,F                          ,                   ,                     ,R                  ,                   ,                   ,                         ,                       ,                      ,                         ,R                      ,                     ,                      ,                               ,T                            ,T                      ,                    ,R                      ,                        ,R                        ,                       ,                       ,                           ,                   ,                    ,                                ,                           ,                  ,                        ,                     ,                    ,                     ,                  ,                       ,                         ,                       ,                           ,                     ,                      ,                   ,                     ,                   ,                         ,                     ,from IR. Ch 12. Table 9.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,S. langii (N Pac) ,              ,167,1018,A, 39,X,CC,  32.00,    368.8000,Caulet   ,Radiolarians                                 ,C              ,G                 ,                      ,                          ,                   ,                          ,A                       ,                      ,                           ,                        ,                      ,A                          ,                   ,                     ,R                  ,                   ,                   ,                         ,                       ,                      ,                         ,R                      ,                     ,                      ,R                              ,R                            ,T                      ,                    ,R                      ,T                       ,                         ,                       ,                       ,                           ,                   ,                    ,                                ,                           ,                  ,                        ,                     ,                    ,                     ,                  ,                       ,                         ,                       ,                           ,                     ,                      ,                   ,                     ,                   ,                         ,                     ,from IR. Ch 12. Table 9.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,S. langii (N Pac) ,              ,167,1018,A, 40,X,CC,  33.00,    378.4800,Caulet   ,Radiolarians                                 ,C              ,G                 ,R                     ,R                         ,                   ,                          ,A                       ,                      ,R                          ,T                       ,A                     ,                           ,R                  ,T                    ,R                  ,                   ,                   ,                         ,R                      ,                      ,T                        ,                       ,                     ,                      ,R                              ,T                            ,                       ,R                   ,                       ,                        ,                         ,                       ,                       ,                           ,                   ,                    ,                                ,                           ,                  ,                        ,                     ,                    ,                     ,                  ,                       ,                         ,                       ,                           ,                     ,                      ,                   ,                     ,                   ,                         ,                     ,from IR. Ch 12. Table 9.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,S. langii (N Pac) ,              ,167,1018,A, 41,X,CC,  30.00,    388.0600,Caulet   ,Radiolarians                                 ,F              ,G                 ,                      ,                          ,                   ,                          ,A                       ,                      ,                           ,                        ,C                     ,                           ,R                  ,                     ,R                  ,R                  ,                   ,                         ,                       ,                      ,                         ,R                      ,                     ,                      ,                               ,R                            ,T                      ,                    ,                       ,                        ,                         ,                       ,                       ,                           ,                   ,                    ,                                ,                           ,                  ,                        ,                     ,                    ,                     ,                  ,                       ,                         ,                       ,                           ,                     ,                      ,                   ,                     ,                   ,                         ,                     ,from IR. Ch 12. Table 9.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,S. langii (N Pac) ,              ,167,1018,A, 42,X,CC,   9.00,    397.4600,Caulet   ,Radiolarians                                 ,F              ,G                 ,F                     ,F                         ,                   ,                          ,A                       ,                      ,R                          ,                        ,C                     ,                           ,                   ,                     ,                   ,                   ,                   ,                         ,R                      ,                      ,                         ,R                      ,R                    ,                      ,R                              ,R                            ,                       ,                    ,                       ,                        ,                         ,                       ,                       ,                           ,                   ,                    ,                                ,                           ,                  ,                        ,                     ,                    ,                     ,                  ,                       ,                         ,                       ,                           ,                     ,                      ,                   ,                     ,                   ,                         ,                     ,from IR. Ch 12. Table 9.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,S. langii (N Pac) ,              ,167,1018,A, 43,X,CC,   0.00,    406.9400,Caulet   ,Radiolarians                                 ,F              ,M                 ,R                     ,                          ,                   ,                          ,A                       ,                      ,                           ,T                       ,F                     ,F                          ,                   ,                     ,                   ,                   ,                   ,                         ,F                      ,                      ,                         ,R                      ,R                    ,R                     ,                               ,                             ,                       ,                    ,                       ,                        ,                         ,                       ,                       ,                           ,                   ,                    ,                                ,                           ,                  ,                        ,                     ,                    ,                     ,                  ,                       ,                         ,                       ,                           ,                     ,                      ,                   ,                     ,                   ,                         ,                     ,from IR. Ch 12. Table 9.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,S. langii (N Pac) ,              ,167,1018,A, 44,X,CC,  34.00,    416.7700,Caulet   ,Radiolarians                                 ,A              ,G                 ,R                     ,                          ,                   ,T                         ,A                       ,                      ,R                          ,                        ,A                     ,A                          ,R                  ,R                    ,T                  ,R                  ,T                  ,R                        ,R                      ,T                     ,R                        ,                       ,                     ,                      ,                               ,                             ,                       ,                    ,                       ,                        ,                         ,                       ,                       ,                           ,                   ,                    ,                                ,                           ,                  ,                        ,                     ,                    ,                     ,                  ,                       ,                         ,                       ,                           ,                     ,                      ,                   ,                     ,                   ,                         ,                     ,from IR. Ch 12. Table 9.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,S. langii (N Pac) ,              ,167,1018,A, 45,X,CC,  10.00,    426.2400,Caulet   ,Radiolarians                                 ,A              ,G                 ,F                     ,R                         ,R                  ,T                         ,A                       ,R                     ,R                          ,T                       ,R                     ,R                          ,R                  ,                     ,                   ,                   ,                   ,                         ,                       ,                      ,                         ,                       ,                     ,                      ,                               ,                             ,                       ,                    ,                       ,                        ,                         ,                       ,                       ,                           ,                   ,                    ,                                ,                           ,                  ,                        ,                     ,                    ,                     ,                  ,                       ,                         ,                       ,                           ,                     ,                      ,                   ,                     ,                   ,                         ,                     ,from IR. Ch 12. Table 9.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
