Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra spp.,Reticulofenestra pseudoumbilica,Reticulofenestra spp. (small),Discoaster deflandrei,Coccolithus pelagicus,Reticulofenestra gelida,Ericsonia formosa,Calcidiscus leptoporus,Placolith (small),Discoaster quinqueramus,Discoaster berggrenii,Calcidiscus macintyrei,Sphenolithus abies,Reticulofenestra minutula,Discoaster variabilis,Discoaster spp.,Discoaster brouweri,Umbilicosphaera sibogae var. foliosa,Discoaster surculus,Pontosphaera japonica,Helicosphaera carteri,Discoaster sp. cf. intercalaris,Zygrhablithus bijugatus,Discoaster pentaradiatus,Sphenolithus verensis,Reticulofenestra umbilica,Cyclicargolithus floridanus,Dictyococcites bisectus,Sphenolithus sp.,Pseudoemiliania lacunosa,Gephyrocapsa spp.,Gephyrocapsa (small),Discoaster asymmetricus,Comment
  SR,                 ,                 ,                  ,              ,145, 882,A, 27,H, 1,  46.00,    246.7600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,                               ,                             ,                     ,F                    ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,R              ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 27,H, 3,  46.00,    249.7600,Olafsson ,Nannofossils                                 ,F              ,M                 ,                     ,                               ,                             ,                     ,F                    ,                       ,                 ,                      ,F                ,                       ,                     ,R                     ,                  ,R                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 27,H, 4,  46.00,    251.2600,Olafsson ,Nannofossils                                 ,F              ,M                 ,                     ,R                              ,                             ,                     ,F                    ,                       ,                 ,                      ,F                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 27,H, 5,  46.00,    252.7600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,                               ,                             ,                     ,R                    ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 27,H,CC,  21.00,    256.1500,Olafsson ,Nannofossils                                 ,R              ,M                 ,                     ,                               ,                             ,                     ,R                    ,                       ,                 ,                      ,                 ,                       ,                     ,R                     ,                  ,R                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 28,H, 1,  46.00,    256.2600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,                               ,                             ,                     ,R                    ,                       ,                 ,                      ,R                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 28,H, 2,  46.00,    257.7600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,                               ,                             ,                     ,R                    ,                       ,                 ,                      ,R                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 28,H, 3,  46.00,    259.2600,Olafsson ,Nannofossils                                 ,C              ,M                 ,                     ,                               ,                             ,                     ,C                    ,                       ,                 ,                      ,F                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 28,H, 4,  46.00,    260.7600,Olafsson ,Nannofossils                                 ,C              ,M                 ,                     ,                               ,                             ,                     ,C                    ,                       ,                 ,                      ,C                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 28,H, 6,  46.00,    263.7600,Olafsson ,Nannofossils                                 ,F              ,M                 ,                     ,                               ,                             ,                     ,F                    ,                       ,                 ,                      ,R                ,                       ,                     ,                      ,                  ,R                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 28,H, 7,  46.00,    265.2600,Olafsson ,Nannofossils                                 ,R              ,M                 ,                     ,                               ,                             ,                     ,R                    ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 28,H,CC,  10.00,    265.6800,Olafsson ,Nannofossils                                 ,C              ,M                 ,                     ,R                              ,                             ,                     ,C                    ,                       ,                 ,R                     ,                 ,                       ,                     ,R                     ,                  ,F                        ,                     ,               ,                   ,                                    ,                   ,                     ,R                    ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 29,H, 2,  46.00,    267.2600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,                               ,                             ,                     ,R                    ,R                      ,                 ,                      ,R                ,                       ,                     ,                      ,R                 ,R                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 29,H, 3,  46.00,    268.7600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,                               ,                             ,                     ,F                    ,R                      ,                 ,R                     ,F                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 29,H, 7,  46.00,    274.7600,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,                               ,                             ,                     ,C                    ,                       ,                 ,                      ,C                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 29,H,CC,  27.00,    275.3600,Olafsson ,Nannofossils                                 ,C              ,M                 ,                     ,R                              ,                             ,                     ,C                    ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 30,H, 3,  46.00,    278.2600,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,                               ,                             ,                     ,C                    ,R                      ,                 ,                      ,C                ,                       ,                     ,                      ,R                 ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 30,H, 4,  46.00,    279.7600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,                               ,                             ,                     ,F                    ,                       ,                 ,                      ,F                ,                       ,                     ,                      ,                  ,R                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 30,H, 5,  46.00,    281.2600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,                               ,                             ,                     ,R                    ,                       ,                 ,R                     ,F                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 30,H, 7,  46.00,    283.4600,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,                               ,                             ,                     ,C                    ,R                      ,                 ,R                     ,C                ,                       ,                     ,                      ,R                 ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 30,H,CC,  21.00,    284.2100,Olafsson ,Nannofossils                                 ,R              ,M                 ,R                    ,                               ,                             ,                     ,R                    ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 31,H, 2,  46.00,    286.2600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,                               ,                             ,                     ,                     ,                       ,                 ,                      ,R                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 31,H, 3,  46.00,    287.7600,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,                               ,                             ,                     ,C                    ,R                      ,                 ,R                     ,F                ,                       ,                     ,R                     ,                  ,R                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 31,H, 4,  46.00,    289.2600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,                               ,                             ,                     ,                     ,                       ,                 ,R                     ,F                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 31,H, 5,  46.00,    290.7600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,                               ,                             ,                     ,R                    ,                       ,                 ,                      ,F                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 31,H, 7,  40.00,    293.7000,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,R                              ,                             ,                     ,F                    ,                       ,                 ,R                     ,C                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 32,H, 4,  46.00,    298.7600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,                               ,                             ,                     ,                     ,                       ,                 ,                      ,R                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 32,H,CC,  20.00,    303.8400,Olafsson ,Nannofossils                                 ,R              ,M                 ,                     ,                               ,                             ,                     ,                     ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,R                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 34,H, 5,  46.00,    319.2600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,                               ,                             ,                     ,R                    ,                       ,                 ,                      ,F                ,                       ,                     ,                      ,                  ,R                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 34,H, 7,  46.00,    322.2600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,                               ,                             ,                     ,                     ,                       ,                 ,                      ,R                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 35,H, 5,  46.00,    328.7600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,                               ,F                            ,                     ,F                    ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,R                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,r                      ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 35,H, 6,  46.00,    330.2600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,                               ,                             ,                     ,R                    ,                       ,                 ,                      ,R                ,                       ,                     ,                      ,                  ,R                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 35,H, 7,  46.00,    331.7600,Olafsson ,Nannofossils                                 ,C              ,M                 ,                     ,                               ,                             ,                     ,F                    ,                       ,                 ,                      ,C                ,                       ,                     ,                      ,                  ,R                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 35,H,CC,   8.00,    331.9800,Olafsson ,Nannofossils                                 ,F              ,M                 ,                     ,F                              ,                             ,                     ,F                    ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 36,H, 1,  46.00,    332.2600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,                               ,                             ,                     ,R                    ,                       ,                 ,                      ,F                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 36,H, 2,  46.00,    333.7600,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,                               ,C                            ,                     ,F                    ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,F                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,r                      ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 36,H, 3,  46.00,    335.2600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,                               ,                             ,                     ,R                    ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 36,H, 4,  46.00,    336.7600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,                               ,                             ,                     ,                     ,                       ,                 ,                      ,R                ,                       ,                     ,                      ,                  ,R                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 36,H, 5,  46.00,    338.2600,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,R                              ,                             ,                     ,F                    ,                       ,                 ,                      ,C                ,                       ,                     ,                      ,                  ,F                        ,                     ,R              ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,r                        ,r                          ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 36,H, 6,  46.00,    339.7600,Olafsson ,Nannofossils                                 ,R              ,P                 ,                     ,                               ,R                            ,                     ,R                    ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 36,H, 7,  46.00,    341.2600,Olafsson ,Nannofossils                                 ,F              ,P                 ,                     ,                               ,F                            ,                     ,F                    ,                       ,                 ,                      ,                 ,                       ,                     ,                      ,                  ,R                        ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 37,H, 1,  46.00,    341.7600,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,                               ,C                            ,                     ,F                    ,                       ,                 ,F                     ,                 ,                       ,                     ,R                     ,R                 ,F                        ,                     ,R              ,R                  ,                                    ,                   ,R                    ,                     ,                               ,                       ,                        ,R                    ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 37,H, 2,  46.00,    343.2600,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,                               ,                             ,                     ,                     ,                       ,                 ,                      ,C                ,                       ,                     ,                      ,                  ,                         ,                     ,               ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 37,H, 3,  46.00,    344.7600,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,                               ,                             ,                     ,C                    ,                       ,                 ,F                     ,C                ,                       ,                     ,F                     ,                  ,F                        ,R                    ,R              ,                   ,                                    ,                   ,                     ,                     ,                               ,                       ,R                       ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 37,H, 4,  46.00,    346.2600,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,                               ,                             ,                     ,C                    ,                       ,                 ,F                     ,C                ,                       ,                     ,F                     ,                  ,                         ,R                    ,R              ,R                  ,                                    ,                   ,R                    ,                     ,                               ,C                      ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 37,H, 5,  46.00,    347.7600,Olafsson ,Nannofossils                                 ,C              ,P                 ,                     ,                               ,C                            ,                     ,C                    ,R                      ,                 ,F                     ,                 ,                       ,                     ,F                     ,                  ,                         ,R                    ,               ,                   ,F                                   ,                   ,R                    ,                     ,R                              ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 882,A, 37,H, 6,  46.00,    349.2600,Olafsson ,Nannofossils                                 ,A              ,M                 ,                     ,                               ,A                            ,                     ,C                    ,                       ,                 ,C                     ,                 ,                       ,                     ,C                     ,                  ,                         ,                     ,               ,                   ,R                                   ,                   ,R                    ,                     ,                               ,                       ,                        ,                     ,                         ,                           ,                       ,                ,                        ,                 ,                    ,                       ,from leg 145 SR; Ch 39; Table 5; p 602-606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
