Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Subbotina velascoensis,Subbotina patagonica,Pseudohastigerina wilcoxensis,Morozovella occlusa,Morozovella edgari,Morozovella aequa,Morozovella acuta,Globanomalina pseudoimitata,Chiloguembelina wilcoxensis,Acarinina wilcoxensis,Acarinina soldadoensis,Acarinina coalingensis,Acarinina berggreni,Morozovella subbotinae,Morozovella gracilis,Acarinina pseudotopilensis,Morozovella marginodentata,Morozovella formosa,Acarinina quetra,Paragloborotalia sp.,Globanomalina planoconica,Subbotina utilisindex,Catapsydrax dissimilis ciperoensis,Globigerina euapertura,Catapsydrax dissimilis,Turborotalia ampliapertura,Globoquadrina tripartita,Globoquadrina tapuriensis,Catapsydrax unicavus,Tenuitellinata angustiumbilicata,Tenuitella clemenciae,Paragloborotalia opima opima,Globorotaloides suteri,Globoquadrina sellii,Globoquadrina rohri,Globigerina prasaepis,Globigerina praebulloides,Dentoglobigerina yeguaensis,Dentoglobigerina pseudociperoensis,Dentoglobigerina globularis,Subbotina angiporoides,Paragloborotalia nana,Globorotaloides sp.,Subbotina gortanii,Dentoglobigerina galavisi,Paragloborotalia continuosa,Globigerina ciperoensis,Catapsydrax globiformis,Paragloborotalia mayeri,Dentoglobigerina baroemoenensis,Tenuitella gemma,Globoquadrina venezuelana,Globigerina anguliofficinalis,Cassigerinella chipolensis,Chiloguembelina cubensis,Paragloborotalia acrostoma,Paragloborotalia siakensis,Globigerinoides primordius,Paragloborotalia kugleri,Paragloborotalia pseudokugleri,Globoquadrina praedehiscens,Dentoglobigerina altispira,Globoquadrina dehiscens,Globoquadrina binaiensis,Globigerinoides trilobus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  8,H, 5, 144.00,     70.4400,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,F                     ,                          ,F                       ,F                        ,                    ,                                ,                     ,                            ,F                     ,                    ,R                  ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,R                          ,                       ,                       ,R                      ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  8,H, 6, 143.00,     71.9300,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,F                     ,F                     ,                          ,F                       ,A                        ,F                   ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,F                    ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  8,H, 7,  34.00,     72.3400,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,P                     ,P                     ,                          ,                        ,F                        ,                    ,                                ,                     ,                            ,P                     ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  8,H,CC,  20.00,     73.0500,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,                      ,R                     ,                          ,                        ,                         ,                    ,                                ,                     ,+                           ,P                     ,                    ,                   ,P                    ,                         ,                           ,                                  ,                           ,                      ,P                    ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,P                        ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  9,H, 1, 109.00,     73.5900,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,F                     ,R                     ,                          ,                        ,                         ,                    ,                                ,                     ,A                           ,F                     ,                    ,                   ,                     ,                         ,R                          ,R                                 ,                           ,                      ,+                    ,                   ,P                 ,                         ,                           ,                       ,                       ,F                      ,                               ,                ,                         ,                             ,                          ,+                       ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  9,H, 2, 109.00,     75.0900,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,R                     ,                      ,                          ,F                       ,F                        ,R                   ,                                ,P                    ,A                           ,                      ,                    ,                   ,                     ,                         ,                           ,R                                 ,R                          ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,A                      ,                               ,                ,P                        ,P                            ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  9,H, 3, 110.00,     76.6000,planks   ,Planktonic Foraminifers                      ,C              ,G                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,F                     ,                      ,                          ,R                       ,F                        ,R                   ,P                               ,P                    ,F                           ,F                     ,R                   ,                   ,                     ,                         ,R                          ,F                                 ,R                          ,                      ,                     ,                   ,R                 ,F                        ,                           ,                       ,                       ,F                      ,                               ,                ,R                        ,P                            ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  9,H, 4, 110.00,     78.1000,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,F                                 ,F                     ,                      ,                          ,F                       ,F                        ,                    ,R                               ,R                    ,                            ,                      ,                    ,                   ,F                    ,R                        ,P                          ,R                                 ,                           ,                      ,A                    ,                   ,                  ,                         ,                           ,                       ,                       ,A                      ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  9,H, 5, 110.00,     79.6000,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,F                                 ,A                     ,                      ,                          ,F                       ,F                        ,                    ,R                               ,R                    ,F                           ,R                     ,                    ,                   ,                     ,R                        ,R                          ,                                  ,                           ,                      ,A                    ,                   ,                  ,                         ,                           ,                       ,                       ,A                      ,                               ,                ,                         ,R                            ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  9,H, 6, 110.00,     81.1000,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,F                                 ,A                     ,                      ,                          ,F                       ,F                        ,                    ,P                               ,                     ,                            ,F                     ,                    ,                   ,F                    ,                         ,                           ,R                                 ,                           ,                      ,F                    ,                   ,                  ,                         ,                           ,                       ,                       ,F                      ,                               ,                ,                         ,                             ,P                         ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  9,H, 7,  10.00,     81.6000,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,F                     ,                      ,                          ,R                       ,F                        ,                    ,                                ,P                    ,                            ,R                     ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,F                    ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  9,H,CC,  10.00,     82.3500,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,F                                 ,                      ,F                     ,                          ,P                       ,P                        ,                    ,R                               ,R                    ,A                           ,F                     ,                    ,                   ,P                    ,R                        ,                           ,                                  ,A                          ,                      ,A                    ,                   ,                  ,F                        ,                           ,F                      ,                       ,A                      ,                               ,R               ,A                        ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 10,H, 1, 135.00,     83.3500,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,                      ,                      ,                          ,F                       ,F                        ,R                   ,R                               ,R                    ,A                           ,F                     ,R                   ,                   ,F                    ,                         ,R                          ,F                                 ,                           ,                      ,A                    ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 10,H, 3, 136.00,     86.3600,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,R                     ,P                     ,                          ,F                       ,F                        ,                    ,R                               ,R                    ,F                           ,R                     ,F                   ,                   ,R                    ,                         ,R                          ,R                                 ,R                          ,                      ,A                    ,                   ,                  ,                         ,                           ,                       ,                       ,A                      ,                               ,R               ,                         ,P                            ,R                         ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 10,H, 5, 140.00,     89.4000,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,F                                 ,                      ,                      ,                          ,                        ,                         ,R                   ,                                ,                     ,A                           ,R                     ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,F                      ,                               ,P               ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 10,H, 6, 130.00,     90.8000,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,F                                 ,F                     ,P                     ,                          ,R                       ,                         ,R                   ,P                               ,P                    ,F                           ,F                     ,                    ,                   ,F                    ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,R                        ,                           ,                       ,                       ,R                      ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 10,H,CC,  27.00,     91.5700,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,F                     ,                      ,                          ,F                       ,F                        ,R                   ,                                ,                     ,D                           ,R                     ,                    ,                   ,F                    ,R                        ,R                          ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,R                      ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 11,H, 1, 114.00,     92.6400,planks   ,Planktonic Foraminifers                      ,C              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,                      ,                      ,                          ,R                       ,R                        ,                    ,                                ,                     ,F                           ,F                     ,R                   ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,F                    ,                   ,                  ,                         ,                           ,                       ,                       ,R                      ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 11,H, 2, 114.00,     94.1400,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,R                     ,                      ,                          ,R                       ,R                        ,                    ,                                ,                     ,F                           ,F                     ,R                   ,                   ,F                    ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,R                        ,                           ,                       ,                       ,F                      ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 11,H, 3, 113.00,     95.6300,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,R                     ,R                     ,                          ,R                       ,F                        ,                    ,                                ,P                    ,F                           ,F                     ,R                   ,                   ,A                    ,                         ,F                          ,R                                 ,R                          ,                      ,A                    ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,R                        ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 11,H, 4, 113.00,     97.1300,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,A                                 ,                      ,                      ,                          ,F                       ,A                        ,                    ,                                ,                     ,A                           ,F                     ,A                   ,                   ,A                    ,                         ,P                          ,F                                 ,                           ,                      ,A                    ,                   ,                  ,F                        ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 11,H, 5, 113.00,     98.6300,planks   ,Planktonic Foraminifers                      ,C              ,G                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,A                                 ,                      ,A                     ,                          ,A                       ,A                        ,                    ,R                               ,R                    ,A                           ,A                     ,F                   ,                   ,P                    ,                         ,A                          ,F                                 ,                           ,                      ,A                    ,                   ,                  ,A                        ,                           ,F                      ,                       ,F                      ,                               ,R               ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 11,H, 6, 106.00,    100.0600,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,A                        ,F                   ,R                               ,R                    ,A                           ,A                     ,                    ,                   ,F                    ,                         ,F                          ,                                  ,                           ,                      ,A                    ,                   ,                  ,                         ,                           ,A                      ,                       ,F                      ,F                              ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 11,H, 7,   8.00,    100.5800,planks   ,Planktonic Foraminifers                      ,               ,                  ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,+                                 ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,+                           ,+                     ,                    ,                   ,+                    ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 11,H,CC,  11.00,    101.1300,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,F                           ,R                     ,                    ,                   ,R                    ,                         ,                           ,                                  ,                           ,                      ,+                    ,                   ,                  ,                         ,                           ,+                      ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 12,H, 1,  18.00,    101.1800,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,P                           ,P                     ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,P                    ,                   ,                  ,                         ,                           ,P                      ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 12,H, 2,  17.00,    102.6700,planks   ,Planktonic Foraminifers                      ,C              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,R                    ,                                  ,F                     ,F                     ,                          ,                        ,A                        ,F                   ,R                               ,F                    ,A                           ,F                     ,                    ,A                  ,A                    ,F                        ,A                          ,                                  ,                           ,                      ,                     ,                   ,                  ,F                        ,                           ,                       ,+                      ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 12,H, 3,  17.00,    104.1700,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,A                     ,A                     ,                          ,                        ,                         ,F                   ,                                ,F                    ,A                           ,A                     ,R                   ,A                  ,A                    ,                         ,A                          ,                                  ,                           ,                      ,A                    ,                   ,                  ,A                        ,                           ,R                      ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 12,H, 4,  17.00,    105.6700,planks   ,Planktonic Foraminifers                      ,C              ,G                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,P                     ,                          ,                        ,                         ,                    ,                                ,P                    ,A                           ,A                     ,                    ,F                  ,P                    ,                         ,P                          ,R                                 ,F                          ,                      ,R                    ,                   ,                  ,F                        ,P                          ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 12,H, 5,  17.00,    107.1700,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,F                           ,                      ,                    ,                   ,                     ,                         ,R                          ,                                  ,                           ,                      ,F                    ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
