Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygrhablithus bijugatus	Sphenolithus moriformis	Reticulofenestra samodurovii	Reticulofenestra daviesii	Neococcolithes dubius	Discoaster sublodoensis	Discoaster spp.	Discoaster lodoensis	Discoaster barbadiensis	Coccolithus pelagicus	Coccolithus formosus	Chiasmolithus solitus	Chiasmolithus expansus	Toweius magnicrassus	Chiasmolithus grandis	Discoaster praebifax	Nannotetrina cristata	Markalius inversus	Rhabdosphaera perlonga	Blackites spinosus	Discoaster saipanensis	Chiasmolithus gigas	Reticulofenestra onusta	Nannotetrina fulgens	Reticulofenestra umbilica	Helicosphaera spp.	Pontosphaera sp.	?Pyrocyclus (unspecified taxon or taxa)	Discoaster bifax	Lapideacassis sp.	Thoracosphaera spp.	Clausicoccus fenestratus	Reticulofenestra reticulata	Chiasmolithus altus	Chiasmolithus oamaruensis	Cyclicargolithus floridanus	Reticulofenestra bisecta	Reticulofenestra bisecta filewiczii	Isthmolithus recurvus	Bicolumnus ovatus	Reticulofenestra oamaruensis	Reticulofenestra perplexa	Reticulofenestra gelida	Gephyrocapsa caribbeanica	Comment
  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 11	H	 1	  66.00	     85.6600	Wei      	Nannofossils                                 	V              	M                 	F                      	                       	A                           	A                        	                     	                       	R              	                    	                       	A                    	                    	C                    	F                     	                    	                     	                    	                     	                  	                      	                  	R                     	                   	                       	                    	C                        	                  	                	R                                      	                	                 	                   	                        	R                          	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 11	H	 2	  66.00	     87.1600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	A                           	C                        	R                    	                       	               	                    	                       	A                    	                    	C                    	F                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	                       	                    	A                        	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 11	H	 3	  66.00	     88.6600	Wei      	Nannofossils                                 	V              	M                 	F                      	R                      	C                           	C                        	R                    	                       	               	                    	                       	A                    	F                   	C                    	R                     	                    	                     	                    	                     	                  	                      	                  	R                     	                   	                       	                    	C                        	                  	                	R                                      	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 11	H	 4	  66.00	     90.1600	Wei      	Nannofossils                                 	V              	M                 	                       	R                      	A                           	A                        	F                    	                       	               	                    	                       	A                    	F                   	C                    	F                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	                       	                    	C                        	                  	                	                                       	                	R                	                   	                        	F                          	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 11	H	 5	  66.00	     91.6600	Wei      	Nannofossils                                 	V              	M                 	F                      	                       	C                           	A                        	R                    	                       	               	                    	                       	A                    	R                   	C                    	R                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	                       	                    	C                        	R                 	                	                                       	                	                 	                   	                        	F                          	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 11	H	 6	  66.00	     93.1600	Wei      	Nannofossils                                 	V              	M                 	F                      	F                      	A                           	A                        	R                    	                       	               	                    	                       	A                    	F                   	C                    	F                     	                    	                     	                    	                     	                  	                      	F                 	                      	                   	                       	                    	A                        	                  	                	                                       	                	                 	                   	                        	F                          	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 11	H	CC	  12.00	     94.3700	Wei      	Nannofossils                                 	V              	G                 	F                      	R                      	C                           	C                        	F                    	                       	F              	                    	                       	A                    	R                   	C                    	R                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	                       	                    	C                        	                  	                	                                       	                	                 	R                  	R                       	R                          	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 12	H	 1	  66.00	     95.1600	Wei      	Nannofossils                                 	V              	M                 	F                      	R                      	C                           	C                        	F                    	                       	F              	                    	R                      	A                    	F                   	C                    	R                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	                       	                    	C                        	                  	                	R                                      	                	                 	                   	                        	R                          	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 12	H	 2	  66.00	     96.6600	Wei      	Nannofossils                                 	V              	M                 	R                      	                       	C                           	C                        	R                    	                       	R              	                    	                       	A                    	R                   	C                    	F                     	                    	                     	                    	                     	R                 	                      	F                 	R                     	                   	                       	                    	C                        	                  	                	                                       	                	                 	                   	                        	F                          	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 12	H	 3	  66.00	     98.1600	Wei      	Nannofossils                                 	V              	M                 	                       	                       	C                           	C                        	                     	                       	R              	                    	                       	A                    	C                   	C                    	F                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	                       	                    	C                        	R                 	                	R                                      	                	                 	                   	R                       	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 12	H	 4	  66.00	     99.6600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	A                           	C                        	                     	                       	               	                    	                       	A                    	F                   	C                    	F                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	                       	                    	A                        	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 12	H	 5	  66.00	    101.1600	Wei      	Nannofossils                                 	V              	M                 	F                      	R                      	A                           	R                        	R                    	                       	F              	                    	                       	A                    	R                   	C                    	F                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	                       	                    	A                        	                  	R               	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 12	H	CC	  14.00	    103.9600	Wei      	Nannofossils                                 	V              	M                 	F                      	R                      	C                           	F                        	R                    	                       	R              	                    	R                      	A                    	R                   	C                    	C                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	                       	                    	F                        	                  	                	R                                      	                	R                	R                  	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 13	H	 1	  67.00	    104.6700	Wei      	Nannofossils                                 	V              	G                 	F                      	R                      	A                           	C                        	                     	                       	               	                    	                       	A                    	F                   	C                    	C                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	                       	                    	C                        	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 13	H	 2	  67.00	    106.1700	Wei      	Nannofossils                                 	V              	M                 	                       	F                      	A                           	F                        	                     	                       	               	                    	                       	A                    	R                   	C                    	C                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	R                      	                    	C                        	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 13	H	 3	  37.00	    107.3700	Wei      	Nannofossils                                 	V              	G                 	F                      	R                      	C                           	                         	R                    	                       	R              	                    	                       	A                    	F                   	C                    	C                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	                       	                    	C                        	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 13	H	CC	  16.00	    108.2300	Wei      	Nannofossils                                 	V              	M                 	                       	F                      	C                           	F                        	R                    	                       	R              	                    	                       	A                    	R                   	C                    	C                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	                       	                    	C                        	                  	                	R                                      	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 14	X	 1	  66.00	    108.8600	Wei      	Nannofossils                                 	V              	M                 	                       	F                      	C                           	F                        	                     	                       	R              	                    	                       	A                    	R                   	C                    	C                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	F                      	                    	C                        	                  	R               	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 14	X	 2	  66.00	    110.3600	Wei      	Nannofossils                                 	V              	M                 	                       	F                      	C                           	C                        	R                    	                       	R              	                    	                       	A                    	R                   	C                    	C                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	                       	                    	F                        	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 14	X	 3	  66.00	    111.8600	Wei      	Nannofossils                                 	V              	M                 	                       	                       	C                           	F                        	R                    	                       	C              	                    	                       	A                    	F                   	C                    	C                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	C                      	                    	C                        	                  	R               	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 14	X	 4	  46.00	    113.1600	Wei      	Nannofossils                                 	V              	M                 	                       	                       	C                           	F                        	R                    	                       	               	                    	                       	A                    	C                   	F                    	C                     	                    	                     	                    	                     	                  	                      	F                 	                      	                   	                       	                    	F                        	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 14	X	CC	  29.00	    113.5100	Wei      	Nannofossils                                 	V              	M                 	R                      	F                      	C                           	C                        	                     	                       	R              	                    	                       	A                    	                    	C                    	C                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	C                      	                    	C                        	                  	                	                                       	                	                 	R                  	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14a             	              	119	 738	B	 15	X	 1	  66.00	    118.4600	Wei      	Nannofossils                                 	V              	G                 	F                      	                       	C                           	R                        	R                    	                       	               	                    	                       	A                    	F                   	F                    	F                     	                    	                     	                    	                     	R                 	                      	R                 	                      	                   	C                      	                    	F                        	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 15	X	 2	  66.00	    119.9600	Wei      	Nannofossils                                 	V              	M                 	A                      	                       	F                           	R                        	                     	                       	F              	                    	                       	A                    	F                   	C                    	C                     	                    	                     	                    	                     	R                 	                      	R                 	                      	                   	F                      	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 15	X	 3	  66.00	    121.4600	Wei      	Nannofossils                                 	V              	G                 	                       	                       	C                           	C                        	R                    	                       	F              	                    	                       	A                    	R                   	C                    	F                     	                    	                     	                    	                     	R                 	                      	R                 	                      	                   	F                      	                    	                         	                  	                	                                       	                	R                	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 15	X	 4	  66.00	    122.9600	Wei      	Nannofossils                                 	V              	G                 	                       	                       	C                           	C                        	                     	                       	F              	                    	R                      	A                    	R                   	A                    	F                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	F                      	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 15	X	 5	  66.00	    124.4600	Wei      	Nannofossils                                 	V              	G                 	F                      	                       	C                           	F                        	                     	                       	               	                    	                       	A                    	F                   	C                    	C                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	F                      	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 15	X	CC	  20.00	    126.6500	Wei      	Nannofossils                                 	V              	G                 	F                      	                       	C                           	F                        	                     	                       	               	                    	                       	A                    	                    	C                    	C                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	F                      	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 16	X	 1	  35.00	    127.8500	Wei      	Nannofossils                                 	V              	M                 	F                      	                       	F                           	F                        	                     	                       	               	                    	                       	A                    	F                   	F                    	F                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	F                      	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 16	X	 2	  67.00	    128.5800	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	C                           	F                        	R                    	                       	               	                    	                       	A                    	F                   	C                    	F                     	                    	                     	                    	                     	R                 	                      	R                 	                      	                   	F                      	                    	                         	                  	                	                                       	R               	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 16	X	 3	  42.00	    129.4800	Wei      	Nannofossils                                 	V              	M                 	F                      	                       	C                           	F                        	R                    	                       	R              	                    	                       	A                    	F                   	C                    	C                     	                    	                     	                    	R                    	                  	                      	                  	                      	                   	F                      	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 16	X	CC	  37.00	    129.9200	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	C                           	F                        	R                    	                       	R              	                    	                       	A                    	R                   	C                    	C                     	                    	                     	                    	                     	R                 	                      	                  	                      	                   	C                      	                    	                         	                  	                	R                                      	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 17	X	 1	  66.00	    137.8600	Wei      	Nannofossils                                 	V              	M                 	F                      	                       	C                           	F                        	R                    	                       	R              	                    	                       	A                    	F                   	C                    	F                     	                    	                     	                    	R                    	                  	                      	                  	                      	                   	C                      	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 17	X	 2	  66.00	    139.3600	Wei      	Nannofossils                                 	V              	M                 	F                      	                       	C                           	F                        	                     	                       	               	                    	                       	A                    	R                   	C                    	C                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	C                      	                    	                         	                  	R               	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 17	X	 3	  66.00	    140.8600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	C                           	F                        	                     	                       	F              	                    	                       	A                    	                    	C                    	C                     	                    	                     	                    	                     	R                 	                      	                  	                      	                   	C                      	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 17	X	 4	  66.00	    142.3600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	C                           	F                        	F                    	                       	F              	                    	R                      	A                    	R                   	R                    	F                     	                    	                     	                    	R                    	                  	                      	                  	                      	                   	C                      	                    	                         	R                 	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 17	X	 5	  36.00	    143.5600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	F                           	F                        	                     	                       	F              	                    	                       	A                    	R                   	C                    	F                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	C                      	R                   	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 17	X	CC	  22.00	    143.8400	Wei      	Nannofossils                                 	V              	M                 	F                      	R                      	C                           	F                        	R                    	                       	R              	                    	                       	A                    	R                   	C                    	R                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	F                      	R                   	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 18	X	 1	  66.00	    147.4600	Wei      	Nannofossils                                 	V              	M                 	R                      	                       	C                           	F                        	R                    	                       	F              	                    	                       	A                    	R                   	C                    	F                     	                    	                     	                    	R                    	                  	                      	                  	                      	                   	F                      	                    	R                        	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 18	X	 2	  66.00	    148.9600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	C                           	F                        	R                    	                       	F              	                    	                       	A                    	R                   	F                    	F                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	F                      	R                   	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 18	X	 3	  66.00	    150.4600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	F                           	C                        	R                    	                       	R              	                    	                       	A                    	                    	C                    	F                     	                    	                     	                    	R                    	                  	                      	R                 	                      	                   	C                      	                    	R                        	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 18	X	 4	  66.00	    151.9600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	R                           	F                        	R                    	                       	F              	                    	                       	A                    	                    	C                    	R                     	                    	                     	                    	R                    	                  	                      	F                 	                      	                   	F                      	                    	R                        	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 18	X	 5	  66.00	    153.4600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	C                           	F                        	R                    	                       	R              	                    	                       	A                    	R                   	F                    	F                     	                    	                     	                    	R                    	R                 	                      	                  	                      	                   	                       	R                   	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 18	X	CC	   0.00	    153.5100	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	C                           	C                        	F                    	                       	               	                    	                       	A                    	R                   	C                    	F                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 19	X	 1	  68.00	    157.1800	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	F                           	C                        	R                    	                       	               	                    	                       	A                    	R                   	C                    	C                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 19	X	 2	  68.00	    158.6800	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	C                           	C                        	R                    	                       	               	                    	                       	A                    	                    	C                    	F                     	                    	                     	                    	                     	R                 	                      	R                 	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 19	X	 3	  68.00	    160.1800	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	R                           	C                        	R                    	                       	R              	                    	                       	A                    	                    	C                    	C                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 19	X	 4	  68.00	    161.6800	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	C                           	F                        	F                    	                       	               	                    	                       	A                    	                    	A                    	F                     	                    	                     	                    	                     	R                 	                      	                  	R                     	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 19	X	 5	  68.00	    163.1800	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	R                           	A                        	F                    	                       	               	                    	                       	A                    	                    	C                    	F                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	F                      	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 19	X	CC	  18.00	    165.4000	Wei      	Nannofossils                                 	V              	M                 	C                      	R                      	R                           	C                        	F                    	                       	               	                    	                       	A                    	                    	C                    	F                     	                    	                     	                    	                     	R                 	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 20	X	 1	  66.00	    166.8600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	F                           	C                        	C                    	                       	R              	                    	                       	A                    	                    	C                    	C                     	                    	                     	                    	R                    	R                 	                      	R                 	R                     	?                  	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 20	X	 2	  66.00	    168.3600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	C                           	C                        	C                    	                       	               	                    	                       	A                    	A                   	C                    	C                     	                    	                     	                    	                     	                  	                      	                  	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 20	X	 3	  66.00	    169.8600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	F                           	C                        	C                    	                       	R              	                    	                       	A                    	R                   	C                    	F                     	                    	                     	R                   	                     	                  	                      	R                 	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 20	X	 4	  66.00	    171.3600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	F                           	C                        	F                    	                       	               	                    	                       	A                    	A                   	C                    	F                     	                    	                     	                    	                     	                  	                      	R                 	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

  SR	Middle Eocene    	                 	CP13              	              	119	 738	B	 20	X	 5	  66.00	    172.8600	Wei      	Nannofossils                                 	V              	M                 	C                      	                       	C                           	C                        	C                    	                       	               	                    	                       	A                    	R                   	C                    	F                     	                    	                     	                    	                     	R                 	                      	R                 	                      	                   	                       	                    	                         	                  	                	                                       	                	                 	                   	                        	                           	                   	                         	                           	                        	                                   	                     	                 	                            	                         	                       	                         	from 119 SR Chapter 26 Table 4 fold-out back pocket.

