Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stichocorys wolffii	Stichocorys delmontensis	Diartus petterssoni	Diartus hughesi	Cyrtocapsella japonica	Botryostrobus miralestensis	Siphostichartus corona	Calocycletta caepa	Stichocorys johnsoni	Solenosphaera omnitubus omnitubus	Stichocorys peregrina	Theocorythium vetulum	Stylatractus universus	Pterocanium prismatium	Phormostichoartus fistula	Phormostichoartus doliolum	Lychnodictyum audax	Didymocyrtis penultima	Anthocyrtidium pliocenica	Anthocyrtidium jenghisi	Spongaster tetras	Amphirhopalum ypsilon	Theocorythium trachelium trachelium	Lamprocyrtis heteroporos	Theocalyptra davisiana	Lamprocyrtis neoheteroporos	Pterocorys minythorax	Anthocyrtidium angulare	Lamprocyrtis nigriniae	Collosphaera tuberosa	Comment
  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  6	H	 1	  58.00	     40.7800	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                   	               	                      	                           	                      	                  	                    	-                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  6	H	 1	 110.00	     41.3000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                   	               	                      	                           	                      	                  	                    	-                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  6	H	 2	  10.00	     41.8000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                   	               	                      	                           	                      	                  	                    	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  6	H	 2	 110.00	     42.8000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                   	               	                      	                           	                      	                  	                    	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  6	H	 3	  10.00	     43.3000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                   	               	                      	                           	                      	                  	                    	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  6	H	 3	  60.00	     43.8000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                   	               	                      	                           	                      	                  	                    	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  6	H	 3	 110.00	     44.3000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                   	               	                      	                           	                      	                  	                    	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  6	H	 5	 110.00	     47.3000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                   	               	                      	                           	                      	                  	                    	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  6	H	 6	   6.00	     47.7600	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                   	               	                      	                           	-                     	                  	                    	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  6	H	 6	  60.00	     48.3000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                   	               	                      	                           	-                     	                  	                    	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  6	H	 6	 110.00	     48.8000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                   	               	                      	                           	-                     	                  	                    	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  6	H	CC	  24.00	     50.1400	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                   	               	                      	                           	R                     	                  	                    	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  7	H	 3	 110.00	     53.8000	Moore    	Radiolarians                                 	C              	M                 	                   	                        	                   	               	                      	                           	R                     	                  	                    	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  7	H	 5	 110.00	     56.8000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                   	               	                      	                           	R                     	-                 	                    	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  7	H	CC	  24.00	     59.7400	Moore    	Radiolarians                                 	C/A            	M                 	                   	R                       	                   	               	                      	                           	R                     	R                 	-                   	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	S peregrina(RN9)M95	              	138	 848	B	  8	H	 3	 110.00	     63.3000	Moore    	Radiolarians                                 	A              	G                 	                   	R                       	                   	               	                      	                           	R                     	R                 	R                   	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. penultima (RN8)	              	138	 848	B	  8	H	 5	 101.00	     66.2100	Moore    	Radiolarians                                 	C/A            	G                 	                   	C                       	                   	               	                      	                           	R                     	R                 	R                   	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. penultima (RN8)	              	138	 848	B	  8	H	 5	 110.00	     66.3000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	                   	               	                      	                           	R                     	R                 	R                   	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. penultima (RN8)	              	138	 848	B	  8	H	 5	 140.00	     66.6000	Moore    	Radiolarians                                 	C/A            	M                 	                   	C                       	                   	               	                      	                           	R                     	R                 	R                   	R                                	C                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. penultima (RN8)	              	138	 848	B	  8	H	 6	  40.00	     67.1000	Moore    	Radiolarians                                 	C/A            	M                 	                   	C                       	                   	               	                      	                           	R                     	R                 	R                   	R                                	F                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. penultima (RN8)	              	138	 848	B	  8	H	 6	  90.00	     67.6000	Moore    	Radiolarians                                 	C/A            	M                 	                   	C                       	                   	               	                      	                           	R                     	R                 	R                   	R                                	F                    	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. penultima (RN8)	              	138	 848	B	  8	H	 6	 109.00	     67.7900	Moore    	Radiolarians                                 	C/A            	M                 	                   	C                       	                   	-              	                      	                           	R                     	R                 	R                   	R                                	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. penultima (RN8)	              	138	 848	B	  8	H	CC	  24.00	     69.2800	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	                   	-              	                      	-                          	R                     	R                 	F                   	R                                	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. penultima (RN8)	              	138	 848	B	  9	H	 3	  50.00	     72.2000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	                   	-              	                      	-                          	R                     	R                 	R                   	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. antepenultima RN7	              	138	 848	B	  9	H	 3	 110.00	     72.8000	Moore    	Radiolarians                                 	C/A            	M                 	                   	C                       	                   	R              	                      	-                          	R                     	F                 	R                   	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. antepenultima RN7	              	138	 848	B	  9	H	 4	  55.00	     73.7500	Moore    	Radiolarians                                 	C/A            	M                 	                   	C                       	                   	F              	                      	-                          	R                     	R                 	R                   	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. antepenultima RN7	              	138	 848	B	  9	H	 4	 110.00	     74.3000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	                   	F              	                      	-                          	R                     	R                 	R                   	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. antepenultima RN7	              	138	 848	B	  9	H	 5	   5.00	     74.7500	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	                   	F              	                      	rT                         	R                     	R                 	R                   	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. antepenultima RN7	              	138	 848	B	  9	H	 5	  55.00	     75.2500	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	                   	F              	                      	R                          	R                     	R                 	-                   	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. antepenultima RN7	              	138	 848	B	  9	H	 5	 103.00	     75.7300	Moore    	Radiolarians                                 	C/A            	M                 	                   	C                       	                   	F              	                      	R                          	R                     	F                 	R                   	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. antepenultima RN7	              	138	 848	B	  9	H	 5	 145.00	     76.1500	Moore    	Radiolarians                                 	C/A            	G                 	                   	C                       	-                  	F              	                      	R                          	R                     	R                 	R                   	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. antepenultima RN7	              	138	 848	B	  9	H	 6	  40.00	     76.6000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	-                  	F              	                      	R                          	R                     	R                 	R                   	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. antepenultima RN7	              	138	 848	B	  9	H	 6	  90.00	     77.1000	Moore    	Radiolarians                                 	A              	G                 	-                  	C                       	-                  	F              	                      	R                          	R                     	R                 	R                   	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. antepenultima RN7	              	138	 848	B	  9	H	 6	 138.00	     77.5800	Moore    	Radiolarians                                 	A              	G                 	-                  	C                       	R                  	F              	                      	R                          	R                     	R                 	-                   	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. antepenultima RN7	              	138	 848	B	  9	H	 7	  33.00	     78.0300	Moore    	Radiolarians                                 	C/A            	G                 	rT                 	C                       	R                  	F              	                      	R                          	R                     	R                 	-                   	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. antepenultima RN7	              	138	 848	B	  9	H	CC	  23.00	     78.5400	Moore    	Radiolarians                                 	F              	P                 	-                  	C                       	R                  	F              	                      	R                          	R                     	F                 	                    	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. petterssoni (RN6)	              	138	 848	B	 10	H	 1	   5.00	     78.2500	Moore    	Radiolarians                                 	C/A            	G                 	-                  	C                       	F                  	R              	                      	R                          	R                     	R                 	                    	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. petterssoni (RN6)	              	138	 848	B	 10	H	 1	  55.00	     78.7500	Moore    	Radiolarians                                 	C/A            	G                 	R                  	C                       	F                  	-              	                      	R                          	R                     	R                 	                    	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. petterssoni (RN6)	              	138	 848	B	 10	H	 1	 149.00	     79.6900	Moore    	Radiolarians                                 	C              	M                 	F                  	C                       	F                  	-              	                      	R                          	R                     	R                 	                    	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. petterssoni (RN6)	              	138	 848	B	 10	H	 2	 149.00	     81.1900	Moore    	Radiolarians                                 	C              	M                 	R                  	C                       	F                  	-              	                      	R                          	R                     	R                 	                    	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. petterssoni (RN6)	              	138	 848	B	 10	H	 3	 109.00	     82.2900	Moore    	Radiolarians                                 	A              	G                 	R                  	C                       	F                  	-              	                      	R                          	R                     	F                 	                    	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. petterssoni (RN6)	              	138	 848	B	 10	H	 4	 149.00	     84.1900	Moore    	Radiolarians                                 	F              	P                 	R                  	C                       	C                  	-              	                      	R                          	-                     	R                 	                    	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

  SR	                 	                 	D. petterssoni (RN6)	              	138	 848	B	 10	H	CC	  10.00	     88.0700	Moore    	Radiolarians                                 	R              	P                 	-                  	R                       	R                  	-              	-                     	R                          	                      	                  	                    	                                 	                     	                     	                      	                      	                         	                          	                   	                      	                         	                       	                 	                     	                                   	                        	                      	                           	                     	                       	                      	                     	from ODP Leg 138 SR Chapter 11 Fig 5 pp 206-207

