Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Discoaster variabilis,Discoaster brouweri,Discoaster pentaradiatus,Discoaster neohamatus,Discoaster asymmetricus,Triquetrorhabdulus rugosus,Sphenolithus abies,Reticulofenestra pseudoumbilica,Coccolithus pelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Discoaster berggrenii,Discoaster triradiatus,Discoaster hamatus,Discoaster bollii,Discoaster surculus,Discoaster quinqueramus,Amaurolithus primus,Amaurolithus delicatus,Amaurolithus amplificus,Thoracosphaera spp.,Crenalithus doronicoides,Scyphosphaera spp.,Rhabdosphaera clavigera,Helicosphaera carteri,Gephyrocapsids (small),Ceratolithus cristatus,Amaurolithus tricorniculatus,Discoaster tamalis,Pseudoemiliania lacunosa,Pontosphaera spp.,Hayaster perplexus,Cyclicargolithus floridanus,Helicosphaera sellii,Pontosphaera japonica,Scapholithus fossilis,Umbilicosphaera sibogae,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Ceratolithus rugosus,Comment
  SR,Early Pleistocene,                 ,H. sellii         ,              ,110, 676,A,  6,H,CC,  30.00,     53.9700,Clark    ,Nannofossils                                 ,A              ,G                 ,                     ,                   ,                        ,                     ,                       ,                          ,rF                ,                               ,F                    ,rR                    ,C                     ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,C                  ,C                       ,F                 ,C                      ,C                    ,A                     ,C                     ,                            ,                  ,A                       ,F                ,                  ,rF                         ,F                   ,R                    ,                     ,C                      ,V                    ,C                        ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,C.macintyrei (Gart.),              ,110, 676,A,  7,H, 1,  80.00,     54.5000,Clark    ,Nannofossils                                 ,A              ,G                 ,rR                   ,                   ,                        ,                     ,                       ,                          ,rF                ,                               ,F                    ,F                     ,A                     ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,C                  ,C                       ,C                 ,F                      ,C                    ,A                     ,F                     ,                            ,                  ,A                       ,C                ,                  ,                           ,F                   ,                     ,                     ,C                      ,A                    ,C                        ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,C.macintyrei (Gart.),              ,110, 676,A,  7,H, 2,  80.00,     56.0000,Clark    ,Nannofossils                                 ,A              ,G                 ,                     ,                   ,                        ,                     ,                       ,                          ,                  ,                               ,F                    ,C                     ,C                     ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,F                  ,C                       ,C                 ,C                      ,C                    ,A                     ,F                     ,                            ,                  ,A                       ,C                ,                  ,                           ,F                   ,F                    ,R                    ,C                      ,C                    ,A                        ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,C.macintyrei (Gart.),              ,110, 676,A,  7,H, 3,  80.00,     57.5000,Clark    ,Nannofossils                                 ,A              ,G                 ,                     ,                   ,rR                      ,                     ,                       ,                          ,                  ,                               ,R                    ,C                     ,C                     ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,C                  ,A                       ,C                 ,C                      ,C                    ,V                     ,C                     ,                            ,                  ,V                       ,F                ,                  ,rF                         ,F                   ,R                    ,                     ,C                      ,C                    ,C                        ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,C.macintyrei (Gart.),              ,110, 676,A,  7,H, 4,  80.00,     59.0000,Clark    ,Nannofossils                                 ,A              ,G                 ,                     ,rR                 ,rR                      ,                     ,                       ,                          ,rF                ,                               ,F                    ,A                     ,F                     ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,C                  ,A                       ,A                 ,C                      ,C                    ,A                     ,F                     ,                            ,                  ,A                       ,C                ,                  ,rF                         ,F                   ,F                    ,F                    ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,C.macintyrei (Gart.),              ,110, 676,A,  7,H, 5,  80.00,     60.5000,Clark    ,Nannofossils                                 ,C              ,G                 ,                     ,                   ,                        ,                     ,                       ,                          ,                  ,                               ,F                    ,C                     ,C                     ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,C                  ,C                       ,C                 ,F                      ,C                    ,A                     ,F                     ,                            ,                  ,A                       ,F                ,                  ,rF                         ,F                   ,R                    ,F                    ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,C.macintyrei (Gart.),              ,110, 676,A,  7,H, 6,  80.00,     62.0000,Clark    ,Nannofossils                                 ,C              ,G                 ,rR                   ,                   ,rR                      ,                     ,                       ,                          ,                  ,                               ,F                    ,C                     ,C                     ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,F                  ,C                       ,C                 ,C                      ,C                    ,A                     ,F                     ,                            ,                  ,A                       ,C                ,                  ,rF                         ,C                   ,F                    ,F                    ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,              ,110, 676,A,  7,H, 7,  60.00,     63.3000,Clark    ,Nannofossils                                 ,C              ,G                 ,rR                   ,F                  ,                        ,                     ,                       ,                          ,rF                ,                               ,F                    ,A                     ,C                     ,                     ,F                     ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,C                  ,A                       ,C                 ,F                      ,C                    ,A                     ,C                     ,                            ,                  ,A                       ,F                ,                  ,                           ,F                   ,                     ,F                    ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,              ,110, 676,A,  7,H,CC,  21.00,     63.5500,Clark    ,Nannofossils                                 ,C              ,G                 ,rF                   ,F                  ,rR                      ,                     ,                       ,                          ,                  ,                               ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,C                  ,A                       ,C                 ,A                      ,C                    ,C                     ,F                     ,                            ,                  ,A                       ,F                ,                  ,                           ,F                   ,F                    ,                     ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,              ,110, 676,A,  8,H, 1,  80.00,     64.0000,Clark    ,Nannofossils                                 ,C              ,G                 ,                     ,C                  ,rR                      ,                     ,                       ,                          ,rF                ,                               ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,C                  ,A                       ,C                 ,A                      ,C                    ,A                     ,F                     ,                            ,                  ,A                       ,F                ,                  ,                           ,F                   ,F                    ,                     ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,              ,110, 676,A,  8,H, 2,  80.00,     65.5000,Clark    ,Nannofossils                                 ,C              ,G                 ,                     ,A                  ,rR                      ,                     ,                       ,                          ,                  ,                               ,F                    ,C                     ,C                     ,                     ,C                     ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,C                  ,A                       ,A                 ,C                      ,C                    ,A                     ,F                     ,                            ,                  ,A                       ,C                ,                  ,                           ,F                   ,F                    ,                     ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,              ,110, 676,A,  8,H, 3,  80.00,     67.0000,Clark    ,Nannofossils                                 ,C              ,G                 ,rR                   ,C                  ,rR                      ,                     ,rR                     ,                          ,                  ,                               ,F                    ,C                     ,C                     ,                     ,C                     ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,C                  ,A                       ,C                 ,A                      ,F                    ,A                     ,C                     ,                            ,                  ,A                       ,F                ,                  ,rR                         ,F                   ,F                    ,R                    ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,              ,110, 676,A,  8,H, 4,  80.00,     68.5000,Clark    ,Nannofossils                                 ,C              ,M                 ,                     ,C                  ,rR                      ,                     ,                       ,                          ,rF                ,                               ,F                    ,C                     ,C                     ,                     ,C                     ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,A                      ,C                    ,A                     ,F                     ,                            ,                  ,A                       ,F                ,                  ,                           ,F                   ,                     ,                     ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,              ,110, 676,A,  8,H, 5,  80.00,     70.0000,Clark    ,Nannofossils                                 ,C              ,M                 ,                     ,A                  ,                        ,                     ,                       ,                          ,rF                ,                               ,F                    ,C                     ,F                     ,                     ,F                     ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,C                      ,C                    ,A                     ,F                     ,                            ,                  ,A                       ,F                ,                  ,                           ,F                   ,                     ,                     ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,              ,110, 676,A,  8,H, 6,  80.00,     71.5000,Clark    ,Nannofossils                                 ,C              ,M                 ,                     ,A                  ,rR                      ,                     ,                       ,                          ,                  ,                               ,F                    ,A                     ,C                     ,                     ,F                     ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,C                      ,F                    ,A                     ,F                     ,                            ,                  ,A                       ,F                ,                  ,                           ,F                   ,                     ,                     ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,              ,110, 676,A,  8,H,CC,  22.00,     72.8400,Clark    ,Nannofossils                                 ,C              ,M                 ,                     ,A                  ,                        ,                     ,R                      ,                          ,rF                ,                               ,F                    ,C                     ,C                     ,                     ,C                     ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,A                      ,C                    ,A                     ,C                     ,                            ,                  ,A                       ,F                ,                  ,                           ,F                   ,                     ,                     ,A                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,              ,110, 676,A,  9,H, 1,  80.00,     73.5000,Clark    ,Nannofossils                                 ,C              ,M                 ,                     ,A                  ,                        ,                     ,                       ,                          ,rF                ,                               ,F                    ,C                     ,C                     ,                     ,C                     ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,F                  ,C                       ,C                 ,A                      ,C                    ,A                     ,F                     ,                            ,                  ,A                       ,F                ,                  ,                           ,F                   ,                     ,                     ,A                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12c             ,              ,110, 676,A,  9,H, 2,  80.00,     75.0000,Clark    ,Nannofossils                                 ,C              ,M                 ,                     ,A                  ,F                       ,                     ,                       ,                          ,                  ,                               ,F                    ,F                     ,F                     ,                     ,F                     ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,F                  ,C                       ,F                 ,C                      ,F                    ,C                     ,F                     ,                            ,                  ,C                       ,F                ,                  ,                           ,F                   ,                     ,                     ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12c             ,              ,110, 676,A,  9,H, 3,  80.00,     76.5000,Clark    ,Nannofossils                                 ,C              ,M                 ,rR                   ,A                  ,A                       ,                     ,                       ,                          ,rF                ,                               ,C                    ,C                     ,C                     ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,A                      ,F                    ,C                     ,F                     ,                            ,                  ,A                       ,F                ,                  ,rF                         ,F                   ,                     ,                     ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12b             ,              ,110, 676,A,  9,H, 4,  80.00,     78.0000,Clark    ,Nannofossils                                 ,C              ,M                 ,                     ,C                  ,C                       ,                     ,R                      ,                          ,rR                ,                               ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,R                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,A                 ,A                      ,C                    ,C                     ,F                     ,                            ,                  ,C                       ,F                ,                  ,                           ,F                   ,F                    ,                     ,F                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12b             ,              ,110, 676,A,  9,H, 5,  80.00,     79.5000,Clark    ,Nannofossils                                 ,C              ,G                 ,F                    ,C                  ,A                       ,                     ,                       ,                          ,                  ,                               ,F                    ,C                     ,C                     ,                     ,R                     ,                  ,                 ,F                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,A                 ,A                      ,C                    ,A                     ,F                     ,                            ,                  ,A                       ,F                ,                  ,                           ,F                   ,                     ,                     ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12b             ,              ,110, 676,A,  9,H, 6,  80.00,     81.0000,Clark    ,Nannofossils                                 ,A              ,M                 ,F                    ,C                  ,C                       ,                     ,                       ,                          ,rF                ,                               ,C                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,C                      ,C                    ,A                     ,R                     ,                            ,rR                ,A                       ,R                ,                  ,rF                         ,C                   ,                     ,                     ,F                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12b             ,              ,110, 676,A,  9,H,CC,  18.00,     82.3800,Clark    ,Nannofossils                                 ,C              ,M                 ,R                    ,C                  ,A                       ,                     ,F                      ,                          ,                  ,                               ,F                    ,C                     ,C                     ,                     ,                      ,                  ,                 ,F                  ,                       ,                   ,                      ,                       ,F                  ,                        ,C                 ,C                      ,                     ,A                     ,C                     ,                            ,                  ,A                       ,F                ,                  ,                           ,F                   ,                     ,                     ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12b             ,              ,110, 676,A, 10,H, 1,  16.00,     82.3600,Clark    ,Nannofossils                                 ,A              ,M                 ,R                    ,C                  ,A                       ,                     ,F                      ,                          ,                  ,                               ,C                    ,C                     ,F                     ,                     ,                      ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,C                      ,C                    ,C                     ,F                     ,                            ,                  ,A                       ,F                ,                  ,                           ,F                   ,                     ,                     ,F                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12b             ,              ,110, 676,A, 10,H, 2,  16.00,     83.1600,Clark    ,Nannofossils                                 ,A              ,M                 ,F                    ,C                  ,A                       ,                     ,F                      ,                          ,                  ,                               ,C                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,C                  ,A                       ,A                 ,A                      ,C                    ,A                     ,F                     ,                            ,rR                ,A                       ,F                ,                  ,                           ,F                   ,                     ,                     ,F                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12b             ,              ,110, 676,A, 10,H, 3,  16.00,     84.6600,Clark    ,Nannofossils                                 ,C              ,M                 ,R                    ,C                  ,A                       ,                     ,F                      ,                          ,                  ,                               ,C                    ,C                     ,C                     ,                     ,R                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,A                 ,A                      ,C                    ,A                     ,F                     ,                            ,rR                ,A                       ,F                ,                  ,rF                         ,F                   ,                     ,                     ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12b             ,              ,110, 676,A, 10,H, 4,  16.00,     86.1600,Clark    ,Nannofossils                                 ,C              ,M                 ,F                    ,C                  ,A                       ,                     ,F                      ,                          ,                  ,                               ,C                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,C                  ,A                       ,A                 ,A                      ,C                    ,A                     ,F                     ,                            ,                  ,A                       ,F                ,                  ,                           ,F                   ,                     ,                     ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12b             ,              ,110, 676,A, 10,H, 5,  16.00,     87.6600,Clark    ,Nannofossils                                 ,C              ,G                 ,F                    ,C                  ,A                       ,                     ,R                      ,                          ,                  ,                               ,C                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,C                  ,A                       ,A                 ,A                      ,C                    ,A                     ,C                     ,                            ,                  ,A                       ,F                ,                  ,rF                         ,F                   ,                     ,                     ,C                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 10,H, 6,  16.00,     89.1600,Clark    ,Nannofossils                                 ,C              ,M                 ,F                    ,A                  ,A                       ,                     ,F                      ,                          ,                  ,                               ,C                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,A                      ,C                    ,C                     ,F                     ,                            ,R                 ,A                       ,F                ,                  ,rF                         ,F                   ,                     ,                     ,F                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 10,H, 7,  16.00,     90.6600,Clark    ,Nannofossils                                 ,C              ,M                 ,F                    ,C                  ,A                       ,                     ,F                      ,                          ,                  ,                               ,C                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,C                  ,A                       ,C                 ,A                      ,C                    ,A                     ,F                     ,                            ,F                 ,A                       ,F                ,                  ,                           ,F                   ,                     ,                     ,R                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 10,H,CC,  30.00,     91.3800,Clark    ,Nannofossils                                 ,C              ,M                 ,F                    ,C                  ,A                       ,                     ,F                      ,                          ,rR                ,                               ,C                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,F                  ,                       ,                   ,                      ,                       ,C                  ,A                       ,A                 ,C                      ,C                    ,A                     ,F                     ,                            ,F                 ,C                       ,F                ,                  ,                           ,F                   ,                     ,                     ,F                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 11,H, 1,  79.00,     92.4900,Clark    ,Nannofossils                                 ,C              ,G                 ,F                    ,C                  ,A                       ,                     ,C                      ,                          ,rR                ,                               ,F                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,A                 ,C                      ,C                    ,A                     ,F                     ,                            ,C                 ,C                       ,F                ,                  ,                           ,F                   ,                     ,                     ,R                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 11,H, 2,  79.00,     93.9900,Clark    ,Nannofossils                                 ,C              ,M                 ,F                    ,C                  ,A                       ,                     ,F                      ,                          ,                  ,                               ,C                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,C                  ,A                       ,A                 ,C                      ,C                    ,A                     ,F                     ,                            ,C                 ,A                       ,F                ,                  ,                           ,F                   ,                     ,                     ,R                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 11,H, 3,  79.00,     95.4900,Clark    ,Nannofossils                                 ,C              ,G                 ,F                    ,C                  ,A                       ,                     ,C                      ,                          ,                  ,                               ,C                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,A                      ,C                    ,A                     ,F                     ,                            ,C                 ,C                       ,F                ,                  ,rF                         ,F                   ,                     ,                     ,F                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 11,H, 4,  79.00,     96.9900,Clark    ,Nannofossils                                 ,A              ,G                 ,F                    ,A                  ,A                       ,                     ,C                      ,                          ,                  ,                               ,C                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,C                  ,A                       ,C                 ,A                      ,C                    ,A                     ,C                     ,                            ,C                 ,A                       ,F                ,                  ,                           ,F                   ,                     ,                     ,R                      ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 11,H, 5,  79.00,     98.4900,Clark    ,Nannofossils                                 ,A              ,G                 ,F                    ,C                  ,A                       ,                     ,C                      ,                          ,                  ,                               ,C                    ,C                     ,A                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,A                      ,C                    ,A                     ,F                     ,                            ,C                 ,A                       ,F                ,R                 ,                           ,F                   ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 11,H, 6,  79.00,     99.9900,Clark    ,Nannofossils                                 ,C              ,M                 ,C                    ,C                  ,A                       ,                     ,C                      ,                          ,                  ,                               ,C                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,C                      ,C                    ,A                     ,F                     ,                            ,C                 ,A                       ,F                ,                  ,                           ,R                   ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,110, 676,A, 11,H,CC,  39.00,    101.3200,Clark    ,Nannofossils                                 ,A              ,M                 ,C                    ,C                  ,A                       ,                     ,C                      ,                          ,                  ,                               ,C                    ,C                     ,C                     ,                     ,F                     ,                  ,                 ,C                  ,                       ,                   ,                      ,                       ,F                  ,A                       ,C                 ,C                      ,C                    ,A                     ,F                     ,                            ,C                 ,A                       ,C                ,R                 ,                           ,R                   ,R                    ,R                    ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
