Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Triquetrorhabdulus carinatus,Sphenolithus umbrellus,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolith (unspecified taxon or taxa),Reticulofenestra daviesii,Discoaster deflandrei,Dictyococcites bisectus,Cyclicargolithus floridanus,Cyclicargolithus abisectus (> 10 microns),Cyclicargolithus abisectus (< 10 microns),Coronocyclus nitescens,Coccolithus pelagicus,Coccolithus miopelagicus,Coccolithus eopelagicus,Clausicoccus fenestratus,Discoaster woodringii,Discoaster adamanteus,Sphenolithus dissimilis,Pontosphaera spp.,Helicosphaera spp.,Ilselithina fusa,Zygrhablithus bijugatus,Triquetrorhabdulus milowii,Discoaster aff. druggii,Reticulofenestrid taxa,Discoaster moorei,Discoaster extensus-dilatus group,Sphenolithus delphix,Discoaster formosus,Sphenolithus capricornutus,Triquetrorhabdulus serratus,Discoaster druggii,Thoracosphaera spp.,Sphenolithus dissimilis/belemnos,Triquetrorhabdulus challengeri,Sphenolithus pseudoheteromorphus,Reticulofenestra aff. pseudoumbilicus,Discoaster subsurculus,Discoaster variabilis,Discoaster musicus,Calcidiscus leptoporus,Dictyococcites spp.,Triquetrorhabdulus curvus,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster exilis,Sphenolithus milanettii,Coccolithus radiatus,Discoaster signus-tuberi,Geminilithella rotula,Discoaster brouweri,Calcidiscus premacintyrei,Discoaster intercalaris,Discoaster bollii,Discoaster kugleri,Reticulofenestra pseudoumbilicus,Triquetrorhabdulus rugosus/rioensis,Minylitha convallis,Discoaster triradiatus,Discoaster sp. 1,Discoaster prepentaradiatus,Discoaster pentaradiatus,Discoaster neohamatus,Discoaster loeblichii,Discoaster bellus,Catinaster coalitus,Discoaster hamatus,Discoaster calcaris,Catinaster calyculus,Calcidiscus macintyrei,Discoaster surculus,Discoaster quinqueramus/berggrenii,Discoaster asymmetricus,Discoaster pansus,Discoaster sp. 2,Amaurolithus primus,Amaurolithus delicatus,Amaurolithus amplificus,Amaurolithus tricorniculatus,Ceratolithus armatus,Ceratolithus rugosus,Ceratolithus acutus,Discoaster tamalis,Ceratolithus cristatus,Pseudoemiliania lacunosa,Syracosphaera spp.,Umbilicosphaera spp.,Gephyrocapsa (small),Helicosphaera sellii,Gephyrocapsa oceanica s.l.,Gephyrocapsa (large),Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN10c             ,              ,115, 711,B,  3,H, 5, 100.00,     18.7000,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,F                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,A                  ,                         ,C                      ,                 ,                  ,                                ,R                                  ,                   ,R                     ,                ,                           ,C                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,C                  ,                                  ,R                      ,                 ,                ,R                  ,                      ,                       ,                            ,F                   ,                    ,R                  ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN10c             ,              ,115, 711,B,  3,H, 5, 125.00,     18.9500,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,F                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,A                  ,                         ,F                      ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,C                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,C                  ,                                  ,R                      ,                 ,                ,R                  ,R                     ,                       ,                            ,R                   ,R                   ,R                  ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN10a             ,CN10b         ,115, 711,B,  3,H, 5, 150.00,     19.2000,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,C                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,C                  ,                         ,F                      ,                 ,                  ,                                ,                                   ,                   ,R                     ,                ,                           ,F                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,C                  ,                                  ,                       ,                 ,                ,R                  ,                      ,                       ,                            ,F                   ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN10a             ,CN10b         ,115, 711,B,  3,H, 6,  19.00,     19.3900,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,C                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,C                  ,                         ,F                      ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,cf                      ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,C                  ,                                  ,                       ,                 ,                ,R                  ,R                     ,                       ,                            ,R                   ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN10a             ,CN10b         ,115, 711,B,  3,H, 6,  25.00,     19.4500,Rio      ,Nannofossils                                 ,C              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,F                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,C                  ,                         ,F                      ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,C                  ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 711,B,  4,H, 1,  25.00,     21.6500,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,C                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,A                  ,                         ,C                      ,                 ,                  ,                                ,R                                  ,                   ,                      ,                ,                           ,C                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,C                  ,A                                 ,                       ,                 ,                ,                   ,F                     ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 711,B,  4,H, 1,  50.00,     21.9000,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,C                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,A                  ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,C                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,C                  ,A                                 ,                       ,                 ,                ,                   ,R                     ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 711,B,  4,H, 1,  75.00,     22.1500,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,A                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,A                  ,                         ,F                      ,                 ,                  ,                                ,R                                  ,                   ,                      ,                ,                           ,C                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,C                  ,A                                 ,                       ,                 ,                ,R                  ,R                     ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 711,B,  4,H, 1, 100.00,     22.4000,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,C                     ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,C                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,A                  ,                         ,F                      ,                 ,                  ,C                               ,R                                  ,                   ,                      ,C               ,                           ,C                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,C                  ,A                                 ,                       ,                 ,                ,F                  ,F                     ,R                      ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 711,B,  4,H, 1, 125.00,     22.6500,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,F                                     ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,C                    ,                  ,F                     ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,C                  ,                         ,F                      ,                 ,                  ,F                               ,R                                  ,                   ,                      ,C               ,                           ,C                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,C                  ,A                                 ,                       ,                 ,                ,F                  ,F                     ,F                      ,R                           ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 711,B,  4,H, 2,  25.00,     23.1500,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,R                     ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,C                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,C                  ,                         ,R                      ,                 ,                  ,                                ,R                                  ,                   ,                      ,C               ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,R                     ,C                  ,A                                 ,                       ,                 ,                ,R                  ,R                     ,R                      ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 711,B,  4,H, 2, 100.00,     23.9000,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,C                  ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,C               ,                           ,F                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,C                  ,D                                 ,                       ,                 ,                ,                   ,F                     ,F                      ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 711,B,  4,H, 2, 125.00,     24.1500,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,F                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,F                  ,                         ,R                      ,                 ,                  ,R                               ,F                                  ,                   ,                      ,C               ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,C                  ,D                                 ,                       ,                 ,                ,R                  ,F                     ,F                      ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 711,B,  4,H, 2, 150.00,     24.4000,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,C                                     ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,C                     ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,F                    ,                  ,C                     ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,C                  ,                         ,R                      ,                 ,                  ,C                               ,F                                  ,                   ,                      ,C               ,                           ,C                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,R                     ,C                  ,A                                 ,                       ,                 ,                ,R                  ,F                     ,R                      ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 711,B,  4,H, 3,  11.00,     24.5100,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,C                                     ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,F                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,C                  ,                         ,R                      ,                 ,                  ,F                               ,F                                  ,                   ,                      ,F               ,                           ,F                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,F                  ,A                                 ,                       ,                 ,R               ,R                  ,R                     ,F                      ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 711,B,  4,H, 3,  50.00,     24.9000,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,R                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,C                  ,                         ,F                      ,                 ,                  ,                                ,F                                  ,                   ,                      ,C               ,                           ,C                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,F                  ,D                                 ,                       ,                 ,                ,R                  ,R                     ,R                      ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 711,B,  4,H, 3, 125.00,     25.6500,Rio      ,Nannofossils                                 ,F              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,A                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,A                  ,                         ,C                      ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,C                  ,C                                 ,C                      ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 711,B,  4,H, 4,  25.00,     26.1500,Rio      ,Nannofossils                                 ,C              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,C                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,A                  ,                         ,C                      ,                 ,                  ,                                ,                                   ,                   ,                      ,C               ,                           ,C                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,C                  ,A                                 ,                       ,                 ,C               ,R                  ,R                     ,cf                     ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
