Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Rotaliid taxa,Pseudorbitoides spp.,Nubeculariid taxa,Miliolids species,Pseudorbitoides trechmanni,Marssonella oxycona,Foraminifers (agglutinated taxa),Dicyclina sp. cf. D. schlumbergeri,Vaughanina sp.,Pseudocyclammina sp.,Planoglobulina sp.,Discorbid taxa,Planktonics sp.,Sulcoperculina sp.,Asterorbis rooki,Istriloculina sp.,Foraminifers (planispiral taxa),Earlandia? &  Aeolicassus sp.,Sulcoperculina globosa,Montsechiana sp.,Sulcoperculina dickersoni,Lagenid taxa,Sulcoperculina vermunti,Orbitoides sp.,Acervulinid taxa,Bolivinid taxa,Vidalina sp. cf. V. hispanica,Idalina antiqua,Sulcoperculina obesa,Omphalocyclus macroporus,Comment
  SR,Maestrichtian    ,                 ,                  ,              ,144, 873,A,  9,R, 1,   0.00,    126.9000,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,             ,                    ,                 ,R                ,                          ,                   ,                                ,                                  ,              ,                    ,                  ,              ,               ,                  ,F               ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 873,A,  9,R, 1,  33.00,    127.2300,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,             ,F                   ,                 ,F                ,                          ,                   ,                                ,C                                 ,              ,3                   ,                  ,              ,               ,A                 ,                ,                 ,                               ,                             ,C                     ,2               ,F                        ,            ,F                      ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 873,A,  9,R, 1,  60.00,    127.5000,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,R            ,                    ,                 ,R                ,                          ,F                  ,R                               ,                                  ,              ,2                   ,                  ,              ,?              ,C                 ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 873,A,  9,R, 1,  78.00,    127.6800,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,F            ,                    ,                 ,R                ,                          ,                   ,2                               ,3                                 ,              ,                    ,                  ,R             ,F              ,                  ,                ,R                ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 873,A,  9,R, 1, 119.00,    128.0900,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,F            ,                    ,                 ,F                ,                          ,                   ,                                ,2                                 ,              ,                    ,                  ,F             ,?              ,F                 ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,F                      ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 873,A,  9,R, 1, 142.00,    128.3200,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,R            ,                    ,                 ,R                ,                          ,                   ,2                               ,2                                 ,              ,                    ,                  ,A             ,VR             ,R                 ,                ,1                ,3                              ,                             ,                      ,                ,                         ,?           ,R                      ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 873,A,  9,R, 2,   0.00,    128.4000,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,VR           ,                    ,                 ,                 ,                          ,                   ,                                ,VR                                ,              ,                    ,                  ,              ,VR             ,                  ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 873,A,  9,R, 2,  39.00,    128.7900,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,1            ,                    ,                 ,                 ,                          ,                   ,1                               ,                                  ,              ,                    ,                  ,              ,               ,                  ,                ,                 ,                               ,                             ,                      ,                ,                         ,?           ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 873,A,  9,R, 2,  68.00,    129.0800,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,             ,                    ,                 ,                 ,                          ,                   ,VR                              ,C                                 ,              ,                    ,                  ,R             ,               ,                  ,                ,                 ,                               ,                             ,                      ,                ,                         ,?           ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 873,A,  9,R, 2, 122.00,    129.6200,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,1            ,VR                  ,                 ,1                ,                          ,                   ,                                ,                                  ,              ,                    ,                  ,              ,               ,A                 ,?               ,                 ,                               ,                             ,A                     ,                ,F                        ,            ,F                      ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 10,R, 1,   0.00,    136.6000,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,             ,                    ,                 ,VR               ,                          ,                   ,                                ,                                  ,              ,                    ,                  ,              ,               ,R                 ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 873,A, 10,R, 1,  10.00,    136.7000,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,             ,?                   ,                 ,R                ,                          ,F                  ,R                               ,2                                 ,              ,                    ,                  ,              ,               ,C                 ,?               ,1                ,R                              ,                             ,C                     ,                ,F                        ,            ,F                      ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 873,A, 10,R, 1,  24.00,    136.8400,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,             ,F                   ,                 ,                 ,                          ,3                  ,                                ,2                                 ,              ,                    ,                  ,              ,               ,A                 ,1               ,                 ,3                              ,                             ,C                     ,2               ,                         ,            ,F                      ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,144, 873,A, 10,R, 1,  46.00,    137.0600,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,F            ,                    ,                 ,R                ,                          ,                   ,4                               ,                                  ,              ,                    ,                  ,VR            ,R              ,1                 ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,144, 873,A, 10,R, 1,  56.00,    137.1600,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,VR           ,C                   ,                 ,                 ,                          ,                   ,                                ,F                                 ,              ,                    ,                  ,              ,               ,A                 ,?               ,                 ,                               ,                             ,C                     ,                ,F                        ,            ,C                      ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,144, 873,A, 10,R, 1,  92.00,    137.5200,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,F            ,R                   ,                 ,F                ,                          ,2                  ,                                ,2                                 ,              ,                    ,                  ,F             ,               ,R                 ,                ,2                ,F                              ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,144, 873,A, 10,R, 1, 116.00,    137.7600,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,R            ,                    ,                 ,                 ,                          ,1                  ,F                               ,1                                 ,              ,                    ,                  ,              ,VR             ,                  ,                ,                 ,                               ,                             ,                      ,                ,1                        ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 10,R, 1, 139.00,    137.9900,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,             ,                    ,                 ,                 ,                          ,                   ,1                               ,                                  ,              ,                    ,                  ,              ,               ,                  ,                ,VR               ,                               ,                             ,                      ,                ,                         ,?           ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 1,  17.00,    146.3700,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,1            ,                    ,                 ,                 ,                          ,3                  ,                                ,                                  ,              ,                    ,                  ,R             ,               ,                  ,                ,R                ,                               ,                             ,R                     ,                ,R                        ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 1,  22.00,    146.4200,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,             ,1                   ,                 ,R                ,                          ,1                  ,1                               ,1                                 ,              ,                    ,                  ,              ,               ,                  ,?               ,                 ,VR                             ,                             ,C                     ,?               ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 1,  41.00,    146.6100,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,R            ,                    ,                 ,                 ,                          ,                   ,R                               ,                                  ,              ,                    ,                  ,R             ,               ,                  ,                ,                 ,VR                             ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 1,  85.00,    147.0500,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,F            ,R                   ,                 ,F                ,                          ,                   ,F                               ,1                                 ,              ,                    ,                  ,R             ,               ,                  ,                ,R                ,1                              ,1                            ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 1, 118.00,    147.3800,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,3            ,3                   ,                 ,F                ,                          ,                   ,F                               ,                                  ,              ,                    ,                  ,              ,               ,3                 ,?               ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 1, 130.00,    147.5000,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,             ,                    ,                 ,                 ,                          ,                   ,1                               ,                                  ,              ,                    ,                  ,F             ,?              ,                  ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 2,   0.00,    147.6600,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,F            ,                    ,                 ,                 ,                          ,                   ,3                               ,                                  ,              ,                    ,                  ,R             ,F              ,                  ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 2,  62.00,    148.2800,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,VR           ,1                   ,                 ,R                ,                          ,                   ,                                ,1                                 ,              ,                    ,                  ,C             ,               ,                  ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 2,  74.00,    148.4000,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,             ,                    ,                 ,1                ,                          ,                   ,2                               ,1                                 ,              ,                    ,                  ,F             ,               ,                  ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 2,  85.00,    148.5100,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,F            ,F                   ,                 ,                 ,                          ,                   ,                                ,                                  ,              ,                    ,                  ,F             ,               ,                  ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 2, 105.00,    148.7100,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,R            ,                    ,                 ,R                ,F                         ,2                  ,1                               ,2                                 ,              ,                    ,1                 ,              ,               ,                  ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 2, 113.00,    148.7900,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,VR           ,                    ,                 ,                 ,C                         ,                   ,                                ,1                                 ,              ,                    ,                  ,              ,               ,                  ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 2, 116.00,    148.8200,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,             ,                    ,                 ,F                ,C                         ,                   ,                                ,                                  ,?             ,?                   ,                  ,              ,               ,                  ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 2, 124.00,    148.9000,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,C            ,VA                  ,                 ,F                ,                          ,                   ,                                ,                                  ,              ,                    ,                  ,              ,               ,                  ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 2, 130.00,    148.9600,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,F            ,                    ,                 ,R                ,VA                        ,                   ,R                               ,                                  ,              ,                    ,                  ,              ,               ,                  ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 2, 135.00,    149.0100,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,             ,                    ,                 ,R                ,VA                        ,1                  ,1                               ,1                                 ,              ,                    ,                  ,              ,               ,                  ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 873,A, 11,R, 2, 140.00,    149.0600,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,2            ,R                   ,C                ,1                ,                          ,                   ,                                ,                                  ,              ,                    ,                  ,              ,               ,                  ,                ,                 ,                               ,                             ,                      ,                ,                         ,            ,                       ,              ,                ,              ,                             ,               ,                    ,                        ,from ODP Leg 144 SR; Ch 9; Table 1; p 174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
