Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra cf. pseudoumbilica,Pseudoemiliania lacunosa,Helicosphaera sellii,Helicosphaera carteri,Coccolithus pelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Discolithina japonica,Pontosphaera pacifica,Braarudosphaera bigelowii,Gephyrocapsa sp.,Gephyrocapsa oceanica,Gephyrocapsa ericsonii,Syracosphaera mediterranea,Syracosphaera pulchra,Gephyrocapsa caribbeanica,Emiliania huxleyi,Comment
  SR,Late Pliocene    ,                 ,NN16              ,NN18          ,141, 861,C, 28,X, 4,  52.00,    233.1200,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,R                   ,                     ,R                    ,R                     ,                      ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,NN18          ,141, 861,C, 28,X,CC,  13.00,    234.8100,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,R                       ,R                   ,R                    ,R                    ,R                     ,                      ,                     ,                     ,                         ,R               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,NN18          ,141, 861,C, 29,X,CC,  14.00,    239.3400,Spiegler ,Nannofossils                                 ,R              ,M                 ,                                   ,R                       ,R                   ,                     ,R                    ,                      ,R                     ,                     ,                     ,                         ,F               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,NN18          ,141, 861,C, 31,X, 2,  12.00,    249.9200,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,R                       ,R                   ,R                    ,R                    ,                      ,                      ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,NN18          ,141, 861,C, 31,X, 2, 130.00,    251.1000,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,R                       ,                    ,                     ,R                    ,R                     ,                      ,R                    ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,NN18          ,141, 861,C, 31,X, 3,  72.00,    252.0200,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,R                       ,                    ,R                    ,R                    ,R                     ,                      ,R                    ,                     ,                         ,F               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,NN18          ,141, 861,C, 31,X,CC,  13.00,    252.4800,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,R                       ,                    ,R                    ,R                    ,R                     ,                      ,R                    ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,141, 861,C, 32,X, 2,  72.00,    259.2200,Spiegler ,Nannofossils                                 ,B              ,                  ,                                   ,                        ,                    ,R                    ,                     ,                      ,                      ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,NN18          ,141, 861,C, 32,X,CC,  22.00,    260.0100,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,                     ,R                    ,                      ,                      ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,NN18          ,141, 861,C, 32,X,CC,  27.00,    260.0600,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,R                       ,                    ,R                    ,R                    ,R                     ,R                     ,R                    ,                     ,                         ,R               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,NN18          ,141, 861,C, 33,X, 2,  59.00,    268.6900,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,R                   ,                     ,R                    ,                      ,                      ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 34,X, 2,   9.00,    276.5400,Spiegler ,Nannofossils                                 ,R              ,G                 ,F                                  ,R                       ,R                   ,R                    ,R                    ,R                     ,R                     ,R                    ,R                    ,                         ,F               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 34,X, 3,  67.00,    278.1200,Spiegler ,Nannofossils                                 ,R              ,M                 ,R                                  ,                        ,R                   ,                     ,R                    ,                      ,                      ,R                    ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 34,X,CC,   9.00,    282.6400,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,                     ,R                    ,R                     ,                      ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 35,X, 2,   7.00,    286.6000,Spiegler ,Nannofossils                                 ,R              ,G                 ,R                                  ,R                       ,R                   ,R                    ,R                    ,                      ,                      ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 35,X, 3, 130.00,    289.3300,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,R                       ,R                   ,R                    ,R                    ,                      ,R                     ,                     ,                     ,                         ,F               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 37,X, 1,  59.00,    305.4900,Spiegler ,Nannofossils                                 ,R              ,M                 ,R                                  ,R                       ,                    ,                     ,                     ,R                     ,                      ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 38,X,CC,   2.00,    314.5200,Spiegler ,Nannofossils                                 ,C              ,G                 ,                                   ,F                       ,F                   ,F                    ,F                    ,F                     ,F                     ,F                    ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 38,X,CC,  32.00,    314.8200,Spiegler ,Nannofossils                                 ,F              ,G                 ,F                                  ,                        ,F                   ,R                    ,C                    ,F                     ,                      ,R                    ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 39,X, 2,  10.00,    325.8000,Spiegler ,Nannofossils                                 ,R              ,G                 ,F                                  ,R                       ,R                   ,R                    ,R                    ,                      ,                      ,                     ,                     ,                         ,F               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 39,X, 3, 130.00,    327.6200,Spiegler ,Nannofossils                                 ,R              ,G                 ,F                                  ,R                       ,R                   ,R                    ,R                    ,                      ,                      ,                     ,                     ,R                        ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 39,X,CC,  35.00,    328.6200,Spiegler ,Nannofossils                                 ,F              ,G                 ,                                   ,                        ,F                   ,R                    ,F                    ,R                     ,R                     ,                     ,                     ,R                        ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 40,X, 2,  67.00,    336.0700,Spiegler ,Nannofossils                                 ,C              ,G                 ,                                   ,                        ,F                   ,F                    ,F                    ,F                     ,F                     ,R                    ,R                    ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 40,X,CC,  34.00,    341.1300,Spiegler ,Nannofossils                                 ,R              ,G                 ,R                                  ,                        ,                    ,                     ,R                    ,                      ,                      ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 41,X, 2,  64.00,    345.5400,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,R                       ,R                   ,                     ,                     ,R                     ,                      ,R                    ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 41,X, 3, 127.00,    347.6700,Spiegler ,Nannofossils                                 ,R              ,G                 ,R                                  ,R                       ,R                   ,                     ,R                    ,R                     ,                      ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 41,X, 4,  70.00,    348.6000,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,R                   ,R                    ,R                    ,                      ,                      ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,141, 861,C, 41,X,CC,  39.00,    349.3700,Spiegler ,Nannofossils                                 ,R              ,G                 ,F                                  ,R                       ,R                   ,R                    ,R                    ,R                     ,R                     ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
