Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Amaurolithus amplificus,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus primus,Braarudosphaera bigelowii,Calcidiscus leptoporus (<5 microns),Calcidiscus leptoporus (>8 micron),Calcidiscus leptoporus (5-8 microns),Calcidiscus macintyrei,Calcidiscus premacintyrei,Calciosolenia spp.,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus cristatus,Ceratolithus rugosus,Coccolithus miopelagicus,Coccolithus pelagicus spp. azorinus,Coccolithus pelagicus spp. braarudii,Coccolithus pelagicus ssp. pelagicus,Coronocyclus nitescens,Cyclicargolithus floridanus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster druggii,Discoaster exilis,Discoaster gr. variabilis,Discoaster hamatus,Discoaster intercalaris,Discoaster kugleri,Discoaster loeblichii,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster signus,Discoaster spp.,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster variabilis,Emiliania huxleyi (<5 microns),Emiliania huxleyi (>5 microns),Florisphaera profunda,Florisphaera profunda var. elongata,Gephyrocapsa caribbeanica,medium Gephyrocapsa group,Gephyrocapsa oceanica (>5 micron),Gephyrocapsa oceanica (<5 micron),Gephyrocapsa omega,Gephyrocapsa spp. (<3 microns),Helicosphaera acuta,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera mediterranea,Helicosphaera pavimentum,Helicosphaera sellii,Helicosphaera walbersdorfensis,Helicosphaera wallichii,Minylitha convallis,Oolithotus spp.,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra antarctica,Reticulofenestra asanoi (>6 microns),Reticulofenestra asanoi (<6 microns),Reticulofenestra cisnerosii,Reticulofenestra haqii,Reticulofenestra minuta (<3 microns),Reticulofenestra minuta,Reticulofenestra producta,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra pseudoumbilicus (5-7 microns),Reticulofenestra rotaria,Rhabdosphaera spp.,Scyphosphaera apsteinii,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus conicus,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus dissimilis,Sphenolithus heteromorphus,Sphenolithus neoabies,Syracosphaera spp.,Thoracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus rugosus,Umbilicosphaera jafari,Umbilicosphaera rotula,Umbilicosphaera sibogae,Comments,File Data,,eodp_id
339-U1389E-53R-2-PAL-NANNO,339,U1389,E,53,53-2,R,2,PAL,NANNO,0,6,820.25,820.31,M-P,A,,,,,,,,F,R,,,,,,,,,R,C,F,,,R,,,,,F,,,,,,,,,,,,,R,,P,,,F,F,,,,,,,,,,,,C,,,R,,,,,,F,,,,,F,F,,,,*,C,C,,,,F,,,,,,,,,,,,,,F,,,,C,R,,,,,d131c5a60a7dbf0b10244bff017cda8a
339-U1389E-54R-CC-PAL-NANNO,339,U1389,E,54,54-CC,R,CC,PAL,NANNO,0,3,830.18,830.21,M-P,VA,,,,,,,R,R,F,,,,,,,,,,C,F,,,R,,,,,R,,,,,,,,,,,,,P,,,,,R,R,,P,,,,,,,,,,C,,,F,,,,,,F,,,,,R,F,,,,*,C,A,,,*,R,,,,*,,,,,,,,,,R,,,,R,R,,,,,a8381f9dc67974f035146e335389510c
339-U1389E-55R-1-PAL-NANNO,339,U1389,E,55,55-1,R,1,PAL,NANNO,0,5,838.31,838.36,M-P,VA,,,,,R,,,F,R,,,,,,,,,,F,C,,,F,,,,,F,,,,,,,,,,,,,R,,,,,F,R,,R,,,C,,,,,,,VA,,,F,,,,,,F,,,,,F,F,,,,*,C,C,,,,F,,R,,,,,,,,,,,,F,,,,C,,,,,,7b1df2ecea7be0a14121f3812fee5bb0
339-U1389E-56R-CC-PAL-NANNO,339,U1389,E,56,56-CC,R,CC,PAL,NANNO,0,7,847.87,847.94,M-P,VA,,,,,,,,F,F,,,,,,,,,,C,C,,,R,,,,,R,,,,,,,,,,,,,R,,,,,F,F,P,P,,,C,,,,,,,A,,,F,,,,,,F,,,,,F,F,,,,*,C,VA,,,P,F,,R,,P,,,,,,,,,,F,,,,A,F,,,,,f15d78bdf0076ab3d355be9bace7f8bc
339-U1389E-57R-CC-PAL-NANNO,339,U1389,E,57,57-CC,R,CC,PAL,NANNO,0,5,866.8,866.85,M-P,VA,,,,,R,,,F,F,,,,,,,,,,F,F,,,,,,,,R,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,VA,,,F,,,,,,F,,,,,R,F,,,,*,C,A,,,P,F,,,,,,,,,,,,,,R,,,,,R,,,,,dcdefa9627029407c5dbecb5e86a8d4c
339-U1389E-58R-CC-PAL-NANNO,339,U1389,E,58,58-CC,R,CC,PAL,NANNO,0,5,875.87,875.92,G,VA,,,,,,R,,R,F,,,,,,,,,,R,R,,,,,,,,R,,,,,,,,,,,,,,,P,,,R,R,,R,,,,,,,,,,VA,,,R,,,,,,F,,,,,R,F,,,,*,C,VA,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,f9308dede2a13eb61920c27f46916698
339-U1389E-59R-CC-PAL-NANNO,339,U1389,E,59,59-CC,R,CC,PAL,NANNO,0,5,876.3,876.35,G,VA,,,,,,R,,R,R,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,P,,,R,R,,R,,,,,,,,,,VA,,,R,,,,,,F,,,,,R,F,,,,*,C,VA,,,,F,,,,,,,,,,,,,,,,,,F,,,,,,1d080e2c872e469e47c3162c8d34726f
339-U1389E-60R-1-PAL-NANNO,339,U1389,E,60,60-1,R,1,PAL,NANNO,0,5,886.19,886.24,G,VA,,,,,,,,F,,,,,,P,,,,,F,F,,,R,,P,,,,,,,,,,,,,,,,R,,,,,F,,,R,,,,,,,,,,VA,,,F,,,,,,F,,,,,R,C,,,,,C,VA,,,F,,,,,,,,,,,,,,,F,,,,,,,,,,130fc6dc97b53555a85f0aa13ea41d0a
339-U1389E-61R-1-PAL-NANNO,339,U1389,E,61,61-1,R,1,PAL,NANNO,0,5,895.82,895.87,G,VA,,,,,,,,F,F,,,,,,,,,,F,F,,,,,R,,,R,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,VA,,,F,,,,,,F,,,,,R,C,,,,,C,VA,,,F,,,,,,,,,,,,,,,F,,,,,R,,,,,f8400dd95eb92c99fbff5d8fb880909e
339-U1389E-62R-1-PAL-NANNO,339,U1389,E,62,62-1,R,1,PAL,NANNO,0,5,905.35,905.4,G,VA,,,,,,,R,R,,,,,,P,,,,,R,R,,,P,,,,,P,,,,,,,,,,,,,,,P,,,P,R,R,,,,,,,,,,,VA,,,F,,,,,,F,,,,,,C,,,,*,C,VA,,,,,,,,,,,,,,,,,,,,,,,R,,,,,2ff8c71ec7383ec8b1e3eac8bbfc7637
339-U1389E-63R-CC-PAL-NANNO,339,U1389,E,63,63-CC,R,CC,PAL,NANNO,0,5,920.42,920.47,G,VA,,,,,,,R,R,F,,,,,,P,,,,F,R,,,,,P,,,R,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,VA,,,F,,,,,,F,,,,,,C,,,,,C,VA,,,,,,F,,,,,,,,,,,,,,,,R,,,,,,4289f41cd20d24f1382b5efe1eb7424c
339-U1389E-64R-6-PAL-NANNO,339,U1389,E,64,64-6,R,6,PAL,NANNO,0,5,932.08,932.13,G,VA,,,,,,,R,R,,,,,,,,,,,F,C,,,,,P,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,C,,,F,,,,,,F,,,,,F,R,,,,,C,C,,,,,,R,,P,,,,,,,,,,,,,,,,,,,,1227592d11337b81f69a470eb24921e5
339-U1389E-65R-CC-PAL-NANNO,339,U1389,E,65,65-CC,R,CC,PAL,NANNO,0,5,943.73,943.78,M-P,VA,,,,,,R,,F,F,,,,,,,,,R,F,F,,,R,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,A,,,F,,,,,,F,,,,,R,F,,,,,A,VA,,,P,R,,,,P,,,,,,,,,,,,,,F,C,,,,,ff2ea8670794db066326f50e12998d30
339-U1389E-66R-CC-PAL-NANNO,339,U1389,E,66,66-CC,R,CC,PAL,NANNO,0,5,944.46,944.51,G,VA,,,,,F,F,,F,R,,,,,,P,,,,C,F,,,,,,,,R,,,,,,,,,,,,,R,,P,,,F,,,R,,,,,,,,,,VA,,,F,,,,,,F,,,,,F,F,,,,,A,VA,,,,F,,,,,,,,,,,,,,F,,,,,F,,,,,2860c1abaf6230bf1951129448f9ea2a
339-U1389E-67R-CC-PAL-NANNO,339,U1389,E,67,67-CC,R,CC,PAL,NANNO,0,5,955.79,955.84,M-P,VA,,,,,,,,F,R,,,,,,,,,,F,F,,,F,,,,,R,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,A,,,F,,,,,,F,,,,,F,F,,,,,A,VA,,,P,F,,,,,,,,,,,,,,F,,,,A,F,,,,,18bc05589893a400e017fb40c1b8359d
339-U1389E-68R-CC-PAL-NANNO,339,U1389,E,68,68-CC,R,CC,PAL,NANNO,0,5,962.95,963,G,VA,,,,,R,F,,F,F,,,,,,P,,,,C,F,,,F,,,,,R,,,,,,,,,,,,,,,,,,R,R,,R,,,,,,,,,,VA,,,F,,,,,,R,,,,,F,C,,,,,A,VA,,,P,R,,,,,,,,,,,,,,,,,,C,F,,,,,2bbaf36b756b45ee27fdb97182074089
339-U1389E-69R-CC-PAL-NANNO,339,U1389,E,69,69-CC,R,CC,PAL,NANNO,0,2,972.75,972.77,G,VA,,,,,,F,R,R,R,,,,,,,,,,F,F,,,R,,,,,P,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,A,,,F,,,,,,R,,,,,F,C,,,,,A,VA,,,F,R,,,,,,,,,,,,,,R,,,,F,F,,,,,60ffa8ec204671dd45b832841aacf593
339-U1389E-70R-CC-PAL-NANNO,339,U1389,E,70,70-CC,R,CC,PAL,NANNO,0,5,982.73,982.78,M-P,VA,,,,,,,F,F,R,,,,,,,,,,F,F,,,R,,,,,F,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,A,,,F,,,,,,R,,,,,F,F,,,,,A,VA,,,F,R,,R,,,,,,,,,,,,R,,,,F,F,,,,,f99d170ed30fe0d5b4669c870f3697fa
