Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,calcispheres,Neobiscutum spp.,Coccolithus pelagicus,Cruciplacolithus primus,Cruciplacolithus intermedius,Chiasmolithus danicus,Prinsius tenuiculus,Fasciculithus magnus,Ellipsolithus macellus,Toweius pertusus,Sphenolithus moriformis,Neochiastozygus perfectus,Fasciculithus ullii,Fasciculithus tympaniformis,Sphenolithus anarrhopus,Discoaster mohleri,Heliolithus kleinpellii,Heliolithus cantabriae,Fasciculithus richardii,Discoaster multiradiatus,Fasciculithus alanii,Ericsonia robusta,Rhomboaster spp.,Rhomboaster bramlettei,Fasciculithus spp.,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (>14µm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (>10 µm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Triquetrorhabdulus carinatus,Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Bomolithus elegans,Bomolithus megastypus,Bomolithus supremus,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (>13µm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus bownii,Coccolithus cachaoi,Coccolithus eopelagicus ( >14µm),Coronocyclus nitescens, Cruciplacolithus asymmetricus,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus frequens,Cruciplacolithus latipons,Cyclagelosphaera reinhardtii,Cyclicargolithus abisectus (11 µm),Cyclicargolithus floridanus (5-11µm),Cyclicargolithus floridanus small (<5µm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (<10µm),Discoaster anartios,Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ericsonia robusta (small),Ericsonia subpertusa,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus shaubii,Fasciculithus clinatus,Futyania petalosus,Goniolithus fluckigeri,Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternilithus duocavus,Lanternithus minutus,Lapideacassis sp.,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius apertus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus modestus,Neochiastozygus rosenkrantzii,Neochiastozygus saepes,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus cruciatus,Neocrepidolithus dirimosus,Neocrepidolithus fossus,Neocrepidolithus neocrassus,Octolithus multiplus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Prinsius martinii,Prinsius bisulcus,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14µm),Reticulofenestra dictyoda  (3-10µm),Reticulofenestra lockeri,Reticulofenestra minuta (<3µm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Semihololithus biskayae,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,Comments,File Data,
342-U1406A-23H-1-W 30/30-NANNO,342,U1406,A,23,23-1,H,1,W,30/30-NANNO,0,0,199.6,199.6,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,R,F,,,F,,,,,,,,,,,,,C,,,,,C,,F,,,,,,,,,,R,,,,,,F,,,,R,R,,,,,,,,A,,,,,,,,,,R,,,,,,,,F,,,,,R,,,,,,,,,,,,,F,R,,C,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,C,,,F,A,,,,,,,,,,,,1,,,,,,,,,,,,,F,,,,,,,
342-U1406A-23H-1-W 7/7-NANNO,342,U1406,A,23,23-1,H,1,W,7/7-NANNO,0,0,199.37,199.37,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)","T Discoaster saipanensis ( Gradstein et al., 2012)",M-G,A,R,,C,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,R,C,,,F,,,,,,?R,,,,,,,C,,,,,C,,F,,,,,,,,,,,,,,,,C,,,,,R,,1,,,,,,A,,,,,,,,,,,,,,,,,,F,,,,,R,,,,,,,,,,,,,F,R,,F,,,,,,,,,R,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,R,,,,,,,C,,,,A,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
342-U1406A-23H-2-W 30/30-NANNO,342,U1406,A,23,23-2,H,2,W,30/30-NANNO,0,0,201.1,201.1,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,C,C,,,F,,,,,,,,,,,,F,C,,,,,C,,F,,,,,,,,,,,,,,,,C,,,,,F,,,,,,,,A,,,,,,,,,,R,,,,,,,,F,,,,,F,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,C,,,,A,,,,,,,,,,,,1,,,,,,,,,,,,,,R,,,,,,
342-U1406A-23H-3-W 150/150-NANNO,342,U1406,A,23,23-3,H,3,W,150/150-NANNO,0,0,203.8,203.8,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,C,,F,F,F,C,,,,,,,,,,,,,,,F,C,,,,,C,,F,,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,A,,,,,,,,,,F,,,,,,,,F,,,,,F,,,,,,,,,,,,,R,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-23H-3-W 47/47-NANNO,342,U1406,A,23,23-3,H,3,W,47/47-NANNO,0,0,202.77,202.77,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)","T Discoaster barbadiensis ( Gradstein et al., 2012)",G,A,,,C,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,F,F,C,C,,,C,,,,,,,,,,,,R,C,,,,,C,,F,,,,,,,,,,,,,,,,C,,,,R,,,,,,,,,A,,,,,,,,,,,,,,,,,,F,,,,,R,,,,,,,,,,,,,R,F,,C,,,,,,,,,F,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,R,,,,,,,C,,F,F,A,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,
342-U1406A-23H-6-PAL,342,U1406,A,23,23-6,H,6,PAL,,0,23,207.93,208.16,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,G [P07],A [A22],,,C [A23],,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,C [A23],C [A23],,C [A23],C [A23],,R [A23],C [A23],C [A23],Freq [A23],,,R [A23],,,,,,,,,,,,,C [A23],,,,,C [A23],,Freq [A23],,,,,,,,,,,,,,,,Freq [A23],,,,Freq [A23],,,,,,,,,A [A23],,,,,,,,,,,,,,,,,,,,,,,Freq [A23],,,,,,,,,,,,,R [A23],,,Freq [A23],,,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freq [A23],,,,C [A23],,,,,,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,
342-U1406A-25H-CC-PAL,342,U1406,A,25,25-CC,H,CC,PAL,,0,15,217.6,217.75,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,G [P07],A [A22],,,C [A23],,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,C [A23],Freq [A23],,C [A23],C [A23],,,Freq [A23],C [A23],Freq [A23],,,Freq [A23],,,,,,,,,,,,,C [A23],,,,,C [A23],,C [A23],,,,,,,,,,,,,,,,Freq [A23],,,,Freq [A23],,,,,,,,,A [A23],,,,,,,,,,,,,,,,,,R [A23],,,,,Freq [A23],,,,,,,,,,,,,R [A23],,,Freq [A23],,,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],C [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-26X-CC-PAL,342,U1406,A,26,26-CC,X,CC,PAL,,0,5,221.74,221.79,NP18,"NP18 - Chiasmolithus oamaruensis (Gradstein et al., 2012)",,G [P07],A [A22],,,C [A23],,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,C [A23],C [A23],,C [A23],,,R [A23],Freq [A23],Freq [A23],Freq [A23],,,Freq [A23],,,,,,,,,,,,Freq [A23],C [A23],,,,,R [A23],,Freq [A23],,,,,,,,,,,,,,,,Freq [A23],,,,Freq [A23],,,,,,,,,A [A23],,,,,,,,,,,,,,,,,,R [A23],,,,,Freq [A23],,,,,,,,,,,,,R [A23],,,Freq [A23],,,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,,,,,Freq [A23],R [A23],C [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-27X-2-W 100/100-NANNO,342,U1406,A,27,27-2,X,2,W,100/100-NANNO,0,0,225.3,225.3,NP17,"NP17 - Discoaster saipanensis (Gradstein et al., 2012)","T Chiasmolithus grandis ( Gradstein et al., 2012)",G-M,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,C,C,,C,,R,-,F,F,F,,,,,,,,,,,,,,,F,C,,,,,,,F,,,R,F,,,,,,R,,,,,,F,,,,F,,,,,,,,,A,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,,,,,,,,R,,,R,,,,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,,F,R,C,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-27X-6-W 66/66-NANNO,342,U1406,A,27,27-6,X,6,W,66/66-NANNO,0,0,230.96,230.96,NP17,"NP17 - Discoaster saipanensis (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,C,,F,,F,F,F,,,,,,,,,,,,,,,,C,,,,,C,,C,,,F,,,,,,,R,,,,,R,C,R,,,F,,,,,,,,,A,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,R,R,,,,,,,,,R,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-27X-CC-PAL,342,U1406,A,27,27-CC,X,CC,PAL,,0,9,232.26,232.35,NP17,"NP17 - Discoaster saipanensis (Gradstein et al., 2012)",,G [P07],A [A22],R [A23],,C [A23],,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,R [A23],,,,,,,,,C [A23],C [A23],,Freq [A23],,Freq [A23],,,Freq [A23],Freq [A23],Freq [A23],,R [A23],,,,,,,,,,,,Freq [A23],C [A23],,,,,R [A23],,Freq [A23],,,R [A23],,,,,R [A23],,R [A23],,,,,,Freq [A23],,,,Freq [A23],,,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,,R [A23],,,,,Freq [A23],,,,,,,,,,,,,R [A23],,,R [A23],,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,Freq [A23],R [A23],C [A23],,,,,,,,,,F-C,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-28X-1-W 100/102-FORAM,342,U1406,A,28,28-1,X,1,W,100/102-FORAM,0,2,233.4,233.42,NP17,"NP17 - Discoaster saipanensis (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,C,R,,R,,F,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-28X-2-W 100/102-FORAM,342,U1406,A,28,28-2,X,2,W,100/102-FORAM,0,2,234.9,234.92,NP17,"NP17 - Discoaster saipanensis (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,RR,C,F,,,,F,,F,F,F,,,R,,,,,,,,,,,,R,F,,,,,,,,,,R,,,,,,,R,,,,,,F,,,,R,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-28X-4-W 100/102-FORAM,342,U1406,A,28,28-4,X,4,W,100/102-FORAM,0,2,237.9,237.92,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,R,C,F,F,,,F,,F,S,F,,,,,,,,,,,,,,,F,C,,,,,,,F,,,F,,,,,,,R,,,,,,F,,,,R,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,C,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,
342-U1406A-28X-CC-PAL,342,U1406,A,28,28-CC,X,CC,PAL,,0,6,242.27,242.33,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",,G [P07],A [A22],R [A23],,C [A23],,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,R [A23],,,,,R [A23],,,Freq [A23],Freq [A23],,R [A23],,,,,Freq [A23],Freq [A23],Freq [A23],,?,,,,,,,,,,,,,R [A23],R [A23],,,,,,,R [A23],,,R [A23],,,,,,,R [A23],,,,,,R [A23],,,,Freq [A23],,,,,,,,,R [A23],,,,,,,,,,Freq [A23],,,,,,,,R [A23],,,,,Freq [A23],,,,,,,,,,,,,,,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,Freq [A23],,Freq [A23],,,,,,,,,,,,,,Freq [A23],,,,,,,,,,,,,,,,Paleocene reworking,,
342-U1406A-29X-1-W 57/57-NANNO,342,U1406,A,29,29-1,X,1,W,57/57-NANNO,0,0,242.47,242.47,NP15c,"NP15c (Gradstein et al., 2012)","T Nannotetrina fulgens ( Gradstein et al., 2012)",M-G,A,,,F,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,?,,F,,,C,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,C,,,,,,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,1,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,
342-U1406A-29X-3-W 20/22-RADS,342,U1406,A,29,29-3,X,3,W,20/22-RADS,0,2,245.1,245.12,NP15c,"NP15c (Gradstein et al., 2012)","T Chiasmolithus gigas ( Gradstein et al., 2012)",M,A,,,F,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,F,F,,,,,F,cf.,,C,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,!,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-29X-4-NANNO,342,U1406,A,29,29-4,X,4,NANNO,,0,0,247.6,247.6,NP15b,"NP15B - Chiasmolithus gigas (Gradstein et al., 2012)","B Chiasmolithus gigas ( Gradstein et al., 2012)",M [P07],A [A22],,,C [A23],,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,Freq [A23],,?,?,R [A23],R [A23],R [A23],R [A23],,,,R [A23],,,Freq [A23],,Freq [A23],R [A23],Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,,,,R [A23],,,,,,R [A23],,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,C [A23],,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [A23],Paleocene reworking,,
342-U1406A-29X-5-NANNO,342,U1406,A,29,29-5,X,5,NANNO,,0,0,249.1,249.1,NP15a,"NP15A (Gradstein et al., 2012)",,M-P,A [A22],,,C [A23],,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,C [A23],,Freq [A23],Freq [A23],Freq [A23],,,,,,,Freq [A23],,,Freq [A23],,Freq [A23],,Freq [A23],,,,,,,,,,,Freq [A23],,,,,,,,,,,,R [A23],,,,,,,,,,,R [A23],R [A23],R [A23],,,,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,R [A23],,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early Eocene pervasive reworking,,
342-U1406A-29X-6-NANNO,342,U1406,A,29,29-6,X,6,NANNO,,0,0,250.45,250.45,NP15a,"NP15A (Gradstein et al., 2012)","B Nannotetrina fulgens ( Gradstein et al., 2012)",M-P,A [A22],,,C [A23],,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,C [A23],,C [A23],Freq [A23],R [A23],R [A23],R [A23],,,,,Freq [A23],,,Freq [A23],,Freq [A23],,Freq [A23],,,,,,,,,,,Freq [A23],,,,,,,,,,,,R [A23],,,R [A23],,,,,,,,R [A23],R [A23],R [A23],,,R [A23],,,,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,R [A23],,,,R [A23],,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-29X-CC-PAL,342,U1406,A,29,29-CC,X,CC,PAL,,0,8,250.75,250.83,NP14,"NP14 - Discoaster sublodoensis (Gradstein et al., 2012)","B Nannotetrina cristata ( Gradstein et al., 2012)",M-P,A [A22],,,C [A23],,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,C [A23],,,,,R [A23],,,,,,Freq [A23],cf.,,Freq [A23],,Freq [A23],,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,,,,,Freq [A23],Freq [A23],Freq [A23],,,R [A23],,,,,,,,,,,,,,,,,Freq [A23],,,,,,,,,,Freq [A23],,,,R [A23],,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early Eocene pervasive reworking,,
342-U1406A-30X-CC-PAL,342,U1406,A,30,30-CC,X,CC,PAL,,0,7,254.64,254.71,NP9,"NP9 - Discoaster multiradiatus (Gradstein et al., 2012)","T Fasciculithus alanii (Dallanave et al., 2012)",M-P,A [A22],,,A [A23],,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,C [A23],,C [A23],R [A23],Freq [A23],,,,,,,Freq [A23],,,Freq [A23],,Freq [A23],,Freq [A23],,,,,,,,,,,,,,,,,,,,,,R [A23],R [A23],,,Freq [A23],,,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,Freq [A23],,,,R [A23],,,,,R [A23],,,,,,,,,,,,,,,,,,,,,R [A23],,,,,R [A23],,,,,,,,,,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,Freq [A23],,,,,,,,C [A23],,,
342-U1406A-31X-1-W 7/8-FORAM,342,U1406,A,31,31-1,X,1,W,7/8-FORAM,0,1,255.87,255.88,NP9,"NP9 - Discoaster multiradiatus (Gradstein et al., 2012)",,M,A,R,,C,,,,,,R,,F,,,C,,F,,,F,C,F,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,R,,,,,,,,,,,R,,,F,F,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,C,,,,R,,,,,
342-U1406A-31X-CC-PAL,342,U1406,A,31,31-CC,X,CC,PAL,,0,6,260.41,260.47,NP9,"NP9 - Discoaster multiradiatus (Gradstein et al., 2012)",,P-M,A [A22],,,C [A23],,,,,,R [A23],,Freq [A23],,,Freq [A23],,,,,R [A23],C [A23],Freq [A23],,,,C [A23],,,,,,,,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,R [A23],,,,,,,,,,,R [A23],,,Freq [A23],Freq [A23],Freq [A23],Freq [A23],Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,Freq [A23],,R [A23],C [A23],,,,,,,,,
342-U1406A-32X-2-NANNO,342,U1406,A,32,32-2,X,2,NANNO,,0,0,262.84,262.84,NP9,"NP9 - Discoaster multiradiatus (Gradstein et al., 2012)","B Discoaster multiradiatus ( Gradstein et al., 2012)",M,A,R,,C,,,,,,F,C,F,,,C,,F,,,,F,,R,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,R,,F,,R,,,,,,,,,,,F,R,,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,,F,F,,,,R,,,,,
342-U1406A-32X-3-W 74/76-PAL,342,U1406,A,32,32-3,X,3,W,74/76-PAL,0,2,264.74,264.76,NP8,"NP 8 - Heliolithus riedelii (Gradstein et al., 2012)",,M,A,R,,C,,,,,,F,C,F,,,C,F,F,,,,,,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,,,,,,,,,,,,F,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,,R,R,,,,R,,,,,
342-U1406A-32X-4-W 75/75-NANNO,342,U1406,A,32,32-4,X,4,W,75/75-NANNO,0,0,265.9,265.9,NP8,"NP 8 - Heliolithus riedelii (Gradstein et al., 2012)",,M,A,R,,C,,,,,,R,C,F,,,C,F,F,,,,,,F,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,R,,,,,,F,,,,,,,,,,,,,F,F,,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,R,F,,,,R,,,,,
342-U1406A-32X-CC-PAL,342,U1406,A,32,32-CC,X,CC,PAL,,0,5,266.16,266.21,NP8,"NP 8 - Heliolithus riedelii (Gradstein et al., 2012)",B H. riedellii,M [P07],A [A22],,,C [A23],,,R [A23],,,Freq [A23],,Freq [A23],,,C [A23],Freq [A23],Freq [A23],,,,,,,,,C [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freq [A23],Freq [A23],R [A23],,R [A23],,,,,,,,,,,,,,,,Freq [A23],,,,,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,,,Freq [A23],,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,,R [A23],R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,C [A23],,C ,,,,,Freq [A23],,,,,
