Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Circodiscus (Porodiscus) circularis,Cycladophora nakasekoi,Cycladophora sakaii,Lithelius barbatus,Lychnocanoma parallelipes,Acrobotrys tritubus,Acrosphaera spinosa,Actinomma delicatulum,Actinomma leptodermum,Antarctissa denticulata,Anthocyrtidium angulare,Anthocyrtidium ophirense,Bortyostrobus auritus/australis,Botryostrobus aquilonaris,Botryostrobus miralestense,Calocycletta costata,Calocycletta virginis,Ceratospyris borealis,Cycladophora bicornis,Cycladophora davisiana,Cyrtocapsella cornuta,Cyrtocapsella japonica,Cyrtocapsella tetrapera,Dendrospyris?,Diartus hughesi,Diartus petterssoni,Dictyocoryne ontongensis,Dictyocoryne profunda,Dictyophimus bullatus,Dictyophimus hirundo,Didymocyrtis antepenultima,Didymocyrtis avita,Didymocyrtis laticonus,Didymocyrtis mammifera,Didymocyrtis penultima,Didymocyrtis prismatica,Didymocyrtis tetrathalamus,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris ateuchus,Dorcadospyris dentata,Dorcadospyris forcipata,Dorcadospyris simplex,Euchitonia furcata/elegans,Euchitonia triangulatum,Eucyrtidium asanoi,Eucyrtidium calvertense,Eucyrtidium diaphanes,Eucyrtidium inflatum,Eucyrtidium matuyamai,Giraffospyris angulata,Heliodiscus astericus,Hexacontium enthacanthus,Hymeniastrum euclidis,Lamprocyclas junonis,Lamprocyrtis hannai,Lamprocyrtis heteroporos,Lamprocyrtis neoheteroporos,Lamprocyrtis nigriniae,Larcopyle buetschlii,Liriospyris reticulata,Lithelius minor,Lithopera neotera,Lithopera renzae,Lithopera thornbergi,Lychnocanoma nipponica magnacornuta,Lychnocanoma sakaii,Octopyle/Tetrapyle Group,Phomostichoartus corbula,Phormostichoartus doliolum,Phormostichoartus fistula,Porodiscus (?) sp. B,Prunopyle antartica,Pterocanium praetextum,Pterocanium prismatium,Pterocanium sp.,Pterocorys group,Pterocorys minythorax,Siphostichartus corona,Sphaeropyle langii,Sphaeropyle robusta,Spongaster berminghami,Spongaster pentas,Spongaster tetras,Spongopyle osculosa,Spongurus (?) sp.,Spongurus cf. elliptica,Spongurus pylomaticus,Stichocorys armata,Stichocorys delmontensis,Stichocorys diploconus,Stichocorys johnsoni,Stichocorys peregrina,Stichocorys wollfii,Stylacontarium acquilonium,Stylatractus universus,Stylochlamydium asteriscus,Thecosphaera akitaensis,Thecosphaera japonica,Theocorys redondoensis,Theocorythium trachelium,Theocorythium vetulum,Tholospyris scaphipes,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
341-U1421A-59X-CC-PAL-RADS,0,5,469.7,469.75,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,59,X,CC,PAL,bca3d40c169621dc5fad21427758fe0c
341-U1421A-60X-CC-PAL-RADS,0,5,479.52,479.57,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,60,X,CC,PAL,44d1b5a5b23ee55ef82637e87e0ad743
341-U1421A-61X-CC-PAL-RADS,0,5,488.12,488.17,B. aquilonaris,Botyrostrobus aquilonaris,,M,C,,,,,,,,F,,,,,,A,,,,C,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,F,,,,,A,F,,,,,,,,R,,,,,,,,,C,,,F,,,,,,,,,,,,,,,R,,,,,341,U1421,A,61,X,CC,PAL,f75b438cf368c72444f57cfcc7ac6f41
341-U1421A-62X-CC-PAL-RADS,0,5,495.73,495.78,B. aquilonaris,Botyrostrobus aquilonaris,,P,C,,,,,,,,R,R,,,,,A,,,,C,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,R,,,,,A,R,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,62,X,CC,PAL,a636d76fde53e96c9b266e6285b0a2ba
341-U1421A-63X-CC-PAL-RADS,0,5,501.95,502.0,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,63,X,CC,PAL,732b10cae1e64ba97e3dfe886a21bda3
341-U1421A-65X-CC-PAL-RADS,0,5,507.06,507.11,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,65,X,CC,PAL,016325c0bdf38c88395640c45eeb043b
341-U1421A-66X-CC-PAL-RADS,0,5,511.0,511.05,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,66,X,CC,PAL,c0d810ee4cfec8f96831c4271de95c6c
341-U1421A-67X-1-PAL-RADS,0,5,521.04,521.09,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,67,X,1,PAL,a8c5b7b80f0242927fd6a24570ef54cf
341-U1421A-68X-CC-PAL-RADS,0,5,530.44,530.49,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,68,X,CC,PAL,1c11af9c8df59821a2f04674410ffc56
341-U1421A-69X-CC-PAL-RADS,0,5,540.01,540.06,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,69,X,CC,PAL,0791b6776c73c87c8ab2f8c75b1481e8
341-U1421A-71X-CC-PAL-RADS,0,5,557.29,557.34,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,71,X,CC,PAL,c3f3d60d0a843f723b531c60830d9a23
341-U1421A-72X-CC-PAL-RADS,0,5,567.05,567.1,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,72,X,CC,PAL,8f5a30f9af7de55cc7afb77196638fd5
341-U1421A-73X-CC-PAL-RADS,0,5,578.69,578.74,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,73,X,CC,PAL,69617c1848546f0de241313ba9029c31
341-U1421A-74X-CC-PAL-RADS,0,5,586.71,586.76,B. aquilonaris,Botyrostrobus aquilonaris,,M,C,,,,,,,,F,,,,,,A,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,R,,,,,C,C,,,,,,,,,,,,,,,,,C,R,,A,,,,,,,,,,,,,,,,,,,,341,U1421,A,74,X,CC,PAL,dcb7351d0cf100c7e12ec2b521847f1c
341-U1421A-75X-CC-PAL-RADS,0,5,598.42,598.47,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,75,X,CC,PAL,a37c4e5fb1bbf4b344436b5dd74382c4
341-U1421A-76X-CC-PAL-RADS,0,5,609.2,609.25,B. aquilonaris,Botyrostrobus aquilonaris,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,76,X,CC,PAL,a8f312336f4141c67ca2b2ea24d2e4f2
341-U1421A-77X-CC-PAL-RADS,0,6,616.3,616.36,B. aquilonaris,Botyrostrobus aquilonaris,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,77,X,CC,PAL,87ab38c00ed85f48196429b59bd6b0e1
341-U1421A-78X-CC-PAL-RADS,0,5,628.28,628.33,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,78,X,CC,PAL,7668da49b2311b923b58f9537704887f
341-U1421A-79X-CC-PAL-RADS,0,5,635.89,635.94,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,79,X,CC,PAL,8fcb8c1c341231a7be82c7ffa150be2d
341-U1421A-80X-CC-PAL-RADS,0,5,644.94,644.99,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,80,X,CC,PAL,a736bcb2d7b3c91fa1e0412633e34ff7
341-U1421A-81X-1-PAL-RADS,0,5,654.71,654.76,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,81,X,1,PAL,07eb2ade18bee74421f405220f85b3d3
341-U1421A-82X-CC-PAL-RADS,0,5,664.74,664.79,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,82,X,CC,PAL,76b9af1e23c48c8425be651d1bef2d74
341-U1421A-83X-CC-PAL-RADS,0,5,675.07,675.12,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,83,X,CC,PAL,43c6b574879bba747c8d5ee84a09a0d2
341-U1421A-84X-CC-PAL-RADS,0,5,683.86,683.91,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,84,X,CC,PAL,9242515c1fe3a387fd7f9c429839b39d
341-U1421A-85X-1-PAL-RADS,0,5,693.57,693.62,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1421,A,85,X,1,PAL,925271627fd46e8d8045298463a04d5f
