Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygodiscus diplogrammus	Zeugrhabdotus embergeri	Watznaueria ovata	Watznaueria fossacincta	Watznaueria biporta	Watznaueria barnesae	Vagalapilla stradneri	Tubodiscus jurapelagicus	Tetrapodorhabdus coptensis	Rotelapillus laffittei	Rhagodiscus pseudoangustus	Rhagodiscus infinitus	Rhagodiscus asper	Retecapsa angustiforata	Reinhardtites scutula	Polypodorhabdus madingleyensis	Pickelhaube furtiva	Percivalia fenestrata	Palaeopontosphaera salebrosa	Palaeopontosphaera dubia	Nannoconus steinmannii steinmannii	Nannoconus globulus	Nannoconus abundans	Microstaurus quadratus	Microstaurus chiastius	Markalius circumradiatus	Manivitella pemmatoidea	Flabellites oblongus	Ethmorhabdus anglicus	Ellipsagelosphaera britannica	Cyclagelosphaera margerelii	Conusphaera rothii	Calcicalathina sp. A	Biscutum rotatorium	Assipetra terebrodentarius	Assipetra infracretacea	Zygodiscus xenotus	Zeugrhabdotus choffatii	Speetonia colligata	Rhagodiscus splendens	Rhagodiscus angustus	Rhagodiscus achylostaurion	Retecapsa schizobrachiata	Nannoconus ligius	Nannoconus kamptneri kamptneri	Nannoconus bermudezi	Micrantholithus hoschulzii	Lithraphidites carniolensis	Cruciellipsis cuvillieri	Cretarhabdus conicus	Tegumentum stradneri	Micrantholithus obtusus	Conusphaera mexicana mexicana	Chiastozygus tenuis	Braarudosphaera bigelowii	Zeugrhabdotus erectus	Diazomatolithus lehmanii	Zygodiscus elegans	Vagalapilla sp. 2	Vagalapilla sp. 1	Staurolithites mutterlosei	Lithraphidites bollii	Hayesites irregularis	Axopodorhabdus dietzmannii	Calcicalathina oblongata	Tubodiscus verenae	Nannoconus bucheri	Miravetesina favula	Ellipsagelosphaera spp. (small)	Palaeopontosphaera sp. 1	Eprolithus floralis	Cyclagelosphaera deflandrei	Corollithion achylosum	Chiastozygus litterarius	Bukrylithus ambiguus	Zygrhablithus bijugatus	Tribrachiatus orthostylus	Thoracosphaera sp.	Sphenolithus moriformis	Rhabdosphaera inflata	Reticulofenestra spp. (small)	Reticulofenestra dictyoda	Pseudotriquetrorhabdulus inversus	Pemma papillatum	Neococcolithes dubius	Nannotetrina fulgens	Nannotetrina cristata	Micrantholithus spp.	Discoaster sublodoensis	Discoaster multiradiatus	Discoaster lodoensis	Discoaster barbadiensis	Coccolithus pelagicus	Coccolithus formosus	Coccolithus eopelagicus	Clausicoccus sp.	Clausicoccus fenestratus	Chiasmolithus titus	Chiasmolithus solitus	Chiasmolithus nitidus	Chiasmolithus grandis	Chiasmolithus expansus	Campylosphaera dela	Calcidiscus protoannulus	Pentaster sp.	Nannotetrina sp.	Discoaster saipanensis	Discoaster binodosus	Nannotetrina alata	Discoaster tanii tanii	Discoaster tanii nodifer	Blackites spinosus	Blackites tenuis	Pontosphaera multipora	Chiasmolithus gigas	Pyrocyclus hermosus	Pedinocyclus larvalis	Ericsonia robusta	Sphenolithus radians	Sphenolithus furcatolithoides	Helicosphaera seminulum	Chiasmolithus consuetus	Bramletteius serraculoides	Cyclicargolithus floridanus	Lanternithus minutus	Helicosphaera bramlettei	Sphenolithus editus	Helicosphaera salebrosa	Discoaster bifax	Dictyococcites retiformis	Dictyococcites bisectus	Comment
  SR	Early Aptian     	                 	CC7a              	              	149	 897	D	  7	R	 1	  29.00	    655.4900	de Kaenel	Nannofossils                                 	A              	X                 	R                      	R                      	F                	C                      	                   	C                   	                     	+                       	                          	                      	                          	                     	F                	R                      	R                    	+                             	R                  	R                    	R                           	R                       	                                  	                   	                   	                      	F                     	R                       	F                      	R                   	                     	F                            	R                          	                  	                    	R                  	F                         	F                      	                  	R                      	                   	                     	                    	                          	                         	                 	                              	                    	                          	F                          	                        	                    	                    	                       	                             	                   	                         	                     	R                       	R                 	                 	                 	+                         	                     	                     	                          	                        	                  	                  	                   	+                              	                        	                   	                           	                      	                        	                    	                       	                         	                  	                       	                     	                             	                         	                                 	                	                     	                    	                     	                    	                       	                        	                    	                       	                     	                    	                       	                	                        	                   	                     	                     	                     	                      	                   	                        	             	                	                      	                    	                  	                      	                        	                  	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 2. Table 4. page 40.

  SR	Early Aptian     	                 	CC7a              	              	149	 897	D	  7	R	 1	 122.00	    656.4200	de Kaenel	Nannofossils                                 	A              	X                 	                       	F                      	                 	F                      	                   	A                   	R                    	+                       	                          	R                     	                          	                     	C                	F                      	R                    	                              	                   	F                    	                            	R                       	C                                 	R                  	                   	                      	F                     	R                       	                       	R                   	                     	R                            	R                          	F                 	+                   	R                  	R                         	R                      	R                 	R                      	                   	                     	R                   	                          	+                        	                 	                              	R                   	R                         	F                          	                        	+                   	                    	                       	R                            	R                  	+                        	+                    	R                       	                  	                 	                 	                          	                     	                     	                          	+                       	                  	R                 	+                  	                               	                        	                   	                           	                      	                        	                    	                       	                         	                  	                       	                     	                             	                         	                                 	                	                     	                    	                     	                    	                       	                        	                    	                       	                     	                    	                       	                	                        	                   	                     	                     	                     	                      	                   	                        	             	                	                      	                    	                  	                      	                        	                  	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 2. Table 4. page 40.

  SR	Early Aptian     	                 	CC7a              	              	149	 897	D	  8	R	 2	  46.00	    666.7600	de Kaenel	Nannofossils                                 	A              	X                 	                       	F                      	R                	R                      	R                  	A                   	                     	                        	                          	                      	                          	                     	C                	F                      	                     	R                             	R                  	R                    	                            	R                       	C                                 	R                  	                   	                      	F                     	R                       	F                      	                    	                     	                             	R                          	R                 	R                   	R                  	R                         	R                      	                  	                       	                   	                     	                    	                          	                         	                 	F                             	R                   	R                         	R                          	R                       	                    	                    	R                      	R                            	                   	                         	                     	R                       	                  	                 	                 	                          	+                    	                     	                          	R                       	R                 	R                 	+                  	                               	                        	                   	                           	                      	                        	                    	                       	                         	                  	                       	                     	                             	                         	                                 	                	                     	                    	                     	                    	                       	                        	                    	                       	                     	                    	                       	                	                        	                   	                     	                     	                     	                      	                   	                        	             	                	                      	                    	                  	                      	                        	                  	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 2. Table 4. page 40.

  SR	Early Aptian     	                 	CC7a              	              	149	 897	D	  8	R	 3	  18.00	    667.4800	de Kaenel	Nannofossils                                 	C              	M                 	                       	F                      	+                	R                      	                   	F                   	R                    	                        	                          	+                     	R                         	                     	F                	R                      	                     	+                             	                   	                     	                            	R                       	R                                 	                   	                   	R                     	R                     	                        	                       	                    	                     	                             	R                          	R                 	                    	R                  	                          	                       	                  	                       	                   	                     	R                   	R                         	                         	                 	                              	                    	                          	F                          	R                       	                    	                    	                       	R                            	                   	                         	R                    	F                       	                  	                 	                 	                          	                     	                     	                          	+                       	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	                       	                         	                  	                       	                     	                             	                         	                                 	                	                     	                    	                     	                    	                       	                        	                    	                       	                     	                    	                       	                	                        	                   	                     	                     	                     	                      	                   	                        	             	                	                      	                    	                  	                      	                        	                  	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 2. Table 4. page 40.

  SR	Early Aptian     	                 	CC7a              	              	149	 897	D	  8	R	CC	  18.00	    668.1000	de Kaenel	Nannofossils                                 	C              	P                 	                       	                       	                 	                       	                   	F                   	                     	                        	                          	                      	                          	                     	F                	+                      	                     	                              	                   	                     	                            	                        	                                  	                   	                   	                      	                      	                        	                       	                    	                     	                             	+                          	                  	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	                         	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	                       	                         	                  	                       	                     	                             	                         	                                 	                	                     	                    	                     	                    	                       	                        	                    	                       	                     	                    	                       	                	                        	                   	                     	                     	                     	                      	                   	                        	             	                	                      	                    	                  	                      	                        	                  	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 2. Table 4. page 40.

  SR	Early Aptian     	                 	CC7a              	              	149	 897	D	 10	R	 3	  70.00	    687.0200	de Kaenel	Nannofossils                                 	A              	X                 	                       	F                      	                 	F                      	                   	A                   	R                    	                        	                          	+                     	R                         	R                    	F                	R                      	R                    	                              	                   	R                    	                            	F                       	C                                 	R                  	                   	R                     	                      	R                       	                       	                    	                     	                             	R                          	F                 	+                   	F                  	                          	                       	R                 	R                      	                   	R                    	R                   	                          	                         	                 	+                             	                    	F                         	R                          	                        	                    	                    	F                      	                             	                   	                         	                     	F                       	R                 	R                	R                	R                         	+                    	R                    	+                         	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	                       	                         	                  	                       	                     	                             	                         	                                 	                	                     	                    	                     	                    	                       	                        	                    	                       	                     	                    	                       	                	                        	                   	                     	                     	                     	                      	                   	                        	             	                	                      	                    	                  	                      	                        	                  	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 2. Table 4. page 40.

  SR	Early Aptian     	                 	CC7a              	              	149	 897	D	 10	R	 3	 106.00	    687.3800	de Kaenel	Nannofossils                                 	A              	X                 	                       	R                      	                 	                       	                   	A                   	                     	                        	                          	                      	                          	                     	C                	R                      	                     	                              	                   	R                    	                            	                        	F                                 	                   	                   	                      	R                     	                        	                       	                    	                     	+                            	                           	                  	                    	                   	R                         	R                      	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	F                         	C                          	                        	                    	                    	F                      	+                            	                   	                         	R                    	R                       	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	                       	                         	                  	                       	                     	                             	                         	                                 	                	                     	                    	                     	                    	                       	                        	                    	                       	                     	                    	                       	                	                        	                   	                     	                     	                     	                      	                   	                        	             	                	                      	                    	                  	                      	                        	                  	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 2. Table 4. page 40.

  SR	Early Aptian     	                 	CC7a              	              	149	 897	D	 10	R	 3	 141.00	    687.7300	de Kaenel	Nannofossils                                 	V              	X                 	                       	C                      	                 	                       	                   	A                   	R                    	                        	                          	R                     	                          	R                    	A                	F                      	R                    	+                             	                   	R                    	                            	                        	F                                 	                   	                   	                      	F                     	R                       	R                      	                    	                     	                             	                           	R                 	+                   	                   	F                         	R                      	R                 	                       	                   	R                    	                    	R                         	R                        	                 	                              	                    	+                         	F                          	                        	+                   	R                   	R                      	+                            	R                  	R                        	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	                       	                         	                  	                       	                     	                             	                         	                                 	                	                     	                    	                     	                    	                       	                        	                    	                       	                     	                    	                       	                	                        	                   	                     	                     	                     	                      	                   	                        	             	                	                      	                    	                  	                      	                        	                  	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 2. Table 4. page 40.

  SR	Early Aptian     	                 	CC7a              	              	149	 897	D	 10	R	 4	  91.00	    688.7300	de Kaenel	Nannofossils                                 	A              	X                 	                       	C                      	                 	                       	                   	C                   	R                    	                        	                          	+                     	R                         	+                    	C                	R                      	F                    	                              	                   	                     	                            	                        	C                                 	F                  	                   	R                     	R                     	R                       	F                      	R                   	                     	R                            	R                          	R                 	R                   	                   	R                         	R                      	R                 	R                      	+                  	R                    	R                   	R                         	R                        	R                	R                             	R                   	F                         	F                          	+                       	R                   	                    	                       	                             	                   	                         	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	                       	                         	                  	                       	                     	                             	                         	                                 	                	                     	                    	                     	                    	                       	                        	                    	                       	                     	                    	                       	                	                        	                   	                     	                     	                     	                      	                   	                        	             	                	                      	                    	                  	                      	                        	                  	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 2. Table 4. page 40.

  SR	Early Aptian     	                 	CC7a              	              	149	 897	D	 10	R	 4	 139.00	    689.2100	de Kaenel	Nannofossils                                 	A              	X                 	+                      	R                      	R                	R                      	R                  	C                   	F                    	R                       	+                         	R                     	R                         	R                    	F                	R                      	F                    	R                             	R                  	R                    	R                           	R                       	F                                 	R                  	R                  	R                     	R                     	R                       	R                      	R                   	+                    	R                            	R                          	R                 	+                   	F                  	R                         	R                      	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	                         	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	                       	                         	                  	                       	                     	                             	                         	                                 	                	                     	                    	                     	                    	                       	                        	                    	                       	                     	                    	                       	                	                        	                   	                     	                     	                     	                      	                   	                        	             	                	                      	                    	                  	                      	                        	                  	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 2. Table 4. page 40.

