Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus spiniger,Sphenolithus intercalaris,Discoaster saipanensis,Discoaster deflandrei,Discoaster barbadiensis,Cyclicargolithus floridanus floridanus,Coccolithus pelagicus,Coccolithus formosus,Chiasmolithus expansus,Campylosphaera dela,Sphenolithus moriformis,Sphenolithus furcatolithoides,Reticulofenestra samodurovii,Reticulofenestra reticulata,Helicosphaera spp.,Dictyococcites daviesii,Chiasmolithus solitus,Chiasmolithus consuetus,Calcidiscus protoannulus,Sphenolithus pseudoradians,Coronocyclus nitescens,Chiasmolithus grandis,Helicosphaera heezenii,Coccolithus eopelagicus,Reticulofenestra umbilica,Nannotetrina cristata,Helicosphaera compacta,Discoaster binodosus,Markalius inversus,Blackites spinosus,Sphenolithus radians,Zygrhablithus bijugatus,Discoaster tanii nodifer,Reticulofenestra bisecta,Pontosphaera spp.,Helicosphaera seminulum,Helicosphaera euphratis,Discoaster tanii,Reticulofenestra hillae,Chiasmolithus oamaruensis,Isthmolithus recurvus,Cyclicargolithus floridanus abisectus,Helicosphaera wilcoxonii,Helicosphaera perch-nielseniae,Sphenolithus distentus,Sphenolithus predistentus,Helicosphaera recta,Clausicoccus fenestratus,Thoracosphaera spp.,Triquetrorhabdulus carinatus,Helicosphaera kamptneri,Sphenolithus ciperoensis,Chiasmolithus altus,Triquetrorhabdulus milowii,Dictyococcites scrippsae,Coccolithus miopelagicus,Pontosphaera multipora,Helicosphaera obliqua,Discoaster variabilis,Reticulofenestra pseudoumbilica,Sphenolithus heteromorphus,Discoaster stellulus,Discoaster sanmiguelensis,Reticulofenestra minutula,Calcidiscus leptoporus,Discoaster kugleri,Discoaster exilis,Calcidiscus macintyrei,Discoaster calcaris,Discoaster brouweri,Triquetrorhabdulus rugosus,Discoaster triradiatus,Discoaster pansus,Discoaster challengeri,Catinaster umbrellus,Catinaster coalitus,Catinaster calyculus,Umbilicosphaera sibogae,Discoaster pentaradiatus,Discoaster blackstockae,Discoaster berggrenii,Discoaster quinqueramus,Discoaster decorus,Discoaster surculus,Discoaster intercalaris,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Discoaster asymmetricus,Discoaster tamalis,Discoaster quadramus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10c             ,              ,125, 786,A,  3,H,CC,  24.00,     29.1300,Ciampo   ,Nannofossils                                 ,               ,G                 ,                     ,                         ,                      ,                     ,                       ,                                      ,                     ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,3.7%                 ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,18.0%              ,                          ,.3%                   ,                 ,                      ,                    ,                   ,                    ,                       ,53.7%                   ,                       ,                     ,                       ,                  ,24.3%              ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 2.Tables 5 and 7.pages 31 and 38.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,125, 786,A,  4,X, 1,  96.00,     29.6600,Xu       ,Nannofossils                                 ,A              ,G                 ,                     ,                         ,                      ,                     ,                       ,                                      ,C                    ,                    ,                      ,                   ,R                      ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,R                     ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,F                      ,                        ,                   ,                          ,                        ,                        ,R                     ,                     ,F                    ,A                              ,                          ,                    ,                         ,                         ,A                     ,                  ,                 ,C                     ,                   ,F                  ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,R                      ,                        ,                       ,                     ,R                      ,R                 ,R                  ,                       ,                      ,R                           ,R                  ,R                      ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10c             ,              ,125, 786,A,  4,X, 1,  97.00,     29.6700,Ciampo   ,Nannofossils                                 ,               ,M                 ,                     ,                         ,                      ,                     ,                       ,                                      ,                     ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,1.7%                 ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,43.7%              ,                          ,.3%                   ,                 ,                      ,                    ,                   ,                    ,                       ,15.0%                   ,                       ,                     ,                       ,                  ,38.7%              ,.3%                    ,                      ,                            ,                   ,.3%                    ,                  ,                    ,from 125SR.Chapter 2.Tables 5 and 7.pages 31 and 38.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,125, 786,A,  4,X, 2,  12.00,     30.3200,Xu       ,Nannofossils                                 ,A              ,G                 ,                     ,                         ,                      ,                     ,                       ,                                      ,A                    ,                    ,                      ,                   ,R                      ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,C                    ,A                              ,                          ,                    ,                         ,                         ,A                     ,                  ,                 ,C                     ,                   ,A                  ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,R                       ,                       ,F                    ,R                      ,F                 ,                   ,                       ,R                     ,                            ,R                  ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10c             ,              ,125, 786,A,  4,X, 2,  13.00,     30.3300,Ciampo   ,Nannofossils                                 ,               ,M                 ,                     ,                         ,                      ,                     ,                       ,                                      ,                     ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,4.0%                 ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,39.4%              ,                          ,1.0%                  ,                 ,                      ,                    ,                   ,                    ,                       ,25.3%                   ,                       ,                     ,                       ,                  ,29.4%              ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 2.Tables 5 and 7.pages 31 and 38.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,125, 786,A,  4,X,CC,  23.00,     30.6900,Xu       ,Nannofossils                                 ,A              ,G                 ,                     ,                         ,                      ,                     ,                       ,                                      ,C                    ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,R                     ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,R                      ,                        ,                   ,                          ,                        ,                        ,R                     ,                     ,R                    ,A                              ,                          ,                    ,                         ,                         ,A                     ,                  ,                 ,C                     ,                   ,F                  ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,R                       ,                       ,R                    ,R                      ,R                 ,R                  ,                       ,R                     ,                            ,R                  ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10c             ,              ,125, 786,A,  4,X,CC,  24.00,     30.7000,Ciampo   ,Nannofossils                                 ,               ,M                 ,                     ,                         ,                      ,                     ,                       ,                                      ,                     ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,1.3%                 ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,36.4%              ,                          ,.7%                   ,                 ,                      ,                    ,                   ,                    ,                       ,22.8%                   ,.3%                    ,                     ,                       ,                  ,38.1%              ,                       ,                      ,                            ,                   ,.3%                    ,                  ,                    ,from 125SR.Chapter 2.Tables 5 and 7.pages 31 and 38.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,125, 786,A,  4,X,CC,  39.00,     30.8500,Xu       ,Nannofossils                                 ,A              ,G                 ,                     ,                         ,                      ,                     ,                       ,                                      ,C                    ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,F                      ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,F                    ,A                              ,                          ,                    ,                         ,                         ,A                     ,                  ,                 ,A                     ,                   ,F                  ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,R                       ,R                      ,F                    ,R                      ,F                 ,F                  ,                       ,R                     ,R                           ,R                  ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,125, 786,A,  5,X, 1, 131.00,     39.5100,Xu       ,Nannofossils                                 ,A              ,G                 ,                     ,                         ,                      ,                     ,                       ,                                      ,C                    ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,F                     ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,R                 ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,C                    ,A                              ,                          ,                    ,                         ,                         ,A                     ,                  ,                 ,C                     ,                   ,F                  ,R                         ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,R                       ,                       ,F                    ,F                      ,R                 ,R                  ,                       ,F                     ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN9b              ,              ,125, 786,A,  5,X, 1, 132.00,     39.5200,Ciampo   ,Nannofossils                                 ,               ,G                 ,                     ,                         ,                      ,                     ,                       ,                                      ,                     ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,40.5%                ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,8.3%               ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,3.3%                    ,.3%                    ,13.3%                ,31.9%                  ,                  ,.3%                ,2.0%                   ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 2.Tables 5 and 7.pages 31 and 38.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,125, 786,A,  5,X, 2,  25.00,     39.9500,Xu       ,Nannofossils                                 ,C              ,M                 ,                     ,                         ,                      ,                     ,                       ,                                      ,F                    ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,R                    ,C                              ,                          ,                    ,                         ,                         ,R                     ,                  ,                 ,R                     ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,R                       ,                       ,R                    ,R                      ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN9b              ,              ,125, 786,A,  5,X, 2,  26.00,     39.9600,Ciampo   ,Nannofossils                                 ,               ,P                 ,                     ,                         ,                      ,                     ,                       ,                                      ,                     ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,33.3%                ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,17.0%              ,                          ,.3%                   ,                 ,                      ,                    ,                   ,                    ,                       ,5.7%                    ,.3%                    ,10.0%                ,28.0%                  ,                  ,4.3%               ,1.0%                   ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 2.Tables 5 and 7.pages 31 and 38.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,125, 786,A,  5,X, 3,  25.00,     41.4500,Xu       ,Nannofossils                                 ,A              ,G                 ,                     ,                         ,                      ,                     ,                       ,                                      ,A                    ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,F                     ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,F                    ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,C                     ,                   ,F                  ,R                         ,                      ,                 ,                      ,                    ,                   ,                    ,F                      ,R                       ,                       ,C                    ,C                      ,R                 ,R                  ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,125, 786,A,  5,X, 4,  56.00,     43.2600,Xu       ,Nannofossils                                 ,A              ,G                 ,                     ,                         ,                      ,                     ,                       ,                                      ,A                    ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,C                    ,F                              ,                          ,                    ,                         ,C                        ,C                     ,                  ,                 ,F                     ,                   ,C                  ,F                         ,                      ,                 ,                      ,                    ,                   ,                    ,R                      ,C                       ,R                      ,C                    ,R                      ,R                 ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,125, 786,A,  5,X,CC,   8.00,     43.6400,Xu       ,Nannofossils                                 ,R              ,M                 ,                     ,                         ,                      ,                     ,                       ,                                      ,F                    ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,R                   ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,R                    ,                               ,                          ,                    ,                         ,R                        ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,R                       ,R                      ,R                    ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN6               ,CN7           ,125, 786,A,  6,X, 1,  51.00,     48.1100,Xu       ,Nannofossils                                 ,A              ,M                 ,                     ,                         ,                      ,                     ,                       ,                                      ,A                    ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,R                     ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,C                    ,A                              ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,F                     ,                   ,                   ,R                         ,                      ,                 ,                      ,                    ,F                  ,R                   ,R                      ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN6               ,CN7           ,125, 786,A,  6,X, 2,  51.00,     49.6100,Xu       ,Nannofossils                                 ,F              ,M                 ,                     ,                         ,                      ,                     ,                       ,                                      ,F                    ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,F                    ,C                              ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,F                  ,R                         ,                      ,                 ,                      ,                    ,R                  ,R                   ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN6               ,CN7           ,125, 786,A,  6,X, 2,  70.00,     49.8000,Xu       ,Nannofossils                                 ,A              ,G                 ,                     ,                         ,                      ,                     ,                       ,                                      ,A                    ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,A                    ,A                              ,                          ,                    ,                         ,                         ,F                     ,                  ,                 ,F                     ,C                  ,F                  ,R                         ,R                     ,F                ,R                     ,R                   ,C                  ,F                   ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
