Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stylosphaera radiosa	Stylatractus santaeannae	Hexastylus spp.	Heliodiscus(?) sp. B	Actinomma sp. B	Stylosphaera sp. B	Siphocampe sp.	Orosphaera sp.	Lychnocanoma conica	Lamprocyclas sp.	Cenosphaera sp.	Carpocanarium papillosum	Amphistylus angelinus	Stylosphaera sp. C	Cycladophora sp.	Ceratocyrtis stigi	Prunopyle hayesi	Cyrtocapsella tetrapera	Corythospyris fiscella	Spongodiscus craticulatus	Lithartractus timmsi?	Actinomma magnifenestra	Hexalonche philosophica?	Cyrtocapsella longithorax	Cycladophora golli golli	Stylatractus universus	Stylacontarium bispiculum	Stauroxiphos communis	Eucyrtidium cienkowskii	Cycladophora golli regipileus	Stylatractus neptunus	Prunopyle sp. B	Dendrospyris stabilis	Acrosphaera spp.	Triceraspyris coronata	Eucyrtidium calvertense	Eucyrtidium punctatum	Stylosphaera sp. A	Eucyrtidium sp. B	Saturnalis circularis	Lampromitra coronata	Druppatractus hastatus	Dictyophimus crisiae	Desmospyris rhodospyroides	Circodiscus ellipticus	Lychnocanoma sp. B	Lamprocyclas aegles	Ceratocyrtis sp.	Calocyclas disparidens	Velicucullus sp.	Thyrsocyrtis clausa	Pterocanium sp.	Pterocanium korotnevi	Lamprocyrtis (?) cf. hannai	Hexacontium cf. enthacanthum	Gondwanaria deflandrei	Prunopyle sp. D	Eucyrtidium sp. A	Calocyclas humerus	Stylatractus universus var. transparum	Lithomelissa stigi	Spongoplegma sp.	Pterocanium charybdeum trilobum	Cyrtocapsella japonica	Velicucullus cf. oddgurneri	Stichocorys peregrina	Heliodiscus sp. A	Rhopalastrum spp.	Didymocyrtis/Diartus spp.	Acrosphaera mercurius	Spongomelissa dilli	Peripyramis circumtexta	Actinomma golownini	Trissocyclid sp. A	Stylodictya validispina	Spongopyle osculosa	Dendrospyris rhodospyroides	Stichopileum bicorne?	Cornutella profunda	Cornutella clathrata	Cyrtocapsella cornuta	Cycladophora spongothorax	Antarctissa deflandrei	Rhopalodictyum sp.	Prunopyle titan	Lithocarpium polyacantha	Collosphaerid sp. B	Cycladophora bicornis	Eucyrtidium pseudoinflatum	Dendrospyris megalocephalis	Acrosphaera australis	Siphonosphaera vesuvius	Dendrospyris cf. megalocephalis	Antarctissa denticulata	Lychnocanium grande	Anthocyrtidium sp.	Spongotrochus glacialis	Cycladophora pliocenica	Acrosphaera labrata	Antarctissa cylindrica	Amphymenium challengerae	Antarctissa strelkovi	Desmospyris spongiosa	Helotholus vema	Cycladophora davisiana	Triceraspyris antarctica	Comment

  SR	                 	                 	E. punctatum      	              	120	 747	A	 10	H	 6	  45.00	     92.9500	Abelmann-Gersonde	Radiolarians                                 	C              	P-M               	                    	                        	               	R                   	F              	R                 	              	              	                   	                	               	R                       	R                    	                  	                	                  	R               	C                      	                      	                         	C                    	F                      	                        	                         	F                       	                      	F                        	R                    	R                      	?                            	R                    	T              	T                    	                	                      	                       	R                    	R                 	                 	+                    	+                   	R                     	+                   	R                         	+                     	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	E. punctatum      	              	120	 747	A	 10	H	CC	   8.00	     94.5900	Abelmann-Gersonde	Radiolarians                                 	C              	P-M               	                    	                        	               	R                   	C              	F                 	              	              	                   	                	               	                        	+                    	                  	                	                  	R               	R                      	                      	                         	+                    	                       	                        	+                        	+                       	                      	                         	R                    	+                      	                             	                     	               	T                    	R               	                      	                       	T                    	T                 	R                	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	                  	              	120	 747	A	 11	H	 1	  45.00	     94.9500	Abelmann-Gersonde	Radiolarians                                 	R              	P                 	                    	                        	               	R                   	               	R                 	R             	              	                   	                	F              	T                       	                     	                  	                	                  	                	T                      	                      	                         	                     	                       	                        	                         	                        	                      	                         	                     	                       	                             	                     	               	                     	                	                      	                       	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	E. punctatum      	              	120	 747	A	 11	H	 2	  45.00	     96.4500	Lazarus  	Radiolarians                                 	F              	P                 	                    	R                       	               	                    	               	T                 	              	              	R                  	                	R              	T                       	R                    	                  	                	                  	R               	R                      	                      	                         	F                    	F                      	+                       	                         	                        	                      	F                        	                     	+                      	R                            	                     	               	                     	                	                      	                       	R                    	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	                  	              	120	 747	A	 11	H	 3	  45.00	     97.9500	Abelmann-Gersonde	Radiolarians                                 	T              	P                 	                    	                        	               	T                   	               	T                 	              	              	                   	                	F              	                        	                     	                  	                	                  	                	T                      	                      	                         	                     	                       	                        	                         	                        	                      	                         	                     	                       	                             	                     	               	                     	                	                      	                       	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	C. golli regipileus	              	120	 747	A	 11	H	 4	  45.00	     99.4500	Lazarus  	Radiolarians                                 	F              	P                 	                    	                        	               	                    	               	R                 	              	              	+                  	                	F              	                        	+                    	                  	                	                  	                	R                      	                      	                         	                     	R                      	                        	                         	                        	                      	F                        	                     	                       	                             	                     	               	                     	                	+                     	+                      	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	uncertain zone assignment:from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	                  	              	120	 747	A	 11	H	 5	  45.00	    100.9500	Abelmann-Gersonde	Radiolarians                                 	T              	P                 	                    	                        	               	T                   	               	T                 	T             	              	                   	                	F              	T                       	                     	                  	                	                  	                	T                      	                      	                         	                     	                       	                        	                         	                        	                      	                         	                     	                       	                             	                     	               	                     	                	                      	                       	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	                  	              	120	 747	A	 11	H	 6	  45.00	    102.4500	Abelmann-Gersonde	Radiolarians                                 	C              	P-M               	                    	T                       	R              	R                   	C              	                  	              	              	                   	                	               	R                       	R                    	                  	                	T                 	R               	R                      	                      	R                        	                     	F                      	                        	                         	+                       	                      	                         	                     	                       	                             	R                    	T              	T                    	R               	                      	                       	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	                  	              	120	 747	A	 11	H	 7	  45.00	    103.9500	Abelmann-Gersonde	Radiolarians                                 	T              	P                 	                    	                        	               	T                   	               	R                 	T             	              	                   	                	T              	T                       	                     	                  	                	                  	                	T                      	                      	                         	                     	                       	                        	                         	                        	                      	                         	                     	                       	                             	                     	               	                     	                	                      	                       	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	                  	              	120	 747	A	 11	H	CC	  15.00	    104.4800	Abelmann-Gersonde	Radiolarians                                 	F              	P                 	                    	                        	F              	R                   	C              	                  	              	              	                   	                	               	                        	                     	                  	                	                  	R               	R                      	                      	R                        	                     	                       	                        	                         	                        	                      	                         	                     	                       	R                            	                     	               	                     	                	                      	                       	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	                  	              	120	 747	A	 12	H	 1	  45.00	    104.4500	Abelmann-Gersonde	Radiolarians                                 	R              	P                 	                    	R                       	               	T                   	               	                  	T             	              	                   	                	C              	T                       	                     	                  	                	                  	                	R                      	                      	                         	                     	                       	                        	                         	                        	                      	                         	                     	                       	                             	                     	               	                     	                	                      	                       	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	                  	              	120	 747	A	 12	H	 2	  45.00	    105.9500	Abelmann-Gersonde	Radiolarians                                 	R              	P                 	                    	R                       	               	R                   	C              	                  	              	              	+                  	                	               	                        	R                    	                  	                	                  	R               	F                      	                      	R                        	F                    	F                      	                        	                         	R                       	+                     	R                        	F                    	R                      	                             	                     	               	                     	                	                      	                       	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	                  	              	120	 747	A	 12	H	 3	  45.00	    107.4500	Abelmann-Gersonde	Radiolarians                                 	T              	P                 	                    	                        	               	T                   	               	                  	T             	              	                   	                	F              	T                       	R                    	                  	                	                  	F               	T                      	                      	                         	F                    	C                      	                        	                         	+                       	                      	                         	                     	                       	                             	                     	               	                     	                	                      	                       	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	                  	              	120	 747	A	 12	H	 4	  45.00	    108.9500	Abelmann-Gersonde	Radiolarians                                 	F              	P                 	                    	T                       	               	T                   	C              	                  	              	              	                   	                	               	                        	F                    	                  	                	                  	+               	C                      	R                     	R                        	                     	?                      	                        	                         	+                       	                      	                         	                     	                       	                             	                     	               	                     	                	                      	                       	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	                  	              	120	 747	A	 12	H	 5	  45.00	    110.4500	Abelmann-Gersonde	Radiolarians                                 	T              	P                 	                    	R                       	               	T                   	               	                  	T             	              	                   	                	R              	T                       	R                    	                  	                	                  	R               	R                      	T                     	                         	                     	C                      	                        	                         	                        	                      	                         	                     	                       	                             	                     	               	                     	                	                      	                       	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	C. longithorax    	              	120	 747	A	 12	H	 6	  45.00	    111.9500	Lazarus  	Radiolarians                                 	F              	P                 	T                   	R                       	               	R                   	C              	                  	              	              	                   	                	               	                        	+                    	                  	                	                  	                	                       	                      	                         	                     	F                      	+                       	R                        	                        	                      	                         	                     	                       	                             	                     	               	                     	                	                      	                       	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	uncertain zone assignment:from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 797

  SR	                 	                 	                  	              	120	 747	A	 12	H	CC	  16.00	    114.0900	Abelmann-Gersonde	Radiolarians                                 	F              	P                 	T                   	T                       	C              	R                   	C              	                  	              	              	                   	                	               	                        	R                    	                  	                	                  	R               	F                      	T                     	T                        	F                    	F                      	                        	                         	                        	                      	                         	                     	                       	                             	                     	               	                     	                	                      	                       	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	                  	              	120	 747	A	 13	H	 1	  45.00	    113.9500	Abelmann-Gersonde	Radiolarians                                 	R              	P                 	                    	R                       	               	R                   	               	R                 	T             	              	                   	                	F              	T                       	                     	                  	T               	                  	                	T                      	T                     	                         	                     	                       	                        	                         	                        	                      	                         	                     	                       	                             	                     	               	                     	                	                      	                       	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768
