Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Heterohelix reussi	Hedbergella sliteri	Hedbergella aff. monmouthensis	Globotruncana sp.	Globigerinelloides sp. 1	Globigerinelloides impensus	Archaeoglobigerina australis	Heterohelix navarroensis	Globotruncana arca	Heterohelix planata	Hedbergella sp. 1	Globotruncana linneiana	Globotruncana falsostuarti	Globigerinelloides sp. 2	Globigerinelloides multispinus	Globotruncana bulloides	Heterohelix globulosa	Rugotruncana tradinghousensis	Hedbergella holmdelensis	Globotruncanella havanensis	Globotruncanella citae	Biglobigerinella sp.	Rugotruncana subpennyi	Rugotruncana circumnodifer	Archaeoglobigerina sp. 1	Schackoina multispinata	Guembelitria cretacea	Tenuitellinata juvenilis	Tenuitellinata angustiumbilicata	Tenuitella munda/juvenilis transition	Tenuitella munda	Tenuitella gemma	Subbotina labiacrassata	Subbotina euapertura	Subbotina angiporoides	Paragloborotalia nana	Globorotaloides suteri	Globigerina officinalis	Globigerina cf. venezuelana	Chiloguembelina spp.	Catapsydrax martini	Catapsydrax dissimilis	Tenuitellinata juvenilis/uvula transition	Subbotina cf. tapuriensis	Globigerinita boweni	Catapsydrax sp. (nonbullate form)	Globigerinita praestainforthi	Tenuitellinata uvula	Globigerina bulloides	Globigerina brazieri	Globigerina gortanii	Globigerina woodi	Turborotalita quinqueloba	Paragloborotalita incognita	Globigerinita glutinata	Globigerinita naparimaensis	Paragloborotalia semivera	Tenuitellinata pseudoedita	Tenuitella minutissima	Globorotalia praescitula	Tenuitellinata selleyi	Tenuitella clemenciae	Globorotalia zealandica	Globorotalia pseudomiozea	Tenuitella jamesi	Globigerina cf. connecta	Globigerina woodi/disjuncta transition	Globorotalia pseudomiozea/miozea transition	Globorotalia miozea	Globorotalia mayeri	Neogloboquadrina continuosa	Neogloboquadrina nympha	Globorotalia scitula	Neogloboquadrina pachyderma	Neogloboquadrina continuosa/pachyderma transition	Globigerina cf. bulloides	Globorotalia conoidea	Globorotalia sphericomiozea	Turborotalia spp. spp. (small)	Globorotalia puncticulata	Globigerina bulloides antarctica	Comment

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 2	  99.00	     58.9900	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	170                  	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	8                          	5                      	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 2	  99.00	     58.9900	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	5                       	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	4                                        	                         	2                   	                                 	                             	                    	12                   	                    	                    	                 	46                       	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	48                         	55                     	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 3	  50.00	     60.0000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	28                   	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	76                         	58                     	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 1; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 3	  50.00	     60.0000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	24                      	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	18                                       	                         	                    	                                 	                             	7                   	6                    	                    	                    	                 	38                       	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	50                         	39                     	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 3	  97.00	     60.4700	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	21                   	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	90                         	55                     	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 3	  97.00	     60.4700	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	15                      	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	10                                       	                         	                    	                                 	                             	8                   	                     	                    	                    	                 	33                       	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	72                         	20                     	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 1; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 4	   3.00	     61.0300	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	7                    	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	7                       	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	132                        	7                      	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 4	   3.00	     61.0300	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	9                       	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	12                                       	                         	                    	                                 	                             	2                   	4                    	                    	                    	                 	53                       	                           	                       	                           	                         	                          	                      	11                      	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	61                         	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 4	  52.00	     61.5200	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	56                   	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	35                      	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	76                         	cf                     	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 4	  52.00	     61.5200	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	21                      	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	10                                       	                         	                    	                                 	                             	5                   	6                    	                    	                    	                 	22                       	                           	                       	                           	                         	                          	                      	10                      	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	79                         	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 4	  98.00	     61.9800	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	2                       	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	11                                       	                         	                    	                                 	                             	3                   	45                   	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	89                      	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	5                          	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 4	  98.00	     61.9800	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	40                      	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	23                                       	                         	4                   	                                 	                             	4                   	20                   	                    	                    	                 	18                       	                           	                       	                           	                         	                          	                      	28                      	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	62                         	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 3; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 5	  52.00	     63.0200	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	1                                        	                         	                    	                                 	                             	                    	38                   	                    	                    	                 	10                       	                           	                       	                           	                         	                          	                      	103                     	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	21                         	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 5	  52.00	     63.0200	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	18                      	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	9                                        	                         	2                   	                                 	                             	4                   	20                   	                    	                    	                 	37                       	                           	                       	                           	                         	                          	                      	43                      	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	56                         	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 6	  50.00	     64.5000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	21                   	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	118                     	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	10                         	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 2; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	 6	  50.00	     64.5000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	16                      	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	7                                        	                         	5                   	                                 	                             	5                   	14                   	                    	                    	                 	28                       	                           	                       	                           	                         	                          	                      	20                      	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	63                         	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	                  	              	120	 747	A	  7	H	CC	   0.00	     66.2300	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	1                                        	                         	                    	                                 	                             	                    	42                   	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	68                      	                      	                     	                       	                         	                 	cf                      	                                      	                                           	                   	                   	43                         	22                     	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 5; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	T. pseudoedita    	              	120	 747	A	  7	H	CC	   0.00	     66.2300	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	24                      	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	20                                       	                         	3                   	                                 	                             	9                   	22                   	                    	                    	                 	11                       	                           	                       	12                         	                         	20                        	2                     	31                      	                      	7                    	                       	                         	                 	                        	                                      	                                           	                   	                   	55                         	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	T. pseudoedita    	              	120	 747	A	  8	H	 2	  55.00	     68.0500	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	96                   	                    	                    	                 	2                        	                           	                       	                           	                         	                          	                      	11                      	                      	                     	                       	                         	                 	2                       	                                      	                                           	6                  	                   	38                         	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Middle Miocene   	                 	T. pseudoedita    	              	120	 747	A	  8	H	 2	  55.00	     68.0500	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	25                      	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	8                                        	                         	                    	                                 	                             	2                   	16                   	                    	                    	                 	20                       	                           	                       	                           	                         	60                        	6                     	                        	14                    	5                    	                       	                         	7                	                        	                                      	                                           	                   	                   	32                         	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577
