Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stylosphaera angelina,Stichocorys diploconus,Sphaeropyle langii,Lithocarpium titan,Lithocarpium polyacantha,Lithocampe subligata,Cyrtocapsella tetrapera,Cyrtocapsella cornuta,Cenosphaera coronataformis,Cenosphaera coronata,Acrospyris lingi,Stylatractus universus,Sphaeropyle robusta,Prunopyle hayesi,Lithopera renzae,Gen. et sp. indet,Eucyrtidium asanoi,Cycladophora cosma cosma,Corythospyris? sp.,Amphymenium amphistylium,Lipmanella redondoensis,Eucyrtidium inflatum,Cyrtocapsella japonica,Amphymenium amphistylium group,Theocorys redondoensis,Lychnocanoma nipponica nipponica,Dictyophimus splendens,Stichocorys delmontensis,Cornutella profunda,Lychnocanium nipponicum magnacornutum,Botryostrobus bramlettei,Phormostichoartus fistula,Lychnocanoma nipponica magnacornuta,Axoprunum bispiculum,Stichocorys peregrina,Actinomma popofskii,Stichocorys wolffii,Diplocyclas cornutoides,Stylacontarium acquilonium,Phormostichoartus pitomorphus,Cycladophora pliocenica,Axoprunum acquilonius,Stichocorys sp. P,Lychnocanium nipponicum,Androcyclas neoheteroporos,Clathrocyclas bicornis group,Lamprocyrtis heteroporos,Androcyclas heteroporos,Eucyrtidium calvertense,Botryostrobus auritus/australis,Botryostrobus aquilonaris,Haliommetta miocenica,Cycladophora davisiana davisiana,Lychnocanoma nipponica sakaii,Eucyrtidium matuyamai,Comment
  SR,                 ,                 ,                  ,              ,145, 887,A, 15,X, 3,  54.00,    133.7400,Morley   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                  ,                  ,                        ,                    ,                       ,                     ,                          ,                    ,                ,F                     ,T                  ,                ,                ,                 ,                  ,F                       ,                  ,                        ,                       ,                    ,                      ,                              ,rT                    ,                                ,                      ,rT                      ,                   ,                                     ,                        ,                         ,                                   ,                    ,rT                   ,                   ,                   ,                       ,R                         ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,F                       ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,A. acquilonius    ,              ,145, 887,A, 15,X,CC,  12.00,    138.4400,Shilov   ,Radiolarians                                 ,R              ,G                 ,R                    ,                      ,                  ,                  ,                        ,                    ,                       ,                     ,                          ,                    ,                ,                      ,                   ,                ,                ,                 ,                  ,                        ,                  ,                        ,                       ,                    ,                      ,                              ,                      ,                                ,                      ,                        ,                   ,                                     ,                        ,                         ,                                   ,                    ,                     ,                   ,                   ,R                      ,                          ,                             ,                       ,R                    ,                 ,                       ,                          ,R                           ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 SR; Ch 5; Table 7; p. 106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 16,X, 3,  55.00,    143.2500,Morley   ,Radiolarians                                 ,C              ,P-M               ,                     ,                      ,T                 ,                  ,                        ,                    ,                       ,                     ,                          ,                    ,                ,                      ,T                  ,                ,                ,                 ,                  ,F                       ,                  ,                        ,                       ,                    ,                      ,                              ,                      ,                                ,                      ,rT                      ,                   ,                                     ,                        ,                         ,                                   ,                    ,                     ,                   ,                   ,                       ,R                         ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,A. acquilonius    ,              ,145, 887,A, 16,X,CC,  14.00,    144.3400,Shilov   ,Radiolarians                                 ,F              ,M                 ,F                    ,                      ,                  ,                  ,                        ,                    ,                       ,rR                   ,                          ,                    ,                ,                      ,F                  ,                ,                ,                 ,                  ,                        ,                  ,                        ,                       ,                    ,                      ,                              ,                      ,                                ,                      ,                        ,                   ,                                     ,                        ,                         ,                                   ,                    ,                     ,                   ,                   ,R                      ,                          ,                             ,                       ,C                    ,                 ,r?                     ,?                         ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 SR; Ch 5; Table 7; p. 106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 17,X, 2,  54.00,    147.1400,Morley   ,Radiolarians                                 ,C              ,P-M               ,                     ,                      ,                  ,                  ,                        ,                    ,                       ,                     ,                          ,                    ,                ,T                     ,                   ,                ,                ,                 ,                  ,R                       ,                  ,                        ,                       ,                    ,                      ,                              ,rT                    ,                                ,T                     ,                        ,                   ,                                     ,                        ,                         ,                                   ,                    ,                     ,                   ,                   ,                       ,R                         ,                             ,T                      ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,Late Miocene     ,A.. acq.-L. redond.,              ,145, 887,A, 17,X,CC,  12.00,    152.4400,Shilov   ,Radiolarians                                 ,R              ,M                 ,R                    ,                      ,                  ,                  ,                        ,                    ,                       ,                     ,                          ,                    ,                ,                      ,R                  ,                ,                ,                 ,                  ,                        ,                  ,                        ,R                      ,                    ,                      ,                              ,                      ,                                ,                      ,                        ,                   ,rR                                   ,                        ,                         ,                                   ,R                   ,                     ,                   ,                   ,R                      ,                          ,                             ,                       ,R                    ,                 ,r?                     ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 SR; Ch 5; Table 7; p. 106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 18,X, 3,  54.00,    158.3400,Morley   ,Radiolarians                                 ,F              ,P-M               ,                     ,                      ,                  ,                  ,                        ,                    ,rT                     ,                     ,                          ,                    ,                ,T                     ,T                  ,                ,                ,                 ,                  ,R                       ,                  ,                        ,                       ,                    ,rT                    ,                              ,T                     ,                                ,R                     ,rT                      ,                   ,                                     ,                        ,T                        ,                                   ,                    ,rT                   ,                   ,                   ,                       ,R                         ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,A.. acq.-L. redond.,              ,145, 887,A, 18,X,CC,  23.00,    163.6700,Shilov   ,Radiolarians                                 ,R              ,G                 ,R                    ,                      ,                  ,                  ,                        ,                    ,                       ,                     ,                          ,                    ,                ,                      ,R                  ,                ,                ,                 ,                  ,                        ,                  ,                        ,R                      ,                    ,                      ,                              ,                      ,                                ,                      ,R                       ,F                  ,                                     ,R                       ,                         ,                                   ,R                   ,                     ,                   ,r?                 ,R                      ,                          ,                             ,                       ,R                    ,?                ,r?                     ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 SR; Ch 5; Table 7; p. 106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 20,X, 3,  54.00,    177.6400,Morley   ,Radiolarians                                 ,F              ,P-M               ,                     ,                      ,                  ,                  ,                        ,                    ,                       ,                     ,                          ,                    ,                ,R                     ,                   ,                ,                ,                 ,                  ,T                       ,                  ,                        ,                       ,                    ,                      ,                              ,T                     ,                                ,T                     ,                        ,                   ,                                     ,                        ,                         ,rT                                 ,                    ,                     ,T                  ,                   ,                       ,R                         ,                             ,T                      ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,A.. acq.-L. redond.,              ,145, 887,A, 20,X,CC,  12.00,    183.3200,Shilov   ,Radiolarians                                 ,R              ,P                 ,                     ,                      ,                  ,                  ,                        ,                    ,                       ,R                    ,                          ,                    ,                ,                      ,R                  ,                ,                ,                 ,                  ,                        ,                  ,                        ,R                      ,                    ,                      ,                              ,                      ,                                ,                      ,                        ,                   ,rR                                   ,                        ,                         ,                                   ,F                   ,                     ,                   ,                   ,                       ,                          ,                             ,                       ,F                    ,?                ,r?                     ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 SR; Ch 5; Table 7; p. 106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 21,X, 3,  54.00,    186.7400,Morley   ,Radiolarians                                 ,F              ,P-M               ,                     ,                      ,                  ,                  ,                        ,                    ,rT                     ,                     ,                          ,                    ,                ,R                     ,R                  ,                ,                ,                 ,                  ,T                       ,                  ,                        ,                       ,                    ,                      ,                              ,R                     ,                                ,R                     ,                        ,                   ,                                     ,                        ,T                        ,                                   ,                    ,T                    ,T                  ,                   ,                       ,R                         ,                             ,T                      ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,A.. acq.-L. redond.,              ,145, 887,A, 21,X,CC,  19.00,    187.1100,Shilov   ,Radiolarians                                 ,R              ,P                 ,                     ,                      ,                  ,                  ,                        ,                    ,                       ,R                    ,                          ,                    ,                ,                      ,R                  ,                ,                ,                 ,                  ,                        ,                  ,                        ,R                      ,                    ,R                     ,                              ,                      ,                                ,                      ,R                       ,R                  ,rR                                   ,                        ,                         ,                                   ,R                   ,                     ,                   ,rR                 ,                       ,                          ,                             ,                       ,R                    ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 SR; Ch 5; Table 7; p. 106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 22,H, 2,  54.00,    195.4400,Morley   ,Radiolarians                                 ,F              ,P-M               ,                     ,                      ,                  ,                  ,                        ,                    ,                       ,                     ,                          ,                    ,                ,R                     ,T                  ,                ,                ,                 ,                  ,                        ,                  ,                        ,                       ,                    ,                      ,                              ,R                     ,                                ,F                     ,R                       ,                   ,                                     ,                        ,R                        ,                                   ,                    ,F                    ,                   ,                   ,                       ,R                         ,                             ,T                      ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 22,H, 6,  54.00,    201.4400,Morley   ,Radiolarians                                 ,C              ,M                 ,                     ,                      ,                  ,                  ,                        ,                    ,                       ,                     ,                          ,                    ,                ,F                     ,T                  ,                ,                ,                 ,                  ,R                       ,                  ,                        ,                       ,                    ,                      ,                              ,R                     ,                                ,T                     ,F                       ,                   ,                                     ,                        ,T                        ,rT                                 ,                    ,F                    ,T                  ,                   ,                       ,T                         ,T                            ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,L. redondoensis   ,              ,145, 887,A, 22,H,CC,  11.00,    202.0600,Shilov   ,Radiolarians                                 ,R              ,M                 ,R                    ,                      ,                  ,                  ,                        ,                    ,R                      ,R                    ,                          ,                    ,                ,                      ,C                  ,                ,                ,                 ,                  ,                        ,                  ,                        ,C                      ,                    ,                      ,                              ,                      ,                                ,                      ,A                       ,C                  ,rR                                   ,R                       ,                         ,                                   ,R                   ,                     ,                   ,                   ,R                      ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 SR; Ch 5; Table 7; p. 106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 23,H, 6,  54.00,    210.9400,Morley   ,Radiolarians                                 ,C              ,P-M               ,                     ,                      ,                  ,                  ,                        ,                    ,                       ,                     ,                          ,                    ,                ,R                     ,                   ,R               ,                ,                 ,                  ,F                       ,                  ,                        ,                       ,                    ,                      ,                              ,R                     ,                                ,R                     ,C                       ,                   ,                                     ,                        ,T                        ,-                                  ,                    ,T                    ,                   ,                   ,                       ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,L. redondoensis   ,              ,145, 887,A, 23,H,CC,  23.00,    212.8300,Shilov   ,Radiolarians                                 ,R              ,P                 ,R                    ,                      ,                  ,                  ,                        ,                    ,                       ,R                    ,                          ,                    ,                ,                      ,F                  ,                ,                ,                 ,                  ,                        ,                  ,                        ,A                      ,                    ,                      ,                              ,                      ,                                ,                      ,C                       ,C                  ,                                     ,                        ,                         ,                                   ,                    ,                     ,                   ,rR                 ,R                      ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 SR; Ch 5; Table 7; p. 106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 24,H, 3,  54.00,    215.9400,Morley   ,Radiolarians                                 ,A              ,M                 ,                     ,                      ,                  ,                  ,                        ,                    ,                       ,                     ,                          ,                    ,                ,F                     ,                   ,                ,                ,R                ,                  ,R                       ,                  ,+                       ,                       ,                    ,                      ,                              ,F                     ,                                ,F                     ,C                       ,                   ,                                     ,                        ,                         ,F                                  ,                    ,R                    ,+                  ,                   ,                       ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 24,H, 6,  54.00,    220.4400,Morley   ,Radiolarians                                 ,A              ,M                 ,                     ,                      ,                  ,                  ,                        ,                    ,                       ,                     ,                          ,                    ,                ,R                     ,T                  ,F               ,                ,                 ,                  ,R                       ,                  ,                        ,                       ,                    ,                      ,                              ,T                     ,                                ,F                     ,T                       ,                   ,                                     ,                        ,                         ,C                                  ,                    ,T                    ,                   ,                   ,                       ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,L. nippon. magnacorn,              ,145, 887,A, 24,H,CC,  27.00,    221.2100,Shilov   ,Radiolarians                                 ,R              ,P                 ,R                    ,                      ,                  ,                  ,                        ,                    ,                       ,                     ,                          ,                    ,                ,                      ,                   ,                ,                ,                 ,                  ,                        ,                  ,                        ,R                      ,                    ,                      ,                              ,                      ,                                ,                      ,                        ,R                  ,F                                    ,                        ,                         ,                                   ,R                   ,                     ,                   ,                   ,                       ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 SR; Ch 5; Table 7; p. 106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 25,H, 3,  54.00,    225.4400,Morley   ,Radiolarians                                 ,A              ,M                 ,                     ,                      ,                  ,                  ,                        ,                    ,rT                     ,rT                   ,                          ,                    ,                ,T                     ,T                  ,                ,                ,R                ,                  ,C                       ,                  ,T                       ,                       ,                    ,R                     ,                              ,F                     ,F                               ,R                     ,                        ,                   ,                                     ,                        ,                         ,C                                  ,                    ,                     ,                   ,                   ,                       ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 25,H, 6,  54.00,    229.9400,Morley   ,Radiolarians                                 ,A              ,M                 ,                     ,                      ,                  ,                  ,                        ,                    ,                       ,                     ,                          ,                    ,                ,R                     ,                   ,                ,                ,                 ,                  ,F                       ,                  ,                        ,                       ,                    ,F                     ,                              ,T                     ,C                               ,R                     ,                        ,                   ,                                     ,                        ,R                        ,C                                  ,                    ,                     ,                   ,                   ,                       ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Middle Miocene   ,L. nippon. magnacorn,              ,145, 887,A, 25,H,CC,  26.00,    231.8800,Shilov   ,Radiolarians                                 ,C              ,P                 ,R                    ,                      ,                  ,                  ,                        ,                    ,                       ,                     ,                          ,                    ,                ,                      ,                   ,                ,                ,                 ,                  ,                        ,                  ,                        ,R                      ,                    ,A                     ,                              ,                      ,                                ,                      ,                        ,R                  ,A                                    ,R                       ,                         ,                                   ,                    ,                     ,                   ,                   ,                       ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 SR; Ch 5; Table 7; p. 106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 27,H, 3,  54.00,    244.7400,Morley   ,Radiolarians                                 ,A              ,P-M               ,                     ,                      ,                  ,                  ,                        ,                    ,R                      ,R                    ,                          ,                    ,                ,F                     ,                   ,                ,                ,R                ,                  ,R                       ,                  ,                        ,                       ,R                   ,F                     ,                              ,R                     ,?                               ,R                     ,F                       ,                   ,                                     ,                        ,                         ,                                   ,                    ,                     ,                   ,                   ,                       ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,E. inflatum       ,              ,145, 887,A, 27,H,CC,  32.00,    246.3800,Shilov   ,Radiolarians                                 ,F              ,P                 ,C                    ,                      ,                  ,R                 ,F                       ,                    ,                       ,F                    ,                          ,                    ,                ,                      ,R                  ,                ,                ,                 ,                  ,                        ,                  ,                        ,R                      ,R                   ,                      ,                              ,                      ,                                ,                      ,                        ,R                  ,                                     ,                        ,                         ,                                   ,                    ,                     ,                   ,                   ,                       ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 SR; Ch 5; Table 7; p. 106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 28,H, 3,  54.00,    254.2400,Morley   ,Radiolarians                                 ,A              ,P-M               ,                     ,                      ,                  ,                  ,                        ,                    ,R                      ,+                    ,                          ,                    ,                ,F                     ,+                  ,T               ,T               ,T                ,                  ,F                       ,                  ,T                       ,                       ,+                   ,R                     ,                              ,                      ,T                               ,                      ,T                       ,                   ,                                     ,                        ,                         ,                                   ,                    ,                     ,                   ,                   ,                       ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 28,H, 6,  55.00,    258.7500,Morley   ,Radiolarians                                 ,A              ,P-M               ,                     ,                      ,                  ,                  ,                        ,                    ,F                      ,T                    ,                          ,                    ,                ,R                     ,+                  ,                ,R               ,R                ,R                 ,T                       ,                  ,+                       ,                       ,T                   ,                      ,                              ,+                     ,R                               ,T                     ,                        ,                   ,                                     ,                        ,                         ,                                   ,                    ,                     ,                   ,                   ,                       ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,E. inflatum       ,              ,145, 887,A, 28,H,CC,  25.00,    259.8400,Shilov   ,Radiolarians                                 ,A              ,M                 ,R                    ,                      ,                  ,F                 ,R                       ,                    ,                       ,C                    ,                          ,                    ,R               ,                      ,                   ,                ,                ,                 ,R                 ,                        ,                  ,                        ,F                      ,R                   ,C                     ,R                             ,                      ,                                ,                      ,                        ,                   ,                                     ,                        ,                         ,                                   ,                    ,                     ,                   ,                   ,                       ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 SR; Ch 5; Table 7; p. 106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 887,A, 29,H, 3,  54.00,    263.7400,Morley   ,Radiolarians                                 ,A              ,M                 ,                     ,                      ,                  ,                  ,                        ,                    ,+                      ,                     ,                          ,                    ,                ,T                     ,+                  ,+               ,T               ,+                ,-                 ,R                       ,C                 ,+                       ,                       ,                    ,                      ,                              ,                      ,                                ,                      ,                        ,                   ,                                     ,                        ,                         ,                                   ,                    ,                     ,                   ,                   ,                       ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 Sr; Ch 4; Table 6; p 62-63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,A. lingi          ,              ,145, 887,A, 29,H,CC,  18.00,    264.7500,Shilov   ,Radiolarians                                 ,A              ,G                 ,A                    ,R                     ,                  ,F                 ,R                       ,                    ,F                      ,C                    ,                          ,                    ,A               ,                      ,                   ,                ,                ,                 ,                  ,                        ,                  ,                        ,                       ,                    ,                      ,                              ,                      ,                                ,                      ,                        ,                   ,                                     ,                        ,                         ,                                   ,                    ,                     ,                   ,                   ,                       ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 SR; Ch 5; Table 7; p. 106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,C. coronataformis ,              ,145, 887,A, 30,X,CC,  11.00,    277.0800,Shilov   ,Radiolarians                                 ,A              ,G                 ,C                    ,R                     ,?                 ,F                 ,R                       ,?                   ,A                      ,R                    ,A                         ,A                   ,                ,                      ,                   ,                ,                ,                 ,                  ,                        ,                  ,                        ,                       ,                    ,                      ,                              ,                      ,                                ,                      ,                        ,                   ,                                     ,                        ,                         ,                                   ,                    ,                     ,                   ,                   ,                       ,                          ,                             ,                       ,                     ,                 ,                       ,                          ,                            ,                        ,                       ,                       ,                               ,                         ,                     ,                                ,                             ,                     ,from Leg 145 SR; Ch 5; Table 7; p. 106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
