Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus moriformis,Discoaster spp.,Discoaster barbadiensis,Coccolithus pelagicus,Chiasmolithus grandis,Zygrhablithus bijugatus,Sphenolithus spiniger,Sphenolithus pseudoradians/radians,Reticulofenestra dictyoda,Nannotetrina sp.,Fasciculithus sp.,Discoaster lodoensis,Discoaster deflandrei,Cyclicargolithus floridanus,Coccolithus formosus,Sphenolithus anarrhopus,Rhabdosphaera sp.,Pedinocyclus larvalis,Chiasmolithus titus,Chiasmolithus solitus,Chiasmolithus nitidus,Chiasmolithus gigas,Campylosphaera dela,Discoaster saipanensis,Striatococcolithus pacificanus,Discoaster nonaradiatus,Chiasmolithus consuetus,Calcidiscus protoannulus,Toweius sp.,Nannotetrina fulgens,Thoracosphaera sp.,Sphenolithus furcatolithoides,Discoaster sublodoensis,Bramletteius serraculoides,Helicosphaera sp.,Helicosphaera heezenii,Helicosphaera compacta,Discoaster tanii nodifer,Discoaster tanii,Reticulofenestra umbilica,Clausicoccus fenestratus,Hayaster perplexus,Sphenolithus intercalaris,Reticulofenestra reticulata,Reticulofenestra bisecta,Discoaster binodosus,Coronocyclus nitescens,Sphenolithus predistentus,Sphenolithus distentus,Blackites spinosus,Sphenolithus tribulosus,Triquetrorhabdulus carinatus,Sphenolithus ciperoensis,Sphenolithus dissimilis,Sphenolithus conicus,Sphenolithus delphix,Discoaster variabilis,Discoaster druggii,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN1               ,              ,143, 869,A,  3,H,CC,  16.00,     28.9300,Firth    ,Nannofossils                                 ,A              ,P                 ,R                      ,               ,                       ,F                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,R                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,A                           ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN1               ,              ,143, 869,A,  4,H, 1,  40.00,     29.1000,Firth    ,Nannofossils                                 ,A              ,P                 ,C                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,A                           ,                        ,F                      ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN1               ,              ,143, 869,A,  4,H, 1, 112.00,     29.8200,Firth    ,Nannofossils                                 ,A              ,M                 ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,R                       ,                  ,                         ,                           ,                        ,                    ,R                     ,F                        ,C                     ,                  ,C                      ,F                           ,F                       ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN1               ,              ,143, 869,A,  4,H, 1, 143.00,     30.1300,Firth    ,Nannofossils                                 ,A              ,P                 ,R                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,R                     ,                         ,                      ,                  ,                       ,C                           ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN1               ,              ,143, 869,A,  4,H, 2,   7.00,     30.2700,Firth    ,Nannofossils                                 ,A              ,M                 ,A                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,R                       ,                    ,R                     ,                         ,                      ,                  ,                       ,A                           ,R                       ,R                      ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN1               ,              ,143, 869,A,  4,H, 2,  75.00,     30.9500,Firth    ,Nannofossils                                 ,A              ,P-M               ,C                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,F                       ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,R                      ,C                           ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN1               ,              ,143, 869,A,  4,H, 3,  22.00,     31.9200,Firth    ,Nannofossils                                 ,A              ,M                 ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,R                        ,                      ,                  ,                       ,C                           ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN1               ,              ,143, 869,A,  4,H, 3,  78.00,     32.4800,Firth    ,Nannofossils                                 ,A              ,P-M               ,C                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,R                         ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,R                     ,F                        ,R                     ,                  ,R                      ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN1               ,              ,143, 869,A,  4,H, 3,  81.00,     32.5100,Firth    ,Nannofossils                                 ,A              ,P-M               ,A                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,R                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,R                         ,                 ,                      ,                      ,                        ,                ,R                        ,                        ,                  ,                         ,                           ,C                       ,                    ,R                     ,C                        ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP24              ,              ,143, 869,A,  4,H, 3,  83.00,     32.5300,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,R                       ,                    ,R                     ,C                        ,C                     ,                  ,                       ,                            ,C                       ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP24              ,              ,143, 869,A,  4,H, 3,  89.00,     32.5900,Firth    ,Nannofossils                                 ,A              ,P-M               ,C                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,R                       ,                  ,                         ,                           ,                        ,                    ,F                     ,R                        ,R                     ,                  ,R                      ,F                           ,F                       ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP24              ,              ,143, 869,A,  4,H, 3, 108.00,     32.7800,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,F                       ,                  ,                         ,                           ,R                       ,                    ,R                     ,F                        ,F                     ,                  ,                       ,                            ,F                       ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP24              ,              ,143, 869,A,  4,H, 3, 146.00,     33.1600,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,R                     ,F                        ,R                     ,                  ,                       ,                            ,R                       ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP24              ,              ,143, 869,A,  4,H, 4,   9.00,     33.2900,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,R                     ,C                        ,F                     ,                  ,                       ,                            ,R                       ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP24              ,              ,143, 869,A,  4,H, 4, 113.00,     34.3300,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,R               ,                         ,C                       ,R                 ,                         ,                           ,                        ,                    ,C                     ,C                        ,C                     ,                  ,C                      ,F                           ,R                       ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,143, 869,A,  4,H, 5, 140.00,     36.1000,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,R                    ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,R               ,                         ,C                       ,                  ,                         ,                           ,                        ,                    ,R                     ,C                        ,C                     ,                  ,C                      ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,143, 869,A,  4,H, 6, 120.00,     37.4000,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,R               ,                         ,F                       ,                  ,                         ,                           ,                        ,                    ,R                     ,C                        ,C                     ,                  ,C                      ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,143, 869,A,  5,H, 1,  50.00,     38.7000,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,F                       ,                  ,                         ,                           ,R                       ,                    ,                      ,C                        ,F                     ,                  ,C                      ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,143, 869,A,  5,H, 2,  50.00,     40.2000,Firth    ,Nannofossils                                 ,A              ,M                 ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,R               ,                         ,F                       ,                  ,                         ,                           ,R                       ,                    ,                      ,C                        ,C                     ,                  ,C                      ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,143, 869,A,  5,H, 3,  50.00,     41.7000,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,R                         ,                 ,                      ,                      ,                        ,                ,                         ,F                       ,                  ,                         ,                           ,                        ,                    ,                      ,C                        ,C                     ,                  ,C                      ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,143, 869,A,  5,H, 5,  50.00,     44.7000,Firth    ,Nannofossils                                 ,A              ,M                 ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,R                    ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,R               ,                         ,C                       ,R                 ,                         ,                           ,                        ,                    ,R                     ,C                        ,C                     ,                  ,C                      ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,143, 869,A,  5,H, 6,  50.00,     46.2000,Firth    ,Nannofossils                                 ,A              ,M                 ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,R                                 ,                         ,                ,                 ,                    ,C                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,C                       ,                  ,                         ,                           ,R                       ,                    ,R                     ,C                        ,C                     ,                  ,C                      ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,143, 869,A,  6,H, 1, 140.00,     49.1000,Firth    ,Nannofossils                                 ,A              ,M                 ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,R                                 ,                         ,                ,                 ,                    ,C                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,F               ,                         ,F                       ,                  ,                         ,                           ,R                       ,                    ,                      ,A                        ,F                     ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,143, 869,A,  6,H, 2, 140.00,     50.6000,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,C                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,R                       ,                  ,                         ,                           ,                        ,                    ,                      ,F                        ,F                     ,                  ,C                      ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,143, 869,A,  6,H, 4, 100.00,     53.2000,Firth    ,Nannofossils                                 ,A              ,M                 ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,R                                 ,                         ,                ,                 ,                    ,A                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,C               ,                         ,                        ,                  ,                         ,                           ,F                       ,                    ,                      ,A                        ,R                     ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,143, 869,A,  6,H, 5,  69.00,     54.3900,Firth    ,Nannofossils                                 ,A              ,G                 ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,R                     ,                        ,F               ,                         ,F                       ,                  ,                         ,                           ,A                       ,                    ,R                     ,A                        ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,143, 869,A,  6,H, 6,  94.00,     56.1400,Firth    ,Nannofossils                                 ,A              ,M-G               ,A                      ,               ,                       ,A                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,C                    ,A                          ,F                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,C                         ,                 ,                      ,                      ,                        ,F               ,R                        ,C                       ,                  ,                         ,                           ,A                       ,                    ,                      ,A                        ,R                     ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 1; p 568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
