Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbilicosphaera sibogae,Triquetrorhabdulus rugosus,Sphenolithus moriformis,Sphenolithus heteromorphus,Scyphosphaera spp.,Scapholithus fossilis,Rhabdosphaera procera,Reticulofenestra pseudoumbilicus,Reticulofenestra minutula,Reticulofenestra minuta,Pyrocyclus orangensis,Pyrocyclus hermosus,Pontosphaera multipora,Helicosphaera euphratis,Helicosphaera carteri,Hayella aperta,Geminilithella rotula,Discoaster variabilis,Discoaster signus,Discoaster musicus,Discoaster kugleri,Discoaster bollii,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus tropicus,Calcidiscus premacintyrei,Calcidiscus macintyrei,Calcidiscus leptoporus,Helicosphaera walbersdorfensis,Sphenolithus abies,Pontosphaera discopora,Helicosphaera stalis,Helicosphaera orientalis,Discoaster bellus,Catinaster coalitus,Catinaster calyculus,Syracosphaera spp.,Reticulofenestra rotaria,Minylitha convallis,Discoaster prepentaradiatus,Discoaster neohamatus,Discoaster brouweri,Cryptococcolithus takayamae,Discoaster pentaradiatus,Discoaster calcaris,Pontosphaera spp.,Discoaster quinqueramus,Discoaster loeblichii,Discoaster berggrenii,Cruciplacolithus tenuiforatus,Triquetrorhabdulus striatus,Discoaster surculus,Amaurolithus primus,Holodiscolithus solidus,Amaurolithus delicatus,Discoaster deflandrei,Amaurolithus amplificus,Hayella challengeri,Amaurolithus tricorniculatus,Discoaster asymmetricus,Comment
  SR,Late Miocene     ,                 ,CN8b              ,              ,157, 951,A, 27,X, 1,  97.00,    238.2700,Howe     ,Nannofossils                                 ,M-H            ,M-G               ,F                      ,                          ,                       ,                          ,                  ,                     ,R                    ,C                               ,C                        ,F                      ,S                    ,R                  ,R                     ,                       ,R                    ,              ,F                    ,C                    ,                 ,                  ,                  ,C                ,                           ,F                    ,                        ,R                   ,                         ,R                     ,R                     ,                              ,F                 ,                      ,S                   ,                        ,F                ,                   ,                    ,                  ,                        ,C                  ,R                          ,                     ,F                  ,                           ,R                       ,R                  ,                 ,                       ,                     ,                     ,                             ,                           ,                   ,                   ,                       ,                      ,                     ,                       ,                   ,                            ,                       ,found in SR. Ch 29. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN8b              ,              ,157, 951,A, 27,X, 2,  32.00,    239.1200,Howe     ,Nannofossils                                 ,M              ,M                 ,F                      ,S                         ,                       ,                          ,                  ,                     ,F                    ,C                               ,C                        ,C                      ,                     ,R                  ,R                     ,S                      ,F                    ,              ,C                    ,C                    ,                 ,                  ,                  ,F                ,S                          ,C                    ,                        ,                    ,                         ,F                     ,R                     ,                              ,F                 ,                      ,                    ,R                       ,F                ,S                  ,                    ,S                 ,?S                      ,F                  ,S                          ,R                    ,F                  ,R                          ,                        ,                   ,                 ,                       ,                     ,                     ,                             ,                           ,                   ,                   ,                       ,                      ,                     ,                       ,                   ,                            ,                       ,Single Cretaceous reworking. found in SR. Ch 29. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,157, 951,A, 27,X, 3,  65.00,    240.9500,Howe     ,Nannofossils                                 ,VL             ,P                 ,                       ,                          ,                       ,                          ,                  ,                     ,                     ,R                               ,                         ,                       ,                     ,                   ,                      ,                       ,                     ,              ,                     ,S                    ,                 ,                  ,                  ,                 ,                           ,                     ,                        ,                    ,                         ,R                     ,                      ,                              ,S                 ,                      ,                    ,                        ,                 ,                   ,                    ,                  ,                        ,                   ,                           ,                     ,                   ,                           ,                        ,                   ,                 ,                       ,                     ,                     ,                             ,                           ,                   ,                   ,                       ,                      ,                     ,                       ,                   ,                            ,                       ,found in SR. Ch 29. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN6               ,              ,157, 951,A, 27,X, 3, 111.00,    241.4100,Howe     ,Nannofossils                                 ,M              ,P-M               ,F                      ,                          ,                       ,                          ,                  ,S                    ,R                    ,C                               ,C                        ,F                      ,                     ,S                  ,R                     ,S                      ,R                    ,              ,F                    ,C                    ,                 ,                  ,                  ,C                ,                           ,F                    ,                        ,                    ,                         ,R                     ,S                     ,                              ,R                 ,R                     ,S                   ,S                       ,?R               ,F                  ,S                   ,                  ,                        ,                   ,                           ,                     ,                   ,                           ,                        ,                   ,                 ,                       ,                     ,                     ,                             ,                           ,                   ,                   ,                       ,                      ,                     ,                       ,                   ,                            ,                       ,found in SR. Ch 29. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,                  ,              ,157, 951,A, 27,X,CC,  44.00,    242.6800,Howe     ,Nannofossils                                 ,VL             ,P                 ,                       ,                          ,                       ,                          ,                  ,                     ,                     ,S                               ,                         ,                       ,                     ,                   ,                      ,                       ,                     ,              ,                     ,                     ,                 ,                  ,                  ,                 ,                           ,                     ,                        ,                    ,                         ,                      ,                      ,                              ,                  ,                      ,                    ,                        ,                 ,                   ,                    ,                  ,                        ,                   ,                           ,                     ,                   ,                           ,                        ,                   ,                 ,                       ,                     ,                     ,                             ,                           ,                   ,                   ,                       ,                      ,                     ,                       ,                   ,                            ,                       ,found in SR. Ch 29. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,157, 951,A, 28,X, 1, 119.00,    248.1900,Howe     ,Nannofossils                                 ,M              ,M-G               ,R                      ,R                         ,R                      ,                          ,                  ,S                    ,                     ,C                               ,C                        ,C                      ,                     ,R                  ,R                     ,                       ,R                    ,              ,F                    ,F                    ,                 ,                  ,                  ,                 ,                           ,F                    ,R                       ,F                   ,                         ,R                     ,R                     ,R                             ,                  ,                      ,                    ,                        ,                 ,                   ,                    ,                  ,                        ,                   ,                           ,                     ,                   ,                           ,                        ,                   ,                 ,                       ,                     ,                     ,                             ,                           ,                   ,                   ,                       ,                      ,                     ,                       ,                   ,                            ,                       ,found in SR. Ch 29. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,157, 951,A, 28,X, 2,  60.00,    249.1000,Howe     ,Nannofossils                                 ,VL             ,P                 ,                       ,                          ,                       ,                          ,                  ,                     ,                     ,                                ,R                        ,                       ,                     ,                   ,                      ,                       ,                     ,              ,                     ,                     ,                 ,                  ,                  ,                 ,                           ,                     ,                        ,                    ,                         ,                      ,                      ,                              ,                  ,                      ,                    ,                        ,                 ,                   ,                    ,                  ,                        ,                   ,                           ,                     ,                   ,                           ,                        ,                   ,                 ,                       ,                     ,                     ,                             ,                           ,                   ,                   ,                       ,                      ,                     ,                       ,                   ,                            ,                       ,found in SR. Ch 29. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,157, 951,A, 28,X, 2, 122.00,    249.7200,Howe     ,Nannofossils                                 ,H              ,P-M               ,                       ,R                         ,R                      ,                          ,                  ,                     ,                     ,A                               ,C                        ,C                      ,                     ,R                  ,                      ,                       ,R                    ,S             ,                     ,C                    ,                 ,                  ,R                 ,F                ,                           ,F                    ,R                       ,R                   ,                         ,F                     ,R                     ,                              ,                  ,                      ,                    ,                        ,                 ,                   ,                    ,                  ,                        ,                   ,                           ,                     ,                   ,                           ,                        ,                   ,                 ,                       ,                     ,                     ,                             ,                           ,                   ,                   ,                       ,                      ,                     ,                       ,                   ,                            ,                       ,Rare Cretaceous & Single Paleogene reworking. found in SR. Ch 29. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,157, 951,A, 28,X, 3, 138.00,    251.3800,Howe     ,Nannofossils                                 ,L              ,P-M               ,R                      ,S                         ,                       ,                          ,                  ,                     ,                     ,F                               ,C                        ,F                      ,                     ,R                  ,R                     ,                       ,R                    ,              ,                     ,F                    ,                 ,                  ,F                 ,                 ,                           ,F                    ,R                       ,R                   ,                         ,                      ,R                     ,                              ,                  ,                      ,                    ,                        ,                 ,                   ,                    ,                  ,                        ,                   ,                           ,                     ,                   ,                           ,                        ,                   ,                 ,                       ,                     ,                     ,                             ,                           ,                   ,                   ,                       ,                      ,                     ,                       ,                   ,                            ,                       ,found in SR. Ch 29. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,157, 951,A, 28,X, 4,  91.00,    252.4100,Howe     ,Nannofossils                                 ,H              ,G                 ,C                      ,F                         ,F                      ,R                         ,S                 ,R                    ,F                    ,A                               ,A                        ,C                      ,S                    ,R                  ,F                     ,R                      ,C                    ,S             ,C                    ,C                    ,S                ,R                 ,?R                ,F                ,R                          ,C                    ,F                       ,F                   ,R                        ,F                     ,R                     ,                              ,                  ,                      ,                    ,                        ,                 ,                   ,                    ,                  ,                        ,                   ,                           ,                     ,                   ,                           ,                        ,                   ,                 ,                       ,                     ,                     ,                             ,                           ,                   ,                   ,                       ,                      ,                     ,                       ,                   ,                            ,                       ,Few Cretaceous reworking. found in SR. Ch 29. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
