Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Toweius? sp. 1,Sphenolithus spiniger,Sphenolithus radians,Sphenolithus moriformis,Sphenolithus furcatolithoides,Scapholithus rhombiformis,Reticulofenestra samodurovii,Reticulofenestra dictyoda,Pseudotriquetrorhabdulus inversus,Pontosphaera scissura,Pontosphaera latoculata,Pedinocyclus larvalis,Nannotetrina sp. (small),Markalius sp. 2,Markalius sp. 1,Lophodolithus acutus,Helicosphaera seminulum,Helicosphaera lophota,Helicosphaera heezenii,Ericsonia formosa,Discoaster saipanensis,Discoaster deflandrei,Discoaster barbadiensis,Cyclicargolithus floridanus,Cruciplacolithus spp.,Coccolithus pelagicus,Coccolithus eopelagicus,Chiasmolithus solitus,Chiasmolithus grandis,Chiasmolithus gigas,Chiasmolithus consuetus,Campylosphaera dela,Calcidiscus protoannulus,Calcidiscus kingii,Bramletteius serraculoides,Braarudosphaera bigelowii,Pontosphaera formosa,Pemma basquensis,Markalius inversus,Lophodolithus mochlophorus,Lanternithus minutus,Holococcolith type A,Ericsonia pacifica,Discoaster germanicus,Discoaster distinctus,Cyclolithella kalianata,Cruciplacolithus vanheckae,Cruciplacolithus staurion,Coccolithus sp.1,Chiasmolithus titus,Transversopontis pax,Pontosphaera pectinata,Nannotetrina alata,Discoaster nodifer,Cruciplacolithus cruciformis,Sphenolithus pseudoradians,Pontosphaera segmenta,Pontosphaera ocellata,Micrantholithus altus,Chiasmolithus expansus,Nannotetrina austriacus,Chiasmolithus medius,Discoaster bifax,Nannotetrina spinosus,Transversopontis fimbriatus,Reticulofenestra umbilica,Pemma papillatum,Cribrocentrum reticulatum,Helicosphaera compacta,Discoaster tanii,Micrantholithus procerus,Triquetrorhabdulus rugosus/rioensis,Sphenolith (unspecified taxon or taxa),Scyphosphaera spp.,Reticulofenestrid taxa,Helicosphaera carteri,Geminilithella rotula,Discoaster variabilis,Discoaster triradiatus,Discoaster surculus,Discoaster sp. 2,Discoaster sp. 1,Discoaster quinqueramus/berggrenii,Discoaster pentaradiatus,Discoaster brouweri,Dictyococcites spp.,Coccolithus radiatus,Calcidiscus macintyrei,Calcidiscus leptoporus,Amaurolithus primus,Amaurolithus delicatus,Thoracosphaera spp.,Reticulofenestra pseudoumbilicus,Pontosphaera spp.,Amaurolithus amplificus,Discoaster asymmetricus,Discoaster neohamatus,Discoaster intercalaris,Ceratolithus acutus,Ceratolithus armatus,Ceratolithus rugosus,Discoaster tristellifer,Amaurolithus tricorniculatus,Discoaster decorus,Syracosphaera spp.,Pseudoemiliania lacunosa,Helicosphaera sellii,Discoaster tamalis,Rhabdosphaera spp.,Umbilicosphaera spp.,Gephyrocapsa (small),Ceratolithus cristatus,Gephyrocapsa sp. 3,Gephyrocapsa oceanica s.l.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A, 11,R, 2,  40.00,     90.3000,Okada    ,Nannofossils                                 ,A              ,P                 ,5.0%                   ,1.0%          ,3.0%                 ,F                   ,5.0%                   ,1.0%                         ,R                        ,1.0%                        ,F                        ,2.0%                             ,R                    ,                       ,F                    ,R                       ,R              ,1.0%           ,                    ,R                      ,F                    ,F                     ,3.0%             ,F                     ,                     ,8.0%                   ,51.0%                      ,R                    ,6.0%                 ,F                      ,F                    ,F                    ,                   ,R                      ,1.0%               ,R                       ,R                 ,2.0%                      ,                         ,                    ,                ,F                 ,                          ,R                   ,1.0%                ,                  ,                     ,                     ,                       ,R                         ,F                        ,F               ,F                  ,                    ,                      ,                  ,                  ,                            ,R                         ,                     ,                     ,                     ,                      ,                       ,                    ,F               ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A, 11,R, 3,  40.00,     91.8000,Okada    ,Nannofossils                                 ,A              ,M                 ,5.0%                   ,2.0%          ,1.0%                 ,F                   ,2.0%                   ,1.0%                         ,                         ,7.0%                        ,F                        ,2.0%                             ,                     ,                       ,R                    ,R                       ,1.0%           ,F              ,                    ,R                      ,F                    ,1.0%                  ,3.0%             ,F                     ,F                    ,7.0%                   ,50.0%                      ,F                    ,3.0%                 ,F                      ,F                    ,F                    ,                   ,R                      ,1.0%               ,F                       ,R                 ,3.0%                      ,                         ,                    ,                ,F                 ,                          ,F                   ,1.0%                ,                  ,                     ,                     ,                       ,R                         ,F                        ,F               ,1.0%               ,                    ,                      ,R                 ,                  ,                            ,F                         ,R                    ,                     ,R                    ,                      ,R                      ,R                   ,F               ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A, 12,R, 1,  40.00,     98.5000,Okada    ,Nannofossils                                 ,A              ,M                 ,4.0%                   ,F             ,4.0%                 ,F                   ,6.0%                   ,1.0%                         ,                         ,8.0%                        ,F                        ,1.0%                             ,R                    ,                       ,F                    ,R                       ,2.0%           ,1.0%           ,                    ,R                      ,F                    ,1.0%                  ,F                ,R                     ,F                    ,9.0%                   ,46.0%                      ,F                    ,5.0%                 ,1.0%                   ,F                    ,1.0%                 ,                   ,                       ,F                  ,F                       ,F                 ,2.0%                      ,R                        ,                    ,                ,1.0%              ,                          ,R                   ,F                   ,                  ,                     ,                     ,F                      ,R                         ,                         ,F               ,1.0%               ,                    ,                      ,F                 ,R                 ,                            ,                          ,                     ,                     ,                     ,                      ,                       ,F                   ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A, 12,R, 2,  40.00,    100.0000,Okada    ,Nannofossils                                 ,A              ,P                 ,2.0%                   ,3.0%          ,5.0%                 ,F                   ,3.0%                   ,4.0%                         ,                         ,2.0%                        ,F                        ,F                                ,R                    ,                       ,F                    ,                        ,F              ,2.0%           ,R                   ,F                      ,F                    ,F                     ,3.0%             ,1.0%                  ,                     ,12.0%                  ,44.0%                      ,1.0%                 ,4.0%                 ,F                      ,1.0%                 ,F                    ,                   ,                       ,2.0%               ,1.0%                    ,F                 ,1.0%                      ,R                        ,R                   ,                ,F                 ,                          ,F                   ,F                   ,                  ,                     ,                     ,                       ,R                         ,R                        ,F               ,1.0%               ,                    ,                      ,F                 ,                  ,                            ,R                         ,R                    ,                     ,R                    ,                      ,R                      ,                    ,R               ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A, 13,R, 2, 143.00,    110.5800,Okada    ,Nannofossils                                 ,A              ,M                 ,1.0%                   ,F             ,3.0%                 ,F                   ,2.0%                   ,6.0%                         ,                         ,9.0%                        ,2.0%                     ,F                                ,                     ,                       ,R                    ,                        ,F              ,F              ,                    ,F                      ,F                    ,F                     ,2.0%             ,1.0%                  ,                     ,7.0%                   ,47.0%                      ,R                    ,6.0%                 ,2.0%                   ,F                    ,F                    ,                   ,                       ,F                  ,F                       ,                  ,2.0%                      ,                         ,                    ,                ,F                 ,                          ,F                   ,F                   ,                  ,                     ,                     ,                       ,R                         ,R                        ,F               ,F                  ,                    ,                      ,                  ,R                 ,                            ,R                         ,                     ,                     ,                     ,                      ,                       ,                    ,                ,                     ,R                          ,R                        ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A, 15,R, 5, 130.00,    133.7300,Okada    ,Nannofossils                                 ,C              ,M                 ,1.0%                   ,3.0%          ,4.0%                 ,F                   ,9.0%                   ,2.0%                         ,                         ,F                           ,F                        ,F                                ,R                    ,                       ,F                    ,R                       ,F              ,1.0%           ,F                   ,F                      ,1.0%                 ,F                     ,1.0%             ,                      ,                     ,4.0%                   ,59.0%                      ,                     ,4.0%                 ,F                      ,F                    ,F                    ,                   ,                       ,1.0%               ,F                       ,F                 ,1.0%                      ,                         ,R                   ,                ,F                 ,                          ,F                   ,                    ,                  ,R                    ,                     ,                       ,F                         ,F                        ,F               ,F                  ,                    ,R                     ,                  ,                  ,R                           ,                          ,                     ,                     ,                     ,                      ,                       ,                    ,R               ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,slight reworking.from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A, 15,R, 6, 119.00,    135.0800,Okada    ,Nannofossils                                 ,A              ,M                 ,2.0%                   ,F             ,2.0%                 ,F                   ,9.0%                   ,2.0%                         ,                         ,4.0%                        ,F                        ,2.0%                             ,R                    ,                       ,F                    ,F                       ,1.0%           ,1.0%           ,                    ,1.0%                   ,F                    ,F                     ,5.0%             ,F                     ,R                    ,8.0%                   ,38.0%                      ,R                    ,8.0%                 ,F                      ,F                    ,1.0%                 ,                   ,                       ,F                  ,F                       ,                  ,1.0%                      ,R                        ,                    ,                ,F                 ,                          ,                    ,                    ,                  ,                     ,R                    ,                       ,R                         ,F                        ,F               ,1.0%               ,                    ,R                     ,                  ,                  ,                            ,                          ,R                    ,                     ,                     ,                      ,F                      ,R                   ,R               ,R                    ,R                          ,                         ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,slight reworking.from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A, 16,R, 1,  17.00,    136.3700,Okada    ,Nannofossils                                 ,A              ,M                 ,2.0%                   ,F             ,1.0%                 ,F                   ,3.0%                   ,6.0%                         ,                         ,3.0%                        ,F                        ,2.0%                             ,F                    ,                       ,F                    ,F                       ,1.0%           ,F              ,R                   ,F                      ,F                    ,F                     ,3.0%             ,F                     ,F                    ,13.0%                  ,40.0%                      ,                     ,12.0%                ,F                      ,F                    ,1.0%                 ,                   ,                       ,2.0%               ,F                       ,F                 ,2.0%                      ,                         ,                    ,R               ,F                 ,                          ,                    ,F                   ,                  ,                     ,                     ,R                      ,F                         ,F                        ,F               ,F                  ,                    ,                      ,R                 ,                  ,                            ,                          ,R                    ,                     ,                     ,                      ,R                      ,                    ,R               ,R                    ,                           ,                         ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A, 16,R, 2,  40.00,    137.8900,Okada    ,Nannofossils                                 ,A              ,M                 ,4.0%                   ,F             ,2.0%                 ,F                   ,6.0%                   ,3.0%                         ,                         ,6.0%                        ,F                        ,F                                ,R                    ,                       ,R                    ,F                       ,1.0%           ,F              ,                    ,F                      ,F                    ,F                     ,3.0%             ,F                     ,F                    ,13.0%                  ,41.0%                      ,                     ,7.0%                 ,R                      ,R                    ,F                    ,                   ,                       ,1.0%               ,F                       ,1.0%              ,1.0%                      ,R                        ,                    ,                ,F                 ,                          ,R                   ,F                   ,                  ,R                    ,R                    ,F                      ,R                         ,F                        ,F               ,1.0%               ,                    ,                      ,R                 ,                  ,                            ,                          ,R                    ,                     ,                     ,                      ,R                      ,R                   ,F               ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A, 16,R, 3,   9.00,    139.0900,Okada    ,Nannofossils                                 ,A              ,M                 ,1.0%                   ,1.0%          ,F                    ,                    ,2.0%                   ,1.0%                         ,                         ,6.0%                        ,2.0%                     ,1.0%                             ,R                    ,                       ,R                    ,F                       ,F              ,F              ,                    ,F                      ,F                    ,F                     ,8.0%             ,                      ,                     ,15.0%                  ,45.0%                      ,                     ,8.0%                 ,R                      ,                     ,R                    ,                   ,                       ,F                  ,F                       ,F                 ,1.0%                      ,R                        ,R                   ,                ,F                 ,                          ,                    ,F                   ,                  ,R                    ,                     ,F                      ,F                         ,F                        ,F               ,F                  ,                    ,R                     ,F                 ,                  ,                            ,                          ,                     ,                     ,R                    ,                      ,R                      ,                    ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A, 16,R, 4,  23.00,    140.6300,Okada    ,Nannofossils                                 ,A              ,M                 ,F                      ,1.0%          ,5.0%                 ,                    ,4.0%                   ,5.0%                         ,                         ,6.0%                        ,6.0%                     ,2.0%                             ,                     ,                       ,F                    ,F                       ,F              ,2.0%           ,                    ,F                      ,F                    ,F                     ,4.0%             ,                      ,                     ,12.0%                  ,40.0%                      ,F                    ,5.0%                 ,F                      ,                     ,F                    ,                   ,                       ,1.0%               ,F                       ,R                 ,1.0%                      ,                         ,R                   ,                ,F                 ,                          ,                    ,F                   ,                  ,                     ,                     ,F                      ,F                         ,F                        ,F               ,1.0%               ,                    ,                      ,                  ,                  ,                            ,                          ,                     ,                     ,                     ,                      ,R                      ,                    ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A, 16,R, 5,  24.00,    142.1200,Okada    ,Nannofossils                                 ,A              ,M                 ,1.0%                   ,1.0%          ,1.0%                 ,F                   ,4.0%                   ,3.0%                         ,                         ,2.0%                        ,2.0%                     ,2.0%                             ,R                    ,                       ,1.0%                 ,F                       ,1.0%           ,F              ,                    ,F                      ,F                    ,F                     ,1.0%             ,                      ,R                    ,5.0%                   ,61.0%                      ,F                    ,4.0%                 ,F                      ,                     ,R                    ,                   ,                       ,1.0%               ,F                       ,R                 ,1.0%                      ,F                        ,R                   ,                ,F                 ,                          ,                    ,F                   ,                  ,R                    ,                     ,F                      ,F                         ,F                        ,F               ,F                  ,                    ,                      ,                  ,                  ,                            ,                          ,                     ,                     ,                     ,                      ,R                      ,                    ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A, 16,R,CC,  15.00,    142.7600,Okada    ,Nannofossils                                 ,A              ,M                 ,F                      ,F             ,1.0%                 ,R                   ,1.0%                   ,6.0%                         ,                         ,1.0%                        ,F                        ,2.0%                             ,                     ,                       ,F                    ,F                       ,F              ,1.0%           ,                    ,F                      ,F                    ,F                     ,2.0%             ,                      ,F                    ,8.0%                   ,59.0%                      ,F                    ,6.0%                 ,F                      ,                     ,F                    ,                   ,                       ,F                  ,R                       ,R                 ,3.0%                      ,F                        ,R                   ,                ,F                 ,                          ,R                   ,F                   ,                  ,R                    ,                     ,R                      ,R                         ,F                        ,F               ,F                  ,                    ,                      ,                  ,                  ,                            ,                          ,                     ,R                    ,                     ,                      ,R                      ,R                   ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 713,A, 17,R, 1,   2.00,    145.7200,Okada    ,Nannofossils                                 ,A              ,M                 ,F                      ,F             ,3.0%                 ,R                   ,6.0%                   ,1.0%                         ,                         ,2.0%                        ,1.0%                     ,1.0%                             ,                     ,                       ,F                    ,F                       ,F              ,F              ,F                   ,F                      ,F                    ,1.0%                  ,1.0%             ,                      ,F                    ,2.0%                   ,60.0%                      ,F                    ,5.0%                 ,F                      ,R                    ,F                    ,                   ,                       ,1.0%               ,2.0%                    ,F                 ,2.0%                      ,1.0%                     ,R                   ,                ,F                 ,                          ,                    ,R                   ,                  ,                     ,                     ,R                      ,1.0%                      ,F                        ,F               ,F                  ,                    ,                      ,                  ,                  ,R                           ,R                         ,                     ,R                    ,                     ,                      ,                       ,                    ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13b             ,              ,115, 713,A, 17,R, 2,  51.00,    147.7100,Okada    ,Nannofossils                                 ,A              ,M                 ,1.0%                   ,1.0%          ,2.0%                 ,F                   ,3.0%                   ,F                            ,                         ,2.0%                        ,1.0%                     ,1.0%                             ,                     ,                       ,F                    ,F                       ,F              ,1.0%           ,                    ,F                      ,F                    ,F                     ,5.0%             ,                      ,F                    ,6.0%                   ,56.0%                      ,1.0%                 ,3.0%                 ,F                      ,                     ,F                    ,R                  ,                       ,4.0%               ,1.0%                    ,1.0%              ,2.0%                      ,F                        ,                    ,                ,F                 ,R                         ,                    ,F                   ,                  ,                     ,                     ,F                      ,F                         ,F                        ,F               ,R                  ,                    ,                      ,R                 ,R                 ,                            ,R                         ,R                    ,R                    ,R                    ,R                     ,                       ,                    ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
