Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus abies	Discoaster prepentaradiatus	Discoaster brouweri	Calcidiscus leptoporus	Discoaster pentaradiatus	Reticulofenestra minuta	Discoaster variabilis	Reticulofenestra pseudoumbilica	Discoaster subsurculus	Discoaster pseudovariabilis	Discoaster pansus	Discoaster bollii	Discoaster asymmetricus	Coccolithus pelagicus	Catinaster coalitus	Catinaster calyculus	Calcidiscus tropicus	Thoracosphaera spp.	Discoaster hamatus	Reticulofenestra minutula	Helicosphaera carteri	Dictyococcites productellus	Triquetrorhabdulus rugosus	Sphenolithus compactus	Lithostromation perdurum	Discoaster neohamatus	Discoaster calcaris	Discoaster intercalaris	Sphenolithus moriformis	Discolithina multipora	Discolithina discopora	Discoaster moorei	Discoaster challengeri	Discoaster triradiatus	Umbilicosphaera sibogae	Sphenolithus verensis	Sphenolithus grandis	Rhabdosphaera clavigera	Hayaster perplexus	Discoaster quinqueramus	Discoaster neorectus	Discoaster tamalis	Discoaster berggrenii	Discoaster signus	Discoaster surculus	Discoaster blackstockae	Syracosphaera pulchra	Cyclicargolithus floridanus	Scyphosphaera pulcherrima	Pseudoemiliania lacunosa	Oolithotus antillarum	Helicosphaera wallichii	Gephyrocapsa spp. (small)	Discolithina japonica	Ceratolithus cristatus	Helicosphaera sellii	Discolithina syracusana	Cyclolithella annula	Scapholithus fossilis	Discoaster quadramus	Discoaster deflandrei	Dictyococcites bisectus	Gephyrocapsa margerelii	Syracosphaera lamina	Cricosphaera quadrilaminata	Holodiscolithus macroporus	Gephyrocapsa caribbeanica	Discosphaera tubifera	Ceratolithus rugosus	Gephyrocapsa oceanica s.l.	Gephyrocapsa oceanica (>6 microns)	Scyphosphaera spp.	Umbellosphaera irregularis	Helicosphaera neogranulata	Discolithina globulosa	Syracosphaera nodosa	Helicosphaera inversa	Ceratolithus telesmus	Emiliania huxleyi	Comment

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	  8	H	 1	  30.00	     62.7000	Shyu     	Nannofossils                                 	               	                  	VR                	                           	                   	F                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	VR                   	                   	                    	                    	F                  	                  	                         	F                    	C                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	R                    	                           	                         	R                       	R                    	VR                     	C                        	VR                   	VR                    	                    	                       	VR                  	F                    	                    	                     	                       	R                      	VR                  	                           	                          	                         	R                    	                    	A                         	VR                                	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	  8	H	 3	  30.00	     65.7000	Shyu     	Nannofossils                                 	               	                  	VR                	                           	VR                 	F                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	                   	                  	                         	F                    	C                          	                          	                      	                        	                     	                   	                       	                       	                      	R                     	                 	                      	                      	F                      	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	F                    	                           	                         	R                       	F                    	VR                     	C                        	VR                   	VR                    	                    	VR                     	VR                  	F                    	                    	                     	                       	                       	R                   	                           	                          	                         	                     	                    	A                         	                                  	                  	                          	VR                        	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	  8	H	 5	  30.00	     68.7000	Shyu     	Nannofossils                                 	               	                  	R                 	                           	VR                 	F                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	F                  	                  	                         	F                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	F                     	                 	                      	                      	C                      	                     	                    	R                      	                  	VR                     	                    	                  	                     	                 	                   	                       	F                    	                           	                         	C                       	R                    	R                      	C                        	R                    	                      	                    	                       	                    	F                    	                    	                     	                       	R                      	VR                  	                           	VR                        	                         	                     	                    	C                         	                                  	VR                	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	  8	H	CC	  22.00	     72.3500	Shyu     	Nannofossils                                 	               	                  	VR                	                           	                   	F                     	                        	R                      	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	F                  	                  	                         	F                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	R                     	                 	                      	                      	F                      	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	R                    	                           	                         	F                       	R                    	                       	C                        	R                    	                      	                    	                       	                    	R                    	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	A                         	VR                                	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	  9	H	 1	  30.00	     72.2000	Shyu     	Nannofossils                                 	               	                  	                  	                           	                   	F                     	                        	R                      	                     	                               	                      	                           	                 	                 	                       	VR                   	                   	                    	                    	R                  	                  	                         	F                    	R                          	                          	                      	                        	                     	                   	                       	                       	                      	R                     	                 	                      	                      	F                      	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	F                    	                           	                         	F                       	R                    	R                      	C                        	R                    	VR                    	                    	                       	                    	R                    	                    	                     	                       	                       	VR                  	                           	                          	                         	VR                   	                    	A                         	                                  	VR                	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	  9	H	 3	  30.00	     75.2000	Shyu     	Nannofossils                                 	               	                  	VR                	                           	                   	F                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	R                  	                  	                         	F                    	C                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	F                      	                     	                    	                       	                  	VR                     	                    	                  	                     	                 	                   	                       	F                    	                           	VR                       	F                       	                     	R                      	C                        	VR                   	R                     	                    	                       	                    	VR                   	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	C                         	                                  	VR                	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	  9	H	 5	  30.00	     78.2000	Shyu     	Nannofossils                                 	               	                  	VR                	                           	                   	F                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	                   	                  	                         	F                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	R                     	                 	                      	                      	R                      	                     	                    	VR                     	                  	                       	                    	                  	                     	                 	                   	                       	R                    	                           	VR                       	C                       	R                    	R                      	C                        	VR                   	                      	                    	                       	                    	R                    	                    	                     	                       	R                      	                    	                           	                          	                         	                     	                    	A                         	VR                                	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	  9	H	 5	 135.00	     79.2500	Shyu     	Nannofossils                                 	               	                  	                  	                           	                   	F                     	VR                      	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	R                  	                  	                         	F                    	C                          	                          	                      	                        	                     	                   	                       	                       	                      	R                     	                 	                      	                      	F                      	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	F                    	                           	                         	F                       	VR                   	R                      	C                        	R                    	VR                    	                    	                       	                    	R                    	                    	                     	                       	R                      	                    	                           	                          	                         	VR                   	                    	A                         	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	  9	H	 5	 139.00	     79.2900	Shyu     	Nannofossils                                 	               	                  	                  	                           	                   	F                     	                        	                       	VR                   	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	                   	                  	                         	F                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	F                      	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	VR                   	                           	                         	F                       	                     	                       	C                        	VR                   	VR                    	                    	                       	                    	                     	                    	                     	                       	R                      	                    	                           	                          	                         	                     	                    	A                         	VR                                	                  	                          	VR                        	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	  9	H	 6	  30.00	     79.7000	Shyu     	Nannofossils                                 	               	                  	                  	                           	                   	C                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	R                  	                  	                         	F                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	R                      	                     	                    	VR                     	                  	                       	                    	                  	                     	                 	                   	                       	F                    	                           	                         	                        	                     	                       	C                        	VR                   	                      	                    	                       	                    	VR                   	                    	                     	                       	F                      	                    	                           	                          	                         	                     	                    	A                         	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	  9	H	CC	  23.00	     81.8200	Shyu     	Nannofossils                                 	               	                  	                  	                           	                   	F                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	F                  	                  	                         	F                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	F                      	                     	                    	VR                     	                  	                       	                    	                  	                     	                 	                   	                       	F                    	                           	R                        	F                       	VR                   	                       	C                        	R                    	VR                    	                    	                       	                    	                     	                    	                     	                       	R                      	                    	                           	                          	                         	                     	                    	A                         	VR                                	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	 10	H	 1	  30.00	     81.7000	Shyu     	Nannofossils                                 	               	                  	VR                	                           	                   	F                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	R                  	                  	                         	F                    	F                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	F                      	                     	                    	VR                     	                  	                       	                    	                  	                     	                 	                   	                       	F                    	VR                         	VR                       	F                       	                     	VR                     	C                        	VR                   	VR                    	                    	                       	                    	VR                   	                    	                     	                       	R                      	                    	                           	                          	                         	                     	                    	A                         	                                  	                  	                          	VR                        	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	 10	H	 1	  80.00	     82.2000	Shyu     	Nannofossils                                 	               	                  	                  	                           	VR                 	F                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	R                  	                  	                         	F                    	                           	                          	                      	                        	                     	                   	                       	                       	                      	VR                    	                 	                      	                      	R                      	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	R                    	                           	                         	F                       	                     	                       	AA                       	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	 10	H	 2	  30.00	     83.2000	Shyu     	Nannofossils                                 	               	                  	                  	                           	                   	F                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	R                  	                  	                         	F                    	C                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	F                      	                     	                    	VR                     	                  	                       	                    	                  	                     	                 	                   	                       	F                    	                           	                         	C                       	R                    	VR                     	A                        	R                    	                      	                    	                       	                    	R                    	                    	                     	                       	R                      	                    	                           	                          	                         	                     	                    	VR                        	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	 10	H	 2	  80.00	     83.7000	Shyu     	Nannofossils                                 	               	                  	                  	                           	                   	C                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	                   	                  	                         	F                    	C                          	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	F                      	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	F                    	                           	                         	C                       	VR                   	VR                     	AA                       	                     	                      	                    	                       	                    	R                    	                    	                     	                       	VR                     	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	 10	H	 3	  30.00	     84.7000	Shyu     	Nannofossils                                 	               	                  	VR                	                           	                   	F                     	VR                      	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	R                  	                  	                         	F                    	C                          	                          	                      	                        	                     	                   	                       	                       	                      	F                     	                 	                      	                      	F                      	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	F                    	                           	VR                       	A                       	R                    	R                      	AA                       	VR                   	VR                    	                    	                       	                    	R                    	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	VR                                	VR                	                          	VR                        	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	 10	H	 3	  80.00	     85.2000	Shyu     	Nannofossils                                 	               	                  	                  	                           	                   	C                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	                   	                  	                         	F                    	C                          	                          	                      	                        	                     	                   	                       	                       	                      	R                     	                 	                      	                      	F                      	                     	                    	VR                     	                  	                       	                    	                  	                     	                 	                   	                       	F                    	                           	                         	C                       	R                    	R                      	A                        	                     	R                     	                    	                       	                    	VR                   	                    	                     	                       	R                      	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	 10	H	 4	  30.00	     86.2000	Shyu     	Nannofossils                                 	               	                  	VR                	                           	                   	F                     	                        	                       	                     	VR                             	                      	                           	                 	                 	                       	                     	                   	                    	VR                  	F                  	                  	                         	C                    	A                          	                          	                      	                        	                     	                   	                       	                       	                      	F                     	                 	                      	                      	F                      	                     	                    	R                      	                  	                       	                    	                  	                     	                 	                   	                       	F                    	                           	VR                       	C                       	F                    	                       	AA                       	F                    	VR                    	R                   	                       	                    	R                    	                    	                     	                       	F                      	                    	VR                         	VR                        	                         	VR                   	VR                  	F                         	F                                 	R                 	                          	VR                        	VR                    	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	 10	H	 4	  80.00	     86.7000	Shyu     	Nannofossils                                 	               	                  	VR                	                           	                   	C                     	                        	                       	                     	VR                             	                      	                           	                 	                 	                       	                     	                   	                    	                    	F                  	                  	VR                       	C                    	C                          	                          	                      	                        	                     	                   	                       	                       	                      	R                     	                 	                      	                      	F                      	                     	                    	F                      	                  	                       	                    	                  	                     	                 	                   	                       	F                    	                           	R                        	C                       	R                    	VR                     	A                        	F                    	VR                    	F                   	                       	VR                  	R                    	                    	                     	                       	R                      	                    	                           	                          	                         	VR                   	VR                  	F                         	R                                 	                  	VR                        	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19b             	              	124	 769	B	 10	H	 5	  29.00	     87.6900	Shyu     	Nannofossils                                 	               	                  	VR                	                           	                   	F                     	VR                      	                       	                     	VR                             	                      	                           	                 	                 	                       	                     	                   	                    	                    	F                  	                  	                         	F                    	C                          	                          	                      	                        	                     	                   	                       	                       	                      	F                     	                 	                      	                      	F                      	                     	                    	F                      	                  	                       	                    	                  	                     	                 	VR                 	                       	F                    	                           	VR                       	F                       	R                    	R                      	A                        	F                    	                      	F                   	                       	                    	R                    	                    	                     	                       	F                      	VR                  	VR                         	R                         	R                        	R                    	                    	C                         	R                                 	VR                	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19a             	              	124	 769	B	 10	H	 5	  80.00	     88.2000	Shyu     	Nannofossils                                 	               	                  	                  	                           	                   	F                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	F                   	R                  	                  	                         	C                    	C                          	                          	                      	                        	                     	                   	                       	                       	                      	R                     	                 	                      	                      	F                      	                     	                    	F                      	                  	                       	                    	                  	                     	                 	                   	                       	C                    	                           	VR                       	C                       	F                    	VR                     	A                        	F                    	VR                    	F                   	                       	                    	R                    	                    	                     	                       	F                      	                    	                           	VR                        	                         	R                    	R                   	R                         	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Pleistocene      	                 	NN19a             	              	124	 769	B	 10	H	 6	  30.00	     89.2000	Shyu     	Nannofossils                                 	               	                  	                  	                           	                   	F                     	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	R                   	F                  	                  	                         	F                    	                           	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	F                      	                     	                    	F                      	                  	                       	                    	                  	                     	                 	                   	                       	F                    	                           	                         	C                       	F                    	R                      	A                        	                     	                      	R                   	                       	                    	R                    	                    	                     	                       	F                      	VR                  	                           	VR                        	R                        	R                    	VR                  	F                         	VR                                	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket
