Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Wetzeliella spp.,Tectatodinium spp.,Systematophora spp.,Spiniferites spp.,Spiniferites pseudofurcatus,Spinidinium spp.,Senegalinium spp.,Samlandia chlamydophora,Phthanoperidinium filigranum,Phthanoperidinium distinctum,Paralecaniella indentata,Palaeocystodinium golzowense,Operculodinium centrocarpum,Impagidinium velorum,Impagidinium spp.,Heteraulacacysta ?leptalea,Fromea fragilis,Diphyes colligerum,Dinoflagellate cysts indet.,Dinoflagellate species 6,Dinoflagellate species 3,Deflandrea phosphoritica,Deflandrea oebisfeldensis,Deflandrea granulata,Dapsilidinium pseudocolligerum,Damassadinium abbreviatum,Cribroperidinium giuseppei,Chatangiella spp.,Cerodinium striatum,Cerebrocysta bartonensis,Batiacasphaera micropapillata s.l.,Areoligera spp.,Achomosphaera alcicornu,Wetzeliella gochtii,Wetzeliella articulata,Phthanoperidinium geminatum,Phthanoperidinium echinatum,Nematosphaeropsis sp.1,Kallosphaeridium? sp.1,Hystrichostrogylon membraniphorum,Heteraulacacysta porosa,Fibrocysta axialis,Elytrocysta sp.1,Dinopterygium cladoides,Diconodinium sp.1,Dapsilidinium? sp.1,Corrudinium incompositum,Cordosphaeridium funiculatum,Batiacasphaera compta,Achomosphaera spp.,Thalassiphora pelagica,Thalassiphora delicata,Tectatodinium sp.1,Svalbardella cooksoniae,Surculosphaeridium ?longifurcatum,Spiniferites cornutus,Rottnestia borussica,Paucilobimorpha triradiata,Nematosphaeropsis sp.2,Nematosphaeropsis lemniscata,Litosphaeridium spp.,Lentinia sp.1,Glaphyrocysta divaricata,Enneadocysta multicornuta,Enneadocysta arcuata,Diphyes ficusoides,Dinoflagellate species 7,Dinoflagellate species 2,Batiacasphaera spp.,Areosphaeridium michoudii,Areosphaeridium diktyoplokus,Achomosphaera ramulifera,Achilleodinium biformoides,Tectatodinium grande,Phthanoperidinium powellii,Phthanoperidinium multispinum,Phthanoperidinium comatum,Phthanoperidinium alectrolophum,Phelodinium spp.,Odontochitina sp.,Lophocysta sp.1,Lentinia serrata,Impagidinium cf. I. velorum,Hystrichokolpoma cinctum,Homotryblium tenuispinosum,Heteraulacacysta sp.1,Glaphyrocysta semitecta,Glaphyrocysta ordinata,Eatonicysta ursulae,Distatodinium ellipticum,Cribroperidinium sp.2,Cordosphaeridium minimum,Batiacasphaera hirsuta,Batiacasphaera baculata,Araneosphaera araneosa,Tanyosphaeridium sp.1,Pentadinium laticinctum laticinctum,Paucisphaeridium inversibuccinum,Melitasphaeridium pseudorecurvatum,Lingulodinium machaerophorum,Deflandrea sp.2,Cordosphaeridium spp.,Thalassiphora sp.1,Pterodinium sp.1,Palaeotetradinium sp.1,Palaeocystodinium sp.1,Operculodinium sp.1,Operculodinium divergens,Membranophoridium sp.,Impagidinium cf. I. aculeatum,Hystrichokolpoma spp.,Hystrichokolpoma rigaudiae,Horologinella sp.1,Histiocysta sp.1,Eocladopyxis peniculata,Caligodinium amiculum,Alterbidinium spp.,Svalbardella cf. S. cooksoniae,Palambages morulosa,Micrhystridium sp.1,Distatodinium paradoxum,Distatodinium craterum,Dinoflagellate species 4,Selenopemphix spp.,Selenopemphix nephroides,Palaeohystrichophora infusoriodes,Palaeocystodinium bulliformum,Lejeunecysta spp.,Homotryblium spp.,Glaphyrocysta ?reticulosa,Enneadocysta fenestrata,Dinoflagellate species 1,Cyclopsiella elliptica,Cribroperidinium tenuitabulatum,Canningia? sp.1,Thalassiphora sp.2,Cordosphaeridium cantharellus,Bourkidinium sp.,Rhombodella paucispina,Pterospermella spp.,Deflandrea sp.1,Cribroperidinium sp.1,Cordosphaeridium cf. C. robustum,Comasphaeridium? sp.1,Phthanoperidinium resistente,Phthanoperidinium cf. P. levimurum,Phthanoperidinium cf. P. ?eocenicum,Isabelidinium cf. I. cooksoniae,Conneximura fimbriata,Pentadinium laticinctum granulatum,Glaphyrocysta cf. *,Dinoflagellate species 5,Charlesdowniea spp.,Phthanoperidinium amoenum,Deflandrea sp.3,Dracodinium spp.,Alisocysta margarita,Canningia? sp.2,Reticulatosphaera actinocoronata,Pseudoceratium sp.1,Chiropteridium lobospinosum,Chiropteridium galea,Apectodinium sp.1,Polysphaeridium spp.,Operculodinium piaseckii,Nematosphaeropsis rigida,Melitasphaeridium choanophorum,Operculodinium janduchenei,Invertocysta spp.,Filisphaera filifera,Dapsilidinium spp.,Barssidinium spp.,Amiculosphaera umbracula,Impagidinium aculeatum,Comment
  SR,Late Eocene      ,                 ,                  ,              ,151, 913,B, 25,R, 2, 110.00,    474.2000,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,M                 ,                ,                  ,1                  ,10               ,                           ,                ,+                ,                       ,                            ,                            ,                        ,6                           ,2                          ,5                   ,1                ,                          ,               ,                  ,18                         ,                        ,3                       ,34                      ,                         ,42                  ,+                             ,                         ,+                         ,                 ,                   ,1                       ,                                  ,               ,                       ,                   ,                      ,                           ,1                          ,                      ,                      ,                                 ,+                      ,                  ,16              ,5                      ,                 ,                   ,                        ,                            ,                     ,                  ,                      ,                      ,                  ,                       ,+                                ,                     ,                    ,                          ,                      ,                            ,                    ,14           ,                        ,1                        ,5                   ,                  ,                        ,1                       ,                   ,                         ,1                           ,                        ,                          ,                    ,                          ,                             ,2                        ,                               ,                ,                 ,               ,                ,4                          ,                        ,                          ,                     ,                       ,                      ,                   ,                        ,+                    ,3                       ,2                     ,1                      ,                      ,                     ,                                   ,+                               ,                                  ,                            ,               ,                     ,                  ,                ,                      ,                      ,4                  ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,                 ,                 ,                         ,1                      ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,+                  ,               ,                     ,                                ,                     ,101                         ,                                  ,                                   ,                               ,                     ,                                  ,3                  ,                        ,+                  ,4                        ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,151, 913,B, 25,R, 4,  88.00,    476.9800,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,G                 ,3               ,                  ,6                  ,19               ,+                          ,                ,2                ,+                      ,                            ,                            ,                        ,6                           ,14                         ,3                   ,6                ,                          ,+              ,                  ,14                         ,                        ,1                       ,14                      ,                         ,24                  ,                              ,                         ,1                         ,+                ,                   ,11                      ,20                                ,               ,                       ,                   ,                      ,                           ,                           ,2                     ,5                     ,                                 ,1                      ,                  ,47              ,2                      ,                 ,1                  ,2                       ,2                           ,1                    ,1                 ,3                     ,                      ,3                 ,                       ,                                 ,                     ,                    ,                          ,+                     ,                            ,                    ,3            ,                        ,                         ,1                   ,                  ,                        ,                        ,                   ,+                        ,                            ,1                       ,                          ,2                   ,+                         ,                             ,13                       ,                               ,                ,                 ,               ,                ,1                          ,+                       ,                          ,                     ,                       ,                      ,                   ,1                       ,+                    ,6                       ,                      ,                       ,                      ,2                    ,                                   ,                                ,+                                 ,+                           ,               ,                     ,                  ,                ,                      ,+                     ,                   ,                        ,                     ,                             ,                     ,1                         ,                  ,2               ,                       ,+                    ,1                 ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,                 ,                 ,1                        ,                       ,                        ,1                     ,                               ,               ,                  ,+                            ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,+                    ,                                  ,                   ,                        ,1                  ,47                       ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,151, 913,B, 25,R, 6,  95.00,    480.0500,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,M                 ,                ,3                 ,1                  ,16               ,                           ,                ,4                ,                       ,                            ,                            ,                        ,                            ,17                         ,                    ,3                ,                          ,               ,                  ,16                         ,                        ,1                       ,20                      ,                         ,65                  ,2                             ,                         ,2                         ,3                ,                   ,7                       ,2                                 ,               ,                       ,                   ,                      ,                           ,                           ,1                     ,                      ,                                 ,2                      ,                  ,11              ,3                      ,                 ,                   ,7                       ,2                           ,                     ,                  ,                      ,                      ,1                 ,9                      ,+                                ,1                    ,                    ,+                         ,                      ,                            ,                    ,             ,                        ,                         ,1                   ,                  ,                        ,1                       ,                   ,1                        ,+                           ,                        ,+                         ,                    ,                          ,                             ,                         ,                               ,                ,                 ,               ,                ,1                          ,                        ,                          ,                     ,                       ,                      ,                   ,                        ,1                    ,8                       ,                      ,4                      ,                      ,1                    ,                                   ,                                ,                                  ,                            ,               ,                     ,1                 ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,3               ,                       ,1                    ,                  ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,                 ,                 ,2                        ,+                      ,                        ,                      ,                               ,               ,                  ,1                            ,                ,1                     ,                   ,57             ,                     ,                                ,                     ,5                           ,                                  ,3                                  ,                               ,                     ,                                  ,+                  ,                        ,6                  ,3                        ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,151, 913,B, 26,R, 2, 100.00,    483.6000,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,G                 ,                ,7                 ,+                  ,8                ,                           ,                ,+                ,                       ,                            ,1                           ,                        ,                            ,28                         ,                    ,1                ,                          ,               ,                  ,12                         ,                        ,                        ,2                       ,                         ,4                   ,+                             ,                         ,+                         ,                 ,                   ,                        ,6                                 ,               ,                       ,                   ,                      ,                           ,                           ,                      ,1                     ,                                 ,                       ,                  ,                ,+                      ,                 ,                   ,                        ,                            ,                     ,                  ,                      ,                      ,42                ,                       ,                                 ,+                    ,                    ,                          ,                      ,                            ,                    ,7            ,                        ,                         ,                    ,                  ,                        ,                        ,6                  ,                         ,                            ,                        ,                          ,                    ,                          ,                             ,1                        ,                               ,                ,                 ,               ,                ,10                         ,                        ,                          ,                     ,                       ,                      ,                   ,                        ,+                    ,                        ,                      ,                       ,                      ,                     ,                                   ,                                ,                                  ,                            ,               ,                     ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,                   ,                       ,                      ,4                       ,                  ,                        ,1                                ,                             ,                 ,                 ,+                        ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,+                  ,143                     ,+                  ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,151, 913,B, 26,R, 4, 100.00,    486.6000,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,G                 ,+               ,6                 ,1                  ,121              ,+                          ,                ,2                ,+                      ,                            ,                            ,                        ,                            ,87                         ,                    ,2                ,                          ,               ,                  ,5                          ,                        ,4                       ,1                       ,1                        ,4                   ,1                             ,                         ,+                         ,                 ,                   ,11                      ,                                  ,+              ,+                      ,                   ,                      ,                           ,                           ,2                     ,                      ,                                 ,                       ,                  ,                ,                       ,                 ,+                  ,3                       ,                            ,                     ,                  ,                      ,                      ,                  ,                       ,1                                ,                     ,                    ,                          ,                      ,                            ,                    ,1            ,                        ,+                        ,+                   ,1                 ,                        ,                        ,                   ,+                        ,+                           ,                        ,                          ,                    ,                          ,                             ,                         ,                               ,                ,                 ,               ,                ,33                         ,                        ,1                         ,                     ,                       ,                      ,                   ,                        ,+                    ,                        ,                      ,                       ,                      ,                     ,                                   ,                                ,                                  ,+                           ,               ,                     ,4                 ,                ,                      ,                      ,+                  ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,2                                ,1                            ,                 ,                 ,                         ,                       ,1                       ,                      ,                               ,               ,                  ,1                            ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,1                                 ,1                  ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,151, 913,B, 26,R, 6, 100.00,    489.6000,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,G                 ,                ,2                 ,1                  ,28               ,                           ,                ,+                ,+                      ,                            ,1                           ,                        ,1                           ,22                         ,                    ,                 ,                          ,               ,                  ,7                          ,                        ,3                       ,11                      ,                         ,34                  ,1                             ,                         ,2                         ,                 ,                   ,1                       ,4                                 ,               ,1                      ,?                  ,                      ,                           ,1                          ,+                     ,                      ,                                 ,                       ,                  ,5               ,+                      ,                 ,                   ,5                       ,+                           ,                     ,                  ,                      ,                      ,1                 ,                       ,+                                ,                     ,                    ,                          ,                      ,2                           ,                    ,3            ,                        ,                         ,                    ,                  ,                        ,3                       ,                   ,+                        ,                            ,+                       ,                          ,1                   ,1                         ,                             ,                         ,                               ,                ,1                ,               ,                ,1                          ,                        ,                          ,                     ,                       ,                      ,                   ,+                       ,                     ,+                       ,                      ,2                      ,                      ,                     ,                                   ,1                               ,                                  ,                            ,               ,                     ,18                ,                ,                      ,                      ,                   ,                        ,                     ,                             ,+                    ,                          ,                  ,4               ,1                      ,1                    ,1                 ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,                 ,                 ,                         ,                       ,1                       ,                      ,                               ,               ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,+                           ,3                                 ,12                                 ,+                              ,+                    ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,151, 913,B, 28,R, 1,  35.00,    500.6500,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,M                 ,+               ,7                 ,1                  ,70               ,1                          ,3               ,3                ,                       ,                            ,                            ,1                       ,10                          ,56                         ,                    ,+                ,                          ,               ,                  ,25                         ,                        ,7                       ,5                       ,                         ,2                   ,4                             ,                         ,2                         ,1                ,                   ,1                       ,8                                 ,               ,1                      ,                   ,                      ,                           ,                           ,                      ,2                     ,1                                ,                       ,                  ,                ,3                      ,                 ,1                  ,1                       ,+                           ,+                    ,                  ,+                     ,                      ,1                 ,                       ,4                                ,1                    ,                    ,                          ,                      ,                            ,                    ,1            ,+                       ,1                        ,1                   ,                  ,                        ,2                       ,                   ,1                        ,2                           ,3                       ,+                         ,1                   ,1                         ,                             ,+                        ,                               ,                ,                 ,               ,                ,5                          ,+                       ,+                         ,                     ,4                      ,                      ,                   ,                        ,2                    ,1                       ,3                     ,2                      ,                      ,2                    ,                                   ,1                               ,                                  ,3                           ,               ,1                    ,1                 ,                ,                      ,+                     ,6                  ,                        ,                     ,                             ,1                    ,                          ,                  ,2               ,                       ,                     ,1                 ,                              ,                   ,1                  ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,1                ,                 ,5                        ,                       ,                        ,                      ,1                              ,2              ,                  ,+                            ,                ,1                     ,                   ,2              ,1                    ,+                               ,3                    ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,151, 913,B, 28,R, 4,  35.00,    505.1500,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,C              ,G                 ,1               ,1                 ,1                  ,109              ,1                          ,                ,+                ,                       ,                            ,                            ,1                       ,2                           ,23                         ,2                   ,1                ,                          ,               ,                  ,21                         ,                        ,1                       ,45                      ,                         ,20                  ,1                             ,                         ,3                         ,1                ,                   ,6                       ,2                                 ,               ,+                      ,                   ,                      ,                           ,                           ,1                     ,                      ,                                 ,                       ,                  ,1               ,1                      ,                 ,1                  ,10                      ,                            ,                     ,1                 ,+                     ,                      ,1                 ,                       ,                                 ,                     ,                    ,                          ,                      ,                            ,                    ,1            ,                        ,1                        ,                    ,                  ,                        ,                        ,1                  ,                         ,1                           ,1                       ,1                         ,                    ,                          ,                             ,                         ,                               ,                ,                 ,               ,                ,27                         ,1                       ,                          ,                     ,1                      ,                      ,+                  ,                        ,                     ,+                       ,                      ,1                      ,                      ,                     ,                                   ,                                ,                                  ,                            ,               ,                     ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,1                 ,                              ,                   ,+                  ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,                 ,                 ,1                        ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,1                     ,+                  ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,Late Eocene      ,                  ,              ,151, 913,B, 29,R, 1,  99.00,    510.8900,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,F              ,M                 ,                ,10                ,+                  ,56               ,                           ,1               ,6                ,1                      ,                            ,                            ,                        ,                            ,37                         ,                    ,20               ,1                         ,               ,                  ,25                         ,                        ,+                       ,10                      ,                         ,5                   ,3                             ,                         ,2                         ,                 ,                   ,11                      ,4                                 ,1              ,                       ,                   ,                      ,2                          ,                           ,2                     ,                      ,                                 ,                       ,                  ,                ,10                     ,                 ,5                  ,                        ,                            ,3                    ,                  ,4                     ,1                     ,5                 ,                       ,1                                ,                     ,1                   ,                          ,                      ,                            ,                    ,2            ,                        ,                         ,                    ,                  ,                        ,                        ,2                  ,                         ,1                           ,1                       ,6                         ,                    ,                          ,                             ,4                        ,                               ,                ,1                ,               ,16              ,7                          ,1                       ,3                         ,                     ,                       ,3                     ,                   ,                        ,                     ,2                       ,                      ,                       ,                      ,                     ,                                   ,2                               ,                                  ,5                           ,               ,                     ,+                 ,                ,                      ,                      ,                   ,1                       ,                     ,3                            ,                     ,                          ,                  ,1               ,                       ,                     ,                  ,                              ,                   ,1                  ,                       ,                      ,                        ,                  ,                        ,3                                ,                             ,1                ,                 ,1                        ,1                      ,                        ,                      ,                               ,               ,2                 ,1                            ,1               ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,Late Eocene      ,                  ,              ,151, 913,B, 29,R, 2,  99.00,    512.3900,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,M                 ,+               ,2                 ,5                  ,34               ,+                          ,                ,2                ,                       ,                            ,1                           ,                        ,+                           ,35                         ,                    ,5                ,1                         ,1              ,                  ,25                         ,                        ,14                      ,4                       ,+                        ,6                   ,+                             ,                         ,                          ,1                ,                   ,15                      ,8                                 ,               ,1                      ,?                  ,2                     ,4                          ,                           ,1                     ,                      ,                                 ,+                      ,1                 ,2               ,8                      ,                 ,                   ,8                       ,                            ,                     ,                  ,1                     ,1                     ,+                 ,4                      ,                                 ,1                    ,                    ,                          ,                      ,                            ,                    ,49           ,                        ,3                        ,2                   ,                  ,                        ,                        ,2                  ,                         ,1                           ,                        ,                          ,1                   ,                          ,                             ,                         ,                               ,                ,                 ,               ,                ,4                          ,                        ,+                         ,                     ,                       ,9                     ,                   ,                        ,                     ,3                       ,6                     ,2                      ,                      ,                     ,                                   ,                                ,                                  ,                            ,               ,                     ,                  ,1               ,2                     ,                      ,                   ,                        ,                     ,4                            ,1                    ,1                         ,                  ,4               ,                       ,                     ,                  ,                              ,                   ,2                  ,                       ,                      ,                        ,1                 ,+                       ,                                 ,1                            ,2                ,1                ,1                        ,1                      ,1                       ,1                     ,+                              ,1              ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,Late Eocene      ,                  ,              ,151, 913,B, 29,R, 4, 100.00,    515.4000,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,G                 ,                ,3                 ,35                 ,78               ,                           ,                ,3                ,                       ,                            ,1                           ,                        ,                            ,9                          ,                    ,5                ,                          ,               ,                  ,12                         ,                        ,8                       ,3                       ,+                        ,4                   ,                              ,                         ,+                         ,                 ,                   ,7                       ,9                                 ,1              ,7                      ,                   ,                      ,3                          ,                           ,11                    ,                      ,1                                ,6                      ,                  ,29              ,1                      ,                 ,                   ,+                       ,4                           ,                     ,1                 ,+                     ,                      ,                  ,7                      ,                                 ,3                    ,+                   ,                          ,                      ,+                           ,                    ,             ,+                       ,                         ,2                   ,                  ,                        ,                        ,3                  ,                         ,1                           ,                        ,+                         ,                    ,                          ,                             ,                         ,                               ,                ,                 ,               ,                ,6                          ,                        ,                          ,                     ,                       ,                      ,                   ,                        ,+                    ,                        ,1                     ,2                      ,                      ,                     ,+                                  ,                                ,+                                 ,1                           ,               ,                     ,+                 ,                ,                      ,                      ,2                  ,                        ,                     ,4                            ,1                    ,+                         ,+                 ,21              ,                       ,                     ,1                 ,                              ,                   ,                   ,                       ,                      ,                        ,+                 ,1                       ,1                                ,                             ,                 ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
