Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globorotaloides variabilis,Globorotaloides suteri,Globorotalia peripheroronda,Globorotalia mayeri,Globoquadrina venezuelana,Globoquadrina dehiscens,Globigerinoides quadrilobatus s.l.,Globigerinoides diminutus,Globigerinoides altiaperturus,Globigerinoides ruber s.l.,Dentoglobigerina altispira altispira,Sphaeroidinellopsis disjuncta,Praeorbulina sicana,Globoquadrina baroemoenensis,Globorotalia praescitula,Globorotalia archeomenardii,Praeorbulina glomerosa curva,Globigerinatella insueta,Globorotaloides hexagona,Praeorbulina glomerosa glomerosa,Globigerinoides obliquus s.l.,Globoquadrina praedehiscens,Clavatorella bermudezi,Praeorbulina glomerosa circularis,Sphaeroidinellopsis seminulina,Globigerinella siphonifera,Globorotalia praemenardii,Orbulina suturalis,Globorotalia peripheroacuta,Globorotalia praefohsi,Dentoglobigerina altispira globosa,Sphaeroidinellopsis kochi,Orbulina universa,Globorotalia fohsi fohsi,Globorotalia fohsi lobata,Globorotalia fohsi robusta,Globorotalia scitula,Globorotalia menardii,Globorotalia limbata,Globoturborotalita nepenthes,Neogloboquadrina acostaensis,Globigerinoides conglobatus,Candeina nitida,Globorotalia tumida,Comment
  SR,Middle Miocene   ,                 ,N12               ,              ,138, 844,B, 16,H, 1,  80.00,    138.3000,Vincent  ,Planktonic Foraminifers                      ,A              ,M                 ,                          ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,+                         ,+                                   ,                             ,                   ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,+                            ,                           ,                      ,                                 ,+                             ,                          ,+                        ,+                 ,                           ,                      ,                                  ,                         ,+                ,+                       ,+                        ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N12               ,              ,138, 844,B, 16,H, 2,  80.00,    139.8000,Vincent  ,Planktonic Foraminifers                      ,A              ,M                 ,                          ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,+                         ,+                                   ,                             ,                   ,+                           ,                        ,                           ,                            ,                        ,T                       ,                                ,+                            ,                           ,T                     ,                                 ,+                             ,                          ,+                        ,+                 ,                           ,                      ,T                                 ,                         ,+                ,+                       ,+                        ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N12               ,              ,138, 844,B, 16,H, 3,  80.00,    141.3000,Vincent  ,Planktonic Foraminifers                      ,A              ,M                 ,                          ,                      ,                           ,+                  ,+                        ,                       ,+                                 ,                         ,                             ,+                         ,+                                   ,                             ,                   ,                            ,                        ,                           ,                            ,                        ,+                       ,                                ,                             ,                           ,+                     ,                                 ,T                             ,                          ,+                        ,+                 ,                           ,                      ,                                  ,T                        ,+                ,+                       ,T                        ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N12               ,              ,138, 844,B, 16,H, 4,  80.00,    142.8000,Vincent  ,Planktonic Foraminifers                      ,A              ,M                 ,                          ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,T                         ,+                                   ,T                            ,                   ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,T                            ,                           ,                      ,                                 ,                              ,                          ,+                        ,+                 ,                           ,+                     ,                                  ,                         ,+                ,+                       ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N12               ,              ,138, 844,B, 16,H, 5,  80.00,    144.3000,Vincent  ,Planktonic Foraminifers                      ,C              ,M                 ,                          ,                      ,                           ,+                  ,+                        ,T                      ,+                                 ,                         ,                             ,+                         ,+                                   ,                             ,                   ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,+                             ,                          ,+                        ,T                 ,                           ,+                     ,                                  ,                         ,                 ,+                       ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N12               ,              ,138, 844,B, 16,H,CC,  27.00,    147.3900,Vincent  ,Planktonic Foraminifers                      ,A              ,M/G               ,                          ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,+                         ,+                                   ,+                            ,                   ,+                           ,+                       ,                           ,                            ,                        ,                        ,                                ,+                            ,                           ,                      ,                                 ,                              ,                          ,+                        ,+                 ,                           ,+                     ,+                                 ,                         ,+                ,+                       ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N12               ,              ,138, 844,B, 17,H, 1,  78.00,    147.7800,Vincent  ,Planktonic Foraminifers                      ,C              ,M                 ,                          ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,T                         ,+                                   ,                             ,                   ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,T                            ,                           ,                      ,                                 ,                              ,                          ,+                        ,T                 ,                           ,                      ,T                                 ,                         ,T                ,+                       ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N12               ,              ,138, 844,B, 17,H, 4,  78.00,    152.2800,Vincent  ,Planktonic Foraminifers                      ,C              ,M                 ,                          ,                      ,                           ,+                  ,+                        ,T                      ,+                                 ,                         ,                             ,                          ,+                                   ,                             ,                   ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,+                             ,                          ,+                        ,                  ,                           ,+                     ,T                                 ,                         ,                 ,+                       ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N12               ,              ,138, 844,B, 17,H,CC,  24.00,    157.0400,Vincent  ,Planktonic Foraminifers                      ,A              ,M/G               ,                          ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,+                                   ,+                            ,                   ,+                           ,+                       ,                           ,                            ,                        ,                        ,                                ,+                            ,                           ,                      ,                                 ,                              ,                          ,+                        ,+                 ,                           ,+                     ,+                                 ,                         ,+                ,T                       ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N12               ,              ,138, 844,B, 18,H, 2,  80.00,    158.8000,Vincent  ,Planktonic Foraminifers                      ,C              ,M                 ,                          ,                      ,                           ,+                  ,+                        ,T                      ,+                                 ,                         ,                             ,                          ,+                                   ,T                            ,                   ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,T                            ,                           ,                      ,                                 ,                              ,                          ,+                        ,T                 ,                           ,+                     ,+                                 ,                         ,T                ,+                       ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N11               ,              ,138, 844,B, 18,H, 3,  80.00,    160.3000,Vincent  ,Planktonic Foraminifers                      ,C              ,M                 ,                          ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,+                                   ,+                            ,                   ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,+                            ,                           ,                      ,                                 ,                              ,                          ,+                        ,+                 ,                           ,+                     ,                                  ,+                        ,T                ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N11               ,              ,138, 844,B, 18,H, 4,  80.00,    161.8000,Vincent  ,Planktonic Foraminifers                      ,C              ,P/M               ,                          ,                      ,                           ,+                  ,+                        ,T                      ,+                                 ,                         ,                             ,                          ,+                                   ,+                            ,                   ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,+                            ,                           ,T                     ,                                 ,                              ,                          ,+                        ,+                 ,                           ,T                     ,                                  ,+                        ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N11               ,              ,138, 844,B, 18,H,CC,  19.00,    166.4000,Vincent  ,Planktonic Foraminifers                      ,A              ,M                 ,                          ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,+                                   ,+                            ,                   ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,+                            ,                           ,                      ,                                 ,                              ,                          ,+                        ,+                 ,                           ,+                     ,                                  ,                         ,+                ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N11               ,              ,138, 844,B, 19,H, 1,  80.00,    166.8000,Vincent  ,Planktonic Foraminifers                      ,C              ,M                 ,                          ,                      ,                           ,+                  ,+                        ,T                      ,                                  ,                         ,                             ,                          ,+                                   ,T                            ,                   ,T                           ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,+                        ,+                 ,T                          ,T                     ,T                                 ,T                        ,T                ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N11               ,              ,138, 844,B, 19,H, 2,  80.00,    168.3000,Vincent  ,Planktonic Foraminifers                      ,C              ,M                 ,                          ,T                     ,                           ,+                  ,+                        ,T                      ,                                  ,                         ,                             ,                          ,+                                   ,                             ,                   ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,+                        ,+                 ,T                          ,+                     ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N11               ,              ,138, 844,B, 19,H, 3,  80.00,    169.8000,Vincent  ,Planktonic Foraminifers                      ,A              ,M                 ,                          ,                      ,                           ,                   ,                         ,                       ,                                  ,                         ,                             ,                          ,                                    ,                             ,                   ,                            ,                        ,                           ,                            ,                        ,                        ,                                ,+                            ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N11               ,              ,138, 844,B, 19,H, 4,  80.00,    171.3000,Vincent  ,Planktonic Foraminifers                      ,A              ,M/G               ,                          ,+                     ,                           ,+                  ,+                        ,+                      ,                                  ,                         ,                             ,                          ,+                                   ,+                            ,                   ,+                           ,                        ,                           ,                            ,                        ,T                       ,                                ,T                            ,                           ,                      ,                                 ,                              ,                          ,T                        ,+                 ,T                          ,+                     ,T                                 ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N11               ,              ,138, 844,B, 19,H, 6,  80.00,    174.3000,Vincent  ,Planktonic Foraminifers                      ,A              ,M/G               ,                          ,T                     ,                           ,+                  ,+                        ,+                      ,                                  ,                         ,                             ,                          ,                                    ,+                            ,                   ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,+                        ,+                 ,T                          ,+                     ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N11               ,              ,138, 844,B, 19,H,CC,  13.00,    175.8000,Vincent  ,Planktonic Foraminifers                      ,A              ,M/G               ,                          ,                      ,                           ,+                  ,+                        ,+                      ,                                  ,                         ,                             ,                          ,+                                   ,+                            ,                   ,+                           ,+                       ,+                          ,                            ,                        ,                        ,                                ,+                            ,                           ,                      ,                                 ,                              ,                          ,                         ,+                 ,                           ,                      ,T                                 ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N11               ,              ,138, 844,B, 20,H, 1,  80.00,    176.3000,Vincent  ,Planktonic Foraminifers                      ,A              ,M/G               ,                          ,                      ,                           ,+                  ,+                        ,+                      ,                                  ,                         ,                             ,                          ,+                                   ,+                            ,                   ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,+                            ,                           ,                      ,                                 ,                              ,                          ,                         ,+                 ,                           ,+                     ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N11               ,              ,138, 844,B, 20,H, 2,  80.00,    177.8000,Vincent  ,Planktonic Foraminifers                      ,               ,                  ,                          ,                      ,                           ,+                  ,+                        ,+                      ,                                  ,                         ,                             ,                          ,+                                   ,T                            ,                   ,+                           ,                        ,                           ,                            ,                        ,                        ,                                ,+                            ,                           ,                      ,                                 ,                              ,                          ,                         ,+                 ,T                          ,+                     ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N10               ,              ,138, 844,B, 20,H, 3,  80.00,    179.3000,Vincent  ,Planktonic Foraminifers                      ,A              ,M                 ,                          ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,+                                   ,T                            ,                   ,+                           ,                        ,+                          ,                            ,                        ,                        ,                                ,                             ,                           ,T                     ,                                 ,                              ,                          ,                         ,+                 ,T                          ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N10               ,              ,138, 844,B, 20,H, 5,  80.00,    182.3000,Vincent  ,Planktonic Foraminifers                      ,F              ,P                 ,T                         ,                      ,T                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,T                                   ,                             ,                   ,T                           ,                        ,T                          ,                            ,T                       ,                        ,                                ,T                            ,                           ,T                     ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N10               ,              ,138, 844,B, 20,H, 6,  80.00,    183.8000,Vincent  ,Planktonic Foraminifers                      ,A              ,M                 ,                          ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,T                                   ,                             ,                   ,+                           ,+                       ,T                          ,                            ,                        ,                        ,                                ,                             ,                           ,+                     ,T                                ,                              ,                          ,T                        ,+                 ,+                          ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N10               ,              ,138, 844,B, 20,H,CC,  25.00,    185.5500,Vincent  ,Planktonic Foraminifers                      ,C              ,P                 ,                          ,                      ,+                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,+                                   ,                             ,                   ,+                           ,+                       ,+                          ,                            ,                        ,                        ,                                ,                             ,                           ,+                     ,+                                ,                              ,                          ,                         ,+                 ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N10               ,              ,138, 844,B, 21,X, 1,  80.00,    185.8000,Vincent  ,Planktonic Foraminifers                      ,C              ,P                 ,+                         ,T                     ,+                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,+                                   ,                             ,                   ,T                           ,                        ,+                          ,                            ,T                       ,+                       ,                                ,                             ,                           ,+                     ,                                 ,                              ,                          ,                         ,+                 ,T                          ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N10               ,              ,138, 844,B, 21,X, 2,  80.00,    187.3000,Vincent  ,Planktonic Foraminifers                      ,C              ,P/M               ,                          ,                      ,                           ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,+                                   ,                             ,                   ,+                           ,+                       ,+                          ,                            ,                        ,+                       ,                                ,+                            ,                           ,+                     ,                                 ,                              ,T                         ,                         ,                  ,+                          ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N9                ,              ,138, 844,B, 21,X, 4,  80.00,    190.3000,Vincent  ,Planktonic Foraminifers                      ,R              ,P                 ,                          ,                      ,                           ,T                  ,+                        ,T                      ,T                                 ,                         ,                             ,                          ,                                    ,                             ,                   ,                            ,                        ,                           ,                            ,                        ,                        ,                                ,                             ,                           ,                      ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N9                ,              ,138, 844,B, 21,X,CC,  27.00,    194.6600,Vincent  ,Planktonic Foraminifers                      ,R              ,P                 ,+                         ,                      ,+                          ,+                  ,+                        ,T                      ,+                                 ,                         ,                             ,                          ,T                                   ,                             ,                   ,+                           ,+                       ,T                          ,                            ,                        ,                        ,                                ,                             ,                           ,+                     ,                                 ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N9                ,              ,138, 844,B, 22,X, 1,  80.00,    195.4000,Vincent  ,Planktonic Foraminifers                      ,C              ,M                 ,T                         ,                      ,T                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,+                                   ,                             ,                   ,+                           ,T                       ,T                          ,                            ,                        ,T                       ,                                ,                             ,                           ,T                     ,                                 ,                              ,                          ,T                        ,T                 ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N9                ,              ,138, 844,B, 22,X, 3,  80.00,    198.4000,Vincent  ,Planktonic Foraminifers                      ,A              ,M                 ,+                         ,                      ,T                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,+                                   ,+                            ,                   ,+                           ,+                       ,+                          ,                            ,                        ,                        ,                                ,T                            ,                           ,+                     ,                                 ,                              ,+                         ,                         ,+                 ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 22,X, 5,  80.00,    201.4000,Vincent  ,Planktonic Foraminifers                      ,A              ,P/M               ,+                         ,                      ,T                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,+                                   ,+                            ,T                  ,+                           ,                        ,T                          ,                            ,                        ,                        ,                                ,                             ,                           ,+                     ,+                                ,                              ,                          ,T                        ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 22,X, 6,  80.00,    202.9000,Vincent  ,Planktonic Foraminifers                      ,C              ,M                 ,+                         ,                      ,+                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,+                                   ,+                            ,T                  ,+                           ,                        ,T                          ,                            ,                        ,                        ,                                ,                             ,                           ,+                     ,T                                ,                              ,                          ,T                        ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 22,X,CC,  16.00,    204.2400,Vincent  ,Planktonic Foraminifers                      ,C              ,P                 ,                          ,                      ,+                          ,+                  ,+                        ,T                      ,+                                 ,                         ,                             ,                          ,T                                   ,+                            ,T                  ,+                           ,+                       ,+                          ,T                           ,                        ,                        ,T                               ,                             ,                           ,+                     ,                                 ,                              ,T                         ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 23,X, 1,  80.00,    205.1000,Vincent  ,Planktonic Foraminifers                      ,C              ,P/M               ,                          ,                      ,+                          ,+                  ,+                        ,+                      ,+                                 ,                         ,                             ,                          ,+                                   ,                             ,                   ,+                           ,T                       ,+                          ,                            ,                        ,                        ,                                ,T                            ,                           ,+                     ,                                 ,T                             ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N8                ,              ,138, 844,B, 23,X, 2,  80.00,    206.6000,Vincent  ,Planktonic Foraminifers                      ,C              ,P/M               ,                          ,                      ,T                          ,+                  ,+                        ,T                      ,+                                 ,                         ,                             ,                          ,+                                   ,T                            ,                   ,+                           ,                        ,+                          ,                            ,                        ,                        ,                                ,T                            ,                           ,+                     ,T                                ,                              ,                          ,                         ,                  ,                           ,                      ,                                  ,                         ,                 ,                        ,                         ,                          ,                    ,                     ,                    ,                            ,                            ,                           ,               ,                   ,from ODP Leg 138 Chapter 46 Table 2 pp 896-897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
