Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeauvigerina aegyptiaca,Parasubbotina varianta,Morozovella conicotruncata,Igorina pusilla,Globanomalina imitata,Globanomalina ehrenbergi,Globanomalina compressa,Chiloguembelina virgata,Chiloguembelina subtriangularis,Chiloguembelina midwayensis,Chiloguembelina crinita,Subbotina triangularis,Acarinina nitida,Acarinina mckannai,Morozovella velascoensis,Morozovella occlusa,Morozovella angulata,Morozovella aequa,Igorina albeari,Morozovella acuta,Subbotina triloculinoides,Parasubbotina pseudobulloides,Subbotina velascoensis,Globanomalina pseudomenardii,Acarinina primitiva,Subbotina linaperta,Morozovella subbotinae,Acarinina soldadoensis,Globanomalina planoconica,Subbotina hornibrooki,Subbotina hardingae,Chiloguembelina wilcoxensis,Morozovella marginodentata,Morozovella gracilis,Acarinina coalingensis,Pseudohastigerina wilcoxensis,Acarinina wilcoxensis,Morozovella lensiformis,Morozovella formosa,Acarinina quetra,Morozovella aragonensis,Subbotina frontosa,Morozovella caucasica,Acarinina bullbrooki,Guembelitrioides higginsi,Globigerintheca subcoinglobata,Globigerina senni,Subbotina inaequispira,Acarinina pentacamerata,Pseudohastigerina micra,Morozovella spinulosa,Acarinina cuneicamerata,Globigerinatheka subconglobata,Chiloguembelina cubensis,Turborotalia possagnoensis,Globigerinatheka senni,Globigerinatheka mexicana,Truncorotaloides topilensis,Acarinina collactea,Hantkenina dumblei,Morozovella crassata,Racemiguembelina fructicosa,Globotruncanita stuarti,Globigerinatheka index,Contusotruncana contusa,Truncorotaloides rohri,Morozovella lehneri,Hantkenina mexicana,Acarinina topilensis,Comment
  IR,                 ,Late Paleocene   ,                  ,P4c           ,171,1050,A, 27,X,CC,  23.00,    249.1200,Huber    ,Planktonic Foraminifers                      ,A              ,M                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,F                       ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,F                           ,                   ,A                  ,A                     ,F                     ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P4            ,171,1050,A, 28,X,CC,  32.00,    255.3800,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,F               ,R                 ,F                       ,                   ,                    ,                 ,               ,F                ,F                        ,                             ,                      ,F                           ,                   ,                   ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P4            ,171,1050,A, 29,X,CC,  38.00,    266.8200,Bellier  ,Planktonic Foraminifers                      ,F              ,G                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,F               ,P                 ,F                       ,                   ,                    ,                 ,               ,F                ,F                        ,                             ,                      ,F                           ,R                  ,                   ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,P4            ,171,1050,A, 30,X,CC,  14.00,    276.1100,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,R                 ,F                       ,                   ,                    ,                 ,               ,F                ,F                        ,                             ,                      ,F                           ,R                  ,                   ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P4a           ,171,1050,A, 31,X, 3,  61.00,    278.5700,Bellier  ,Planktonic Foraminifers                      ,A              ,M                 ,                       ,                      ,F                         ,F              ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,F                       ,                   ,                    ,                 ,F              ,F                ,F                        ,                             ,F                     ,F                           ,                   ,                   ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,P3            ,171,1050,A, 31,X,CC,  40.00,    285.9500,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                       ,                      ,F                         ,               ,                     ,                        ,R                      ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,R                   ,                 ,               ,                 ,F                        ,F                            ,                      ,                            ,                   ,                   ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P3b           ,171,1050,A, 32,X,CC,  27.00,    291.7300,Bellier  ,Planktonic Foraminifers                      ,A              ,M                 ,                       ,F                     ,                          ,R              ,R                    ,F                       ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,F                  ,R                   ,R                ,F              ,F                ,                         ,                             ,                      ,                            ,                   ,                   ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,No acarininids
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P3b           ,171,1050,A, 33,X,CC,  36.00,    298.1100,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                       ,F                     ,R                         ,R              ,                     ,R                       ,                       ,                       ,                               ,                           ,                       ,                      ,R               ,R                 ,F                       ,A                  ,R                   ,F                ,F              ,                 ,                         ,                             ,                      ,                            ,                   ,                   ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,No G. pseudomenardii
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P3b           ,171,1050,A, 34,X,CC,  46.00,    300.0800,Bellier  ,Planktonic Foraminifers                      ,F              ,P                 ,                       ,F                     ,A                         ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,F                     ,R               ,F                 ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,                   ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P3a           ,171,1050,A, 35,X,CC,  26.00,    314.6100,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                       ,A                     ,A                         ,F              ,                     ,F                       ,                       ,                       ,                               ,F                          ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,                   ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P3a           ,171,1050,A, 36,X,CC,  13.00,    319.7200,Bellier  ,Planktonic Foraminifers                      ,C              ,G                 ,R                      ,A                     ,A                         ,F              ,R                    ,F                       ,R                      ,R                      ,R                              ,F                          ,F                      ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,                   ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
