Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Hedbergella similis,Hedbergella sigali,Hedbergella occulta,Globigerinelloides maridalensis,Globigerinelloides gottsi,Globigerinelloides blowi,Hedbergella hispaniae,Pseudotextularia elegans,Heterohelix globulosa,Hedbergella monmouthensis,Globigerinelloides messinae,Globigerinelloides alvarezi,Globotruncanita stuarti,Hedbergella holmdelensis,Schackoina multispinata,Heterohelix glabrans,Globigerinelloides subcarinatus,Rugoglobigerina hexacamerata,Guembelitria cretacea,Globigerinelloides prairiehillensis,Globotruncana linneiana,Heterohelix pulchra,Pseudoguembelina costulata,Globotruncanella havanensis,Gublerina robusta,Planoglobulina acervulinoides,Globotruncanita stuartiformis,Globotruncana ventricosa,Globotruncana bulloides,Globotruncana arca,Gansserina gansseri,Heterohelix striata,Contusotruncana contusa,Contusotruncana patelliformis,Racemiguembelina sp.,Abathomphalus mayaroensis,Globotruncanella petaloidea,Rugoglobigerina spp.,Globotruncana aegyptiaca,Contusotruncana plummerae,Contusotruncana fornicata,Trinitella scotti,Globotruncana hilli,Pseudoguembelina excolata,Globotruncana mariei,Rugoglobigerina rugosa,Kuglerina sp.,Streptochilus/Chiloguembelina taxa,Comment
  SR,                 ,                 ,                  ,              ,130, 807,C, 56,R, 3,  13.00,   1209.7300,Sliter   ,Planktonic Foraminifers                      ,A              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,P                              ,P                           ,                     ,P                                  ,                       ,                   ,P                         ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,P                  ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,P                  ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 57,R,CC,  10.00,   1219.1500,Sliter   ,Planktonic Foraminifers                      ,A              ,P                 ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,P                      ,P                       ,                       ,P                   ,P                              ,P                           ,                     ,P                                  ,                       ,                   ,P                         ,P                          ,                 ,                             ,P                            ,P                       ,                       ,                  ,                   ,P                  ,P                      ,                             ,                    ,P                        ,P                          ,P                   ,P                       ,P                        ,P                        ,                 ,P                  ,P                        ,P                   ,                      ,             ,                                  ,"ghost forams"""" = 80%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 58,R, 1,  33.00,   1222.8300,Sliter   ,Planktonic Foraminifers                      ,C              ,VP/P              ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,P                      ,P                       ,                       ,P                   ,P                              ,P                           ,                     ,                                   ,P                      ,                   ,P                         ,                           ,                 ,                             ,P                            ,P                       ,                       ,                  ,                   ,P                  ,P                      ,P                            ,                    ,                         ,                           ,P                   ,P                       ,P                        ,                         ,                 ,P                  ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 85%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 58,R, 1,  55.00,   1223.0500,Sliter   ,Planktonic Foraminifers                      ,A              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,                           ,P                          ,                       ,P                       ,                       ,P                   ,                               ,                            ,                     ,P                                  ,                       ,                   ,P                         ,                           ,                 ,                             ,                             ,                        ,P                      ,                  ,                   ,P                  ,P                      ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 59,R, 1,  77.00,   1232.9700,Sliter   ,Planktonic Foraminifers                      ,C              ,VP/P              ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,P                      ,P                       ,                       ,P                   ,                               ,                            ,                     ,P                                  ,P                      ,P                  ,P                         ,P                          ,                 ,P                            ,                             ,P                       ,                       ,P                 ,cf                 ,P                  ,cf                     ,P                            ,                    ,                         ,P                          ,P                   ,                        ,P                        ,P                        ,cf               ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 59,R, 2,  99.00,   1234.6899,Sliter   ,Planktonic Foraminifers                      ,F              ,VP/P              ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,P                   ,P                              ,cf                          ,                     ,P                                  ,P                      ,                   ,P                         ,P                          ,P                ,                             ,P                            ,P                       ,                       ,                  ,                   ,P                  ,                       ,P                            ,                    ,                         ,                           ,                    ,                        ,                         ,cf                       ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 59,R,CC,  11.00,   1235.5400,Sliter   ,Planktonic Foraminifers                      ,C              ,P                 ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,P                      ,P                       ,                       ,P                   ,P                              ,P                           ,                     ,P                                  ,P                      ,                   ,P                         ,P                          ,                 ,                             ,P                            ,                        ,P                      ,                  ,P                  ,P                  ,P                      ,P                            ,                    ,                         ,P                          ,P                   ,                        ,P                        ,P                        ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 60,R,CC,   4.00,   1241.8400,Sliter   ,Planktonic Foraminifers                      ,F/C            ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,P                   ,                               ,                            ,                     ,                                   ,P                      ,                   ,P                         ,P                          ,                 ,P                            ,cf                           ,                        ,P                      ,                  ,                   ,P                  ,                       ,                             ,                    ,                         ,P                          ,P                   ,cf                      ,P                        ,P                        ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 60,R,CC,  20.00,   1242.0000,Sliter   ,Planktonic Foraminifers                      ,F/C            ,P                 ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,P                      ,P                       ,                       ,                    ,P                              ,P                           ,                     ,P                                  ,P                      ,P                  ,P                         ,P                          ,P                ,P                            ,                             ,                        ,P                      ,                  ,                   ,P                  ,cf                     ,                             ,                    ,                         ,P                          ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 61,R, 1,  50.00,   1252.0000,Sliter   ,Planktonic Foraminifers                      ,F/C            ,P                 ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,P                      ,P                       ,                       ,                    ,P                              ,P                           ,                     ,P                                  ,P                      ,                   ,P                         ,P                          ,P                ,P                            ,cf                           ,                        ,                       ,                  ,                   ,P                  ,                       ,                             ,                    ,cf                       ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 80%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 61,R, 2,   4.00,   1253.0400,Sliter   ,Planktonic Foraminifers                      ,F              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,P                                  ,                       ,P                  ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,P                  ,                       ,                             ,cf                  ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 61,R,CC,   0.00,   1254.3101,Sliter   ,Planktonic Foraminifers                      ,R/F            ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,P                  ,P                         ,                           ,                 ,P                            ,                             ,P                       ,                       ,                  ,cf                 ,P                  ,                       ,P                            ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 62,R, 1, 129.00,   1262.4900,Sliter   ,Planktonic Foraminifers                      ,F              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,P                              ,                            ,                     ,P                                  ,                       ,                   ,P                         ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 62,R, 2,  31.00,   1263.0100,Sliter   ,Planktonic Foraminifers                      ,R              ,VP/P              ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,cf                          ,                     ,P                                  ,cf                     ,P                  ,P                         ,P                          ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,P                  ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 95%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 62,R, 3,  26.00,   1264.4600,Sliter   ,Planktonic Foraminifers                      ,F              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 62,R,CC,   0.00,   1266.0900,Sliter   ,Planktonic Foraminifers                      ,F              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 63,R, 1,  84.00,   1271.6400,Sliter   ,Planktonic Foraminifers                      ,R/F            ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,                     ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,P                ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 63,R, 2, 109.00,   1273.3900,Sliter   ,Planktonic Foraminifers                      ,R/F            ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,                         ,P                          ,P                          ,                       ,                        ,                       ,                    ,P                              ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,cf                     ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 63,R, 3, 101.00,   1274.8101,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 63,R, 4,  57.00,   1275.8700,Sliter   ,Planktonic Foraminifers                      ,F              ,VP/P              ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,P                      ,P                   ,P                              ,                            ,                     ,P                                  ,P                      ,P                  ,P                         ,                           ,                 ,P                            ,P                            ,                        ,                       ,                  ,cf                 ,cf                 ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 63,R, 4,  97.00,   1276.2700,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,P                      ,P                       ,                       ,                    ,                               ,cf                          ,                     ,                                   ,                       ,                   ,P                         ,P                          ,                 ,                             ,                             ,                        ,                       ,                  ,cf                 ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 64,R, 1,  64.00,   1281.1400,Sliter   ,Planktonic Foraminifers                      ,F              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,P                   ,P                              ,                            ,                     ,                                   ,cf                     ,                   ,P                         ,                           ,P                ,P                            ,P                            ,P                       ,cf                     ,P                 ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 64,R, 2,   7.00,   1282.0699,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,P                   ,P                              ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 64,R, 3,  18.00,   1283.6801,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 64,R,CC,  14.00,   1284.2200,Sliter   ,Planktonic Foraminifers                      ,F              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,cf                     ,                    ,P                              ,                            ,                     ,                                   ,                       ,P                  ,                          ,                           ,P                ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 65,R, 1,  56.00,   1290.6600,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,P                      ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,P                          ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 65,R, 1, 144.00,   1291.5400,Sliter   ,Planktonic Foraminifers                      ,R/F            ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,cf                     ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 65,R, 2,  22.00,   1291.8199,Sliter   ,Planktonic Foraminifers                      ,R/F            ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,cf                      ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,P                              ,                            ,                     ,cf                                 ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 65,R, 2, 119.00,   1292.7900,Sliter   ,Planktonic Foraminifers                      ,R/F            ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,P                       ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,cf                        ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.dissolved and/or distorted larger planktonic forams.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 65,R,CC,   0.00,   1293.4100,Sliter   ,Planktonic Foraminifers                      ,F              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,cf                      ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,P                  ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 90%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 66,R, 1,  99.00,   1300.7900,Sliter   ,Planktonic Foraminifers                      ,R              ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,P                        ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,P                                  ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 66,R, 3,  58.00,   1303.3800,Sliter   ,Planktonic Foraminifers                      ,VR             ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,                     ,P                        ,P                          ,                           ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,                   ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 66,R,CC,   0.00,   1304.3500,Sliter   ,Planktonic Foraminifers                      ,VR             ,VP                ,                   ,                  ,                   ,                               ,                         ,                        ,                     ,                        ,P                    ,                         ,P                          ,P                          ,                       ,P                       ,                       ,                    ,                               ,                            ,                     ,                                   ,                       ,cf                 ,                          ,                           ,                 ,                             ,                             ,                        ,                       ,                  ,                   ,                   ,                       ,                             ,                    ,                         ,                           ,                    ,                        ,                         ,                         ,                 ,                   ,                         ,                    ,                      ,             ,                                  ,"ghost forams"""" = 100%.from 130SR.Chapter 5.Table 2.pages 66-67."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
