Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Watznaueria barnesae,Parhabdolithus embergeri,Braarudosphaera sp.,Lithraphidites carniolensis,Quadrum gartneri,Quadrum gothicum,Micula decussata,Cylindralithus sp.,Lucianorhabdus maleformis,Cretarhabdus crenulatus,Cribrosphaerella ehrenbergii,Quadrum trifidum,Prediscosphaera cretacea,Arkhangelskiella cymbiformis,Broinsonia sp.,Arkhangelskiella sp.,Manivitella pemmatoidea,Microrhabdulus decoratus,Lithraphidites quadratus,Tegumentum stradneri,Cretarhabdus conicus,Cyclagelosphaera sp.,Micula murus,Nannoconus sp.,Micula praemurus,Thoracosphaera sp.,Cyclagelosphaera margerelii,Coccolithus pelagicus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,NC22              ,              ,130, 807,C, 67,R, 3,  16.00,   1312.6000,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,                           ,C               ,F               ,C               ,F                 ,                         ,C                      ,F                           ,C               ,                        ,                            ,              ,R                   ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,NC22              ,              ,130, 807,C, 67,R, 4, 124.00,   1315.1801,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,                           ,C               ,R               ,C               ,F                 ,                         ,C                      ,F                           ,C               ,                        ,                            ,              ,                    ,                       ,                        ,R                       ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,Maestrichtian    ,Q. gothicum       ,              ,130, 807,C, 67,R, 5,  48.00,   1315.9200,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,                           ,C               ,                ,C               ,R                 ,                         ,C                      ,R                           ,C               ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,Maestrichtian    ,Q. gothicum       ,              ,130, 807,C, 67,R,CC,   0.00,   1316.4000,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,                           ,C               ,R               ,C               ,C                 ,                         ,C                      ,C                           ,C               ,                        ,                            ,              ,                    ,R                      ,R                       ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,Maestrichtian    ,Q. gothicum       ,              ,130, 807,C, 68,R, 1,  54.00,   1319.6400,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,F                          ,C               ,R               ,C               ,C                 ,                         ,C                      ,C                           ,C               ,                        ,C                           ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,Maestrichtian    ,Q. gothicum       ,              ,130, 807,C, 68,R, 2,  82.00,   1321.4200,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,                           ,C               ,                ,C               ,                  ,                         ,C                      ,C                           ,C               ,                        ,F                           ,              ,                    ,R                      ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,Maestrichtian    ,Q. gothicum       ,              ,130, 807,C, 68,R, 3,  41.00,   1322.5100,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,F                          ,C               ,F               ,C               ,C                 ,                         ,C                      ,                            ,C               ,                        ,F                           ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,Maestrichtian    ,Q. gothicum       ,              ,130, 807,C, 68,R,CC,   0.00,   1322.7100,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,                           ,C               ,                ,C               ,F                 ,                         ,F                      ,F                           ,C               ,                        ,                            ,              ,F                   ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,Maestrichtian    ,Q. gothicum       ,              ,130, 807,C, 69,R, 1, 133.00,   1330.1300,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,F                          ,C               ,F               ,C               ,F                 ,                         ,C                      ,C                           ,C               ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,Maestrichtian    ,Q. gothicum       ,              ,130, 807,C, 69,R, 2, 105.00,   1331.3500,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,F                          ,C               ,F               ,A               ,                  ,                         ,C                      ,                            ,C               ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,Maestrichtian    ,Q. gothicum       ,              ,130, 807,C, 69,R, 3,  60.00,   1332.4000,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,F                          ,C               ,F               ,F               ,                  ,                         ,C                      ,                            ,C               ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,Maestrichtian    ,Q. gothicum       ,              ,130, 807,C, 69,R, 4,  65.00,   1333.9500,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,F                          ,C               ,F               ,C               ,                  ,                         ,F                      ,                            ,C               ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,Maestrichtian    ,Q. gothicum       ,              ,130, 807,C, 69,R, 5,  69.00,   1335.4900,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,F                          ,C               ,F               ,C               ,                  ,                         ,C                      ,F                           ,C               ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,Maestrichtian    ,Q. gothicum       ,              ,130, 807,C, 69,R,CC,  11.00,   1335.8500,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,F                          ,C               ,F               ,C               ,                  ,                         ,C                      ,                            ,C               ,                        ,                            ,F             ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,Maestrichtian    ,Q. gothicum       ,              ,130, 807,C, 70,R, 1,  96.00,   1339.3600,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,C                          ,C               ,                ,C               ,R                 ,                         ,C                      ,F                           ,C               ,                        ,F                           ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,Maestrichtian    ,Q. gothicum       ,              ,130, 807,C, 70,R, 2,  38.00,   1340.2800,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,C                          ,C               ,                ,C               ,                  ,                         ,C                      ,                            ,C               ,                        ,F                           ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,Maestrichtian    ,Q. gothicum       ,              ,130, 807,C, 70,R, 3,  99.00,   1342.3900,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,                           ,C               ,R               ,C               ,F                 ,R                        ,C                      ,                            ,C               ,F                       ,R                           ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,130, 807,C, 70,R, 4,  64.00,   1343.5400,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,C                          ,C               ,F               ,C               ,                  ,                         ,C                      ,F                           ,                ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,130, 807,C, 70,R,CC,   0.00,   1344.7400,Mao      ,Nannofossils                                 ,C              ,P                 ,C                   ,                        ,                   ,                           ,C               ,F               ,F               ,F                 ,                         ,C                      ,                            ,                ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,130, 807,C, 71,R, 1, 116.00,   1349.1600,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,                        ,                   ,F                          ,C               ,F               ,C               ,R                 ,R                        ,                       ,                            ,                ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,130, 807,C, 71,R, 2, 106.00,   1350.5601,Mao      ,Nannofossils                                 ,C              ,P                 ,C                   ,                        ,                   ,                           ,C               ,F               ,C               ,F                 ,                         ,                       ,                            ,                ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,130, 807,C, 71,R, 3,  95.00,   1351.9500,Mao      ,Nannofossils                                 ,R              ,P                 ,                    ,                        ,                   ,                           ,                ,R               ,R               ,                  ,                         ,                       ,                            ,                ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 72,R, 1,  95.00,   1358.6500,Mao      ,Nannofossils                                 ,R              ,P                 ,R                   ,                        ,                   ,                           ,                ,                ,                ,                  ,                         ,                       ,                            ,                ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 72,R, 2,  99.00,   1360.1899,Mao      ,Nannofossils                                 ,R              ,P                 ,R                   ,                        ,                   ,                           ,                ,                ,                ,                  ,                         ,                       ,                            ,                ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,C, 72,R, 3,   2.00,   1360.7200,Mao      ,Nannofossils                                 ,R              ,P                 ,R                   ,                        ,                   ,                           ,R               ,                ,                ,                  ,                         ,                       ,                            ,                ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,                  ,              ,130, 807,C, 73,R, 2,  90.00,   1369.8000,Mao      ,Nannofossils                                 ,C              ,P                 ,C                   ,F                       ,R                  ,F                          ,                ,                ,                ,                  ,                         ,                       ,                            ,                ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,                  ,              ,130, 807,C, 74,R, 1,   0.00,   1375.4000,Mao      ,Nannofossils                                 ,A              ,P                 ,A                   ,F                       ,R                  ,                           ,                ,                ,                ,                  ,                         ,                       ,                            ,                ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,                  ,              ,130, 807,C, 80,R, 1,  77.00,   1424.6700,Mao      ,Nannofossils                                 ,C              ,P                 ,C                   ,                        ,                   ,                           ,                ,                ,                ,                  ,                         ,                       ,                            ,                ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,                  ,              ,130, 807,C, 80,R, 3,  75.00,   1427.5900,Mao      ,Nannofossils                                 ,R              ,P                 ,R                   ,                        ,                   ,                           ,                ,                ,                ,                  ,                         ,                       ,                            ,                ,                        ,                            ,              ,                    ,                       ,                        ,                        ,                    ,                    ,                    ,            ,              ,                ,                  ,                           ,                     ,from 130SR.Chapter 6.Table 1.page 86-87.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
