Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stichocorys johnsoni,Stichocorys delmontensis,Solenosphaera omnitubus omnitubus,Siphostichartus corona,Calocycletta caepa,Stichocorys peregrina,Stylatractus universus,Phormostichoartus fistula,Phormostichoartus doliolum,Lychnodictyum audax,Didymocyrtis penultima,Anthocyrtidium pliocenica,Anthocyrtidium jenghisi,Theocorythium vetulum,Pterocanium prismatium,Spongaster tetras,Amphirhopalum ypsilon,Lamprocyrtis heteroporos,Lamprocyrtis neoheteroporos,Theocalyptra davisiana,Anthocyrtidium angulare,Theocorythium trachelium trachelium,Pterocorys minythorax,Lamprocyrtis nigriniae,Collosphaera tuberosa,Comment
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 17,X,CC,  16.00,    155.0800,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,R                                ,                      ,                  ,C                    ,R                     ,R                        ,R                         ,-                  ,R                     ,F                        ,R                      ,-                    ,-                     ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,Uncertain identity of S. omnitubus; from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 18,X, 3, 110.00,    159.5000,Moore    ,Radiolarians                                 ,A              ,M                 ,                    ,                        ,R                                ,                      ,                  ,C                    ,R                     ,R                        ,R                         ,R                  ,R                     ,R                        ,R                      ,-                    ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,Uncertain identity of S. omnitubus; from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 18,X, 5, 110.00,    162.5000,Moore    ,Radiolarians                                 ,A              ,M                 ,                    ,                        ,-                                ,                      ,                  ,C                    ,R                     ,-                        ,R                         ,-                  ,R                     ,R                        ,R                      ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 18,X,CC,  18.00,    165.0500,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,-                                ,                      ,                  ,C                    ,R                     ,R                        ,R                         ,-                  ,R                     ,R                        ,R                      ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 19,X, 3, 110.00,    168.8000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,R                                ,                      ,                  ,C                    ,R                     ,R                        ,R                         ,R                  ,R                     ,R                        ,R                      ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 19,X,CC,  22.00,    174.4800,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,R                                ,                      ,                  ,C                    ,R                     ,R                        ,R                         ,R                  ,R                     ,R                        ,R                      ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 20,X, 3, 109.00,    177.9900,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,R                                ,                      ,                  ,C                    ,R                     ,-                        ,R                         ,R                  ,R                     ,R                        ,R                      ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 20,X, 5, 109.00,    180.9900,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,R                                ,R                     ,                  ,C                    ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 20,X,CC,  13.00,    183.2000,Moore    ,Radiolarians                                 ,A              ,M                 ,                    ,                        ,R                                ,R                     ,                  ,C                    ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 21,X, 3, 109.00,    187.5900,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,R                                ,R                     ,                  ,C                    ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 21,X,CC,  24.00,    193.3200,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,R                                ,-                     ,                  ,C                    ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 22,X, 3, 109.00,    197.2900,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,R                                ,R                     ,                  ,C                    ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 22,X,CC,  24.00,    202.9300,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,-                       ,R                                ,R                     ,                  ,C                    ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 23,X, 3, 110.00,    206.9000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,R                       ,R                                ,R                     ,                  ,C                    ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 23,X, 5, 110.00,    209.9000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,R                       ,R                                ,-                     ,                  ,C                    ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 23,X,CC,  23.00,    212.3900,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,R                       ,F                                ,R                     ,                  ,C                    ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 24,X, 3, 110.00,    216.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,-                   ,R                       ,F                                ,R                     ,-                 ,C                    ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 24,X, 5, 110.00,    219.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,R                   ,C                       ,C                                ,-                     ,-                 ,C                    ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 24,X,CC,  27.00,    222.2300,Moore    ,Radiolarians                                 ,A              ,G                 ,-                   ,C                       ,C                                ,-                     ,R                 ,C                    ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 847,B, 25,X, 3, 109.00,    226.2900,Moore    ,Radiolarians                                 ,A              ,M                 ,R                   ,C                       ,F                                ,-                     ,R                 ,F                    ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 847,B, 25,X, 5, 116.00,    229.3600,Moore    ,Radiolarians                                 ,A              ,G                 ,R                   ,C                       ,R                                ,R                     ,R                 ,R                    ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 847,B, 25,X,CC,  17.00,    231.9800,Moore    ,Radiolarians                                 ,A              ,M                 ,R                   ,C                       ,R                                ,R                     ,R                 ,R                    ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 847,B, 27,X,CC,   0.00,    241.5000,Moore    ,Radiolarians                                 ,R              ,P                 ,-                   ,R                       ,-                                ,-                     ,-                 ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
