Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stichocorys peregrina,Prunopyle frakesi,Lychnocanoma grande,Helotholus praevema,Eucyrtidium biconicum,Desmospyris rhodospyroides,Cycladophora pliocenica,Rhopalastrum spp.,Prunopyle titan,Lychnocanium grande,Eucyrtidium pseudoinflatum,Cycladophora bicornis,Antarctissa strelkovi,Amphymenium challengerae,Acrosphaera mercurius,Acrosphaera labrata,Triceraspyris coronata,Stylatractus universus,Stylatractus santaeannae,Spongotrochus glacialis,Prunopyle tetrapila,Eucyrtidium cienkowskii,Anthocyrtella (?) callopisma,Antarctissa robusta,Antarctissa cylindrica,Streblacantha circumtexta,Theocorys redondoensis,Saturnalis circularis,Prunopyle buspinigerum,Haliommetta miocenica,Eucyrtidium inflatum,Druppatractus hastatus,Antarctissa deflandrei,Rhizosphaera antarctica,Eucyrtidium calvertense,Antarctissa denticulata,Lampromitra coronata,Lamprocyrtis heteroporos,Stylatractus universus var. transparum,Eucyrtidium teuscheri orthoporus,Pterocorys clausus,Desmospyris spongiosa,Phorticium clevei,Helotholus vema,Pseudocubus vema,Botryopera triloba,Gondwanaria dogieli,Acanthodesmia viniculata,Cycladophora davisiana,Phormostichoartus pitomorphus,Pterocanium trilobum,Actinomma popofskii,Eucyrtidium teuscheri teuscheri,Triceraspyris antarctica,Saccospyris conithorax,Saccospyris antarctica,Lithelius nautiloides,Prunopyle antarctica,Plectacantha sp.,Mitrocalpis araneafera,Dictyophimus(?) mawsoni,Litharachnium tentorium,Comment
  SR,Late Pliocene    ,                 ,NR5               ,              ,119, 745,B, 12,H,CC,  18.00,    109.9500,Caulet   ,Radiolarians                                 ,R              ,P                 ,                     ,                 ,                   ,                   ,                     ,                          ,R                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,                      ,                        ,R                      ,                   ,                       ,R                           ,                   ,A                     ,                         ,                      ,T                    ,                      ,                     ,                    ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,                ,                  ,                   ,                        ,R                     ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NR5               ,              ,119, 745,B, 13,H, 1,  53.00,    110.0300,Caulet   ,Radiolarians                                 ,F              ,M                 ,                     ,                 ,                   ,                   ,                     ,                          ,C                      ,                 ,               ,                   ,                          ,                     ,T                    ,                        ,                     ,                   ,                      ,T                     ,                        ,R                      ,R                  ,T                      ,C                           ,                   ,A                     ,T                        ,                      ,T                    ,                      ,T                    ,                    ,                      ,                      ,                       ,                       ,T                      ,                    ,                        ,                                      ,                                ,                  ,                     ,                 ,               ,R               ,R                 ,T                  ,                        ,T                     ,                             ,T                   ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NR5               ,              ,119, 745,B, 13,H, 2,  53.00,    111.5300,Caulet   ,Radiolarians                                 ,A              ,M                 ,T                    ,                 ,                   ,                   ,T                    ,                          ,A                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,R                     ,                        ,R                      ,R                  ,                       ,R                           ,R                  ,A                     ,T                        ,                      ,R                    ,                      ,                     ,                    ,                      ,                      ,R                      ,                       ,T                      ,                    ,T                       ,                                      ,                                ,                  ,C                    ,R                ,               ,A               ,R                 ,T                  ,                        ,R                     ,                             ,T                   ,R                  ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NR5               ,              ,119, 745,B, 13,H, 3,  53.00,    113.0300,Caulet   ,Radiolarians                                 ,C              ,M                 ,                     ,                 ,                   ,                   ,F                    ,                          ,A                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,                      ,                        ,R                      ,R                  ,                       ,R                           ,T                  ,A                     ,                         ,                      ,R                    ,                      ,                     ,                    ,                      ,                      ,T                      ,T                      ,                       ,                    ,                        ,                                      ,                                ,                  ,A                    ,R                ,               ,A               ,R                 ,T                  ,T                       ,                      ,T                            ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NR5               ,              ,119, 745,B, 13,H, 4,  53.00,    114.5300,Caulet   ,Radiolarians                                 ,A              ,G                 ,                     ,                 ,                   ,                   ,R                    ,                          ,C                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,R                     ,                        ,R                      ,R                  ,                       ,R                           ,R                  ,A                     ,                         ,                      ,R                    ,                      ,                     ,                    ,                      ,                      ,R                      ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,A                    ,                 ,               ,A               ,R                 ,T                  ,                        ,R                     ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NR5               ,              ,119, 745,B, 13,H, 5,  53.00,    116.0300,Caulet   ,Radiolarians                                 ,C              ,M                 ,                     ,                 ,                   ,                   ,R                    ,                          ,C                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,                      ,                        ,                       ,R                  ,                       ,R                           ,R                  ,F                     ,                         ,                      ,T                    ,                      ,                     ,                    ,                      ,                      ,C                      ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,A                    ,                 ,               ,A               ,R                 ,T                  ,T                       ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NR5               ,              ,119, 745,B, 13,H, 7,  53.00,    119.0300,Caulet   ,Radiolarians                                 ,F              ,P                 ,                     ,                 ,                   ,                   ,                     ,                          ,C                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,                      ,                        ,                       ,R                  ,                       ,T                           ,R                  ,R                     ,T                        ,R                     ,R                    ,                      ,                     ,                    ,                      ,                      ,                       ,R                      ,                       ,                    ,T                       ,                                      ,                                ,                  ,A                    ,                 ,               ,C               ,R                 ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NR5               ,              ,119, 745,B, 14,H,CC,  27.00,    128.9100,Caulet   ,Radiolarians                                 ,R              ,P                 ,                     ,                 ,                   ,                   ,                     ,                          ,R                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,                      ,                        ,R                      ,                   ,                       ,                            ,T                  ,R                     ,                         ,                      ,                     ,                      ,                     ,                    ,                      ,                      ,R                      ,R                      ,                       ,                    ,                        ,                                      ,                                ,                  ,R                    ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NR5               ,              ,119, 745,B, 15,H, 1,  53.00,    129.0300,Caulet   ,Radiolarians                                 ,R              ,P                 ,                     ,                 ,                   ,                   ,R                    ,                          ,R                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,R                     ,                        ,T                      ,R                  ,                       ,                            ,T                  ,R                     ,                         ,                      ,T                    ,                      ,                     ,                    ,                      ,                      ,R                      ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,C                    ,R                ,               ,R               ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NR5               ,              ,119, 745,B, 15,H, 2,  53.00,    130.5300,Caulet   ,Radiolarians                                 ,R              ,P                 ,                     ,                 ,                   ,                   ,R                    ,                          ,A                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,R                     ,                        ,T                      ,R                  ,                       ,                            ,R                  ,C                     ,                         ,                      ,                     ,                      ,                     ,                    ,                      ,                      ,R                      ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,                     ,R                ,               ,C               ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NR6               ,              ,119, 745,B, 15,H, 3,  53.00,    132.0300,Caulet   ,Radiolarians                                 ,C              ,M                 ,                     ,                 ,                   ,                   ,C                    ,                          ,A                      ,                 ,R              ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,F                     ,                        ,C                      ,C                  ,                       ,                            ,C                  ,A                     ,                         ,                      ,                     ,                      ,                     ,                    ,                      ,                      ,R                      ,                       ,                       ,                    ,T                       ,                                      ,                                ,                  ,A                    ,R                ,               ,A               ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR6               ,              ,119, 745,B, 15,H,CC,  14.00,    137.5200,Caulet   ,Radiolarians                                 ,A              ,G                 ,                     ,                 ,                   ,                   ,A                    ,                          ,A                      ,                 ,R              ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,R                     ,                        ,C                      ,R                  ,                       ,                            ,A                  ,A                     ,                         ,                      ,R                    ,                      ,                     ,                    ,                      ,                      ,                       ,                       ,                       ,                    ,R                       ,                                      ,                                ,                  ,A                    ,                 ,               ,A               ,C                 ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR6               ,              ,119, 745,B, 16,H,CC,   0.00,    138.0000,Caulet   ,Radiolarians                                 ,A              ,G                 ,                     ,                 ,T                  ,                   ,A                    ,                          ,A                      ,                 ,R              ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,                      ,                        ,                       ,R                  ,                       ,                            ,A                  ,A                     ,                         ,                      ,T                    ,                      ,                     ,?                   ,                      ,                      ,R                      ,                       ,                       ,                    ,                        ,                                      ,T                               ,                  ,A                    ,R                ,               ,                ,A                 ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR6               ,              ,119, 745,B, 17,H,CC,  14.00,    148.6700,Caulet   ,Radiolarians                                 ,C              ,M                 ,                     ,                 ,                   ,                   ,A                    ,                          ,A                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,R                     ,                        ,R                      ,R                  ,                       ,                            ,A                  ,A                     ,                         ,T                     ,                     ,                      ,                     ,                    ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,A                    ,R                ,               ,A               ,C                 ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR6               ,              ,119, 745,B, 18,H, 1,  53.00,    149.0300,Caulet   ,Radiolarians                                 ,A              ,G                 ,                     ,                 ,                   ,                   ,C                    ,                          ,C                      ,                 ,C              ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,R                     ,                        ,R                      ,F                  ,                       ,T                           ,A                  ,A                     ,                         ,                      ,T                    ,                      ,                     ,R                   ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,C                    ,R                ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR6               ,              ,119, 745,B, 18,H, 2,  53.00,    150.5300,Caulet   ,Radiolarians                                 ,C              ,M                 ,                     ,                 ,                   ,                   ,C                    ,                          ,F                      ,                 ,C              ,                   ,+                         ,                     ,A                    ,                        ,+                    ,                   ,                      ,R                     ,                        ,R                      ,F                  ,                       ,R                           ,A                  ,F                     ,                         ,                      ,                     ,                      ,                     ,R                   ,                      ,                      ,T                      ,F                      ,C                      ,R                   ,                        ,                                      ,                                ,                  ,C                    ,F                ,F              ,R               ,R                 ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR6               ,              ,119, 745,B, 18,H, 3,  53.00,    152.0300,Caulet   ,Radiolarians                                 ,A              ,G                 ,                     ,                 ,                   ,                   ,C                    ,                          ,C                      ,                 ,R              ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,R                     ,                        ,                       ,R                  ,                       ,R                           ,R                  ,A                     ,                         ,                      ,                     ,                      ,                     ,R                   ,                      ,                      ,T                      ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,A                    ,R                ,               ,R               ,R                 ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR6               ,              ,119, 745,B, 18,H, 4,  53.00,    153.5300,Caulet   ,Radiolarians                                 ,F              ,M                 ,                     ,                 ,                   ,                   ,C                    ,                          ,F                      ,                 ,C              ,                   ,                          ,                     ,A                    ,                        ,R                    ,                   ,                      ,R                     ,                        ,T                      ,R                  ,                       ,                            ,R                  ,C                     ,                         ,T                     ,                     ,                      ,                     ,R                   ,                      ,                      ,T                      ,C                      ,C                      ,                    ,                        ,R                                     ,                                ,                  ,C                    ,R                ,               ,T               ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR7               ,              ,119, 745,B, 18,H, 6,  53.00,    156.5300,Caulet   ,Radiolarians                                 ,R              ,M                 ,                     ,                 ,                   ,R                  ,F                    ,                          ,C                      ,                 ,F              ,                   ,F                         ,                     ,C                    ,                        ,                     ,                   ,                      ,R                     ,                        ,R                      ,                   ,                       ,                            ,R                  ,A                     ,                         ,                      ,+                    ,                      ,                     ,T                   ,+                     ,                      ,                       ,F                      ,A                      ,F                   ,                        ,                                      ,                                ,                  ,C                    ,T                ,R              ,?               ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR7               ,              ,119, 745,B, 18,H,CC,  27.00,    158.3900,Caulet   ,Radiolarians                                 ,C              ,G                 ,                     ,                 ,                   ,C                  ,                     ,                          ,A                      ,                 ,C              ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,                      ,                        ,R                      ,                   ,                       ,                            ,R                  ,A                     ,                         ,                      ,                     ,                      ,                     ,                    ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,C                    ,T                ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR7               ,              ,119, 745,B, 19,H, 1,  46.00,    158.4600,Caulet   ,Radiolarians                                 ,A              ,M                 ,T                    ,                 ,                   ,R                  ,C                    ,                          ,C                      ,                 ,C              ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,C                     ,                        ,                       ,C                  ,                       ,R                           ,C                  ,F                     ,                         ,T                     ,T                    ,                      ,                     ,R                   ,                      ,                      ,T                      ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,C                    ,R                ,               ,?               ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,low. Upsilon      ,              ,119, 745,B, 19,H, 2,  46.00,    159.9600,Lazarus  ,Radiolarians                                 ,C              ,G                 ,                     ,                 ,                   ,                   ,                     ,                          ,C                      ,                 ,F              ,                   ,+                         ,                     ,C                    ,                        ,+                    ,                   ,                      ,R                     ,                        ,                       ,                   ,                       ,                            ,T                  ,A                     ,                         ,                      ,                     ,                      ,                     ,                    ,                      ,                      ,                       ,R                      ,A                      ,                    ,                        ,                                      ,                                ,                  ,C                    ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from ODP Leg 120 SR Vol 2 Chapter 41 Table 2 microfiche backpocket & Fig 4 p 790
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR7               ,              ,119, 745,B, 19,H, 3,  46.00,    161.4600,Caulet   ,Radiolarians                                 ,A              ,G                 ,                     ,                 ,                   ,                   ,C                    ,                          ,C                      ,                 ,A              ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,                      ,F                     ,                        ,R                      ,C                  ,                       ,R                           ,A                  ,A                     ,                         ,                      ,T                    ,                      ,                     ,R                   ,                      ,                      ,R                      ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,A                    ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR7               ,              ,119, 745,B, 19,H, 5,  46.00,    164.4700,Caulet   ,Radiolarians                                 ,A              ,                  ,T                    ,                 ,                   ,C                  ,R                    ,F                         ,F                      ,                 ,A              ,                   ,                          ,                     ,A                    ,                        ,                     ,                   ,                      ,                      ,                        ,T                      ,R                  ,                       ,                            ,A                  ,F                     ,                         ,                      ,                     ,                      ,                     ,C                   ,                      ,                      ,R                      ,R                      ,F                      ,R                   ,                        ,                                      ,                                ,                  ,F                    ,                 ,R              ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR7               ,              ,119, 745,B, 19,H, 6,  46.00,    165.9700,Caulet   ,Radiolarians                                 ,F              ,M                 ,R                    ,                 ,F                  ,C                  ,C                    ,                          ,C                      ,                 ,A              ,F                  ,+                         ,                     ,A                    ,                        ,                     ,+                  ,R                     ,                      ,                        ,                       ,C                  ,                       ,                            ,A                  ,F                     ,                         ,T                     ,                     ,                      ,                     ,R                   ,                      ,F                     ,R                      ,F                      ,C                      ,                    ,T                       ,                                      ,                                ,                  ,C                    ,T                ,R              ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR7               ,              ,119, 745,B, 19,H,CC,  18.00,    167.9800,Caulet   ,Radiolarians                                 ,C              ,M                 ,                     ,                 ,R                  ,A                  ,                     ,                          ,A                      ,                 ,               ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,A                     ,                      ,                        ,                       ,R                  ,                       ,R                           ,C                  ,                      ,                         ,                      ,R                    ,                      ,                     ,R                   ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,R                    ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR7               ,              ,119, 745,B, 20,H, 1,  53.00,    168.0300,Caulet   ,Radiolarians                                 ,C              ,P                 ,T                    ,                 ,R                  ,C                  ,F                    ,                          ,C                      ,                 ,C              ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,A                     ,C                     ,                        ,T                      ,F                  ,                       ,T                           ,R                  ,C                     ,                         ,T                     ,R                    ,                      ,                     ,F                   ,                      ,                      ,T                      ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,C                    ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR7               ,              ,119, 745,B, 20,H, 2,  53.00,    169.5300,Caulet   ,Radiolarians                                 ,C              ,M                 ,+                    ,                 ,T                  ,C                  ,R                    ,T                         ,F                      ,                 ,R              ,                   ,                          ,                     ,A                    ,                        ,F                    ,+                  ,A                     ,R                     ,R                       ,R                      ,T                  ,                       ,                            ,A                  ,C                     ,                         ,T                     ,T                    ,                      ,                     ,R                   ,R                     ,                      ,                       ,C                      ,C                      ,+                   ,                        ,                                      ,                                ,                  ,R                    ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NR7               ,              ,119, 745,B, 20,H, 3,  53.00,    171.0300,Caulet   ,Radiolarians                                 ,R              ,M                 ,                     ,                 ,                   ,F                  ,R                    ,T                         ,F                      ,                 ,R              ,                   ,                          ,                     ,                     ,                        ,                     ,                   ,C                     ,R                     ,                        ,                       ,T                  ,                       ,                            ,R                  ,F                     ,                         ,                      ,T                    ,                      ,                     ,R                   ,                      ,                      ,                       ,                       ,                       ,                    ,                        ,                                      ,                                ,                  ,T                    ,                 ,               ,                ,                  ,                   ,                        ,                      ,                             ,                    ,                   ,                               ,                        ,                      ,                      ,                     ,                    ,                ,                      ,                       ,                       ,from 119 SR Chapter 28 Table 6 page 524.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
