Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Vercorsella wintereri,Valvulineria (?) sp. 1,Textulariid taxa,Salpingoporella (unspecified taxon or taxa),Miliolids species,Marssonella (unspecified taxon or taxa),Foraminifers (attached),Decussoloculina sp. cf. D. mirceai,Nodosariidae (taxa),Belorussiella sp.,Istriloculina unspecified taxon,Terquemella (unspecified taxon or taxa),Arenobulimina sp.,Protopeneroplis sp.,Neotrocholina sp.,Foraminifers (planispiral taxa),Vercorsella sp.,Trocholina molesta,Campanellula capuensis,Favreina sp. cf. F. prusensis,Debarina sp. cf. D. hahounerensis,Novalesia producta,Cayeuxia (unspecified taxon or taxa),?Orbitolinid taxa,Verneuilinidae taxa,Vercorsella sp. cf. V. arenata,Glomospira unspecified taxon,Gaudryina sp.,Arenobulimina cochleata,Nezzazata sp. C,Favreina sp.,Vercorsella sp. cf. V. immaturata,Neotrocholina sp. cf. N. infragranulata,Neotrocholina sp. cf. N. friburgensis,Aeolisaccus kotori,Bacinella irregularis,Novalesia angulosa,Bdelloidina sp. cf. B. urgonensis,Praechrysalidina infracretacea,Cuneolina sp. A,Nezzazata isabellae,Pseudonummoloculina sp.,Cuneolina parva,Sabaudia minuta,Paracoskinolina sp. cf. P. sunnilandensis,Orbitolinid taxa,Orbitolinid sp. A,Palaxius salataensis,Hagenowina sp.,Vercorsella sp. cf. V. scarsellai,Neoiraqia (?) sp.,Cuneolina sp. cf. C. pavonia,Globoquadrina sp.,Nezzazata sp. A,Comment
  SR,Albian           ,Late Aptian      ,                  ,              ,143, 866,A, 74,R, 2,  56.00,    687.3400,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,R                ,                                       ,R                      ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,F                    ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Late Aptian      ,                  ,              ,143, 866,A, 75,R, 3, 113.00,    698.6700,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,C               ,                                           ,C                ,                                       ,                       ,                                  ,                   ,                 ,R                              ,                                       ,                 ,                   ,                 ,F                              ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,C                                ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Late Aptian      ,                  ,              ,143, 866,A, 77,R, 1,  91.00,    715.4100,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,R               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Late Aptian      ,                  ,              ,143, 866,A, 79,R, 4,  11.00,    738.2000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,R               ,                                           ,R                ,R                                      ,                       ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,R              ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A, 80,R, 1,  22.00,    743.7200,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,                 ,                                       ,R                      ,                                  ,                   ,F                ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,F              ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A, 81,R, 3,  73.00,    755.8100,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,F                ,                               ,                                       ,                 ,                   ,R                ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A, 82,R, 1,  74.00,    763.5400,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,R               ,                                           ,R                ,C                                      ,                       ,                                  ,                   ,F                ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A, 83,R, 1,  39.00,    772.8900,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,C               ,                                           ,R                ,F                                      ,                       ,                                  ,                   ,F                ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,R              ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A, 85,R, 2,  29.00,    793.5400,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,A                ,                                       ,                       ,                                  ,                   ,F                ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A, 86,R, 1, 134.00,    802.8400,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,                ,                                           ,F                ,                                       ,                       ,                                  ,                   ,R                ,A                              ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,R                           ,             ,R                      ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A, 87,R, 1,  77.00,    811.9700,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,                ,                                           ,R                ,                                       ,                       ,                                  ,R                  ,                 ,F                              ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,?                                ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A, 88,R, 1,  77.00,    821.6700,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,R               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A, 89,R, 2,  22.00,    832.3200,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,F                              ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A, 91,R, 1,  41.00,    849.9100,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,C               ,                                           ,F                ,                                       ,                       ,                                  ,                   ,                 ,A                              ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A, 94,R, 1,  80.00,    879.2000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,F                              ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A, 96,R, 1,   4.00,    897.7400,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,C               ,                                           ,F                ,                                       ,                       ,                                  ,                   ,                 ,C                              ,                                       ,F                ,                   ,                 ,F                              ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,C                           ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,A                 ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A, 98,R, 1, 125.00,    918.2500,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,C               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,C                              ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,F                           ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A, 99,R, 1,   8.00,    923.9800,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,C                              ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,102,R, 1,  59.00,    953.2900,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,C               ,                                           ,F                ,                                       ,R                      ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,F                  ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,103,R, 1,  33.00,    962.7300,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,                ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,C                              ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,?              ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,108,R, 1,  42.00,   1010.6200,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,C               ,F                                          ,F                ,                                       ,                       ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,F                              ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,R              ,            ,?                                ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,109,R, 2,  26.00,   1021.3000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,R                     ,F               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,F                              ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,110,R, 1, 126.00,   1030.8600,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,F                              ,                                       ,                 ,                   ,                 ,F                              ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,F                  ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,111,R, 1,  27.00,   1039.5699,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,R                     ,R               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,F                              ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,112,R, 1,  31.00,   1049.2100,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,F                     ,                ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,F                              ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,R                                   ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,115,R, 1,  22.00,   1078.1200,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,F                ,                                       ,                       ,                                  ,                   ,                 ,F                              ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,F                                   ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,F                                      ,C                                    ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,117,R, 2,  29.00,   1098.8900,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,A                              ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,118,R, 1, 117.00,   1107.9700,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,R                     ,                ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,118,R, 2,  41.00,   1108.7100,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,R                     ,                ,                                           ,R                ,                                       ,                       ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,119,R, 1,  18.00,   1116.6801,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                      ,F               ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,C                              ,                                       ,                 ,?                  ,                 ,                               ,R              ,                  ,                      ,                             ,                                 ,                  ,R                                   ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,120,R, 1,  39.00,   1126.4900,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,R                     ,F               ,                                           ,R                ,                                       ,                       ,                                  ,                   ,                 ,F                              ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,?                             ,                            ,             ,                       ,               ,            ,?                                ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Barremian        ,Aptian           ,                  ,              ,143, 866,A,121,R, 1,  18.00,   1135.8800,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,R                     ,                ,                                           ,                 ,                                       ,                       ,                                  ,                   ,                 ,                               ,                                       ,                 ,                   ,                 ,                               ,               ,                  ,                      ,                             ,                                 ,                  ,                                    ,                 ,                   ,                              ,                            ,             ,                       ,               ,            ,                                 ,                                       ,                                     ,                  ,                     ,                  ,                                 ,                              ,               ,                   ,                       ,               ,               ,                                         ,                ,                 ,                    ,              ,                                 ,                 ,                            ,                 ,               ,from Leg 143 SR; Ch 32; Tables 1 & 3; pp. 539 & 548
