Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Distephanus speculum speculum,Distephanus crux,Dictyocha varia,Dictyocha subclinata (long axis),Dictyocha extensa extensa,Distephanus speculum speculum f. varians,Dictyocha varia (cruxid),Dictyocha fibula fibula,Distephanus speculum speculum (5-sided),Dictyocha subclinata (short axis),Dictyocha fibula ausonia,Parathranium tenuipes,Hermesinum adriaticum,Dictyocha extensa (medusid),Distephanus speculum speculum (7-sided),Bachmannocena circulus,Dictyocha extensa extensa (5-sided),Distephanus speculum tenuis,Bachmannocena elliptica,Distephanus speculum speculum (multiwindowed),Dictyocha sp.,Distephanus boliviensis,Dictyocha fibula ausonia (prenauticid),Distephanus quinquangellus,Distephanus crux (bridged),Neonaviculopsis neonautica praenautica,Neonaviculopsis neonautica neonautica,Bachmannocena diodon nodosa f. transenna,Bachmannocena diodon nodosa f. cocoensis,Bachmannocena diodon nodosa,Distephanus crux carolae,Dictyocha extensa longa,Dictyocha delicata bisecta,Ebriopsis antiqua,Dictyocha perlaevis perlaevis,Dictyocha perlaevis flexatella,Dictyocha messanensis,Dictyocha lingii,Distephanus pulchra,Dictyocha aculeata subaculeata,Bachmannocena quadrangula,Dictyocha messanensis (5-sided),Comment
  SR,Late Miocene     ,                 ,D. varia          ,              ,138, 850,B, 30,X, 1, 120.00,    281.1000,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,139                          ,1               ,140            ,                                ,15                       ,                                        ,                        ,2                      ,                                       ,                                 ,                        ,                     ,                     ,1                          ,                                       ,                      ,2                                  ,                           ,                       ,                                             ,             ,                       ,                                      ,                          ,                          ,                                      ,                                     ,                                        ,                                        ,                           ,                        ,                       ,                          ,                 ,                             ,                              ,                     ,                ,                   ,                              ,                         ,                               ,Aberrant specimens = 0; Total count = 300; from ODP 138 SR Chapter 8 Table 7 p 140-141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,D. varia          ,              ,138, 850,B, 31,X, 1, 120.00,    290.8000,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,106                          ,5               ,180            ,                                ,7                        ,                                        ,                        ,                       ,                                       ,                                 ,1                       ,7                    ,2                    ,                           ,1                                      ,2                     ,                                   ,                           ,                       ,                                             ,             ,                       ,                                      ,                          ,                          ,                                      ,                                     ,                                        ,                                        ,                           ,                        ,                       ,                          ,                 ,                             ,                              ,                     ,                ,                   ,                              ,                         ,                               ,Aberrant specimens = 0; Total count = 300; from ODP 138 SR Chapter 8 Table 7 p 140-141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,D. varia          ,              ,138, 850,B, 32,X, 1, 120.00,    300.4000,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,27                           ,                ,244            ,                                ,26                       ,                                        ,                        ,                       ,                                       ,                                 ,1                       ,                     ,                     ,2                          ,                                       ,                      ,                                   ,                           ,                       ,                                             ,             ,                       ,                                      ,                          ,                          ,                                      ,                                     ,                                        ,                                        ,                           ,                        ,                       ,                          ,                 ,                             ,                              ,                     ,                ,                   ,                              ,                         ,                               ,Aberrant specimens = 0; Total count = 300; from ODP 138 SR Chapter 8 Table 7 p 140-141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. varia          ,              ,138, 850,B, 33,X, 1, 120.00,    310.1000,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,54                           ,                ,111            ,8                               ,16                       ,                                        ,                        ,2                      ,8                                      ,90                               ,11                      ,2                    ,3                    ,                           ,                                       ,                      ,                                   ,                           ,                       ,                                             ,             ,                       ,                                      ,                          ,                          ,                                      ,                                     ,                                        ,                                        ,                           ,                        ,                       ,                          ,                 ,                             ,                              ,                     ,                ,                   ,                              ,                         ,                               ,Aberrant specimens = 0; Total count = 300; from ODP 138 SR Chapter 8 Table 7 p 140-141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. varia          ,              ,138, 850,B, 34,X, 3, 120.00,    322.8000,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,18                           ,                ,132            ,                                ,5                        ,                                        ,                        ,                       ,                                       ,                                 ,                        ,                     ,                     ,                           ,                                       ,                      ,                                   ,                           ,                       ,                                             ,             ,                       ,                                      ,                          ,                          ,                                      ,                                     ,                                        ,                                        ,                           ,                        ,                       ,                          ,                 ,                             ,                              ,                     ,                ,                   ,                              ,                         ,                               ,Aberrant specimens = 0; Total count = 155; from ODP 138 SR Chapter 8 Table 7 p 140-141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. varia          ,              ,138, 850,B, 35,X, 1, 120.00,    329.4000,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,56                           ,5               ,221            ,                                ,4                        ,                                        ,2                       ,1                      ,1                                      ,1                                ,9                       ,                     ,                     ,                           ,                                       ,                      ,                                   ,                           ,                       ,                                             ,             ,                       ,                                      ,                          ,                          ,                                      ,                                     ,                                        ,                                        ,                           ,                        ,                       ,                          ,                 ,                             ,                              ,                     ,                ,                   ,                              ,                         ,                               ,Aberrant specimens = 0; Total count = 300; from ODP 138 SR Chapter 8 Table 7 p 140-141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. varia          ,              ,138, 850,B, 36,X, 1, 120.00,    339.0000,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,36                           ,44              ,216            ,                                ,3                        ,                                        ,1                       ,                       ,                                       ,                                 ,                        ,                     ,                     ,                           ,                                       ,                      ,                                   ,                           ,                       ,                                             ,             ,                       ,                                      ,                          ,                          ,                                      ,                                     ,                                        ,                                        ,                           ,                        ,                       ,                          ,                 ,                             ,                              ,                     ,                ,                   ,                              ,                         ,                               ,Aberrant specimens = 0; Total count = 300; from ODP 138 SR Chapter 8 Table 7 p 140-141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. varia          ,              ,138, 850,B, 37,X, 4, 120.00,    353.2000,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                             ,                ,128            ,                                ,                         ,                                        ,                        ,                       ,                                       ,                                 ,                        ,                     ,                     ,                           ,                                       ,                      ,                                   ,                           ,                       ,                                             ,             ,                       ,                                      ,                          ,                          ,                                      ,                                     ,                                        ,                                        ,                           ,                        ,                       ,                          ,                 ,                             ,                              ,                     ,                ,                   ,                              ,                         ,                               ,Aberrant specimens = 0; Total count = 128; from ODP 138 SR Chapter 8 Table 7 p 140-141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. varia          ,              ,138, 850,B, 38,X, 1,  45.00,    357.5500,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,17                           ,                ,115            ,                                ,1                        ,                                        ,                        ,                       ,                                       ,                                 ,                        ,                     ,                     ,                           ,                                       ,                      ,                                   ,                           ,                       ,                                             ,             ,                       ,                                      ,                          ,                          ,                                      ,                                     ,                                        ,                                        ,                           ,                        ,                       ,                          ,                 ,                             ,                              ,                     ,                ,                   ,                              ,                         ,                               ,Aberrant specimens = 0; Total count = 133; from ODP 138 SR Chapter 8 Table 7 p 140-141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. varia          ,              ,138, 850,B, 39,X, 1, 121.00,    368.0100,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,61                           ,9               ,224            ,                                ,3                        ,1                                       ,1                       ,1                      ,                                       ,                                 ,                        ,                     ,                     ,                           ,                                       ,                      ,                                   ,                           ,                       ,                                             ,             ,                       ,                                      ,                          ,                          ,                                      ,                                     ,                                        ,                                        ,                           ,                        ,                       ,                          ,                 ,                             ,                              ,                     ,                ,                   ,                              ,                         ,                               ,Aberrant specimens = 0; Total count = 300; from ODP 138 SR Chapter 8 Table 7 p 140-141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. varia          ,              ,138, 850,B, 40,X, 1, 121.00,    377.6100,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,24                           ,                ,264            ,7                               ,5                        ,                                        ,                        ,                       ,                                       ,                                 ,                        ,                     ,                     ,                           ,                                       ,                      ,                                   ,                           ,                       ,                                             ,             ,                       ,                                      ,                          ,                          ,                                      ,                                     ,                                        ,                                        ,                           ,                        ,                       ,                          ,                 ,                             ,                              ,                     ,                ,                   ,                              ,                         ,                               ,Aberrant specimens = 0; Total count = 300; from ODP 138 SR Chapter 8 Table 7 p 140-141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. varia          ,              ,138, 850,B, 41,X, 1, 119.00,    387.2900,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,12                           ,15              ,265            ,2                               ,6                        ,                                        ,                        ,                       ,                                       ,                                 ,                        ,                     ,                     ,                           ,                                       ,                      ,                                   ,                           ,                       ,                                             ,             ,                       ,                                      ,                          ,                          ,                                      ,                                     ,                                        ,                                        ,                           ,                        ,                       ,                          ,                 ,                             ,                              ,                     ,                ,                   ,                              ,                         ,                               ,Aberrant specimens = 0; Total count = 300; from ODP 138 SR Chapter 8 Table 7 p 140-141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. varia          ,              ,138, 850,B, 42,X, 1, 120.00,    397.0000,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,12                           ,102             ,186            ,                                ,                         ,                                        ,                        ,                       ,                                       ,                                 ,                        ,                     ,                     ,                           ,                                       ,                      ,                                   ,                           ,                       ,                                             ,             ,                       ,                                      ,                          ,                          ,                                      ,                                     ,                                        ,                                        ,                           ,                        ,                       ,                          ,                 ,                             ,                              ,                     ,                ,                   ,                              ,                         ,                               ,Aberrant specimens = 0; Total count = 300; from ODP 138 SR Chapter 8 Table 7 p 140-141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
