Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Parasubbotina griffinae	Clavigerinella jarvisi	Paragloborotalia nana	Muricoglobigerina senni	Clavigerinella eocanica	Catapsydrax unicavus	Acarinina collactea	"H." cf. bolivaraina bolivaraina	Subbotina eocaena	Parasubbotina cf. linaperta	Acarinina rohri	Acarinina bullbrooki	Acarinina punctocarinata	Paragloborotalia wilsoni	Clavigerinella columbiana	Clavigerinella akersi	Acarinina praetopilensis	Turborotalia ampliapertura	Paragloborotalia continuosa	Globoquadrina tapuriensis	Catapsydrax dissimilis	Subbotina utilisindex	Subbotina angiporoides	Dentoglobigerina galavisi	Globorotaloides suteri	Globoquadrina tripartita	Globigerina prasaepis	Dentoglobigerina globularis	Chiloguembelina cubensis	Globigerina euapertura	Cassigerinella chipolensis	Globoquadrina venezuelana	Tenuitella gemma	Catapsydrax dissimilis ciperoensis	Tenuitella clemenciae	Tenuitellinata angustiumbilicata	Subbotina gortanii	Paragloborotalia opima opima	Dentoglobigerina yeguaensis	Paragloborotalia pseudokugleri	Paragloborotalia mayeri	Globorotaloides sp.	Globoquadrina sellii	Dentoglobigerina altispira	Subbotina praeturritilina	Globigerina praebulloides	Globigerina ciperoensis	Paragloborotalia kugleri	Paragloborotalia acrostoma	Paragloborotalia siakensis	Globoquadrina praedehiscens	Globoquadrina binaiensis	Globoquadrina dehiscens	Globigerinella praesiphonifera	Dentoglobigerina baroemoenensis	Globigerinoides primordius	Comment
  IR	                 	                 	                  	              	199	1218	A	 16	H	 5	 118.00	    148.3800	planks   	Planktonic Foraminifers                      	F              	P                 	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	R                     	                     	                      	                         	                      	                        	                     	                           	                        	F                     	                          	                         	                	                                  	                     	P                               	                  	A                           	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 16	H	 7	  39.00	    150.5900	planks   	Planktonic Foraminifers                      	C              	G                 	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	F                        	R                     	                     	                      	+                        	                      	F                       	R                    	                           	                        	                      	                          	                         	R               	A                                 	R                    	R                               	R                 	A                           	F                          	                              	                       	                   	R                   	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	P21b              	P21a          	199	1218	A	 16	H	CC	   0.00	    150.8000	planks   	Planktonic Foraminifers                      	C              	M                 	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	R                        	R                     	                     	                      	                         	R                     	                        	R                    	                           	R                       	R                     	                          	                         	                	                                  	R                    	R                               	                  	                            	R                          	                              	                       	+                  	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 17	H	 1	 117.00	    151.8700	planks   	Planktonic Foraminifers                      	C              	M                 	                       	                      	                     	                       	                       	F                   	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	R                     	                     	                      	                         	R                     	                        	F                    	                           	R                       	R                     	                          	                         	                	F                                 	R                    	R                               	                  	A                           	F                          	                              	                       	R                  	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 17	H	 5	 117.00	    157.8700	planks   	Planktonic Foraminifers                      	C              	M                 	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	R                     	                        	F                    	                           	R                       	F                     	+                         	                         	                	F                                 	R                    	R                               	                  	A                           	                           	                              	P                      	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 17	H	 7	  60.00	    160.3200	planks   	Planktonic Foraminifers                      	               	                  	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	+                           	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 17	H	CC	  20.00	    160.7900	planks   	Planktonic Foraminifers                      	F              	M                 	                       	                      	F                    	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	F                        	F                     	                     	                      	                         	                      	P                       	F                    	                           	                        	                      	                          	                         	P               	                                  	                     	                                	P                 	F                           	F                          	                              	P                      	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	P21b              	P21a          	199	1218	A	 18	H	 3	  98.00	    164.1800	planks   	Planktonic Foraminifers                      	F              	P                 	                       	                      	                     	                       	                       	R                   	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	R                     	R                    	                      	                         	F                     	                        	                     	                           	                        	R                     	                          	                         	                	                                  	R                    	                                	                  	F                           	F                          	+                             	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 18	H	 4	  98.00	    165.6800	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	                     	                       	                       	F                   	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	R                     	                          	                         	                	                                  	                     	                                	                  	A                           	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	P20               	P19           	199	1218	A	 18	H	 5	  98.00	    167.1000	planks   	Planktonic Foraminifers                      	C              	M                 	                       	                      	                     	                       	                       	R                   	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	R                         	                           	                         	R                     	                     	                      	                         	F                     	                        	F                    	                           	                        	F                     	                          	                         	                	R                                 	R                    	R                               	                  	A                           	F                          	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 18	H	 7	  18.00	    169.3000	planks   	Planktonic Foraminifers                      	F              	P                 	                       	                      	                     	                       	                       	F                   	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	P                         	                           	                         	                      	                     	                      	                         	                      	                        	F                    	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	A                           	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 18	H	CC	  12.00	    169.6600	planks   	Planktonic Foraminifers                      	F              	P                 	                       	                      	F                    	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	R                         	                           	R                        	F                     	                     	                      	                         	F                     	                        	                     	                           	                        	R                     	                          	F                        	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 19	H	 1	 100.00	    170.7000	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	                     	                       	                       	P                   	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	P                     	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Early Oligocene  	                 	P19               	P19           	199	1218	A	 19	H	 2	 100.00	    172.2000	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	                     	                       	                       	P                   	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	P                     	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 19	H	 3	 100.00	    173.7000	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	                     	                       	                       	R                   	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	P                           	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	Single specimen of P. opima considered reworked

  IR	                 	                 	                  	              	199	1218	A	 19	H	 4	 100.00	    175.2000	planks   	Planktonic Foraminifers                      	F              	P                 	                       	                      	R                    	                       	                       	R                   	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	P                     	                     	                      	                         	P                     	P                       	                     	                           	                        	R                     	                          	                         	                	R                                 	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 19	H	CC	  22.00	    179.7800	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	F                     	                     	                      	                         	F                     	                        	                     	                           	                        	                      	                          	                         	                	                                  	R                    	                                	P                 	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 20	H	 1	 100.00	    180.2000	planks   	Planktonic Foraminifers                      	               	                  	                       	                      	P                    	                       	                       	P                   	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	P                         	                           	                         	P                     	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 20	H	 2	 100.00	    181.7000	planks   	Planktonic Foraminifers                      	T              	P                 	                       	                      	                     	                       	                       	P                   	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	P                     	                     	                      	                         	P                     	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 20	H	 3	  50.00	    182.7000	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	                     	                       	                       	+                   	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	P                     	                     	                      	                         	+                     	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 20	H	 4	  60.00	    184.3000	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	R                     	                     	                      	                         	R                     	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Early Oligocene  	Early Oligocene  	                  	              	199	1218	A	 20	H	 5	 130.00	    186.5000	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	R                    	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	R                     	                     	                      	                         	R                     	R                       	                     	                           	                        	                      	                          	                         	                	R                                 	                     	R                               	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Early Oligocene  	Early Oligocene  	                  	              	199	1218	A	 20	H	 6	 100.00	    187.7000	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	R                    	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	R                     	                     	                      	                         	R                     	R                       	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Early Oligocene  	Early Oligocene  	                  	              	199	1218	A	 20	H	CC	   0.00	    188.4700	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	R                        	R                     	R                    	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	R                    	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Early Oligocene  	Early Oligocene  	                  	              	199	1218	A	 21	X	CC	   0.00	    188.7000	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	R                    	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	R                       	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Early Oligocene  	Early Oligocene  	                  	              	199	1218	A	 22	X	 1	  40.00	    196.3000	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	F                          	                         	F                     	F                    	F                     	R                        	                      	                        	R                    	                           	                        	                      	                          	                         	                	                                  	R                    	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Early Oligocene  	Early Oligocene  	P19               	              	199	1218	A	 22	X	 2	  28.00	    197.6800	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	R                         	F                          	R                        	F                     	R                    	                      	R                        	                      	F                       	R                    	                           	                        	                      	                          	                         	R               	F                                 	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Early Oligocene  	Early Oligocene  	P19               	              	199	1218	A	 22	X	 3	  80.00	    199.7000	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	R                         	                           	                         	R                     	                     	                      	R                        	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Early Oligocene  	Early Oligocene  	                  	              	199	1218	A	 22	X	 4	 128.00	    201.6800	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	R                     	                     	                      	                         	R                     	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Early Oligocene  	Early Oligocene  	                  	              	199	1218	A	 22	X	 5	  76.00	    202.6600	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	R                     	                     	                      	R                        	                      	R                       	R                    	                           	                        	                      	                          	R                        	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 22	X	 6	   7.00	    202.9700	planks   	Planktonic Foraminifers                      	               	                  	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	+                        	                      	                        	                     	                           	                        	                      	+                         	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	Barren, Benthics only

  IR	Early Oligocene  	Early Oligocene  	P19               	              	199	1218	A	 22	X	CC	  10.00	    203.5800	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	R                    	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	R                         	                           	                         	R                     	R                    	                      	                         	                      	                        	                     	                           	                        	R                     	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Early Oligocene  	Early Oligocene  	P19               	              	199	1218	A	 23	X	 2	 106.00	    208.0600	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	F                    	                       	                       	R                   	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	F                         	                           	                         	                      	R                    	R                     	                         	                      	R                       	R                    	                           	P                       	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Early Oligocene  	Early Oligocene  	                  	              	199	1218	A	 23	X	 3	 115.00	    209.6500	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	R                    	                       	                       	+                   	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	R                        	                      	P                    	                      	                         	                      	R                       	R                    	P                          	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Early Oligocene  	Early Oligocene  	P19               	              	199	1218	A	 23	X	 4	  45.00	    210.4500	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	P                         	                           	                         	F                     	                     	P                     	                         	P                     	P                       	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Early Oligocene  	Early Oligocene  	                  	              	199	1218	A	 23	X	 6	  14.00	    213.1400	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	+                         	                           	                         	                      	R                    	R                     	R                        	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Early Oligocene  	Early Oligocene  	P19               	              	199	1218	A	 23	X	CC	  37.00	    215.3400	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	F                    	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	R                         	F                          	R                        	F                     	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 26	X	 3	 100.00	    238.3000	planks   	Planktonic Foraminifers                      	T              	P                 	                       	R                     	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Middle Eocene    	Middle Eocene    	P12               	              	199	1218	A	 26	X	 5	  25.00	    240.5500	planks   	Planktonic Foraminifers                      	T              	P                 	                       	P                     	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Middle Eocene    	Middle Eocene    	P12               	              	199	1218	A	 26	X	 6	 120.00	    243.0000	planks   	Planktonic Foraminifers                      	R              	P                 	                       	F                     	F                    	R                      	                       	                    	                   	F                               	                 	R                          	               	                    	F                       	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Middle Eocene    	Middle Eocene    	P12               	              	199	1218	A	 28	X	 1	  98.00	    254.4800	planks   	Planktonic Foraminifers                      	R              	M                 	F                      	F                     	F                    	R                      	                       	R                   	                   	F                               	                 	F                          	F              	F                   	F                       	R                       	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Middle Eocene    	Middle Eocene    	P12               	              	199	1218	A	 28	X	 2	  98.00	    255.9800	planks   	Planktonic Foraminifers                      	R              	P                 	R                      	F                     	F                    	R                      	                       	                    	R                  	F                               	                 	                           	R              	                    	                        	                        	                         	R                    	R                       	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Middle Eocene    	Middle Eocene    	P12               	              	199	1218	A	 28	X	 3	  98.00	    257.4800	planks   	Planktonic Foraminifers                      	R              	P                 	F                      	F                     	R                    	R                      	                       	                    	R                  	F                               	                 	R                          	R              	R                   	                        	R                       	R                        	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Middle Eocene    	Middle Eocene    	P12               	              	199	1218	A	 28	X	 4	 104.00	    259.0400	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	R                    	                       	R                      	                    	                   	R                               	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Middle Eocene    	Middle Eocene    	P12               	              	199	1218	A	 28	X	 5	  55.00	    260.0500	planks   	Planktonic Foraminifers                      	R              	P                 	                       	                      	R                    	                       	R                      	                    	R                  	R                               	                 	R                          	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	                 	                 	                  	              	199	1218	A	 28	X	 6	  85.00	    261.8500	planks   	Planktonic Foraminifers                      	               	                  	                       	                      	+                    	                       	                       	                    	                   	                                	                 	+                          	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Middle Eocene    	Middle Eocene    	P12               	              	199	1218	A	 28	X	CC	  15.00	    262.9400	planks   	Planktonic Foraminifers                      	R              	P                 	                       	R                     	F                    	R                      	R                      	                    	                   	R                               	                 	R                          	F              	R                   	F                       	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Middle Eocene    	Middle Eocene    	P12               	              	199	1218	A	 29	X	 1	 102.00	    264.1200	planks   	Planktonic Foraminifers                      	R              	P                 	                       	+                     	F                    	                       	R                      	                    	P                  	F                               	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Middle Eocene    	Middle Eocene    	P12               	              	199	1218	A	 29	X	 2	 123.00	    265.8300	planks   	Planktonic Foraminifers                      	R              	P                 	F                      	                      	F                    	                       	R                      	P                   	                   	F                               	P                	F                          	R              	R                   	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Middle Eocene    	Middle Eocene    	P12               	              	199	1218	A	 29	X	 3	 102.00	    267.1200	planks   	Planktonic Foraminifers                      	R              	P                 	R                      	                      	R                    	R                      	R                      	P                   	P                  	R                               	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Middle Eocene    	Middle Eocene    	P12               	              	199	1218	A	 29	X	CC	  33.00	    268.8700	planks   	Planktonic Foraminifers                      	R              	P                 	R                      	R                     	R                    	P                      	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

  IR	Middle Eocene    	Middle Eocene    	P12               	              	199	1218	A	 30	X	CC	  20.00	    274.2300	planks   	Planktonic Foraminifers                      	R              	P                 	R                      	P                     	                     	                       	                       	                    	                   	                                	                 	                           	               	                    	                        	                        	                         	                     	                        	                          	                           	                         	                      	                     	                      	                         	                      	                        	                     	                           	                        	                      	                          	                         	                	                                  	                     	                                	                  	                            	                           	                              	                       	                   	                    	                          	                         	                         	                       	                        	                          	                          	                           	                        	                       	                              	                               	                          	       

