Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbilicosphaera sibogae,Sphenolithus moriformis,Sphenolithus heteromorphus,Solidopons petrae,Reticulofenestra samodurovii,Reticulofenestra minutula,Reticulofenestra minuta,Pontosphaera discopora,Helicosphaera euphratis,Helicosphaera carteri,Helicosphaera ampliaperta,Geminilithella rotula,Discoaster variabilis,Discoaster deflandrei,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus pelagicus,Coccolithus miopelagicus,Pontosphaera multipora,Helicosphaera scissura,Calcidiscus tropicus,Sphenolithus belemnos,Rhabdosphaera procera,Discoaster signus,Cryptococcolithus takayamae,Scyphosphaera spp.,Calcidiscus leptoporus,Calcidiscus premacintyrei,Pontosphaera spp.,Discosphaera tubifera,Braarudosphaera bigelowii,Helicosphaera perch-nielseniae,Helicosphaera waltrans,Helicosphaera walbersdorfensis,Discoaster musicus,Hayella aperta,Scapholithus fossilis,Pyrocyclus hermosus,Triquetrorhabdulus rugosus,Helicosphaera orientalis,Triquetrorhabdulus rioensis,Triquetrorhabdulus challengeri,Triquetrorhabdulus auritus,Syracosphaera spp.,Reticulofenestra pseudoumbilicus,Discoaster pseudovariabilis,Holodiscolithus solidus,Discoaster kugleri,Calcidiscus macintyrei,Sphenolithus abies,Discoaster bellus,Catinaster coalitus,Discoaster brouweri,Discoaster bollii,Discoaster hamatus,Catinaster calyculus,Minylitha convallis,Discoaster prepentaradiatus,Discoaster pentaradiatus,Discoaster neohamatus,Discoaster loeblichii,Discoaster surculus,Discoaster quinqueramus,Discoaster berggrenii,Amaurolithus primus,Hayella challengeri,Reticulofenestra rotaria,Amaurolithus delicatus,Amaurolithus amplificus,"Discoaster ""six-rayed""",Discoaster asymmetricus,Amaurolithus tricorniculatus,Comment
  SR,Late Miocene     ,                 ,CN8b              ,              ,157, 952,A, 27,X, 4, 128.00,    248.1800,Howe     ,Nannofossils                                 ,M              ,M                 ,F                      ,                       ,                          ,                 ,                            ,C                        ,C                      ,                      ,                       ,F                    ,                         ,F                    ,F                    ,                     ,                           ,                      ,F                    ,                        ,R                     ,                      ,                    ,                     ,F                    ,                 ,R                          ,                  ,R                     ,                         ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,R                  ,R                         ,                        ,                           ,                              ,                          ,                  ,F                               ,                           ,                       ,                  ,R                     ,F                 ,R                ,                   ,F                  ,                 ,                  ,                    ,F                  ,R                          ,R                       ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Single Paleogene reworking. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN8a              ,              ,157, 952,A, 27,X,CC,   5.00,    249.9500,Howe     ,Nannofossils                                 ,VH             ,M                 ,                       ,                       ,                          ,                 ,                            ,C                        ,C                      ,                      ,                       ,F                    ,                         ,C                    ,C                    ,                     ,                           ,                      ,C                    ,                        ,R                     ,                      ,C                   ,                     ,C                    ,                 ,F                          ,R                 ,C                     ,                         ,R                ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,F                         ,                        ,                           ,                              ,                          ,                  ,C                               ,                           ,                       ,                  ,F                     ,F                 ,R                ,                   ,C                  ,                 ,                  ,S                   ,F                  ,                           ,R                       ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN8a              ,              ,157, 952,A, 28,X, 1, 113.50,    253.1350,Howe     ,Nannofossils                                 ,M              ,P-M               ,                       ,                       ,                          ,                 ,                            ,C                        ,F                      ,                      ,                       ,R                    ,                         ,F                    ,C                    ,                     ,                           ,                      ,F                    ,                        ,                      ,                      ,F                   ,                     ,R                    ,                 ,S                          ,                  ,R                     ,                         ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,C                               ,                           ,                       ,                  ,                      ,R                 ,F                ,                   ,C                  ,F                ,?R                ,                    ,F                  ,F                          ,R                       ,R                    ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN7               ,              ,157, 952,A, 28,X, 3,  11.50,    255.1150,Howe     ,Nannofossils                                 ,H              ,M-G               ,F                      ,                       ,                          ,                 ,                            ,A                        ,A                      ,R                     ,                       ,C                    ,                         ,C                    ,C                    ,                     ,                           ,                      ,C                    ,                        ,S                     ,                      ,F                   ,                     ,F                    ,                 ,R                          ,                  ,R                     ,                         ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,S                  ,R                         ,                        ,                           ,                              ,                          ,                  ,A                               ,                           ,                       ,                  ,R                     ,R                 ,R                ,S                  ,R                  ,C                ,C                 ,R                   ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Cretaceous reworking. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN7               ,              ,157, 952,A, 28,X, 3,  97.00,    255.9700,Howe     ,Nannofossils                                 ,L-M            ,P-M               ,R                      ,                       ,                          ,                 ,                            ,C                        ,F                      ,                      ,                       ,R                    ,                         ,                     ,F                    ,                     ,                           ,                      ,F                    ,                        ,R                     ,                      ,R                   ,                     ,R                    ,                 ,                           ,                  ,R                     ,                         ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,R                  ,                          ,                        ,                           ,                              ,                          ,                  ,C                               ,                           ,                       ,                  ,R                     ,R                 ,R                ,                   ,                   ,                 ,R                 ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN6               ,              ,157, 952,A, 29,X, 1, 110.50,    262.7050,Howe     ,Nannofossils                                 ,H              ,M-G               ,F                      ,                       ,                          ,                 ,                            ,C                        ,C                      ,                      ,                       ,F                    ,                         ,F                    ,C                    ,                     ,                           ,                      ,F                    ,                        ,R                     ,                      ,F                   ,                     ,F                    ,                 ,S                          ,                  ,R                     ,                         ,R                ,                     ,                         ,                              ,                      ,                              ,                  ,              ,S                    ,R                  ,R                         ,R                       ,                           ,                              ,                          ,R                 ,A                               ,R                          ,                       ,                  ,R                     ,F                 ,R                ,F                  ,F                  ,R                ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN6               ,              ,157, 952,A, 29,X, 3,  53.00,    265.1300,Howe     ,Nannofossils                                 ,M              ,M                 ,F                      ,                       ,                          ,                 ,                            ,C                        ,C                      ,                      ,R                      ,R                    ,                         ,F                    ,C                    ,                     ,                           ,                      ,F                    ,                        ,R                     ,                      ,F                   ,                     ,R                    ,                 ,R                          ,                  ,R                     ,                         ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,S                    ,R                  ,R                         ,                        ,                           ,                              ,                          ,                  ,C                               ,R                          ,                       ,                  ,R                     ,F                 ,R                ,R                  ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,157, 952,A, 29,X, 4,   8.00,    266.1800,Howe     ,Nannofossils                                 ,M-H            ,M                 ,F                      ,F                      ,                          ,                 ,                            ,C                        ,C                      ,R                     ,S                      ,F                    ,                         ,C                    ,C                    ,                     ,                           ,                      ,C                    ,R                       ,F                     ,                      ,F                   ,                     ,C                    ,                 ,R                          ,                  ,R                     ,S                        ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,S             ,S                    ,R                  ,R                         ,                        ,                           ,                              ,                          ,R                 ,A                               ,                           ,                       ,?S                ,R                     ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,157, 952,A, 29,X, 6, 110.00,    270.2000,Howe     ,Nannofossils                                 ,H              ,M                 ,C                      ,F                      ,R                         ,                 ,                            ,A                        ,A                      ,                      ,                       ,C                    ,                         ,C                    ,C                    ,R                    ,R                          ,R                     ,C                    ,F                       ,                      ,                      ,F                   ,                     ,                     ,                 ,F                          ,R                 ,R                     ,R                        ,R                ,                     ,                         ,                              ,                      ,                              ,                  ,R             ,                     ,R                  ,F                         ,                        ,                           ,                              ,                          ,                  ,A                               ,                           ,                       ,R                 ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,157, 952,A, 30,X, 2, 145.00,    274.2500,Howe     ,Nannofossils                                 ,M              ,P-M               ,F                      ,R                      ,                          ,                 ,                            ,C                        ,C                      ,                      ,S                      ,R                    ,                         ,F                    ,F                    ,R                    ,                           ,                      ,F                    ,R                       ,R                     ,                      ,F                   ,                     ,F                    ,                 ,R                          ,                  ,S                     ,                         ,S                ,                     ,                         ,                              ,                      ,F                             ,                  ,              ,                     ,R                  ,S                         ,                        ,                           ,                              ,                          ,                  ,C                               ,                           ,                       ,R                 ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Paleogene reworking. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,157, 952,A, 30,X, 4, 122.00,    277.0200,Howe     ,Nannofossils                                 ,H              ,M                 ,C                      ,F                      ,                          ,                 ,                            ,A                        ,A                      ,S                     ,S                      ,C                    ,                         ,C                    ,A                    ,                     ,R                          ,R                     ,C                    ,F                       ,R                     ,                      ,F                   ,                     ,F                    ,                 ,R                          ,                  ,R                     ,R                        ,                 ,S                    ,                         ,                              ,                      ,                              ,                  ,R             ,                     ,R                  ,F                         ,                        ,                           ,                              ,                          ,                  ,A                               ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Cretaceous reworking. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,157, 952,A, 30,X, 5,  29.00,    277.5900,Howe     ,Nannofossils                                 ,M-H            ,M                 ,F                      ,F                      ,                          ,                 ,                            ,A                        ,A                      ,R                     ,R                      ,F                    ,                         ,F                    ,C                    ,                     ,R                          ,S                     ,C                    ,F                       ,F                     ,                      ,F                   ,                     ,F                    ,                 ,R                          ,                  ,R                     ,R                        ,R                ,                     ,                         ,                              ,                      ,R                             ,                  ,              ,                     ,R                  ,S                         ,                        ,                           ,                              ,                          ,R                 ,A                               ,                           ,                       ,?S                ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Few Cretaceous & Single Paleogene reworking. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,157, 952,A, 31,X, 2,  64.00,    283.1400,Howe     ,Nannofossils                                 ,VH             ,M-G               ,F                      ,F                      ,S                         ,R                ,                            ,A                        ,A                      ,S                     ,R                      ,F                    ,                         ,F                    ,C                    ,R                    ,F                          ,R                     ,C                    ,F                       ,F                     ,                      ,F                   ,                     ,F                    ,                 ,R                          ,R                 ,                      ,R                        ,                 ,                     ,                         ,                              ,                      ,R                             ,                  ,              ,S                    ,R                  ,F                         ,                        ,                           ,                              ,                          ,S                 ,A                               ,                           ,                       ,?S                ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Few Cretaceous & Single Paleogene reworking. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,157, 952,A, 31,X, 3,  26.00,    284.2600,Howe     ,Nannofossils                                 ,H              ,M-G               ,C                      ,F                      ,                          ,                 ,                            ,A                        ,A                      ,R                     ,S                      ,F                    ,                         ,C                    ,C                    ,                     ,F                          ,R                     ,C                    ,R                       ,F                     ,                      ,                    ,                     ,F                    ,S                ,R                          ,R                 ,S                     ,                         ,                 ,                     ,                         ,                              ,                      ,R                             ,R                 ,              ,S                    ,R                  ,F                         ,?R                      ,                           ,                              ,                          ,R                 ,A                               ,S                          ,S                      ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Few Cretaceous reworking & Rare biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 31,X, 6,  28.00,    288.7800,Howe     ,Nannofossils                                 ,M-H            ,M                 ,C                      ,F                      ,                          ,                 ,                            ,A                        ,C                      ,R                     ,R                      ,F                    ,                         ,F                    ,F                    ,                     ,F                          ,R                     ,C                    ,R                       ,R                     ,                      ,R                   ,                     ,F                    ,                 ,R                          ,                  ,                      ,S                        ,                 ,S                    ,                         ,                              ,                      ,R                             ,F                 ,R             ,S                    ,R                  ,                          ,                        ,R                          ,                              ,                          ,R                 ,C                               ,R                          ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Cretaceous reworking. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 32,X, 2,  21.00,    292.3100,Howe     ,Nannofossils                                 ,H              ,M                 ,                       ,R                      ,                          ,                 ,                            ,A                        ,A                      ,                      ,                       ,R                    ,                         ,F                    ,F                    ,                     ,F                          ,                      ,C                    ,F                       ,                      ,                      ,R                   ,                     ,R                    ,                 ,R                          ,                  ,R                     ,R                        ,                 ,                     ,                         ,                              ,                      ,                              ,R                 ,R             ,                     ,R                  ,                          ,                        ,R                          ,                              ,                          ,                  ,F                               ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Few Cretaceous & questionable Single Paleogene reworking. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 32,X, 4,  34.00,    295.4400,Howe     ,Nannofossils                                 ,H              ,M-G               ,F                      ,F                      ,R                         ,S                ,A                           ,A                        ,A                      ,                      ,                       ,C                    ,                         ,C                    ,C                    ,                     ,F                          ,R                     ,C                    ,F                       ,R                     ,                      ,R                   ,                     ,F                    ,R                ,F                          ,                  ,                      ,F                        ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,R                  ,                          ,                        ,R                          ,R                             ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Cretaceous reworking & Few biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 32,X, 5,  56.00,    297.1600,Howe     ,Nannofossils                                 ,M-H            ,M                 ,F                      ,F                      ,                          ,                 ,C                           ,C                        ,A                      ,                      ,R                      ,F                    ,                         ,F                    ,C                    ,                     ,C                          ,R                     ,C                    ,F                       ,R                     ,                      ,R                   ,                     ,R                    ,R                ,R                          ,                  ,S                     ,R                        ,                 ,                     ,                         ,                              ,                      ,R                             ,                  ,              ,                     ,R                  ,                          ,S                       ,                           ,S                             ,                          ,R                 ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Cretaceous reworking & Few biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 33,X, 4,  87.00,    305.5700,Howe     ,Nannofossils                                 ,H              ,M                 ,F                      ,F                      ,R                         ,                 ,C                           ,A                        ,A                      ,S                     ,                       ,C                    ,                         ,C                    ,C                    ,                     ,C                          ,R                     ,C                    ,F                       ,F                     ,                      ,R                   ,                     ,F                    ,R                ,F                          ,                  ,S                     ,R                        ,                 ,S                    ,                         ,                              ,                      ,R                             ,                  ,R             ,                     ,                   ,                          ,                        ,R                          ,R                             ,S                         ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Cretaceous reworking & Few biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 33,X, 4, 134.00,    306.0400,Howe     ,Nannofossils                                 ,M-H            ,M                 ,F                      ,R                      ,R                         ,                 ,F                           ,A                        ,A                      ,S                     ,R                      ,F                    ,S                        ,F                    ,F                    ,                     ,C                          ,R                     ,C                    ,F                       ,R                     ,                      ,R                   ,                     ,F                    ,F                ,S                          ,                  ,S                     ,R                        ,                 ,R                    ,                         ,                              ,                      ,R                             ,R                 ,R             ,                     ,S                  ,                          ,S                       ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Cretaceous reworking & biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 33,X, 5,  23.00,    306.4300,Howe     ,Nannofossils                                 ,M-H            ,M-G               ,R                      ,                       ,R                         ,                 ,F                           ,C                        ,C                      ,S                     ,F                      ,F                    ,                         ,C                    ,C                    ,                     ,F                          ,                      ,C                    ,F                       ,R                     ,                      ,F                   ,                     ,F                    ,R                ,R                          ,                  ,R                     ,R                        ,R                ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,R                  ,?S                        ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Rare Cretaceous reworking & Few biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 33,X, 7,   6.00,    309.2600,Howe     ,Nannofossils                                 ,VL             ,P                 ,                       ,                       ,                          ,                 ,                            ,                         ,R                      ,                      ,                       ,                     ,                         ,                     ,                     ,                     ,                           ,                      ,S                    ,                        ,                      ,                      ,                    ,                     ,                     ,                 ,                           ,                  ,                      ,                         ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Abundant biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 33,X,CC,  10.00,    309.7800,Howe     ,Nannofossils                                 ,VL             ,P-M               ,                       ,                       ,                          ,                 ,                            ,                         ,R                      ,                      ,                       ,                     ,                         ,                     ,S                    ,                     ,                           ,                      ,R                    ,                        ,                      ,                      ,                    ,                     ,                     ,S                ,                           ,                  ,                      ,                         ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Abundant biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 34,X, 1,  20.00,    310.1000,Howe     ,Nannofossils                                 ,M              ,M                 ,                       ,F                      ,R                         ,                 ,F                           ,C                        ,C                      ,                      ,                       ,R                    ,                         ,C                    ,F                    ,                     ,C                          ,                      ,F                    ,F                       ,S                     ,                      ,F                   ,                     ,F                    ,F                ,R                          ,                  ,                      ,R                        ,                 ,                     ,                         ,                              ,                      ,                              ,                  ,R             ,S                    ,R                  ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Few Cretaceous reworking & biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,157, 952,A, 34,X, 3,  22.00,    313.1200,Howe     ,Nannofossils                                 ,H              ,M                 ,R                      ,F                      ,R                         ,                 ,R                           ,C                        ,C                      ,S                     ,                       ,F                    ,                         ,C                    ,F                    ,                     ,C                          ,F                     ,F                    ,R                       ,R                     ,                      ,R                   ,                     ,F                    ,C                ,R                          ,                  ,                      ,S                        ,                 ,                     ,                         ,                              ,                      ,S                             ,                  ,              ,                     ,                   ,                          ,                        ,                           ,                              ,                          ,                  ,                                ,                           ,                       ,                  ,                      ,                  ,                 ,                   ,                   ,                 ,                  ,                    ,                   ,                           ,                        ,                     ,                     ,                   ,                       ,                     ,                   ,                   ,                        ,                      ,                       ,                      ,                       ,                            ,Few biogenic siliceous debris. found in SR. Ch 29. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
